,match_id,date,batter,batter_runs,balls_faced,wicket_type,won,innings,wickets_fallen,bowling_team,batting_team,venue,toss_winner,runs_remain,net_run_rate,final_team_total,first_ball,current_team_total,is_powerplay,strike_rate,out,last_ball,Left arm Fast,Left arm Orthodox,Left arm Wrist spin,Right arm Fast,Right arm Legbreak,Right arm Offbreak,recent_form
4185,Australia_New Zealand_2021-03-03,2021-03-03,MP Stoinis,9,8,0,1.0,1,3,New Zealand,Australia,Sky Stadium,0,-1.0,3.2,208,96,153,False,112.5,False,120,6.0,6.0,0.0,20.0,1.0,0.0,43.0
8926,Sri Lanka_South Africa_2013-08-02,2013-08-02,TM Dilshan,9,19,caught,0.0,2,0,South Africa,Sri Lanka,R. Premadasa Stadium,0,71.0,-0.5999999999999996,103,1,0,True,47.37,True,56,31.0,0.0,,81.0,25.0,85.0,0.0
1779,England_Sri Lanka_2016-07-05,2016-07-05,EJG Morgan,47,39,0,1.0,2,2,Sri Lanka,England,The Rose Bowl,0,-4.0,1.2285714285714278,144,30,31,True,120.51,False,105,18.0,24.0,0.0,65.0,49.0,15.0,0.0
10449,Australia_Pakistan_2012-10-02,2012-10-02,Nasir Jamshed,55,46,caught,1.0,1,1,Australia,Pakistan,R. Premadasa Stadium,0,-1.0,1.6000000000000003,149,8,5,True,119.57,True,89,23.0,42.0,18.0,62.0,24.0,61.0,22.0
10485,India_England_2012-12-22,2012-12-22,PP Chawla,0,1,run out,0.0,1,7,England,India,Wankhede Stadium,0,-1.0,-0.200000000000001,177,117,174,False,0.0,True,120,,,,4.0,,,0.0
9740,Sri Lanka_New Zealand_2012-09-27,2012-09-27,NL McCullum,3,4,bowled,-1.0,1,4,Sri Lanka,New Zealand,Pallekele International Cricket Stadium,1,-1.0,0.0,174,105,155,False,75.0,True,113,6.0,0.0,,27.0,0.0,0.0,5.0
950,New Zealand_South Africa_2014-03-24,2014-03-24,Q de Kock,4,8,caught,1.0,1,0,New Zealand,South Africa,Zahur Ahmed Chowdhury Stadium,0,-1.0,0.0999999999999996,170,1,1,True,50.0,True,18,68.0,0.0,0.0,103.0,26.0,48.0,35.666666666666664
5351,India_South Africa_2015-10-02,2015-10-02,AR Patel,2,3,0,0.0,1,5,South Africa,India,Himachal Pradesh Cricket Association Stadium,0,-1.0,-0.219491525423729,199,113,188,False,66.67,False,120,3.0,0.0,,5.0,0.0,0.0,0.0
9864,South Africa_West Indies_2008-01-18,2008-01-18,RN Lewis,0,4,caught,0.0,1,5,South Africa,West Indies,New Wanderers Stadium,0,-1.0,-0.3810344827586212,131,83,73,False,0.0,True,88,,,,51.0,,18.0,0.0
5975,South Africa_Pakistan_2021-04-14,2021-04-14,JN Malan,55,40,caught,0.0,1,0,Pakistan,South Africa,SuperSport Park,0,-1.0,-1.238888888888889,203,1,0,True,137.5,True,85,49.0,48.0,19.0,114.0,0.0,0.0,19.5
5671,West Indies_Pakistan_2018-04-03,2018-04-03,Asif Ali,25,16,0,1.0,2,2,West Indies,Pakistan,National Stadium,0,-1.0,1.4985148514851492,154,78,114,False,156.25,False,101,24.0,1.0,0.0,39.0,6.0,0.0,7.5
9899,New Zealand_West Indies_2014-01-11,2014-01-11,JD Ryder,22,14,caught,1.0,1,0,West Indies,New Zealand,Eden Park,1,-1.0,4.049999999999999,189,1,0,True,157.14,True,40,24.0,18.0,,130.0,23.0,49.0,0.0
3361,West Indies_Pakistan_2017-03-26,2017-03-26,Babar Azam,29,29,caught,1.0,2,1,West Indies,Pakistan,Kensington Oval,1,16.0,1.149029126213592,115,28,25,True,100.0,True,90,46.0,6.0,0.0,70.0,37.0,18.0,0.0
4776,India_South Africa_2018-02-24,2018-02-24,S Dhawan,47,40,run out,1.0,1,0,South Africa,India,Newlands Cricket Ground,0,-1.0,0.3499999999999996,172,0,3,True,117.5,True,91,0.0,18.0,24.0,167.0,0.0,36.0,48.0
1699,West Indies_England_2021-10-23,2021-10-23,JC Buttler,24,21,0,1.0,2,0,West Indies,England,Dubai International Cricket Stadium,1,-1.0,3.97,56,1,0,True,114.29,False,50,40.0,22.0,0.0,38.0,14.0,22.0,0.0
4442,Pakistan_Sri Lanka_2007-09-17,2007-09-17,Mohammad Hafeez,10,11,bowled,1.0,1,1,Sri Lanka,Pakistan,New Wanderers Stadium,0,-1.0,1.6499999999999997,189,19,22,True,90.91,True,35,52.0,24.0,0.0,80.0,25.0,26.0,0.0
5851,Sri Lanka_South Africa_2021-10-30,2021-10-30,K Rabada,13,7,0,1.0,2,6,Sri Lanka,South Africa,Sharjah Cricket Stadium,1,-4.0,0.2613445378151269,146,105,113,False,185.71,False,119,0.0,0.0,0.0,27.0,4.0,0.0,19.0
6030,Sri Lanka_South Africa_2021-10-30,2021-10-30,WIA Fernando,3,5,caught and bowled,0.0,1,3,South Africa,Sri Lanka,Sharjah Cricket Stadium,0,-1.0,-0.2613445378151269,142,58,62,False,60.0,True,70,0.0,12.0,16.0,68.0,12.0,19.0,4.0
4034,New Zealand_Australia_2021-02-25,2021-02-25,MJ Guptill,97,50,caught,1.0,1,0,Australia,New Zealand,University Oval,0,-1.0,0.1999999999999993,219,1,4,True,194.0,True,88,51.0,43.0,0.0,113.0,45.0,0.0,0.0
2297,South Africa_West Indies_2021-06-27,2021-06-27,KA Pollard,1,4,caught,0.0,2,3,South Africa,West Indies,National Cricket Stadium,1,101.0,-0.8000000000000007,150,53,63,False,25.0,True,59,18.0,14.0,19.0,82.0,0.0,8.0,0.0
5231,Australia_Sri Lanka_2022-02-11,2022-02-11,A Zampa,2,6,0,1.0,1,8,Sri Lanka,Australia,Sydney Cricket Ground,0,-1.0,1.0289473684210524,149,112,145,False,33.33,False,120,9.0,0.0,0.0,3.0,0.0,0.0,0.0
1748,England_New Zealand_2012-09-29,2012-09-29,EJG Morgan,30,31,caught,1.0,2,2,New Zealand,England,Pallekele International Cricket Stadium,0,21.0,0.511504424778761,149,39,39,False,96.77,True,98,6.0,24.0,0.0,89.0,0.0,44.0,22.0
6262,India_West Indies_2018-11-06,2018-11-06,FA Allen,0,1,run out,0.0,2,7,India,West Indies,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,1,114.0,-3.55,124,83,81,False,0.0,True,83,6.0,23.0,6.0,45.0,0.0,0.0,27.0
8740,South Africa_Pakistan_2013-03-03,2013-03-03,Shahid Afridi,19,13,0,1.0,1,4,South Africa,Pakistan,SuperSport Park,1,-1.0,4.75,195,100,171,False,146.15,False,120,0.0,0.0,,21.0,0.0,0.0,0.0
2874,England_Sri Lanka_2014-03-27,2014-03-27,MM Ali,0,1,caught,1.0,2,2,Sri Lanka,England,Zahur Ahmed Chowdhury Stadium,1,189.0,0.3775862068965523,190,6,0,True,0.0,True,6,0.0,0.0,0.0,163.0,0.0,73.0,14.666666666666666
10340,England_India_2011-08-31,2011-08-31,MM Patel,0,1,caught,0.0,1,10,England,India,Old Trafford,1,-1.0,-0.4166666666666661,165,118,165,False,0.0,True,118,,,,1.0,,,0.0
9956,Australia_India_2012-02-03,2012-02-03,DJ Hussey,24,29,caught and bowled,0.0,1,2,India,Australia,Melbourne Cricket Ground,1,-1.0,-0.3144067796610166,131,18,20,True,82.76,True,81,0.0,38.0,18.0,86.0,22.0,43.0,42.0
1306,England_Australia_2013-08-29,2013-08-29,AD Hales,8,9,caught,0.0,2,0,Australia,England,The Rose Bowl,1,215.0,-1.950000000000001,209,0,3,True,88.89,True,19,44.0,25.0,0.0,135.0,25.0,6.0,0.0
654,New Zealand_England_2013-02-15,2013-02-15,C Munro,1,3,caught,0.0,1,4,England,New Zealand,Sky Stadium,0,-1.0,-4.339473684210527,139,87,96,False,33.33,True,92,0.0,0.0,0.0,33.0,0.0,0.0,17.5
4346,Australia_New Zealand_2021-03-05,2021-03-05,AC Agar,0,3,bowled,1.0,1,4,New Zealand,Australia,Sky Stadium,1,-1.0,2.5,156,79,95,False,0.0,True,84,10.0,12.0,0.0,39.0,13.0,0.0,11.5
4302,New Zealand_India_2020-01-24,2020-01-24,TL Seifert,1,2,caught,0.0,1,4,India,New Zealand,Eden Park,0,-1.0,-0.5868421052631572,203,103,178,False,50.0,True,107,0.0,0.0,0.0,26.0,0.0,0.0,0.0
5549,South Africa_Sri Lanka_2018-08-14,2018-08-14,A Dananjaya,2,7,bowled,1.0,2,6,South Africa,Sri Lanka,R. Premadasa Stadium,0,10.0,1.2874999999999996,99,75,83,False,28.57,True,85,10.0,,8.0,19.0,0.0,12.0,0.0
7152,Pakistan_Sri Lanka_2022-09-09,2022-09-09,Haris Rauf,1,2,caught,0.0,1,8,Sri Lanka,Pakistan,Dubai International Cricket Stadium,0,-1.0,-1.2441176470588236,121,108,110,False,50.0,True,115,7.0,0.0,,1.0,0.0,0.0,6.5
3457,Sri Lanka_West Indies_2015-11-11,2015-11-11,ADS Fletcher,23,21,lbw,1.0,1,0,Sri Lanka,West Indies,R. Premadasa Stadium,1,-1.0,1.1499999999999997,162,1,0,True,109.52,True,38,0.0,20.0,0.0,169.0,0.0,61.0,57.0
7613,South Africa_Australia_2023-09-03,2023-09-03,KA Maharaj,9,7,0,0.0,1,7,Australia,South Africa,Kingsmead,1,-1.0,-1.2102803738317771,190,110,176,False,128.57,False,120,0.0,0.0,0.0,11.0,0.0,0.0,0.0
4365,Pakistan_Sri Lanka_2009-06-21,2009-06-21,Kamran Akmal,37,28,stumped,1.0,2,0,Sri Lanka,Pakistan,Lord's,0,90.0,0.5464285714285708,139,1,0,True,132.14,True,43,51.0,12.0,0.0,79.0,24.0,72.0,13.25
5255,India_New Zealand_2022-11-20,2022-11-20,B Kumar,1,1,0,1.0,1,6,New Zealand,India,Bay Oval,0,-1.0,3.250000000000001,191,120,191,False,100.0,False,120,0.0,0.0,0.0,1.0,0.0,0.0,4.0
3054,Australia_India_2018-11-25,2018-11-25,RG Sharma,23,16,bowled,1.0,2,0,Australia,India,Sydney Cricket Ground,0,97.0,0.3423728813559332,168,1,1,True,143.75,True,41,53.0,25.0,26.0,98.0,25.0,24.0,32.0
5118,West Indies_England_2023-12-14,2023-12-14,SO Hetmyer,2,5,caught,1.0,1,3,England,West Indies,National Cricket Stadium,0,-1.0,0.5,176,45,52,False,40.0,True,50,32.0,24.0,0.0,61.0,41.0,0.0,1.0
10283,New Zealand_Sri Lanka_2010-05-23,2010-05-23,RJ Nicol,0,1,lbw,0.0,1,3,Sri Lanka,New Zealand,Central Broward Regional Park Stadium,1,-1.0,-1.2403225806451612,81,12,4,True,0.0,True,12,7.0,18.0,,99.0,0.0,56.0,10.0
8705,New Zealand_Pakistan_2009-06-13,2009-06-13,Shahid Afridi,29,18,0,1.0,2,3,New Zealand,Pakistan,The Oval,0,-1.0,2.64493670886076,100,50,65,False,161.11,False,79,6.0,12.0,,28.0,19.0,29.0,2.5
3332,Pakistan_Sri Lanka_2013-12-11,2013-12-11,Sharjeel Khan,34,30,caught,1.0,2,0,Sri Lanka,Pakistan,Dubai International Cricket Stadium,1,76.0,0.3673913043478256,146,1,0,True,113.33,True,63,33.0,0.0,0.0,92.0,25.0,91.0,0.0
2962,India_England_2021-03-16,2021-03-16,RR Pant,25,20,run out,0.0,1,3,England,India,Narendra Modi Stadium,0,-1.0,-0.8181818181818192,156,33,24,False,125.0,True,67,12.0,0.0,0.0,96.0,30.0,24.0,23.5
1925,New Zealand_England_2018-02-13,2018-02-13,LE Plunkett,0,1,bowled,0.0,2,8,New Zealand,England,Sky Stadium,1,28.0,-0.6000000000000014,184,108,168,False,0.0,True,108,7.0,,,22.0,0.0,0.0,0.0
3047,England_India_2018-07-03,2018-07-03,RG Sharma,32,30,caught,1.0,2,0,England,India,Old Trafford,1,29.0,0.9409090909090904,163,1,4,True,106.67,True,76,24.0,0.0,24.0,124.0,49.0,14.0,0.0
147,Australia_West Indies_2013-02-13,2013-02-13,JP Faulkner,7,6,caught,0.0,2,5,West Indies,Australia,Brisbane Cricket Ground,0,52.0,-1.3500000000000014,164,88,123,False,116.67,True,99,13.0,0.0,,43.0,0.0,12.0,0.0
9282,New Zealand_Pakistan_2010-12-28,2010-12-28,PD McGlashan,26,10,lbw,1.0,1,4,Pakistan,New Zealand,Seddon Park,0,-1.0,1.95,185,95,135,False,260.0,True,111,6.0,0.0,,27.0,0.0,8.0,5.0
396,Pakistan_Sri Lanka_2009-06-12,2009-06-12,KMDN Kulasekara,0,1,lbw,1.0,1,7,Pakistan,Sri Lanka,Lord's,1,-1.0,0.9500000000000002,150,119,148,False,0.0,True,119,0.0,0.0,,4.0,0.0,0.0,0.0
399,Sri Lanka_New Zealand_2009-09-04,2009-09-04,KMDN Kulasekara,2,4,caught,0.0,2,6,New Zealand,Sri Lanka,R. Premadasa Stadium,0,22.0,-1.0999999999999996,148,106,129,False,50.0,True,119,0.0,0.0,,24.0,0.0,6.0,6.5
1443,India_South Africa_2018-02-21,2018-02-21,RR Hendricks,26,17,caught,1.0,2,0,India,South Africa,SuperSport Park,1,150.0,0.7249999999999996,189,1,0,True,152.94,True,30,24.0,12.0,12.0,152.0,25.0,13.0,70.0
7799,West Indies_India_2022-08-02,2022-08-02,DC Thomas,0,0,0,0.0,1,4,India,West Indies,Warner Park Sporting Complex,0,-1.0,-0.4842105263157901,164,118,162,False,0.0,False,120,0.0,0.0,0.0,0.0,0.0,0.0,31.0
6704,West Indies_India_2023-08-08,2023-08-08,BA King,42,42,caught and bowled,0.0,1,0,India,West Indies,Providence Stadium,1,-1.0,-1.2462616822429906,159,1,0,True,100.0,True,89,33.0,50.0,24.0,78.0,24.0,26.0,14.0
4093,New Zealand_West Indies_2014-01-15,2014-01-15,LRPL Taylor,39,41,caught,1.0,2,2,West Indies,New Zealand,Sky Stadium,0,12.0,0.6289473684210529,163,18,36,True,95.12,True,106,38.0,18.0,0.0,101.0,0.0,48.0,5.0
2499,West Indies_India_2017-07-09,2017-07-09,V Kohli,39,22,caught,0.0,1,0,West Indies,India,Sabina Park,0,-1.0,-0.986486486486486,190,1,4,True,177.27,True,33,0.0,23.0,27.0,107.0,25.0,62.0,0.0
5815,Sri Lanka_England_2022-11-05,2022-11-05,DM de Silva,9,11,caught,0.0,1,1,England,Sri Lanka,Sydney Cricket Ground,1,-1.0,-0.272033898305084,141,25,39,True,81.82,True,50,22.0,0.0,0.0,60.0,46.0,61.0,30.666666666666668
9021,South Africa_New Zealand_2007-11-23,2007-11-23,J Botha,6,2,0,1.0,2,7,New Zealand,South Africa,New Wanderers Stadium,1,-2.0,0.155042016806723,131,117,125,False,300.0,False,119,0.0,0.0,,6.0,,0.0,0.0
2837,India_New Zealand_2021-10-31,2021-10-31,HH Pandya,23,24,caught,0.0,1,4,New Zealand,India,Dubai International Cricket Stadium,0,-1.0,-2.155172413793103,110,62,49,False,95.83,True,109,12.0,6.0,0.0,54.0,18.0,0.0,11.0
4245,England_West Indies_2022-01-22,2022-01-22,JM Vince,14,12,caught,0.0,1,1,West Indies,England,Kensington Oval,0,-1.0,-0.9082524271844656,103,7,6,True,116.67,True,30,37.0,61.0,,72.0,24.0,6.0,0.0
7362,New Zealand_West Indies_2008-12-26,2008-12-26,FH Edwards,1,2,run out,-1.0,2,7,New Zealand,West Indies,Eden Park,0,5.0,0.0,155,116,149,False,50.0,True,118,0.0,,0.0,5.0,,5.0,0.0
237,England_Sri Lanka_2016-03-26,2016-03-26,TAM Siriwardana,7,7,caught,0.0,2,1,England,Sri Lanka,Arun Jaitley Stadium,1,156.0,-0.5,161,4,3,True,100.0,True,17,21.0,30.0,0.0,146.0,36.0,12.0,8.666666666666666
8357,South Africa_Australia_2006-02-24,2006-02-24,SM Katich,39,22,caught,0.0,2,0,South Africa,Australia,New Wanderers Stadium,0,123.0,-0.1000000000000014,199,0,1,True,177.27,True,50,26.0,18.0,13.0,177.0,,12.0,0.0
5312,Sri Lanka_India_2017-12-24,2017-12-24,SS Iyer,30,32,run out,1.0,2,1,Sri Lanka,India,Wankhede Stadium,1,54.0,0.4396551724137936,139,21,21,True,93.75,True,80,16.0,0.0,24.0,139.0,0.0,24.0,12.0
7214,New Zealand_Pakistan_2024-01-14,2024-01-14,Azam Khan,2,3,caught,0.0,2,4,New Zealand,Pakistan,Seddon Park,1,86.0,-1.049999999999999,173,72,106,False,66.67,True,75,7.0,13.0,,53.0,25.0,0.0,10.0
4116,New Zealand_Pakistan_2018-11-02,2018-11-02,LRPL Taylor,3,7,run out,0.0,1,3,Pakistan,New Zealand,Dubai International Cricket Stadium,1,-1.0,-0.1805084745762704,153,59,68,False,42.86,True,76,18.0,7.0,0.0,62.0,38.0,0.0,42.0
9215,South Africa_England_2009-11-13,2009-11-13,LE Bosman,58,31,caught,0.0,2,0,England,South Africa,New Wanderers Stadium,1,101.0,-0.3307692307692296,127,1,0,True,187.1,True,56,0.0,12.0,0.0,139.0,0.0,44.0,0.0
3977,Sri Lanka_New Zealand_2012-09-27,2012-09-27,MJ Guptill,38,30,caught,-1.0,1,0,Sri Lanka,New Zealand,Pallekele International Cricket Stadium,1,-1.0,0.0,174,1,0,True,126.67,True,45,24.0,25.0,0.0,125.0,12.0,65.0,1.0
2411,Sri Lanka_West Indies_2009-06-19,2009-06-19,JE Taylor,2,2,caught,0.0,2,7,Sri Lanka,West Indies,The Oval,1,63.0,-2.8500000000000005,101,90,88,False,100.0,True,93,1.0,6.0,,24.0,0.0,20.0,0.0
4008,Pakistan_New Zealand_2018-01-22,2018-01-22,MJ Guptill,2,6,caught,1.0,2,0,Pakistan,New Zealand,Sky Stadium,1,102.0,1.4447368421052629,106,1,0,True,33.33,True,7,44.0,36.0,0.0,90.0,49.0,0.0,34.0
5311,India_Sri Lanka_2017-12-22,2017-12-22,SS Iyer,0,1,lbw,1.0,1,3,Sri Lanka,India,Holkar Cricket Stadium,0,-1.0,3.0769230769230766,260,115,254,False,0.0,True,116,0.0,0.0,0.0,5.0,0.0,0.0,24.0
5405,Sri Lanka_India_2022-02-26,2022-02-26,MD Gunathilaka,38,29,caught,0.0,1,0,India,Sri Lanka,Himachal Pradesh Cricket Association Stadium,0,-1.0,-1.684951456310678,183,1,0,True,131.03,True,52,26.0,36.0,0.0,145.0,24.0,0.0,6.75
2283,India_West Indies_2019-08-03,2019-08-03,KA Pollard,49,49,lbw,0.0,1,2,India,West Indies,Central Broward Regional Park Stadium,0,-1.0,-0.9038461538461542,95,13,12,True,100.0,True,117,32.0,48.0,0.0,89.0,0.0,24.0,0.0
7798,India_West Indies_2022-08-01,2022-08-01,DC Thomas,31,19,0,1.0,2,3,India,West Indies,Warner Park Sporting Complex,1,-3.0,0.3931034482758617,141,76,84,False,163.16,False,116,25.0,15.0,0.0,41.0,0.0,6.0,0.0
7845,Australia_New Zealand_2024-02-25,2024-02-25,TH David,8,3,0,1.0,1,4,New Zealand,Australia,Eden Park,0,-1.0,1.2624999999999993,118,56,100,False,266.67,False,64,0.0,5.0,0.0,0.0,4.0,5.0,31.4
181,Sri Lanka_New Zealand_2019-09-03,2019-09-03,N Dickwella,39,30,lbw,0.0,1,2,New Zealand,Sri Lanka,Pallekele International Cricket Stadium,1,-1.0,-0.3398305084745754,161,39,41,False,130.0,True,95,18.0,18.0,23.0,62.0,38.0,6.0,33.0
7213,New Zealand_Pakistan_2024-01-12,2024-01-12,Azam Khan,10,9,caught,0.0,2,4,New Zealand,Pakistan,Eden Park,1,67.0,-2.3000000000000007,180,77,134,False,111.11,True,91,12.0,0.0,,53.0,12.0,0.0,0.0
10474,Sri Lanka_West Indies_2015-11-11,2015-11-11,SMSM Senanayake,3,4,caught,0.0,2,6,West Indies,Sri Lanka,R. Premadasa Stadium,0,29.0,-1.1499999999999997,139,101,127,False,75.0,True,110,0.0,0.0,,32.0,,6.0,0.0
2345,New Zealand_West Indies_2022-08-14,2022-08-14,R Powell,27,15,0,1.0,2,2,New Zealand,West Indies,Sabina Park,0,-5.0,0.6447368421052628,150,88,114,False,180.0,False,114,10.0,6.0,0.0,36.0,8.0,0.0,16.285714285714285
9006,Australia_Sri Lanka_2007-09-20,2007-09-20,CRD Fernando,0,2,caught and bowled,0.0,1,9,Australia,Sri Lanka,Newlands Cricket Ground,0,-1.0,-4.820967741935484,101,114,100,False,0.0,True,117,2.0,0.0,,0.0,,0.0,0.0
8916,Sri Lanka_Pakistan_2012-06-03,2012-06-03,TM Dilshan,18,21,bowled,0.0,2,0,Pakistan,Sri Lanka,Mahinda Rajapaksa International Cricket Stadium,0,83.0,-1.1499999999999997,99,1,1,True,85.71,True,47,48.0,0.0,,102.0,49.0,42.0,5.0
8911,Australia_Sri Lanka_2010-10-31,2010-10-31,TM Dilshan,41,33,stumped,1.0,2,0,Australia,Sri Lanka,WACA Ground,0,20.0,1.5318181818181813,135,1,0,True,124.24,True,86,19.0,0.0,,135.0,15.0,49.0,0.0
6298,West Indies_England_2019-03-10,2019-03-10,SS Cottrell,4,3,bowled,0.0,1,8,England,West Indies,Warner Park Sporting Complex,1,-1.0,-3.307142857142857,71,69,60,False,133.33,True,71,0.0,0.0,,4.0,6.0,,2.0
5862,India_South Africa_2022-06-17,2022-06-17,L Ngidi,4,10,caught,0.0,2,8,India,South Africa,Saurashtra Cricket Association Stadium,1,82.0,-4.1,87,85,79,False,40.0,True,101,0.0,16.0,0.0,31.0,5.0,0.0,0.0
2457,Afghanistan_England_2022-10-22,2022-10-22,BA Stokes,2,4,bowled,1.0,2,2,Afghanistan,England,Perth Stadium,1,47.0,0.620183486238532,113,53,53,False,50.0,True,64,32.0,0.0,0.0,33.0,38.0,24.0,8.0
7392,Pakistan_West Indies_2021-12-14,2021-12-14,AJ Hosein,2,2,run out,0.0,2,8,Pakistan,West Indies,National Stadium,0,23.0,-0.4499999999999993,163,103,132,False,100.0,True,112,12.0,0.0,,22.0,0.0,0.0,1.0
2506,India_South Africa_2018-02-18,2018-02-18,V Kohli,26,20,lbw,1.0,1,2,South Africa,India,New Wanderers Stadium,0,-1.0,1.4000000000000004,203,25,49,True,130.0,True,57,12.0,12.0,25.0,130.0,25.0,0.0,0.0
10543,Pakistan_Australia_2018-07-02,2018-07-02,Usman Shinwari,0,0,caught,0.0,1,10,Australia,Pakistan,Harare Sports Club,0,-1.0,-4.999999999999999,116,119,116,False,0.0,True,119,0.0,,,0.0,,,0.0
6743,South Africa_England_2020-11-27,2020-11-27,SM Curran,7,3,0,1.0,2,5,South Africa,England,Newlands Cricket Ground,1,-4.0,0.5155172413793121,183,106,160,False,233.33,False,116,0.0,0.0,0.0,26.0,0.0,0.0,0.0
6687,England_West Indies_2022-01-23,2022-01-23,BA King,0,1,lbw,0.0,2,0,England,West Indies,Kensington Oval,1,168.0,-0.0500000000000007,170,0,2,True,0.0,True,2,44.0,48.0,0.0,112.0,24.0,24.0,52.0
3608,Australia_Pakistan_2016-03-25,2016-03-25,Shoaib Malik,40,20,0,0.0,2,4,Australia,Pakistan,Punjab Cricket Association IS Bindra Stadium,0,21.0,-1.0500000000000007,172,81,111,False,200.0,False,120,37.0,4.0,0.0,24.0,16.0,0.0,14.5
2395,West Indies_Pakistan_2017-03-30,2017-03-30,SP Narine,9,7,run out,0.0,2,7,Pakistan,West Indies,Queen's Park Oval,1,4.0,-0.1499999999999994,129,111,114,False,128.57,True,119,4.0,0.0,,17.0,0.0,0.0,1.0
9771,Australia_Sri Lanka_2010-05-09,2010-05-09,BJ Haddin,15,9,caught,1.0,1,1,Sri Lanka,Australia,Kensington Oval,1,-1.0,4.050000000000001,168,6,2,True,166.67,True,15,60.0,6.0,,75.0,25.0,49.0,4.5
8646,Pakistan_South Africa_2012-09-28,2012-09-28,JA Morkel,9,6,0,0.0,1,5,Pakistan,South Africa,R. Premadasa Stadium,1,-1.0,-0.2652542372881346,133,105,110,False,150.0,False,120,0.0,0.0,0.0,25.0,0.0,0.0,8.5
4273,New Zealand_England_2023-08-30,2023-08-30,MS Chapman,11,9,bowled,0.0,1,3,England,New Zealand,Riverside Ground,0,-1.0,-3.2642857142857133,139,33,35,False,122.22,True,46,22.0,13.0,0.0,43.0,30.0,36.0,0.0
8988,Sri Lanka_South Africa_2013-08-02,2013-08-02,KC Sangakkara,59,53,0,0.0,2,2,South Africa,Sri Lanka,R. Premadasa Stadium,0,12.0,-0.5999999999999996,103,29,26,True,111.32,False,120,21.0,0.0,,64.0,25.0,78.0,0.0
1365,England_South Africa_2012-09-12,2012-09-12,JM Bairstow,4,2,bowled,1.0,1,4,South Africa,England,Edgbaston,0,-1.0,2.545454545454545,118,63,116,False,200.0,True,64,0.0,0.0,0.0,8.0,0.0,0.0,15.0
10028,England_New Zealand_2013-06-25,2013-06-25,RS Bopara,30,18,0,0.0,2,3,New Zealand,England,The Oval,1,5.0,-0.25,196,84,136,False,166.67,False,120,20.0,0.0,,53.0,0.0,6.0,0.0
1903,South Africa_England_2022-07-31,2022-07-31,DJ Malan,7,11,caught,0.0,2,1,South Africa,England,The Rose Bowl,1,139.0,-4.500000000000001,101,24,28,True,63.64,True,51,46.0,11.0,24.0,63.0,24.0,13.0,33.0
1069,South Africa_India_2011-01-09,2011-01-09,AB de Villiers,14,10,run out,0.0,2,2,India,South Africa,Moses Mabhida Stadium,0,80.0,-1.0500000000000007,147,27,31,True,140.0,True,55,24.0,43.0,0.0,52.0,0.0,74.0,0.0
7357,Sri Lanka_West Indies_2021-03-07,2021-03-07,KNA Bandara,44,35,0,0.0,1,4,West Indies,Sri Lanka,Coolidge Cricket Ground,1,-1.0,-0.5026315789473683,131,58,46,False,125.71,False,120,23.0,0.0,21.0,49.0,13.0,18.0,15.5
8484,New Zealand_Sri Lanka_2014-03-31,2014-03-31,KD Mills,4,9,lbw,0.0,2,6,Sri Lanka,New Zealand,Zahur Ahmed Chowdhury Stadium,1,68.0,-2.079032258064516,60,58,33,False,44.44,True,81,23.0,3.0,,44.0,0.0,27.0,0.0
3190,India_West Indies_2016-03-31,2016-03-31,AD Russell,43,20,0,1.0,2,3,India,West Indies,Wankhede Stadium,1,-4.0,0.3661016949152547,196,80,116,False,215.0,False,118,6.0,7.0,0.0,61.0,0.0,0.0,13.333333333333334
3621,Pakistan_Australia_2018-07-05,2018-07-05,Shoaib Malik,27,15,caught,1.0,1,3,Australia,Pakistan,Harare Sports Club,0,-1.0,2.249999999999999,194,77,108,False,180.0,True,105,33.0,6.0,0.0,45.0,6.0,0.0,13.0
2863,New Zealand_India_2023-01-27,2023-01-27,HH Pandya,21,20,caught and bowled,0.0,2,3,New Zealand,India,JSCA International Stadium Complex,1,87.0,-1.0500000000000007,155,20,15,True,105.0,True,74,18.0,24.0,24.0,77.0,18.0,50.0,15.0
536,Pakistan_New Zealand_2020-12-18,2020-12-18,GD Phillips,23,18,caught,1.0,2,2,Pakistan,New Zealand,Eden Park,0,88.0,0.6331858407079647,156,22,21,True,127.78,True,55,36.0,24.0,0.0,100.0,36.0,0.0,65.0
4065,New Zealand_South Africa_2009-06-09,2009-06-09,LRPL Taylor,22,31,bowled,0.0,2,2,South Africa,New Zealand,Lord's,1,46.0,-0.0500000000000007,127,21,27,True,70.97,True,87,18.0,24.0,0.0,123.0,0.0,42.0,0.0
8121,New Zealand_Pakistan_2024-01-12,2024-01-12,Abbas Afridi,1,2,caught,0.0,2,8,New Zealand,Pakistan,Eden Park,1,46.0,-2.3000000000000007,180,103,178,False,50.0,True,106,6.0,,,17.0,,,0.0
1457,South Africa_England_2020-12-01,2020-12-01,RR Hendricks,13,14,caught,0.0,1,1,England,South Africa,Newlands Cricket Ground,1,-1.0,-1.3179245283018854,191,29,35,True,92.86,True,57,8.0,12.0,25.0,106.0,24.0,0.0,16.0
9497,England_New Zealand_2013-06-25,2013-06-25,LJ Wright,52,34,caught,0.0,2,1,New Zealand,England,The Oval,1,62.0,-0.25,196,23,54,True,152.94,True,90,44.0,25.0,,110.0,0.0,27.0,0.0
