,match_id,batter,batter_runs,innings,wickets_fallen,bowling_team,batting_team,venue,toss_winner,runs_remain,net_run_rate,final_team_total,first_ball,current_team_total,is_powerplay,strike_rate,Left arm Fast,Left arm Orthodox,Left arm Wrist spin,Right arm Fast,Right arm Legbreak,Right arm Offbreak,recent_form
37,West Indies_Australia_2021-07-09,MC Henriques,16,2,3,West Indies,Australia,Daren Sammy National Cricket Stadium,1,56.0,-0.9000000000000004,127,32,59,False,200.0,41.0,18.0,0.0,60.0,43.0,0.0,0.0
38,West Indies_Australia_2021-07-10,MC Henriques,19,2,3,West Indies,Australia,Daren Sammy National Cricket Stadium,1,84.0,-2.8000000000000007,140,48,59,False,90.48,19.0,38.0,0.0,56.0,38.0,2.0,16.0
39,Australia_West Indies_2021-07-12,MC Henriques,33,1,3,West Indies,Australia,Daren Sammy National Cricket Stadium,1,-1.0,-2.523033707865168,141,68,79,False,113.79,21.0,6.0,0.0,37.0,17.0,0.0,17.5
40,Australia_West Indies_2021-07-14,MC Henriques,6,1,3,West Indies,Australia,Daren Sammy National Cricket Stadium,1,-1.0,0.1999999999999993,189,71,130,False,120.0,33.0,12.0,0.0,41.0,20.0,0.0,22.666666666666668
41,West Indies_Australia_2021-07-16,MC Henriques,21,2,2,West Indies,Australia,Daren Sammy National Cricket Stadium,0,99.0,-0.7999999999999989,183,26,47,True,150.0,23.0,12.0,0.0,84.0,70.0,18.0,18.5
42,Australia_Sri Lanka_2017-02-17,AJ Turner,18,1,3,Sri Lanka,Australia,Melbourne Cricket Ground,0,-1.0,-0.1999999999999993,168,92,117,False,150.0,11.0,0.0,0.0,43.0,0.0,6.0,0.0
43,Australia_Sri Lanka_2017-02-19,AJ Turner,7,1,4,Sri Lanka,Australia,GMHBA Stadium,0,-1.0,-0.1500000000000003,173,87,122,False,116.67,12.0,0.0,0.0,51.0,6.0,0.0,18.0
44,Australia_Sri Lanka_2017-02-22,AJ Turner,1,1,4,Sri Lanka,Australia,Adelaide Oval,0,-1.0,2.05,187,112,181,False,50.0,0.0,0.0,0.0,9.0,0.0,0.0,12.5
45,India_Australia_2019-02-24,AJ Turner,0,2,4,India,Australia,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,24.0,0.0499999999999998,127,93,101,False,0.0,0.0,6.0,0.0,47.0,6.0,0.0,0.0
46,Australia_Sri Lanka_2019-10-27,AJ Turner,1,1,2,Sri Lanka,Australia,Adelaide Oval,0,-1.0,6.7,233,118,230,False,100.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
47,Australia_Sri Lanka_2019-11-01,AJ Turner,22,2,3,Sri Lanka,Australia,Melbourne Cricket Ground,1,-3.0,1.1075471698113208,145,78,99,False,146.67,7.0,6.0,6.0,37.0,12.0,6.0,1.0
48,Australia_Pakistan_2019-11-05,AJ Turner,8,2,3,Pakistan,Australia,Manuka Oval,0,-1.0,0.6621621621621614,151,79,107,False,53.33,35.0,6.0,0.0,18.0,16.0,0.0,11.5
49,Australia_West Indies_2021-07-12,AJ Turner,24,1,4,West Indies,Australia,Daren Sammy National Cricket Stadium,1,-1.0,-2.523033707865168,141,72,81,False,109.09,20.0,0.0,0.0,25.0,11.0,0.0,0.0
50,Australia_West Indies_2021-07-14,AJ Turner,6,1,4,West Indies,Australia,Daren Sammy National Cricket Stadium,1,-1.0,0.1999999999999993,189,77,136,False,60.0,31.0,12.0,0.0,28.0,18.0,0.0,24.0
51,South Africa_Australia_2023-09-03,AJ Turner,2,2,5,South Africa,Australia,Kingsmead,0,-1.0,1.2102803738317771,191,104,188,False,100.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
52,Australia_West Indies_2013-02-13,JP Faulkner,7,2,5,West Indies,Australia,Brisbane Cricket Ground,0,52.0,-1.3500000000000014,164,88,123,False,116.67,13.0,0.0,,43.0,0.0,12.0,0.0
53,Australia_West Indies_2014-03-28,JP Faulkner,13,1,5,West Indies,Australia,Shere Bangla National Stadium,1,-1.0,-0.2016949152542366,178,70,101,False,81.25,47.0,0.0,,29.0,14.0,14.0,0.0
54,Australia_Pakistan_2014-10-05,JP Faulkner,7,2,4,Pakistan,Australia,Dubai International Cricket Stadium,0,-1.0,2.128571428571429,97,53,56,False,58.33,24.0,0.0,,32.0,36.0,7.0,0.0
55,Australia_South Africa_2014-11-05,JP Faulkner,41,1,4,South Africa,Australia,Adelaide Oval,1,-1.0,-0.431578947368421,144,63,67,False,124.24,18.0,0.0,,71.0,25.0,0.0,0.0
56,Australia_South Africa_2014-11-09,JP Faulkner,9,2,5,South Africa,Australia,Stadium Australia,1,20.0,0.1113445378151265,146,78,101,False,112.5,37.0,0.0,,41.0,5.0,0.0,41.0
57,Australia_India_2016-01-29,JP Faulkner,10,2,5,India,Australia,Melbourne Cricket Ground,1,47.0,-1.3499999999999996,157,93,125,False,142.86,12.0,6.0,,29.0,0.0,10.0,10.0
58,South Africa_Australia_2016-03-06,JP Faulkner,7,2,5,South Africa,Australia,New Wanderers Stadium,1,-1.0,0.0500000000000007,205,115,195,False,175.0,0.0,0.0,,14.0,0.0,0.0,0.0
59,India_Australia_2016-03-27,JP Faulkner,10,1,5,India,Australia,Punjab Cricket Association IS Bindra Stadium,1,-1.0,-0.4000000000000003,160,100,131,False,100.0,13.0,0.0,,24.0,0.0,0.0,4.5
60,Sri Lanka_Australia_2016-09-09,JP Faulkner,1,2,2,Sri Lanka,Australia,R. Premadasa Stadium,0,29.0,0.8897196261682243,130,56,98,False,50.0,26.0,10.0,,32.0,24.0,30.0,0.0
61,Australia_Sri Lanka_2017-02-17,JP Faulkner,14,1,5,Sri Lanka,Australia,Melbourne Cricket Ground,0,-1.0,-0.1999999999999993,168,113,153,False,200.0,1.0,0.0,,14.0,0.0,0.0,0.0
62,Australia_Sri Lanka_2017-02-19,JP Faulkner,1,1,5,Sri Lanka,Australia,GMHBA Stadium,0,-1.0,-0.1500000000000003,173,97,135,False,50.0,6.0,0.0,,42.0,0.0,0.0,14.0
63,Australia_Sri Lanka_2017-02-22,JP Faulkner,2,1,5,Sri Lanka,Australia,Adelaide Oval,0,-1.0,2.05,187,115,184,False,100.0,0.0,0.0,,6.0,0.0,0.0,7.5
64,Sri Lanka_New Zealand_2019-09-01,N Dickwella,33,1,2,New Zealand,Sri Lanka,Pallekele International Cricket Stadium,1,-1.0,-0.2743589743589751,174,56,68,False,132.0,16.0,11.0,0.0,74.0,24.0,6.0,0.0
65,Sri Lanka_New Zealand_2019-09-03,N Dickwella,39,1,2,New Zealand,Sri Lanka,Pallekele International Cricket Stadium,1,-1.0,-0.3398305084745754,161,39,41,False,130.0,18.0,18.0,23.0,62.0,38.0,6.0,33.0
66,Sri Lanka_New Zealand_2019-09-06,N Dickwella,24,1,2,New Zealand,Sri Lanka,Pallekele International Cricket Stadium,1,-1.0,1.85,125,41,41,False,160.0,0.0,18.0,22.0,52.0,38.0,12.0,36.0
67,Australia_Sri Lanka_2019-10-30,N Dickwella,5,1,3,Australia,Sri Lanka,Brisbane Cricket Ground,1,-1.0,-3.226923076923077,117,54,54,False,166.67,0.0,12.0,12.0,40.0,19.0,0.0,0.0
68,Sri Lanka_West Indies_2021-03-07,N Dickwella,4,1,1,West Indies,Sri Lanka,Coolidge Cricket Ground,1,-1.0,-0.5026315789473683,131,14,10,True,66.67,26.0,17.0,25.0,81.0,25.0,41.0,16.5
69,Sri Lanka_England_2021-06-24,N Dickwella,3,1,3,England,Sri Lanka,Sophia Gardens,1,-1.0,-1.1304123711340202,111,76,70,False,100.0,14.0,0.0,0.0,31.0,24.0,1.0,0.0
70,England_Sri Lanka_2021-06-26,N Dickwella,11,2,3,England,Sri Lanka,The Rose Bowl,1,116.0,-4.45,91,29,29,True,57.89,66.0,0.0,24.0,58.0,24.0,11.0,3.0
71,Sri Lanka_India_2012-08-07,WU Tharanga,5,2,1,India,Sri Lanka,Pallekele International Cricket Stadium,1,141.0,-1.95,116,6,9,True,125.0,20.0,18.0,0.0,144.0,12.0,32.0,0.0
72,India_Sri Lanka_2018-03-06,WU Tharanga,17,2,3,India,Sri Lanka,R. Premadasa Stadium,1,38.0,0.7594594594594604,175,54,98,False,94.44,7.0,0.0,0.0,48.0,27.0,49.0,0.0
73,Sri Lanka_India_2018-03-12,WU Tharanga,22,1,2,India,Sri Lanka,R. Premadasa Stadium,0,-1.0,-0.742857142857142,152,20,34,True,91.67,13.0,0.0,0.0,83.0,52.0,42.0,17.0
74,Sri Lanka_South Africa_2012-09-22,EMDY Munaweera,13,2,1,South Africa,Sri Lanka,Mahinda Rajapaksa International Cricket Stadium,1,38.0,-4.571428571428571,46,5,4,True,92.86,0.0,12.0,0.0,62.0,0.0,6.0,0.0
75,Australia_Sri Lanka_2017-02-17,EMDY Munaweera,44,2,1,Australia,Sri Lanka,Melbourne Cricket Ground,1,77.0,0.1999999999999993,172,6,6,True,151.72,25.0,0.0,24.0,114.0,49.0,12.0,0.0
76,Australia_Sri Lanka_2017-02-19,EMDY Munaweera,10,2,1,Australia,Sri Lanka,GMHBA Stadium,1,133.0,0.1500000000000003,176,6,5,True,250.0,24.0,0.0,0.0,176.0,24.0,13.0,44.0
77,Sri Lanka_India_2017-09-06,EMDY Munaweera,53,1,1,India,Sri Lanka,R. Premadasa Stadium,0,-1.0,-0.5,170,15,27,True,182.76,19.0,24.0,24.0,80.0,44.0,24.0,0.0
78,India_Sri Lanka_2016-02-14,DAS Gunaratne,4,1,2,India,Sri Lanka,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,-1.0,-1.9722891566265064,82,7,3,True,33.33,7.0,38.0,0.0,66.0,6.0,52.0,0.0
79,South Africa_Sri Lanka_2017-01-22,DAS Gunaratne,3,2,4,South Africa,Sri Lanka,New Wanderers Stadium,0,20.0,0.4008474576271181,119,88,87,False,60.0,22.0,11.0,0.0,18.0,12.0,0.0,10.0
80,South Africa_Sri Lanka_2017-01-25,DAS Gunaratne,11,2,5,South Africa,Sri Lanka,Newlands Cricket Ground,0,-1.0,0.1214285714285718,170,106,143,False,183.33,6.0,0.0,0.0,24.0,0.0,0.0,6.5
81,Australia_Sri Lanka_2017-02-17,DAS Gunaratne,52,2,2,Australia,Sri Lanka,Melbourne Cricket Ground,1,17.0,0.1999999999999993,172,54,80,False,140.54,19.0,0.0,13.0,77.0,25.0,6.0,8.0
82,Australia_Sri Lanka_2017-02-19,DAS Gunaratne,84,2,3,Australia,Sri Lanka,GMHBA Stadium,1,-3.0,0.1500000000000003,176,22,27,True,182.61,18.0,0.0,0.0,149.0,24.0,12.0,19.0
83,Australia_Sri Lanka_2017-02-22,DAS Gunaratne,4,2,2,Australia,Sri Lanka,Adelaide Oval,1,111.0,-2.05,146,46,69,False,80.0,13.0,2.0,0.0,90.0,24.0,13.0,49.0
84,India_Sri Lanka_2017-12-20,DAS Gunaratne,4,2,3,India,Sri Lanka,Barabati Stadium,1,125.0,-4.65,87,45,47,False,100.0,6.0,0.0,18.0,81.0,17.0,12.0,0.0
85,India_Sri Lanka_2017-12-22,DAS Gunaratne,0,2,3,India,Sri Lanka,Holkar Cricket Stadium,1,99.0,-3.0769230769230766,172,85,156,False,0.0,0.0,0.0,2.0,35.0,8.0,8.0,4.0
86,Sri Lanka_India_2017-12-24,DAS Gunaratne,36,1,3,India,Sri Lanka,Wankhede Stadium,0,-1.0,-0.4396551724137936,135,22,18,True,97.3,13.0,0.0,24.0,136.0,0.0,24.0,2.0
87,Sri Lanka_Pakistan_2015-07-30,TAM Siriwardana,35,2,4,Pakistan,Sri Lanka,R. Premadasa Stadium,0,59.0,-1.4500000000000002,146,61,57,False,194.44,37.0,12.0,0.0,46.0,20.0,6.0,0.0
88,Sri Lanka_Pakistan_2015-08-01,TAM Siriwardana,23,1,4,Pakistan,Sri Lanka,R. Premadasa Stadium,1,-1.0,-0.4000000000000003,172,58,65,False,121.05,32.0,10.0,0.0,43.0,18.0,21.0,35.0
89,Sri Lanka_West Indies_2015-11-11,TAM Siriwardana,15,2,4,West Indies,Sri Lanka,R. Premadasa Stadium,0,33.0,-1.1499999999999997,139,85,103,False,150.0,0.0,0.0,0.0,60.0,0.0,11.0,0.0
90,New Zealand_Sri Lanka_2016-01-07,TAM Siriwardana,42,2,4,New Zealand,Sri Lanka,Bay Oval,1,29.0,-0.1500000000000003,179,31,42,False,140.0,39.0,0.0,0.0,68.0,48.0,28.0,0.0
91,New Zealand_Sri Lanka_2016-01-10,TAM Siriwardana,0,1,4,New Zealand,Sri Lanka,Eden Park,0,-1.0,-7.6,142,59,63,False,0.0,26.0,12.0,0.0,24.0,0.0,0.0,42.0
92,India_Sri Lanka_2016-02-09,TAM Siriwardana,21,2,3,India,Sri Lanka,Maharashtra Cricket Association Stadium,1,-4.0,0.7833333333333332,105,70,63,False,150.0,0.0,0.0,0.0,39.0,13.0,33.0,0.0
93,India_Sri Lanka_2016-02-12,TAM Siriwardana,28,2,5,India,Sri Lanka,JSCA International Stadium Complex,1,69.0,-3.450000000000001,127,69,68,False,140.0,0.0,6.0,0.0,64.0,0.0,28.0,21.0
94,India_Sri Lanka_2016-02-14,TAM Siriwardana,4,1,3,India,Sri Lanka,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,-1.0,-1.9722891566265064,82,14,12,True,200.0,7.0,38.0,0.0,56.0,6.0,42.0,24.5
95,India_Sri Lanka_2016-03-01,TAM Siriwardana,22,1,4,India,Sri Lanka,Shere Bangla National Stadium,0,-1.0,-0.4448275862068964,138,67,58,False,129.41,6.0,26.0,0.0,42.0,0.0,32.0,17.666666666666668
96,Pakistan_Sri Lanka_2016-03-04,TAM Siriwardana,4,1,4,Pakistan,Sri Lanka,Shere Bangla National Stadium,0,-1.0,-0.3103448275862073,150,106,126,False,100.0,16.0,0.0,0.0,11.0,0.0,0.0,18.75
97,Sri Lanka_West Indies_2016-03-20,TAM Siriwardana,0,1,4,West Indies,Sri Lanka,M. Chinnaswamy Stadium,0,-1.0,-0.827272727272728,122,50,47,False,0.0,0.0,47.0,0.0,81.0,11.0,0.0,13.0
98,England_Sri Lanka_2016-03-26,TAM Siriwardana,7,2,1,England,Sri Lanka,Arun Jaitley Stadium,1,156.0,-0.5,161,4,3,True,100.0,21.0,30.0,0.0,146.0,36.0,12.0,8.666666666666666
99,South Africa_Sri Lanka_2016-03-28,TAM Siriwardana,15,1,2,South Africa,Sri Lanka,Arun Jaitley Stadium,0,-1.0,-0.9056603773584904,120,31,45,False,166.67,0.0,36.0,0.0,85.0,39.0,0.0,8.25
100,Australia_Sri Lanka_2017-02-17,TAM Siriwardana,15,2,3,Australia,Sri Lanka,Melbourne Cricket Ground,1,16.0,0.1999999999999993,172,65,92,False,136.36,19.0,0.0,8.0,70.0,14.0,6.0,0.0
101,Australia_Sri Lanka_2017-02-19,TAM Siriwardana,0,2,5,Australia,Sri Lanka,GMHBA Stadium,1,133.0,0.1500000000000003,176,27,40,True,0.0,18.0,0.0,0.0,138.0,24.0,12.0,15.0
102,Australia_Sri Lanka_2017-02-22,TAM Siriwardana,35,2,3,Australia,Sri Lanka,Adelaide Oval,1,49.0,-2.05,146,50,70,False,129.63,13.0,0.0,0.0,88.0,22.0,11.0,7.5
103,England_Sri Lanka_2006-06-15,CK Kapugedera,22,1,5,England,Sri Lanka,The Rose Bowl,1,-1.0,0.0999999999999996,163,73,104,False,146.67,0.0,18.0,,60.0,0.0,12.0,0.0
104,Pakistan_Sri Lanka_2008-10-11,CK Kapugedera,27,1,2,Pakistan,Sri Lanka,Maple Leaf Cricket Club,0,-1.0,-0.2592436974789924,137,46,61,False,96.43,23.0,6.0,,84.0,21.0,19.0,0.0
105,Pakistan_Sri Lanka_2008-10-13,CK Kapugedera,17,2,3,Pakistan,Sri Lanka,Maple Leaf Cricket Club,1,-1.0,0.4000000000000003,133,71,82,False,85.0,6.0,18.0,,50.0,6.0,21.0,27.0
106,Sri Lanka_India_2009-02-10,CK Kapugedera,16,1,2,India,Sri Lanka,R. Premadasa Stadium,1,-1.0,-0.4499999999999993,171,69,87,False,177.78,20.0,25.0,,34.0,16.0,10.0,0.0
107,Sri Lanka_Pakistan_2009-08-12,CK Kapugedera,10,2,3,Pakistan,Sri Lanka,R. Premadasa Stadium,0,66.0,-2.6,120,53,72,False,66.67,12.0,6.0,,52.0,20.0,36.0,0.0
108,Sri Lanka_New Zealand_2009-09-02,CK Kapugedera,3,2,4,New Zealand,Sri Lanka,R. Premadasa Stadium,0,56.0,-0.1499999999999994,138,49,76,False,42.86,0.0,30.0,,78.0,19.0,17.0,10.0
109,India_Sri Lanka_2009-12-09,CK Kapugedera,47,1,3,India,Sri Lanka,Vidarbha Cricket Association Stadium,0,-1.0,1.4499999999999993,215,82,130,False,235.0,6.0,12.0,,25.0,0.0,36.0,0.0
110,India_Sri Lanka_2009-12-12,CK Kapugedera,2,1,4,India,Sri Lanka,Punjab Cricket Association IS Bindra Stadium,1,-1.0,-0.7086956521739118,206,78,142,False,50.0,7.0,22.0,,35.0,0.0,12.0,47.0
111,New Zealand_Sri Lanka_2010-04-30,CK Kapugedera,11,1,3,New Zealand,Sri Lanka,Providence Stadium,1,-1.0,-0.2584033613445387,135,95,105,False,110.0,6.0,6.0,,27.0,0.0,4.0,0.0
112,West Indies_Sri Lanka_2010-05-07,CK Kapugedera,6,1,2,West Indies,Sri Lanka,Kensington Oval,1,-1.0,2.85,195,113,179,False,150.0,0.0,0.0,,12.0,0.0,0.0,11.0
113,Australia_Sri Lanka_2010-05-09,CK Kapugedera,12,2,5,Australia,Sri Lanka,Kensington Oval,0,95.0,-4.050000000000001,87,43,50,False,80.0,26.0,6.0,,42.0,25.0,37.0,8.5
114,India_Sri Lanka_2010-05-11,CK Kapugedera,37,2,4,India,Sri Lanka,Daren Sammy National Cricket Stadium,0,-4.0,0.1999999999999993,167,89,106,False,231.25,21.0,0.0,,33.0,6.0,6.0,9.666666666666666
115,England_Sri Lanka_2010-05-13,CK Kapugedera,16,1,4,England,Sri Lanka,Daren Sammy National Cricket Stadium,1,-1.0,-1.85,128,55,47,False,61.54,13.0,18.0,,54.0,0.0,30.0,16.5
116,New Zealand_Sri Lanka_2010-05-22,CK Kapugedera,7,2,3,New Zealand,Sri Lanka,Central Broward Regional Park Stadium,0,58.0,-1.4000000000000004,92,58,49,False,63.64,11.0,15.0,,77.0,0.0,24.0,16.4
117,Sri Lanka_Pakistan_2012-06-03,CK Kapugedera,19,2,2,Pakistan,Sri Lanka,Mahinda Rajapaksa International Cricket Stadium,0,60.0,-1.1499999999999997,99,25,19,True,82.61,36.0,0.0,,66.0,49.0,42.0,0.0
118,Sri Lanka_Pakistan_2015-07-30,CK Kapugedera,31,2,5,Pakistan,Sri Lanka,R. Premadasa Stadium,0,29.0,-1.4500000000000002,146,82,93,False,193.75,37.0,6.0,,34.0,0.0,2.0,0.0
119,Sri Lanka_Pakistan_2015-08-01,CK Kapugedera,48,1,5,Pakistan,Sri Lanka,R. Premadasa Stadium,1,-1.0,-0.4000000000000003,172,76,90,False,192.0,29.0,7.0,,34.0,6.0,12.0,31.0
120,Sri Lanka_West Indies_2015-11-11,CK Kapugedera,2,2,5,West Indies,Sri Lanka,R. Premadasa Stadium,0,36.0,-1.1499999999999997,139,94,119,False,66.67,0.0,0.0,,46.0,0.0,6.0,0.0
121,India_Sri Lanka_2016-02-09,CK Kapugedera,25,2,2,India,Sri Lanka,Maharashtra Cricket Association Stadium,1,39.0,0.7833333333333332,105,28,24,True,96.15,3.0,18.0,,89.0,13.0,50.0,0.0
