Unnamed: 0,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type,review
96,Nigar Sultana,Renuka Singh,Nahida Akter,1,0,1,80,65.0,40,37,6,-,5.0,0,,,15,bat,India,2,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,Bangladesh,India,False,101,Right hand Bat,Right hand Bat,Right arm Medium,
97,Nahida Akter,Renuka Singh,Nigar Sultana,0,0,0,80,65.0,1,3,6,-,6.0,0,,,15,bat,India,2,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,Bangladesh,India,False,101,Right hand Bat,Right hand Bat,Right arm Medium,
98,Nigar Sultana,DB Sharma,Nahida Akter,0,0,0,80,65.0,40,38,6,-,1.0,0,,,16,bat,India,2,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,Bangladesh,India,False,101,Right hand Bat,Right hand Bat,Right arm Offbreak,
99,Nigar Sultana,DB Sharma,Nahida Akter,1,0,1,81,64.0,41,39,6,-,2.0,0,,,16,bat,India,2,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,Bangladesh,India,False,101,Right hand Bat,Right hand Bat,Right arm Offbreak,
100,Nahida Akter,DB Sharma,Nigar Sultana,4,0,4,85,60.0,5,4,6,-,3.0,0,,,16,bat,India,2,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,Bangladesh,India,False,101,Right hand Bat,Right hand Bat,Right arm Offbreak,
101,Nahida Akter,DB Sharma,Nigar Sultana,1,0,1,86,59.0,6,5,6,-,4.0,0,,,16,bat,India,2,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,Bangladesh,India,False,101,Right hand Bat,Right hand Bat,Right arm Offbreak,
102,Nigar Sultana,DB Sharma,Nahida Akter,1,0,1,87,58.0,42,40,6,-,5.0,0,,,16,bat,India,2,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,Bangladesh,India,False,101,Right hand Bat,Right hand Bat,Right arm Offbreak,
103,Nahida Akter,DB Sharma,Nigar Sultana,0,0,0,87,58.0,6,6,6,-,6.0,0,,,16,bat,India,2,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,Bangladesh,India,False,101,Right hand Bat,Right hand Bat,Right arm Offbreak,
104,Nigar Sultana,RP Yadav,Nahida Akter,0,0,0,87,58.0,42,41,6,-,1.0,0,,,17,bat,India,2,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,Bangladesh,India,False,101,Right hand Bat,Right hand Bat,Left arm Orthodox,
105,Nigar Sultana,RP Yadav,Nahida Akter,1,0,1,88,57.0,43,42,6,-,2.0,0,,,17,bat,India,2,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,Bangladesh,India,False,101,Right hand Bat,Right hand Bat,Left arm Orthodox,
106,Nahida Akter,RP Yadav,Nigar Sultana,1,0,1,89,56.0,7,7,6,-,3.0,0,,,17,bat,India,2,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,Bangladesh,India,False,101,Right hand Bat,Right hand Bat,Left arm Orthodox,
107,Nigar Sultana,RP Yadav,Nahida Akter,4,0,4,93,52.0,47,43,6,-,4.0,0,,,17,bat,India,2,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,Bangladesh,India,False,101,Right hand Bat,Right hand Bat,Left arm Orthodox,
108,Nigar Sultana,RP Yadav,Nahida Akter,1,0,1,94,51.0,48,44,6,-,5.0,0,,,17,bat,India,2,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,Bangladesh,India,False,101,Right hand Bat,Right hand Bat,Left arm Orthodox,
109,Nahida Akter,RP Yadav,Nigar Sultana,1,0,1,95,50.0,8,8,6,-,6.0,0,,,17,bat,India,2,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,Bangladesh,India,False,101,Right hand Bat,Right hand Bat,Left arm Orthodox,
110,Nahida Akter,SR Patil,Nigar Sultana,0,0,0,95,50.0,8,9,6,-,1.0,0,,,18,bat,India,2,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,Bangladesh,India,False,101,Right hand Bat,Right hand Bat,Right arm Offbreak,
111,Nahida Akter,SR Patil,Nigar Sultana,1,0,1,96,49.0,9,10,6,-,2.0,0,,,18,bat,India,2,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,Bangladesh,India,False,101,Right hand Bat,Right hand Bat,Right arm Offbreak,
112,Nigar Sultana,SR Patil,Nahida Akter,2,0,2,98,47.0,50,45,6,-,3.0,0,,,18,bat,India,2,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,Bangladesh,India,False,101,Right hand Bat,Right hand Bat,Right arm Offbreak,
113,Nigar Sultana,SR Patil,Nahida Akter,1,0,1,99,46.0,51,46,6,-,4.0,0,,,18,bat,India,2,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,Bangladesh,India,False,101,Right hand Bat,Right hand Bat,Right arm Offbreak,
114,Nahida Akter,SR Patil,Nigar Sultana,0,0,0,99,46.0,9,11,7,-,5.0,bowled,Nahida Akter,,18,bat,India,2,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,Bangladesh,India,False,101,Right hand Bat,Right hand Bat,Right arm Offbreak,
115,Sultana Khatun,SR Patil,Nigar Sultana,0,0,0,99,46.0,0,1,7,-,6.0,0,,,18,bat,India,2,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,Bangladesh,India,False,101,Right hand Bat,Right hand Bat,Right arm Offbreak,
116,Nigar Sultana,P Vastrakar,Sultana Khatun,0,0,0,99,46.0,51,47,7,-,1.0,0,,,19,bat,India,2,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,Bangladesh,India,False,101,Right hand Bat,Right hand Bat,Right arm Medium,
117,Nigar Sultana,P Vastrakar,Sultana Khatun,0,0,0,99,46.0,51,48,8,-,2.0,bowled,Nigar Sultana,,19,bat,India,2,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,Bangladesh,India,False,101,Right hand Bat,Right hand Bat,Right arm Medium,
118,Marufa Akter,P Vastrakar,Sultana Khatun,0,0,0,99,46.0,0,1,8,-,3.0,0,,,19,bat,India,2,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,Bangladesh,India,False,101,Right hand Bat,Right hand Bat,Right arm Medium,
119,Marufa Akter,P Vastrakar,Sultana Khatun,0,1,1,100,45.0,0,1,8,noballs,3.0,0,,,19,bat,India,2,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,Bangladesh,India,False,101,Right hand Bat,Right hand Bat,Right arm Medium,
120,Marufa Akter,P Vastrakar,Sultana Khatun,0,0,0,100,45.0,0,2,8,-,4.0,0,,,19,bat,India,2,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,Bangladesh,India,False,101,Right hand Bat,Right hand Bat,Right arm Medium,
121,Marufa Akter,P Vastrakar,Sultana Khatun,1,0,1,101,44.0,1,3,8,-,5.0,0,,,19,bat,India,2,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,Bangladesh,India,False,101,Right hand Bat,Right hand Bat,Right arm Medium,
122,Sultana Khatun,P Vastrakar,Marufa Akter,0,0,0,101,44.0,0,2,8,-,6.0,0,,,19,bat,India,2,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,Bangladesh,India,False,101,Right hand Bat,Right hand Bat,Right arm Medium,
0,S Mandhana,Marufa Akter,Shafali Verma,0,0,0,0,,0,1,0,-,1.0,0,,,0,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Left hand Bat,Right hand Bat,Right arm Medium,
1,S Mandhana,Marufa Akter,Shafali Verma,1,0,1,1,,1,2,0,-,2.0,0,,,0,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Left hand Bat,Right hand Bat,Right arm Medium,
2,Shafali Verma,Marufa Akter,S Mandhana,0,0,0,1,,0,1,0,-,3.0,0,,,0,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Right arm Medium,
3,Shafali Verma,Marufa Akter,S Mandhana,4,0,4,5,,4,2,0,-,4.0,0,,,0,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Right arm Medium,
4,Shafali Verma,Marufa Akter,S Mandhana,4,0,4,9,,8,3,0,-,5.0,0,,,0,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Right arm Medium,
5,Shafali Verma,Marufa Akter,S Mandhana,0,0,0,9,,8,4,0,-,6.0,0,,,0,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Right arm Medium,
6,S Mandhana,Sultana Khatun,Shafali Verma,0,0,0,9,,1,3,0,-,1.0,0,,,1,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Left hand Bat,Right hand Bat,Right arm Offbreak,
7,S Mandhana,Sultana Khatun,Shafali Verma,0,0,0,9,,1,4,0,-,2.0,0,,,1,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Left hand Bat,Right hand Bat,Right arm Offbreak,
8,S Mandhana,Sultana Khatun,Shafali Verma,0,0,0,9,,1,5,0,-,3.0,0,,,1,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Left hand Bat,Right hand Bat,Right arm Offbreak,
9,S Mandhana,Sultana Khatun,Shafali Verma,4,0,4,13,,5,6,0,-,4.0,0,,,1,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Left hand Bat,Right hand Bat,Right arm Offbreak,
10,S Mandhana,Sultana Khatun,Shafali Verma,4,0,4,17,,9,7,0,-,5.0,0,,,1,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Left hand Bat,Right hand Bat,Right arm Offbreak,
11,S Mandhana,Sultana Khatun,Shafali Verma,0,0,0,17,,9,8,0,-,6.0,0,,,1,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Left hand Bat,Right hand Bat,Right arm Offbreak,
12,Shafali Verma,Fariha Trisna,S Mandhana,0,0,0,17,,8,5,0,-,1.0,0,,,2,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Left arm Medium,
13,Shafali Verma,Fariha Trisna,S Mandhana,0,0,0,17,,8,6,0,-,2.0,0,,,2,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Left arm Medium,
14,Shafali Verma,Fariha Trisna,S Mandhana,0,0,0,17,,8,7,0,-,3.0,0,,,2,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Left arm Medium,
15,Shafali Verma,Fariha Trisna,S Mandhana,1,0,1,18,,9,8,0,-,4.0,0,,,2,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Left arm Medium,
16,S Mandhana,Fariha Trisna,Shafali Verma,0,0,0,18,,9,9,1,-,5.0,bowled,S Mandhana,,2,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Left hand Bat,Right hand Bat,Left arm Medium,
17,Shafali Verma,Sultana Khatun,YH Bhatia,0,0,0,18,,9,9,1,-,1.0,0,,,3,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Right arm Offbreak,
18,Shafali Verma,Sultana Khatun,YH Bhatia,1,0,1,19,,10,10,1,-,2.0,0,,,3,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Right arm Offbreak,
19,YH Bhatia,Sultana Khatun,Shafali Verma,0,0,0,19,,0,1,1,-,3.0,0,,,3,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Left hand Bat,Right hand Bat,Right arm Offbreak,
20,YH Bhatia,Sultana Khatun,Shafali Verma,1,0,1,20,,1,2,1,-,4.0,0,,,3,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Left hand Bat,Right hand Bat,Right arm Offbreak,
21,Shafali Verma,Sultana Khatun,YH Bhatia,0,0,0,20,,10,11,1,-,5.0,0,,,3,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Right arm Offbreak,
22,Shafali Verma,Sultana Khatun,YH Bhatia,6,0,6,26,,16,12,1,-,6.0,0,,,3,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Right arm Offbreak,
23,YH Bhatia,Fariha Trisna,Shafali Verma,0,0,0,26,,1,3,1,-,1.0,0,,,4,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Left hand Bat,Right hand Bat,Left arm Medium,
24,YH Bhatia,Fariha Trisna,Shafali Verma,4,0,4,30,,5,4,1,-,2.0,0,,,4,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Left hand Bat,Right hand Bat,Left arm Medium,
25,YH Bhatia,Fariha Trisna,Shafali Verma,1,0,1,31,,6,5,1,-,3.0,0,,,4,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Left hand Bat,Right hand Bat,Left arm Medium,
26,Shafali Verma,Fariha Trisna,YH Bhatia,2,0,2,33,,18,13,1,-,4.0,0,,,4,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Left arm Medium,
27,Shafali Verma,Fariha Trisna,YH Bhatia,0,0,0,33,,18,14,1,-,5.0,0,,,4,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Left arm Medium,
28,Shafali Verma,Fariha Trisna,YH Bhatia,4,0,4,37,,22,15,1,-,6.0,0,,,4,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Left arm Medium,
29,YH Bhatia,Marufa Akter,Shafali Verma,0,0,0,37,,6,6,1,-,1.0,0,,,5,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Left hand Bat,Right hand Bat,Right arm Medium,
30,YH Bhatia,Marufa Akter,Shafali Verma,0,0,0,37,,6,7,1,-,2.0,0,,,5,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Left hand Bat,Right hand Bat,Right arm Medium,
31,YH Bhatia,Marufa Akter,Shafali Verma,0,0,0,37,,6,8,1,-,3.0,0,,,5,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Left hand Bat,Right hand Bat,Right arm Medium,
32,YH Bhatia,Marufa Akter,Shafali Verma,0,0,0,37,,6,9,1,-,4.0,0,,,5,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Left hand Bat,Right hand Bat,Right arm Medium,
33,YH Bhatia,Marufa Akter,Shafali Verma,1,0,1,38,,7,10,1,-,5.0,0,,,5,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Left hand Bat,Right hand Bat,Right arm Medium,
34,Shafali Verma,Marufa Akter,YH Bhatia,1,0,1,39,,23,16,1,-,6.0,0,,,5,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Right arm Medium,
35,Shafali Verma,Nahida Akter,YH Bhatia,2,0,2,41,,25,17,1,-,1.0,0,,,6,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Left arm Orthodox,
36,Shafali Verma,Nahida Akter,YH Bhatia,1,0,1,42,,26,18,1,-,2.0,0,,,6,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Left arm Orthodox,
37,YH Bhatia,Nahida Akter,Shafali Verma,4,0,4,46,,11,11,1,-,3.0,0,,,6,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Left hand Bat,Right hand Bat,Left arm Orthodox,
38,YH Bhatia,Nahida Akter,Shafali Verma,0,0,0,46,,11,12,1,-,4.0,0,,,6,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Left hand Bat,Right hand Bat,Left arm Orthodox,
39,YH Bhatia,Nahida Akter,Shafali Verma,4,0,4,50,,15,13,1,-,5.0,0,,,6,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Left hand Bat,Right hand Bat,Left arm Orthodox,
40,YH Bhatia,Nahida Akter,Shafali Verma,1,0,1,51,,16,14,1,-,6.0,0,,,6,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Left hand Bat,Right hand Bat,Left arm Orthodox,
41,YH Bhatia,Sultana Khatun,Shafali Verma,0,0,0,51,,16,15,1,-,1.0,0,,,7,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Left hand Bat,Right hand Bat,Right arm Offbreak,
42,YH Bhatia,Sultana Khatun,Shafali Verma,4,0,4,55,,20,16,1,-,2.0,0,,,7,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Left hand Bat,Right hand Bat,Right arm Offbreak,
43,YH Bhatia,Sultana Khatun,Shafali Verma,1,0,1,56,,21,17,1,-,3.0,0,,,7,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Left hand Bat,Right hand Bat,Right arm Offbreak,
44,Shafali Verma,Sultana Khatun,YH Bhatia,2,0,2,58,,28,19,1,-,4.0,0,,,7,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Right arm Offbreak,
45,Shafali Verma,Sultana Khatun,YH Bhatia,2,0,2,60,,30,20,1,-,5.0,0,,,7,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Right arm Offbreak,
46,Shafali Verma,Sultana Khatun,YH Bhatia,1,0,1,61,,31,21,1,-,6.0,0,,,7,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Right arm Offbreak,
47,Shafali Verma,Rabeya Khan,YH Bhatia,0,0,0,61,,31,22,2,-,1.0,caught,Shafali Verma,Murshida Khatun,8,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Right arm Legbreak,
48,H Kaur,Rabeya Khan,YH Bhatia,1,0,1,62,,1,1,2,-,2.0,0,,,8,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Right arm Legbreak,
49,YH Bhatia,Rabeya Khan,H Kaur,1,0,1,63,,22,18,2,-,3.0,0,,,8,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Left hand Bat,Right hand Bat,Right arm Legbreak,
50,H Kaur,Rabeya Khan,YH Bhatia,0,0,0,63,,1,2,2,-,4.0,0,,,8,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Right arm Legbreak,
51,H Kaur,Rabeya Khan,YH Bhatia,0,0,0,63,,1,3,2,-,5.0,0,,,8,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Right arm Legbreak,
52,H Kaur,Rabeya Khan,YH Bhatia,1,0,1,64,,2,4,2,-,6.0,0,,,8,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Right arm Legbreak,
53,H Kaur,Nahida Akter,YH Bhatia,1,0,1,65,,3,5,2,-,1.0,0,,,9,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Left arm Orthodox,
54,YH Bhatia,Nahida Akter,H Kaur,0,0,0,65,,22,19,2,-,2.0,0,,,9,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Left hand Bat,Right hand Bat,Left arm Orthodox,
55,YH Bhatia,Nahida Akter,H Kaur,1,0,1,66,,23,20,2,-,3.0,0,,,9,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Left hand Bat,Right hand Bat,Left arm Orthodox,
56,H Kaur,Nahida Akter,YH Bhatia,4,0,4,70,,7,6,2,-,4.0,0,,,9,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Left arm Orthodox,
57,H Kaur,Nahida Akter,YH Bhatia,0,0,0,70,,7,7,2,-,5.0,0,,,9,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Left arm Orthodox,
58,H Kaur,Nahida Akter,YH Bhatia,1,0,1,71,,8,8,2,-,6.0,0,,,9,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Left arm Orthodox,
59,H Kaur,Rabeya Khan,YH Bhatia,2,0,2,73,,10,9,2,-,1.0,0,,,10,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Right arm Legbreak,
60,H Kaur,Rabeya Khan,YH Bhatia,0,0,0,73,,10,10,2,-,2.0,0,,,10,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Right arm Legbreak,
61,H Kaur,Rabeya Khan,YH Bhatia,4,0,4,77,,14,11,2,-,3.0,0,,,10,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Right arm Legbreak,
62,H Kaur,Rabeya Khan,YH Bhatia,4,0,4,81,,18,12,2,-,4.0,0,,,10,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Right arm Legbreak,
63,H Kaur,Rabeya Khan,YH Bhatia,2,0,2,83,,20,13,2,-,5.0,0,,,10,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Right arm Legbreak,
64,H Kaur,Rabeya Khan,YH Bhatia,1,0,1,84,,21,14,2,-,6.0,0,,,10,bat,India,1,Sylhet International Cricket Stadium,2024,4,India_Bangladesh_2024-04-28,India,India,Bangladesh,True,145,Right hand Bat,Left hand Bat,Right arm Legbreak,
