Unnamed: 0,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type,review
44,Nigar Sultana,P Vastrakar,Murshida Khatun,0,0,0,51,,4,5,2,-,6.0,0,,,6,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Medium,
45,Murshida Khatun,RP Yadav,Nigar Sultana,1,0,1,52,,14,17,2,-,1.0,0,,,7,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Left arm Orthodox,
46,Nigar Sultana,RP Yadav,Murshida Khatun,0,0,0,52,,4,6,2,-,2.0,0,,,7,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Left arm Orthodox,
47,Nigar Sultana,RP Yadav,Murshida Khatun,1,0,1,53,,5,7,2,-,3.0,0,,,7,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Left arm Orthodox,
48,Murshida Khatun,RP Yadav,Nigar Sultana,1,0,1,54,,15,18,2,-,4.0,0,,,7,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Left arm Orthodox,
49,Nigar Sultana,RP Yadav,Murshida Khatun,0,0,0,54,,5,8,2,-,5.0,0,,,7,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Left arm Orthodox,
50,Nigar Sultana,RP Yadav,Murshida Khatun,0,0,0,54,,5,9,2,-,6.0,0,,,7,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Left arm Orthodox,
51,Murshida Khatun,Renuka Singh,Nigar Sultana,0,0,0,54,,15,19,2,-,1.0,0,,,8,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Medium,
52,Murshida Khatun,Renuka Singh,Nigar Sultana,1,0,1,55,,16,20,2,-,2.0,0,,,8,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Medium,
53,Nigar Sultana,Renuka Singh,Murshida Khatun,1,0,1,56,,6,10,2,-,3.0,0,,,8,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Medium,
54,Murshida Khatun,Renuka Singh,Nigar Sultana,4,0,4,60,,20,21,2,-,4.0,0,,,8,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Medium,
55,Murshida Khatun,Renuka Singh,Nigar Sultana,0,0,0,60,,20,22,2,-,5.0,0,,,8,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Medium,
56,Murshida Khatun,Renuka Singh,Nigar Sultana,1,0,1,61,,21,23,2,-,6.0,0,,,8,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Medium,
57,Murshida Khatun,RP Yadav,Nigar Sultana,2,0,2,63,,23,24,2,-,1.0,0,,,9,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Left arm Orthodox,
58,Murshida Khatun,RP Yadav,Nigar Sultana,1,0,1,64,,24,25,2,-,2.0,0,,,9,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Left arm Orthodox,
59,Nigar Sultana,RP Yadav,Murshida Khatun,0,0,0,64,,6,11,3,-,3.0,lbw,Nigar Sultana,,9,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Left arm Orthodox,
60,Fahima Khatun,RP Yadav,Murshida Khatun,0,0,0,64,,0,1,4,-,4.0,lbw,Fahima Khatun,,9,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Left arm Orthodox,
61,Sultana Khatun,RP Yadav,Murshida Khatun,4,0,4,68,,4,1,4,-,5.0,0,,,9,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Left arm Orthodox,
62,Sultana Khatun,RP Yadav,Murshida Khatun,0,0,0,68,,4,2,4,-,6.0,0,,,9,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Left arm Orthodox,
63,Murshida Khatun,SR Patil,Sultana Khatun,0,0,0,68,,24,26,4,-,1.0,0,,,10,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Offbreak,
64,Murshida Khatun,SR Patil,Sultana Khatun,1,0,1,69,,25,27,4,-,2.0,0,,,10,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Offbreak,
65,Sultana Khatun,SR Patil,Murshida Khatun,0,0,0,69,,4,3,5,-,3.0,caught,Sultana Khatun,Shafali Verma,10,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Offbreak,
66,Ritu Moni,SR Patil,Murshida Khatun,0,0,0,69,,0,1,5,-,4.0,0,,,10,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Offbreak,
67,Ritu Moni,SR Patil,Murshida Khatun,0,1,1,70,,0,2,5,legbyes,5.0,0,,,10,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Offbreak,
68,Murshida Khatun,SR Patil,Ritu Moni,0,0,0,70,,25,28,5,-,6.0,0,,,10,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Offbreak,
69,Ritu Moni,RP Yadav,Murshida Khatun,0,1,1,71,,0,2,5,wides,0.0,0,,,11,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Left arm Orthodox,
70,Ritu Moni,RP Yadav,Murshida Khatun,2,0,2,73,,2,3,5,-,1.0,0,,,11,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Left arm Orthodox,
71,Ritu Moni,RP Yadav,Murshida Khatun,1,0,1,74,,3,4,5,-,2.0,0,,,11,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Left arm Orthodox,
72,Murshida Khatun,RP Yadav,Ritu Moni,1,0,1,75,,26,29,5,-,3.0,0,,,11,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Left arm Orthodox,
73,Ritu Moni,RP Yadav,Murshida Khatun,0,0,0,75,,3,5,5,-,4.0,0,,,11,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Left arm Orthodox,
74,Ritu Moni,RP Yadav,Murshida Khatun,0,0,0,75,,3,6,5,-,5.0,0,,,11,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Left arm Orthodox,
75,Ritu Moni,RP Yadav,Murshida Khatun,1,0,1,76,,4,7,5,-,6.0,0,,,11,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Left arm Orthodox,
76,Ritu Moni,Renuka Singh,Murshida Khatun,2,0,2,78,,6,8,5,-,1.0,0,,,12,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Medium,
77,Ritu Moni,Renuka Singh,Murshida Khatun,1,0,1,79,,7,9,5,-,2.0,0,,,12,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Medium,
78,Murshida Khatun,Renuka Singh,Ritu Moni,2,0,2,81,,28,30,5,-,3.0,0,,,12,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Medium,
79,Murshida Khatun,Renuka Singh,Ritu Moni,1,0,1,82,,29,31,5,-,4.0,0,,,12,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Medium,
80,Ritu Moni,Renuka Singh,Murshida Khatun,0,0,0,82,,7,10,5,-,5.0,0,,,12,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Medium,
81,Ritu Moni,Renuka Singh,Murshida Khatun,4,0,4,86,,11,11,5,-,6.0,0,,,12,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Medium,
82,Murshida Khatun,DB Sharma,Ritu Moni,0,0,0,86,,29,32,5,-,1.0,0,,,13,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Offbreak,
83,Murshida Khatun,DB Sharma,Ritu Moni,1,0,1,87,,30,33,5,-,2.0,0,,,13,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Offbreak,
84,Ritu Moni,DB Sharma,Murshida Khatun,1,0,1,88,,12,12,5,-,3.0,0,,,13,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Offbreak,
85,Murshida Khatun,DB Sharma,Ritu Moni,0,0,0,88,,30,34,5,-,4.0,0,,,13,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Offbreak,
86,Murshida Khatun,DB Sharma,Ritu Moni,0,0,0,88,,30,35,5,-,5.0,0,,,13,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Offbreak,
87,Murshida Khatun,DB Sharma,Ritu Moni,0,0,0,88,,30,36,5,-,6.0,0,,,13,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Offbreak,
88,Ritu Moni,SR Patil,Murshida Khatun,4,0,4,92,,16,13,5,-,1.0,0,,,14,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Offbreak,
89,Ritu Moni,SR Patil,Murshida Khatun,0,0,0,92,,16,14,5,-,2.0,0,,,14,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Offbreak,
90,Ritu Moni,SR Patil,Murshida Khatun,1,0,1,93,,17,15,5,-,3.0,0,,,14,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Offbreak,
91,Murshida Khatun,SR Patil,Ritu Moni,0,0,0,93,,30,37,5,-,4.0,0,,,14,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Offbreak,
92,Murshida Khatun,SR Patil,Ritu Moni,4,0,4,97,,34,38,5,-,5.0,0,,,14,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Offbreak,
93,Murshida Khatun,SR Patil,Ritu Moni,0,0,0,97,,34,39,5,-,6.0,0,,,14,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Offbreak,
94,Ritu Moni,DB Sharma,Murshida Khatun,1,0,1,98,,18,16,5,-,1.0,0,,,15,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Offbreak,
95,Murshida Khatun,DB Sharma,Ritu Moni,1,0,1,99,,35,40,5,-,2.0,0,,,15,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Offbreak,
96,Ritu Moni,DB Sharma,Murshida Khatun,2,0,2,101,,20,17,5,-,3.0,0,,,15,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Offbreak,
97,Ritu Moni,DB Sharma,Murshida Khatun,0,0,0,101,,20,18,6,-,4.0,bowled,Ritu Moni,,15,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Offbreak,
98,Rabeya Khan,DB Sharma,Murshida Khatun,1,0,1,102,,1,1,6,-,5.0,0,,,15,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Offbreak,
99,Murshida Khatun,DB Sharma,Rabeya Khan,1,0,1,103,,36,41,6,-,6.0,0,,,15,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Offbreak,
100,Murshida Khatun,P Vastrakar,Rabeya Khan,1,0,1,104,,37,42,6,-,1.0,0,,,16,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Medium,
101,Rabeya Khan,P Vastrakar,Murshida Khatun,0,0,0,104,,1,2,6,-,2.0,0,,,16,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Medium,
102,Rabeya Khan,P Vastrakar,Murshida Khatun,0,0,0,104,,1,3,6,-,3.0,0,,,16,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Medium,
103,Rabeya Khan,P Vastrakar,Murshida Khatun,0,0,0,104,,1,4,6,-,4.0,0,,,16,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Medium,
104,Rabeya Khan,P Vastrakar,Murshida Khatun,0,0,0,104,,1,5,6,-,5.0,0,,,16,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Medium,
105,Rabeya Khan,P Vastrakar,Murshida Khatun,1,0,1,105,,2,6,6,-,6.0,0,,,16,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Medium,
106,Rabeya Khan,SR Patil,Murshida Khatun,1,0,1,106,,3,7,6,-,1.0,0,,,17,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Offbreak,
107,Murshida Khatun,SR Patil,Rabeya Khan,4,0,4,110,,41,43,6,-,2.0,0,,,17,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Offbreak,
108,Murshida Khatun,SR Patil,Rabeya Khan,1,0,1,111,,42,44,6,-,3.0,0,,,17,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Offbreak,
109,Rabeya Khan,SR Patil,Murshida Khatun,1,0,1,112,,4,8,6,-,4.0,0,,,17,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Offbreak,
110,Murshida Khatun,SR Patil,Rabeya Khan,2,0,2,114,,44,45,6,-,5.0,0,,,17,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Offbreak,
111,Murshida Khatun,SR Patil,Rabeya Khan,0,0,0,114,,44,46,6,-,6.0,0,,,17,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Offbreak,
112,Rabeya Khan,RP Yadav,Murshida Khatun,1,0,1,115,,5,9,6,-,1.0,0,,,18,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Left arm Orthodox,
113,Murshida Khatun,RP Yadav,Rabeya Khan,1,0,1,116,,45,47,6,-,2.0,0,,,18,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Left arm Orthodox,
114,Rabeya Khan,RP Yadav,Murshida Khatun,0,0,0,116,,5,10,6,-,3.0,0,,,18,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Left arm Orthodox,
115,Rabeya Khan,RP Yadav,Murshida Khatun,0,0,0,116,,5,11,7,-,4.0,stumped,Rabeya Khan,RM Ghosh,18,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Left arm Orthodox,
116,Nahida Akter,RP Yadav,Murshida Khatun,1,0,1,117,,1,1,8,-,5.0,run out,Nahida Akter,RM Ghosh;RP Yadav,18,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Left arm Orthodox,
117,Marufa Akter,RP Yadav,Murshida Khatun,0,0,0,117,,0,1,8,-,6.0,0,,,18,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Left arm Orthodox,
118,Murshida Khatun,P Vastrakar,Marufa Akter,0,1,1,118,,45,47,8,noballs,0.0,0,,,19,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Medium,
119,Murshida Khatun,P Vastrakar,Marufa Akter,1,0,1,119,,46,48,9,-,1.0,run out,Murshida Khatun,RM Ghosh;SR Patil,19,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Medium,
120,Fariha Trisna,P Vastrakar,Marufa Akter,0,0,0,119,,0,1,9,-,2.0,0,,,19,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Right hand Bat,Right arm Medium,
121,Fariha Trisna,P Vastrakar,Marufa Akter,0,0,0,119,,0,2,9,-,3.0,0,,,19,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Right hand Bat,Right arm Medium,
122,Fariha Trisna,P Vastrakar,Marufa Akter,0,0,0,119,,0,3,9,-,4.0,0,,,19,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Right hand Bat,Right arm Medium,
123,Fariha Trisna,P Vastrakar,Marufa Akter,0,0,0,119,,0,4,9,-,5.0,0,,,19,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Right hand Bat,Right arm Medium,
124,Fariha Trisna,P Vastrakar,Marufa Akter,0,0,0,119,,0,5,10,-,6.0,bowled,Fariha Trisna,,19,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Right hand Bat,Right arm Medium,
0,S Mandhana,Marufa Akter,Shafali Verma,1,0,1,1,118.0,1,1,0,-,1.0,0,,,0,bat,Bangladesh,2,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,India,Bangladesh,True,47,Left hand Bat,Right hand Bat,Right arm Medium,
1,Shafali Verma,Marufa Akter,S Mandhana,0,0,0,1,118.0,0,1,1,-,2.0,caught,Shafali Verma,Nigar Sultana,0,bat,Bangladesh,2,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,India,Bangladesh,True,47,Right hand Bat,Left hand Bat,Right arm Medium,
2,D Hemalatha,Marufa Akter,S Mandhana,0,1,1,2,117.0,0,0,1,wides,2.0,0,,,0,bat,Bangladesh,2,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,India,Bangladesh,True,47,Right hand Bat,Left hand Bat,Right arm Medium,
3,D Hemalatha,Marufa Akter,S Mandhana,0,0,0,2,117.0,0,1,1,-,3.0,0,,,0,bat,Bangladesh,2,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,India,Bangladesh,True,47,Right hand Bat,Left hand Bat,Right arm Medium,
4,D Hemalatha,Marufa Akter,S Mandhana,0,0,0,2,117.0,0,2,1,-,4.0,0,,,0,bat,Bangladesh,2,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,India,Bangladesh,True,47,Right hand Bat,Left hand Bat,Right arm Medium,
5,D Hemalatha,Marufa Akter,S Mandhana,0,0,0,2,117.0,0,3,1,-,5.0,0,,,0,bat,Bangladesh,2,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,India,Bangladesh,True,47,Right hand Bat,Left hand Bat,Right arm Medium,
6,D Hemalatha,Marufa Akter,S Mandhana,0,0,0,2,117.0,0,4,1,-,6.0,0,,,0,bat,Bangladesh,2,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,India,Bangladesh,True,47,Right hand Bat,Left hand Bat,Right arm Medium,
7,S Mandhana,Sultana Khatun,D Hemalatha,1,0,1,3,116.0,2,2,1,-,1.0,0,,,1,bat,Bangladesh,2,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,India,Bangladesh,True,47,Left hand Bat,Right hand Bat,Right arm Offbreak,
8,D Hemalatha,Sultana Khatun,S Mandhana,2,0,2,5,114.0,2,5,1,-,2.0,0,,,1,bat,Bangladesh,2,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,India,Bangladesh,True,47,Right hand Bat,Left hand Bat,Right arm Offbreak,
9,D Hemalatha,Sultana Khatun,S Mandhana,2,0,2,7,112.0,4,6,1,-,3.0,0,,,1,bat,Bangladesh,2,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,India,Bangladesh,True,47,Right hand Bat,Left hand Bat,Right arm Offbreak,
10,D Hemalatha,Sultana Khatun,S Mandhana,0,0,0,7,112.0,4,7,1,-,4.0,0,,,1,bat,Bangladesh,2,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,India,Bangladesh,True,47,Right hand Bat,Left hand Bat,Right arm Offbreak,
11,D Hemalatha,Sultana Khatun,S Mandhana,6,0,6,13,106.0,10,8,1,-,5.0,0,,,1,bat,Bangladesh,2,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,India,Bangladesh,True,47,Right hand Bat,Left hand Bat,Right arm Offbreak,
12,D Hemalatha,Sultana Khatun,S Mandhana,1,0,1,14,105.0,11,9,1,-,6.0,0,,,1,bat,Bangladesh,2,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,India,Bangladesh,True,47,Right hand Bat,Left hand Bat,Right arm Offbreak,
13,D Hemalatha,Marufa Akter,S Mandhana,4,0,4,18,101.0,15,10,1,-,1.0,0,,,2,bat,Bangladesh,2,Sylhet International Cricket Stadium,2024,4,Bangladesh_India_2024-04-30,India,India,Bangladesh,True,47,Right hand Bat,Left hand Bat,Right arm Medium,
