,date,batter,batter_runs,balls_faced,innings,wickets_fallen,bowling_team,batting_team,venue,toss_winner,batter_type,non_striker_type,first_ball,current_team_total,is_powerplay,strike_rate,last_ball,Left arm Fast,Left arm Orthodox,Left arm Wrist spin,Right arm Fast,Right arm Legbreak,Right arm Offbreak,recent_form,Left arm Fast Expected Runs,Left arm Fast Expected Wickets,Left arm Fast Strike Rate,Left arm Fast Deliveries Per Wicket,Right arm Fast Expected Runs,Right arm Fast Expected Wickets,Right arm Fast Strike Rate,Right arm Fast Deliveries Per Wicket,Left arm Orthodox Expected Runs,Left arm Orthodox Expected Wickets,Left arm Orthodox Strike Rate,Left arm Orthodox Deliveries Per Wicket,Left arm Wrist spin Expected Runs,Left arm Wrist spin Expected Wickets,Left arm Wrist spin Strike Rate,Left arm Wrist spin Deliveries Per Wicket,Right arm Legbreak Expected Runs,Right arm Legbreak Expected Wickets,Right arm Legbreak Strike Rate,Right arm Legbreak Deliveries Per Wicket,Right arm Offbreak Expected Runs,Right arm Offbreak Expected Wickets,Right arm Offbreak Strike Rate,Right arm Offbreak Deliveries Per Wicket
10,2021-09-04,A Balbirnie,4,4,2,1,Zimbabwe,Ireland,"Bready Cricket Club, Magheramason, Bready",0,Right hand Bat,Right hand Bat,19,18,True,100.0,23,43.0,19.0,0.0,114.0,0.0,30.0,19.0,56.696360000000006,1.9111111111111112,131.852,22.5,139.45164,5.832693783576362,122.326,19.545,22.10213,1.1632890467152392,116.327,16.333,0.0,0.0,0.0,0.0,0.0,0.0,92.199,14.1,34.199999999999996,1.7999640007199855,114.0,16.667
11,2021-08-29,A Balbirnie,5,11,2,1,Zimbabwe,Ireland,"Castle Avenue, Dublin",0,Right hand Bat,Right hand Bat,39,59,False,45.45,62,9.0,24.0,0.0,63.0,47.0,18.0,15.25,11.86668,0.4,131.852,22.5,77.06538,3.223330775134305,122.326,19.545,27.918480000000002,1.4694177432192495,116.327,16.333,0.0,0.0,0.0,0.0,43.333529999999996,3.3333333333333335,92.199,14.1,20.52,1.0799784004319912,114.0,16.667
12,2019-07-12,A Balbirnie,28,16,2,1,Zimbabwe,Ireland,"Bready Cricket Club, Magheramason",1,Right hand Bat,Right hand Bat,31,59,False,175.0,65,0.0,6.0,0.0,55.0,18.0,6.0,0.0,0.0,0.0,131.852,22.5,67.2793,2.8140189306728063,122.326,19.545,6.979620000000001,0.36735443580481236,116.327,16.333,0.0,0.0,0.0,0.0,16.59582,1.2765957446808511,92.199,14.1,6.84,0.3599928001439971,114.0,16.667
13,2018-06-27,A Balbirnie,11,14,2,1,India,Ireland,"The Village, Malahide",1,Right hand Bat,Right hand Bat,9,4,True,78.57,39,0.0,24.0,0.0,132.0,24.0,18.0,0.0,0.0,0.0,131.852,22.5,161.47032000000002,6.753645433614735,122.326,19.545,27.918480000000002,1.4694177432192495,116.327,16.333,0.0,0.0,0.0,0.0,22.12776,1.702127659574468,92.199,14.1,20.52,1.0799784004319912,114.0,16.667
14,2007-09-19,A Flintoff,8,4,2,4,India,England,Kingsmead,0,Right hand Bat,Right hand Bat,106,170,False,200.0,120,7.0,0.0,0.0,10.0,0.0,4.0,15.5,9.1,0.7,130.0,10.0,12.5641,1.0256410256410255,125.641,9.75,0.0,0.0,140.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,87.5,inf
15,2007-09-18,A Flintoff,1,1,2,4,New Zealand,England,Kingsmead,1,Right hand Bat,Right hand Bat,81,104,False,100.0,82,0.0,10.0,0.0,71.0,0.0,0.0,20.33333333333333,0.0,0.0,130.0,10.0,89.20511,7.282051282051282,125.641,9.75,14.0,0.0,140.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,inf
16,2007-01-09,A Flintoff,0,2,2,1,Australia,England,Sydney Cricket Ground,0,Right hand Bat,Right hand Bat,5,4,True,0.0,8,13.0,24.0,0.0,163.0,0.0,6.0,0.0,16.900000000000002,1.3,130.0,10.0,204.79483,16.71794871794872,125.641,9.75,33.599999999999994,0.0,140.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0,87.5,inf
17,2007-09-14,A Flintoff,31,19,1,4,Australia,England,Newlands,1,Right hand Bat,Right hand Bat,64,74,False,163.16,102,24.0,12.0,0.0,33.0,0.0,0.0,13.0,31.200000000000003,2.4,130.0,10.0,41.46153,3.3846153846153846,125.641,9.75,16.799999999999997,0.0,140.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,inf
18,2007-09-16,A Flintoff,17,16,2,4,South Africa,England,Newlands,1,Right hand Bat,Right hand Bat,77,83,False,106.25,111,0.0,0.0,0.0,76.0,0.0,0.0,22.0,0.0,0.0,130.0,10.0,95.48716,7.794871794871795,125.641,9.75,0.0,0.0,140.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,inf
19,2007-09-13,A Flintoff,13,13,1,4,Zimbabwe,England,Newlands,1,Right hand Bat,Right hand Bat,88,151,False,100.0,108,0.0,0.0,0.0,59.0,0.0,9.0,0.0,0.0,0.0,130.0,10.0,74.12819,6.051282051282051,125.641,9.75,0.0,0.0,140.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.875,0.0,87.5,inf
20,2005-06-13,A Flintoff,6,4,1,1,Australia,England,The Rose Bowl,1,Right hand Bat,Left hand Bat,24,29,True,150.0,35,0.0,18.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,130.0,10.0,183.43586,14.974358974358974,125.641,9.75,25.2,0.0,140.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,inf
21,2007-12-11,A Symonds,85,45,1,2,New Zealand,Australia,Western Australia Cricket Association Ground,1,Right hand Bat,Right hand Bat,41,54,False,188.89,120,13.0,24.0,0.0,97.0,0.0,20.0,25.4,24.26671,0.8666666666666667,186.667,15.0,167.30269,2.6697492637547136,172.477,36.333,32.57136,0.0,135.714,inf,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,33.4782,0.0,167.391,inf
22,2009-05-07,A Symonds,0,1,1,3,Pakistan,Australia,Dubai International Cricket Stadium,0,Right hand Bat,Right hand Bat,44,61,False,0.0,44,12.0,0.0,0.0,44.0,23.0,56.0,0.0,22.40004,0.8,186.667,15.0,75.88988,1.2110202845897668,172.477,36.333,0.0,0.0,135.714,inf,0.0,0.0,0.0,0.0,23.0,7.666666666666667,100.0,3.0,93.73896,0.0,167.391,inf
23,2007-09-22,A Symonds,43,26,2,2,India,Australia,Kingsmead,0,Right hand Bat,Left hand Bat,53,68,False,165.38,100,45.0,6.0,0.0,58.0,0.0,31.0,21.33333333333333,84.00015,3.0,186.667,15.0,100.03666000000001,1.596344920595602,172.477,36.333,8.14284,0.0,135.714,inf,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,51.89121,0.0,167.391,inf
24,2005-02-17,A Symonds,32,13,1,1,New Zealand,Australia,Eden Park,1,Right hand Bat,Right hand Bat,7,10,True,246.15,24,0.0,12.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,186.667,15.0,379.4494,6.055101422948835,172.477,36.333,16.28568,0.0,135.714,inf,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,0.0,0.0,167.391,inf
25,2007-10-20,A Symonds,20,18,1,2,India,Australia,Brabourne Stadium,1,Right hand Bat,Right hand Bat,43,61,False,111.11,79,32.0,36.0,0.0,63.0,0.0,18.0,26.75,59.73344,2.1333333333333333,186.667,15.0,108.66051,1.7339608620262572,172.477,36.333,48.85704,0.0,135.714,inf,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,30.13038,0.0,167.391,inf
26,2007-09-12,A Symonds,33,25,1,2,Zimbabwe,Australia,Newlands,1,Right hand Bat,Right hand Bat,15,12,True,132.0,82,42.0,0.0,0.0,130.0,0.0,36.0,0.0,78.40014000000001,2.8,186.667,15.0,224.22010000000003,3.578014477197039,172.477,36.333,0.0,0.0,135.714,inf,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,60.26076,0.0,167.391,inf
27,2007-09-14,A Symonds,2,2,2,2,England,Australia,Newlands,0,Right hand Bat,Left hand Bat,82,121,False,100.0,89,21.0,6.0,0.0,15.0,5.0,0.0,33.0,39.200070000000004,1.4,186.667,15.0,25.871550000000003,0.412847824291966,172.477,36.333,8.14284,0.0,135.714,inf,0.0,0.0,0.0,0.0,5.0,1.6666666666666667,100.0,3.0,0.0,0.0,167.391,inf
28,2007-09-18,A Symonds,29,18,1,2,Pakistan,Australia,New Wanderers Stadium,0,Right hand Bat,Right hand Bat,23,33,True,161.11,53,59.0,6.0,0.0,82.0,24.0,24.0,17.5,110.13353000000001,3.933333333333333,186.667,15.0,141.43114,2.2569014394627476,172.477,36.333,8.14284,0.0,135.714,inf,0.0,0.0,0.0,0.0,24.0,8.0,100.0,3.0,40.17384,0.0,167.391,inf
29,2005-06-13,A Symonds,0,2,2,2,England,Australia,The Rose Bowl,0,Right hand Bat,Left hand Bat,17,23,True,0.0,22,0.0,18.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,186.667,15.0,275.96320000000003,4.403710125780971,172.477,36.333,24.42852,0.0,135.714,inf,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,0.0,0.0,167.391,inf
30,2006-01-09,A Symonds,54,26,1,2,South Africa,Australia,"Brisbane Cricket Ground, Woolloongabba",1,Right hand Bat,Right hand Bat,69,104,False,207.69,120,0.0,0.0,0.0,74.0,0.0,21.0,0.0,0.0,0.0,186.667,15.0,127.63298,2.036715933173699,172.477,36.333,0.0,0.0,135.714,inf,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,35.15211,0.0,167.391,inf
31,2017-01-25,AB de Villiers,63,44,1,1,Sri Lanka,South Africa,Newlands,1,Right hand Bat,Right hand Bat,27,36,True,143.18,103,41.0,12.0,24.0,73.0,41.0,0.0,0.0,57.637800000000006,1.1884057971014492,140.58,34.5,95.67526000000001,4.242459464171558,131.062,17.207,13.21152,0.3461505177834828,110.096,34.667,33.3912,1.0434782608695652,139.13,23.0,57.06175,2.5360301849446403,139.175,16.167,0.0,0.0,119.903,18.727
32,2010-10-26,AB de Villiers,0,3,2,1,Pakistan,South Africa,Sheikh Zayed Stadium,0,Right hand Bat,Left hand Bat,14,16,True,0.0,16,18.0,0.0,0.0,108.0,12.0,68.0,0.0,25.3044,0.5217391304347826,140.58,34.5,141.54696,6.2765153716510715,131.062,17.207,0.0,0.0,110.096,34.667,0.0,0.0,139.13,23.0,16.701,0.7422527370569678,139.175,16.167,81.53404,3.6311208415656537,119.903,18.727
33,2009-11-15,AB de Villiers,24,13,1,3,England,South Africa,SuperSport Park,1,Right hand Bat,Right hand Bat,96,204,False,184.62,118,0.0,5.0,0.0,42.0,0.0,0.0,10.0,0.0,0.0,140.58,34.5,55.046040000000005,2.4408670889754167,131.062,17.207,5.5047999999999995,0.1442293824097845,110.096,34.667,0.0,0.0,139.13,23.0,0.0,0.0,139.175,16.167,0.0,0.0,119.903,18.727
34,2010-05-19,AB de Villiers,11,14,1,2,West Indies,South Africa,"Sir Vivian Richards Stadium, North Sound",0,Right hand Bat,Right hand Bat,74,88,False,78.57,108,0.0,16.0,0.0,83.0,0.0,6.0,34.0,0.0,0.0,140.58,34.5,108.78146000000001,4.82361829487999,131.062,17.207,17.61536,0.46153402371131047,110.096,34.667,0.0,0.0,139.13,23.0,0.0,0.0,139.175,16.167,7.19418,0.32039301543226356,119.903,18.727
35,2012-10-02,AB de Villiers,13,13,2,1,India,South Africa,R Premadasa Stadium,1,Right hand Bat,Right hand Bat,3,0,True,100.0,37,40.0,48.0,0.0,88.0,6.0,55.0,14.833333333333334,56.232000000000006,1.1594202898550725,140.58,34.5,115.33456000000001,5.114197710234206,131.062,17.207,52.84608,1.3846020711339313,110.096,34.667,0.0,0.0,139.13,23.0,8.3505,0.3711263685284839,139.175,16.167,65.94665,2.9369359747957495,119.903,18.727
36,2017-06-23,AB de Villiers,46,20,1,2,England,South Africa,County Ground,0,Right hand Bat,Right hand Bat,47,59,False,230.0,87,12.0,24.0,18.0,100.0,0.0,0.0,65.0,16.869600000000002,0.34782608695652173,140.58,34.5,131.062,5.8115883070843255,131.062,17.207,26.42304,0.6923010355669657,110.096,34.667,25.0434,0.782608695652174,139.13,23.0,0.0,0.0,139.175,16.167,0.0,0.0,119.903,18.727
37,2006-02-24,AB de Villiers,0,0,1,4,Australia,South Africa,New Wanderers Stadium,1,Left hand Bat,Right hand Bat,118,195,False,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.58,34.5,0.0,0.0,131.062,17.207,0.0,0.0,110.096,34.667,0.0,0.0,139.13,23.0,0.0,0.0,139.175,16.167,0.0,0.0,119.903,18.727
38,2008-01-18,AB de Villiers,25,22,2,1,West Indies,South Africa,New Wanderers Stadium,1,Right hand Bat,Right hand Bat,4,4,True,113.64,45,0.0,0.0,0.0,183.0,6.0,49.0,26.0,0.0,0.0,140.58,34.5,239.84346000000002,10.635206601964317,131.062,17.207,0.0,0.0,110.096,34.667,0.0,0.0,139.13,23.0,8.3505,0.3711263685284839,139.175,16.167,58.75247,2.616542959363486,119.903,18.727
39,2009-11-13,AB de Villiers,10,10,2,2,England,South Africa,New Wanderers Stadium,1,Right hand Bat,Left hand Bat,57,102,False,100.0,78,0.0,4.0,0.0,57.0,0.0,29.0,0.0,0.0,0.0,140.58,34.5,74.70534,3.3126053350380658,131.062,17.207,4.40384,0.11538350592782762,110.096,34.667,0.0,0.0,139.13,23.0,0.0,0.0,139.175,16.167,34.77187,1.5485662412559407,119.903,18.727
40,2014-03-24,AB de Villiers,5,6,1,2,New Zealand,South Africa,Zahur Ahmed Chowdhury Stadium,0,Right hand Bat,Right hand Bat,31,34,False,83.33,40,40.0,0.0,0.0,73.0,26.0,42.0,17.5,56.232000000000006,1.1594202898550725,140.58,34.5,95.67526000000001,4.242459464171558,131.062,17.207,0.0,0.0,110.096,34.667,0.0,0.0,139.13,23.0,36.185500000000005,1.6082142636234302,139.175,16.167,50.35926,2.242751108025845,119.903,18.727
41,2016-03-28,AB de Villiers,20,12,2,2,Sri Lanka,South Africa,Feroz Shah Kotla,1,Right hand Bat,Right hand Bat,79,76,False,166.67,106,0.0,5.0,0.0,47.0,17.0,0.0,19.5,0.0,0.0,140.58,34.5,61.599140000000006,2.731446504329633,131.062,17.207,5.5047999999999995,0.1442293824097845,110.096,34.667,0.0,0.0,139.13,23.0,23.659750000000003,1.0515247108307044,139.175,16.167,0.0,0.0,119.903,18.727
42,2012-09-28,AB de Villiers,25,18,1,4,Pakistan,South Africa,R Premadasa Stadium,1,Right hand Bat,Left hand Bat,76,67,False,138.89,104,0.0,6.0,0.0,55.0,13.0,18.0,10.75,0.0,0.0,140.58,34.5,72.0841,3.1963735688963792,131.062,17.207,6.60576,0.1730752588917414,110.096,34.667,0.0,0.0,139.13,23.0,18.092750000000002,0.8041071318117151,139.175,16.167,21.58254,0.9611790462967907,119.903,18.727
43,2009-03-29,AB de Villiers,0,5,1,1,Australia,South Africa,SuperSport Park,0,Right hand Bat,Left hand Bat,18,22,True,0.0,24,27.0,36.0,0.0,100.0,7.0,42.0,3.5,37.9566,0.782608695652174,140.58,34.5,131.062,5.8115883070843255,131.062,17.207,39.63456,1.0384515533504486,110.096,34.667,0.0,0.0,139.13,23.0,9.74225,0.4329807632832312,139.175,16.167,50.35926,2.242751108025845,119.903,18.727
44,2013-11-22,AB de Villiers,13,8,2,2,Pakistan,South Africa,Newlands,0,Right hand Bat,Right hand Bat,59,71,False,162.5,70,28.0,7.0,0.0,51.0,13.0,30.0,5.0,39.36240000000001,0.8115942028985508,140.58,34.5,66.84162,2.9639100366130062,131.062,17.207,7.70672,0.20192113537369832,110.096,34.667,0.0,0.0,139.13,23.0,18.092750000000002,0.8041071318117151,139.175,16.167,35.9709,1.6019650771613179,119.903,18.727
45,2012-02-22,AB de Villiers,29,23,1,2,New Zealand,South Africa,Eden Park,0,Right hand Bat,Right hand Bat,30,40,True,126.09,85,18.0,16.0,0.0,98.0,0.0,50.0,23.5,25.3044,0.5217391304347826,140.58,34.5,128.44076,5.695356540942639,131.062,17.207,17.61536,0.46153402371131047,110.096,34.667,0.0,0.0,139.13,23.0,0.0,0.0,139.175,16.167,59.9515,2.669941795268863,119.903,18.727
46,2017-10-29,AB de Villiers,20,15,1,2,Bangladesh,South Africa,Senwes Park,0,Right hand Bat,Right hand Bat,31,38,False,133.33,59,9.0,31.0,0.0,102.0,0.0,34.0,49.0,12.6522,0.2608695652173913,140.58,34.5,133.68324,5.9278200732260125,131.062,17.207,34.12976,0.894222170940664,110.096,34.667,0.0,0.0,139.13,23.0,0.0,0.0,139.175,16.167,40.76702,1.8155604207828269,119.903,18.727
47,2010-05-08,AB de Villiers,5,9,2,2,England,South Africa,"Kensington Oval, Bridgetown",0,Right hand Bat,Left hand Bat,38,35,False,55.56,59,18.0,25.0,0.0,74.0,0.0,49.0,39.0,25.3044,0.5217391304347826,140.58,34.5,96.98588000000001,4.300575347242401,131.062,17.207,27.523999999999997,0.7211469120489226,110.096,34.667,0.0,0.0,139.13,23.0,0.0,0.0,139.175,16.167,58.75247,2.616542959363486,119.903,18.727
48,2017-06-21,AB de Villiers,65,58,1,1,England,South Africa,The Rose Bowl,1,Right hand Bat,Right hand Bat,1,1,True,112.07,120,38.0,42.0,18.0,70.0,42.0,0.0,0.0,53.42040000000001,1.1014492753623188,140.58,34.5,91.74340000000001,4.068111814959028,131.062,17.207,46.24032,1.2115268122421898,110.096,34.667,25.0434,0.782608695652174,139.13,23.0,58.453500000000005,2.5978845796993872,139.175,16.167,0.0,0.0,119.903,18.727
49,2007-09-15,AB de Villiers,14,15,2,2,Bangladesh,South Africa,Newlands,1,Right hand Bat,Right hand Bat,83,108,False,93.33,113,0.0,23.0,0.0,37.0,0.0,0.0,16.0,0.0,0.0,140.58,34.5,48.492940000000004,2.1502876736212007,131.062,17.207,25.32208,0.6634551590850087,110.096,34.667,0.0,0.0,139.13,23.0,0.0,0.0,139.175,16.167,0.0,0.0,119.903,18.727
50,2012-09-22,AB de Villiers,30,13,1,2,Sri Lanka,South Africa,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",0,Right hand Bat,Right hand Bat,19,28,True,230.77,36,0.0,6.0,0.0,38.0,0.0,5.0,4.333333333333333,0.0,0.0,140.58,34.5,49.803560000000004,2.2084035566920437,131.062,17.207,6.60576,0.1730752588917414,110.096,34.667,0.0,0.0,139.13,23.0,0.0,0.0,139.175,16.167,5.995150000000001,0.2669941795268863,119.903,18.727
51,2010-05-02,AB de Villiers,31,15,2,2,India,South Africa,"Beausejour Stadium, Gros Islet",1,Right hand Bat,Right hand Bat,94,119,False,206.67,118,13.0,3.0,0.0,28.0,6.0,6.0,0.0,18.2754,0.37681159420289856,140.58,34.5,36.69736,1.6272447259836114,131.062,17.207,3.30288,0.0865376294458707,110.096,34.667,0.0,0.0,139.13,23.0,8.3505,0.3711263685284839,139.175,16.167,7.19418,0.32039301543226356,119.903,18.727
52,2011-01-09,AB de Villiers,14,10,2,2,India,South Africa,Moses Mabhida Stadium,0,Right hand Bat,Right hand Bat,27,31,True,140.0,55,24.0,43.0,0.0,52.0,0.0,74.0,5.5,33.739200000000004,0.6956521739130435,140.58,34.5,68.15224,3.0220259196838493,131.062,17.207,47.34128,1.2403726887241469,110.096,34.667,0.0,0.0,139.13,23.0,0.0,0.0,139.175,16.167,88.72822000000001,3.9515138569979174,119.903,18.727
53,2012-09-12,AB de Villiers,2,3,2,2,England,South Africa,Edgbaston,1,Right hand Bat,Right hand Bat,25,35,True,66.67,37,8.0,6.0,0.0,39.0,0.0,36.0,5.5,11.246400000000001,0.2318840579710145,140.58,34.5,51.114180000000005,2.266519439762887,131.062,17.207,6.60576,0.1730752588917414,110.096,34.667,0.0,0.0,139.13,23.0,0.0,0.0,139.175,16.167,43.16508,1.9223580925935815,119.903,18.727
54,2009-01-11,AB de Villiers,0,4,2,1,Australia,South Africa,Melbourne Cricket Ground,0,Right hand Bat,Right hand Bat,4,1,True,0.0,9,28.0,0.0,0.0,151.0,0.0,50.0,36.0,39.36240000000001,0.8115942028985508,140.58,34.5,197.90362000000002,8.775498343697333,131.062,17.207,0.0,0.0,110.096,34.667,0.0,0.0,139.13,23.0,0.0,0.0,139.175,16.167,59.9515,2.669941795268863,119.903,18.727
55,2014-03-22,AB de Villiers,24,16,2,2,Sri Lanka,South Africa,Zahur Ahmed Chowdhury Stadium,0,Right hand Bat,Left hand Bat,66,83,False,150.0,84,6.0,0.0,0.0,64.0,18.0,25.0,11.0,8.434800000000001,0.17391304347826086,140.58,34.5,83.87968000000001,3.7194165165339688,131.062,17.207,0.0,0.0,110.096,34.667,0.0,0.0,139.13,23.0,25.0515,1.1133791055854518,139.175,16.167,29.97575,1.3349708976344314,119.903,18.727
56,2016-03-25,AB de Villiers,10,12,1,3,West Indies,South Africa,"Vidarbha Cricket Association Stadium, Jamtha",0,Right hand Bat,Left hand Bat,19,20,True,83.33,46,0.0,49.0,0.0,106.0,36.0,12.0,21.4,0.0,0.0,140.58,34.5,138.92572,6.1602836055093855,131.062,17.207,53.947039999999994,1.4134479476158883,110.096,34.667,0.0,0.0,139.13,23.0,50.103,2.2267582111709037,139.175,16.167,14.38836,0.6407860308645271,119.903,18.727
