,match_id,batter,batter_runs,balls_faced,wicket_type,won,innings,wickets_fallen,current_team_total,bowling_team,batting_team,venue,toss_winner,batter_type,non_striker_type,first_ball,strike_rate,out,last_ball,Left arm Fast,Left arm Orthodox,Left arm Wrist spin,Right arm Fast,Right arm Legbreak,Right arm Offbreak
50,Bangladesh_Australia_2014-04-01,AJ Finch,71,45,caught,1.0,2,0,135,Bangladesh,Australia,Shere Bangla National Stadium,0,Right hand Bat,Right hand Bat,1,157.78,True,91,50.0,36.0,0.0,107.0,0.0,43.0
51,Bangladesh_Australia_2021-11-04,AJ Finch,40,20,bowled,1.0,2,0,58,Bangladesh,Australia,Dubai International Cricket Stadium,1,Right hand Bat,Left hand Bat,1,200.0,True,30,44.0,0.0,0.0,49.0,25.0,13.0
52,England_Australia_2013-08-29,AJ Finch,156,63,bowled,1.0,1,0,226,England,Australia,The Rose Bowl,0,Right hand Bat,Right hand Bat,1,247.62,True,104,46.0,25.0,0.0,137.0,25.0,6.0
53,England_Australia_2013-08-31,AJ Finch,5,5,caught,0.0,2,0,8,England,Australia,Riverside Ground,1,Right hand Bat,Left hand Bat,1,100.0,True,8,47.0,19.0,0.0,126.0,24.0,31.0
54,England_Australia_2018-02-10,AJ Finch,20,5,0,1.0,2,3,138,England,Australia,Melbourne Cricket Ground,1,Right hand Bat,Left hand Bat,80,400.0,False,87,3.0,9.0,0.0,36.0,0.0,0.0
55,England_Australia_2018-06-27,AJ Finch,84,41,caught,0.0,2,0,158,England,Australia,Edgbaston,1,Right hand Bat,Left hand Bat,1,204.88,True,92,21.0,24.0,0.0,116.0,49.0,24.0
56,England_Australia_2020-09-04,AJ Finch,46,32,caught,0.0,2,0,98,England,Australia,The Rose Bowl,1,Right hand Bat,Left hand Bat,1,143.75,True,66,17.0,24.0,0.0,131.0,49.0,24.0
57,England_Australia_2020-09-08,AJ Finch,39,26,bowled,1.0,2,0,87,England,Australia,The Rose Bowl,1,Right hand Bat,Right hand Bat,1,150.0,True,64,25.0,24.0,0.0,131.0,55.0,6.0
58,England_Australia_2022-10-09,AJ Finch,12,7,run out,0.0,2,2,105,England,Australia,Perth Stadium,1,Right hand Bat,Left hand Bat,52,171.43,True,63,46.0,0.0,0.0,73.0,22.0,6.0
59,England_Australia_2022-10-12,AJ Finch,13,13,caught,0.0,2,0,20,England,Australia,"Manuka Oval, Canberra",1,Right hand Bat,Left hand Bat,1,100.0,True,22,96.0,0.0,0.0,108.0,42.0,6.0
60,England_Australia_2022-10-14,AJ Finch,0,1,caught,-1.0,2,1,0,England,Australia,"Manuka Oval, Canberra",1,Right hand Bat,Right hand Bat,1,0.0,True,1,25.0,0.0,0.0,50.0,12.0,12.0
61,India_Australia_2013-10-10,AJ Finch,89,52,caught and bowled,0.0,1,0,174,India,Australia,Saurashtra Cricket Association Stadium,0,Right hand Bat,Right hand Bat,1,171.15,True,99,25.0,43.0,0.0,166.0,0.0,13.0
62,India_Australia_2016-03-27,AJ Finch,43,33,caught,0.0,1,0,100,India,Australia,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,Right hand Bat,Right hand Bat,1,130.3,True,78,37.0,40.0,0.0,117.0,12.0,27.0
63,India_Australia_2017-10-10,AJ Finch,8,8,caught,1.0,2,0,13,India,Australia,Barsapara Cricket Stadium,1,Right hand Bat,Right hand Bat,0,100.0,True,17,24.0,0.0,24.0,125.0,47.0,0.0
64,India_Australia_2019-02-24,AJ Finch,0,1,lbw,1.0,2,2,5,India,Australia,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Right hand Bat,Left hand Bat,13,0.0,True,13,12.0,24.0,12.0,113.0,62.0,0.0
65,India_Australia_2019-02-27,AJ Finch,8,7,caught,1.0,2,1,22,India,Australia,M.Chinnaswamy Stadium,1,Right hand Bat,Left hand Bat,15,114.29,True,24,10.0,25.0,18.0,117.0,50.0,0.0
66,India_Australia_2020-12-04,AJ Finch,35,26,caught,0.0,2,0,56,India,Australia,Manuka Oval,1,Right hand Bat,Left hand Bat,1,134.62,True,46,49.0,0.0,0.0,110.0,61.0,24.0
67,India_Australia_2022-09-20,AJ Finch,22,13,bowled,1.0,2,0,39,India,Australia,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1,Right hand Bat,Right hand Bat,1,169.23,True,21,0.0,24.0,0.0,170.0,46.0,6.0
68,New Zealand_Australia_2018-02-16,AJ Finch,36,12,0,1.0,2,3,245,New Zealand,Australia,Eden Park,0,Right hand Bat,Left hand Bat,93,300.0,False,113,8.0,0.0,0.0,49.0,0.0,0.0
69,New Zealand_Australia_2018-02-21,AJ Finch,18,12,0,1.0,2,3,121,New Zealand,Australia,Eden Park,0,Right hand Bat,Right hand Bat,64,150.0,False,88,6.0,14.0,0.0,58.0,6.0,0.0
70,New Zealand_Australia_2021-02-22,AJ Finch,1,2,caught,0.0,2,0,3,New Zealand,Australia,Hagley Oval,1,Right hand Bat,Left hand Bat,1,50.0,True,5,43.0,35.0,0.0,103.0,43.0,8.0
71,New Zealand_Australia_2021-02-25,AJ Finch,12,14,caught,0.0,2,0,70,New Zealand,Australia,University Oval,1,Right hand Bat,Right hand Bat,1,85.71,True,48,48.0,43.0,0.0,110.0,45.0,0.0
72,New Zealand_Australia_2021-11-14,AJ Finch,5,7,caught,1.0,2,0,15,New Zealand,Australia,Dubai International Cricket Stadium,1,Right hand Bat,Left hand Bat,1,71.43,True,15,45.0,18.0,0.0,111.0,45.0,18.0
73,New Zealand_Australia_2022-10-22,AJ Finch,13,11,caught,0.0,2,0,30,New Zealand,Australia,Sydney Cricket Ground,1,Right hand Bat,Right hand Bat,1,118.18,True,24,39.0,24.0,0.0,107.0,50.0,0.0
74,Pakistan_Australia_2018-07-02,AJ Finch,68,33,0,1.0,2,0,117,Pakistan,Australia,Harare Sports Club,1,Right hand Bat,Left hand Bat,1,206.06,False,65,17.0,38.0,0.0,104.0,23.0,6.0
75,Pakistan_Australia_2018-07-05,AJ Finch,16,11,caught,0.0,2,0,29,Pakistan,Australia,Harare Sports Club,1,Right hand Bat,Left hand Bat,1,145.45,True,26,69.0,12.0,0.0,114.0,24.0,18.0
76,Pakistan_Australia_2018-10-24,AJ Finch,0,3,bowled,0.0,2,0,0,Pakistan,Australia,Sheikh Zayed Stadium,1,Right hand Bat,Left hand Bat,1,0.0,True,3,18.0,36.0,12.0,109.0,47.0,0.0
77,Pakistan_Australia_2018-10-26,AJ Finch,3,10,caught,0.0,2,0,31,Pakistan,Australia,Dubai International Cricket Stadium,0,Right hand Bat,Right hand Bat,1,30.0,True,39,28.0,21.0,18.0,117.0,48.0,8.0
78,Pakistan_Australia_2018-10-28,AJ Finch,1,3,caught,0.0,2,0,24,Pakistan,Australia,Dubai International Cricket Stadium,0,Right hand Bat,Left hand Bat,1,33.33,True,11,25.0,18.0,25.0,79.0,50.0,30.0
79,Pakistan_Australia_2021-11-11,AJ Finch,0,1,lbw,1.0,2,0,1,Pakistan,Australia,Dubai International Cricket Stadium,1,Right hand Bat,Left hand Bat,1,0.0,True,3,47.0,18.0,0.0,102.0,49.0,26.0
80,Pakistan_Australia_2022-04-05,AJ Finch,55,45,caught,1.0,2,0,158,Pakistan,Australia,"Gaddafi Stadium, Lahore",1,Right hand Bat,Right hand Bat,1,122.22,True,109,37.0,6.0,0.0,129.0,50.0,6.0
81,South Africa_Australia_2014-03-12,AJ Finch,5,5,caught,1.0,2,0,21,South Africa,Australia,Kingsmead,1,Right hand Bat,Left hand Bat,1,100.0,True,9,45.0,0.0,6.0,30.0,0.0,7.0
82,South Africa_Australia_2014-03-14,AJ Finch,39,27,caught,1.0,2,0,67,South Africa,Australia,SuperSport Park,1,Right hand Bat,Right hand Bat,1,144.44,True,49,68.0,0.0,24.0,62.0,24.0,37.0
83,South Africa_Australia_2016-03-04,AJ Finch,40,18,caught,0.0,1,0,71,South Africa,Australia,Kingsmead,1,Right hand Bat,Right hand Bat,1,222.22,True,43,0.0,0.0,0.0,174.0,49.0,12.0
84,South Africa_Australia_2016-03-06,AJ Finch,2,4,bowled,1.0,2,0,2,South Africa,Australia,New Wanderers Stadium,1,Right hand Bat,Right hand Bat,1,50.0,True,4,25.0,12.0,0.0,168.0,25.0,24.0
85,South Africa_Australia_2018-11-17,AJ Finch,7,6,bowled,0.0,2,0,21,South Africa,Australia,Carrara Oval,1,Right hand Bat,Right hand Bat,1,116.67,True,12,6.0,0.0,18.0,92.0,0.0,12.0
86,South Africa_Australia_2020-02-21,AJ Finch,42,27,caught,1.0,1,0,84,South Africa,Australia,The Wanderers Stadium,0,Right hand Bat,Right hand Bat,1,155.56,True,50,19.0,36.0,29.0,119.0,15.0,0.0
87,South Africa_Australia_2020-02-23,AJ Finch,14,12,bowled,0.0,2,0,48,South Africa,Australia,St George's Park,0,Right hand Bat,Left hand Bat,1,116.67,True,28,24.0,24.0,24.0,147.0,24.0,0.0
88,South Africa_Australia_2020-02-26,AJ Finch,55,37,lbw,1.0,1,0,123,South Africa,Australia,Newlands,0,Right hand Bat,Left hand Bat,1,148.65,True,76,17.0,24.0,24.0,143.0,18.0,0.0
89,South Africa_Australia_2021-10-23,AJ Finch,0,5,caught,1.0,2,0,4,South Africa,Australia,"Zayed Cricket Stadium, Abu Dhabi",1,Right hand Bat,Left hand Bat,1,0.0,True,11,22.0,24.0,24.0,120.0,24.0,24.0
90,Sri Lanka_Australia_2021-10-28,AJ Finch,37,22,bowled,1.0,2,0,70,Sri Lanka,Australia,Dubai International Cricket Stadium,1,Right hand Bat,Left hand Bat,1,168.18,True,41,24.0,0.0,0.0,127.0,49.0,31.0
91,Sri Lanka_Australia_2022-02-15,AJ Finch,35,36,caught,1.0,2,1,102,Sri Lanka,Australia,"Manuka Oval, Canberra",1,Right hand Bat,Right hand Bat,2,97.22,True,85,43.0,25.0,0.0,103.0,24.0,29.0
92,Sri Lanka_Australia_2022-02-18,AJ Finch,2,5,caught,1.0,2,1,32,Sri Lanka,Australia,Melbourne Cricket Ground,1,Right hand Bat,Left hand Bat,26,40.0,True,38,6.0,23.0,0.0,90.0,50.0,17.0
93,Sri Lanka_Australia_2022-06-07,AJ Finch,61,40,0,1.0,2,0,134,Sri Lanka,Australia,"R Premadasa Stadium, Colombo",1,Right hand Bat,Left hand Bat,1,152.5,False,84,26.0,24.0,0.0,107.0,12.0,37.0
94,Sri Lanka_Australia_2022-06-08,AJ Finch,24,13,caught,1.0,2,0,33,Sri Lanka,Australia,"R Premadasa Stadium, Colombo",1,Right hand Bat,Left hand Bat,1,184.62,True,16,0.0,24.0,0.0,115.0,24.0,66.0
95,Sri Lanka_Australia_2022-10-25,AJ Finch,31,42,0,1.0,2,0,158,Sri Lanka,Australia,Perth Stadium,1,Right hand Bat,Right hand Bat,1,73.81,False,99,28.0,25.0,0.0,119.0,18.0,38.0
96,West Indies_Australia_2021-07-09,AJ Finch,4,5,caught,0.0,2,0,8,West Indies,Australia,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,Right hand Bat,Left hand Bat,1,80.0,True,7,47.0,36.0,0.0,98.0,43.0,0.0
97,West Indies_Australia_2021-07-10,AJ Finch,6,8,bowled,0.0,2,0,19,West Indies,Australia,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,Right hand Bat,Right hand Bat,1,75.0,True,19,34.0,50.0,0.0,105.0,50.0,2.0
98,West Indies_Australia_2021-07-16,AJ Finch,34,23,caught,0.0,2,0,95,West Indies,Australia,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",0,Right hand Bat,Right hand Bat,1,147.83,True,56,48.0,18.0,0.0,103.0,71.0,18.0
99,West Indies_Australia_2021-11-06,AJ Finch,9,10,bowled,1.0,2,0,33,West Indies,Australia,"Zayed Cricket Stadium, Abu Dhabi",1,Right hand Bat,Left hand Bat,1,90.0,True,21,23.0,22.0,0.0,119.0,37.0,23.0
100,West Indies_Australia_2022-10-05,AJ Finch,58,53,caught,1.0,2,2,127,West Indies,Australia,Carrara Oval,1,Right hand Bat,Left hand Bat,13,109.43,True,103,38.0,0.0,0.0,125.0,49.0,12.0
101,Zimbabwe_Australia_2018-07-06,AJ Finch,3,5,caught,1.0,2,0,15,Zimbabwe,Australia,Harare Sports Club,0,Right hand Bat,Left hand Bat,1,60.0,True,13,0.0,42.0,0.0,170.0,26.0,12.0
0,Australia_Sri Lanka_2017-02-17,M Klinger,38,32,caught,0.0,1,0,76,Sri Lanka,Australia,Melbourne Cricket Ground,0,Right hand Bat,Right hand Bat,1,118.75,True,63,25.0,0.0,24.0,134.0,49.0,12.0
1,Australia_Sri Lanka_2017-02-19,M Klinger,43,37,caught,0.0,1,0,113,Sri Lanka,Australia,"Simonds Stadium, South Geelong",0,Right hand Bat,Right hand Bat,1,116.22,True,80,24.0,0.0,0.0,181.0,24.0,18.0
2,Australia_Sri Lanka_2017-02-22,M Klinger,62,42,run out,1.0,1,0,180,Sri Lanka,Australia,Adelaide Oval,0,Right hand Bat,Right hand Bat,1,147.62,True,111,19.0,6.0,0.0,142.0,42.0,20.0
0,Australia_India_2016-01-26,TM Head,2,5,lbw,0.0,2,2,93,India,Australia,Adelaide Oval,1,Left hand Bat,Right hand Bat,55,40.0,True,66,18.0,18.0,0.0,62.0,8.0,20.0
1,Australia_India_2016-01-31,TM Head,26,19,bowled,0.0,1,3,168,India,Australia,Sydney Cricket Ground,1,Left hand Bat,Right hand Bat,56,136.84,True,102,6.0,23.0,0.0,75.0,12.0,19.0
2,Australia_India_2017-10-07,TM Head,9,16,bowled,0.0,1,2,89,India,Australia,JSCA International Stadium Complex,0,Left hand Bat,Right hand Bat,40,56.25,True,81,0.0,0.0,24.0,28.0,22.0,0.0
3,Australia_New Zealand_2024-02-23,TM Head,45,22,bowled,1.0,1,0,85,New Zealand,Australia,"Eden Park, Auckland",0,Left hand Bat,Right hand Bat,1,204.55,True,40,26.0,28.0,0.0,153.0,24.0,0.0
4,Australia_New Zealand_2024-02-25,TM Head,33,30,caught,1.0,1,0,99,New Zealand,Australia,"Eden Park, Auckland",0,Left hand Bat,Right hand Bat,1,110.0,True,55,38.0,13.0,0.0,43.0,22.0,13.0
5,Australia_Pakistan_2018-07-08,TM Head,19,11,caught,0.0,1,3,176,Pakistan,Australia,Harare Sports Club,1,Left hand Bat,Right hand Bat,95,172.73,True,115,14.0,0.0,0.0,36.0,0.0,0.0
6,Australia_South Africa_2023-08-30,TM Head,6,3,caught,1.0,1,0,6,South Africa,Australia,"Kingsmead, Durban",0,Left hand Bat,Right hand Bat,1,200.0,True,3,48.0,0.0,25.0,123.0,24.0,0.0
7,Australia_Sri Lanka_2017-02-17,TM Head,31,25,caught,0.0,1,1,153,Sri Lanka,Australia,Melbourne Cricket Ground,0,Left hand Bat,Right hand Bat,64,124.0,True,112,19.0,0.0,9.0,70.0,15.0,6.0
8,Australia_Sri Lanka_2017-02-19,TM Head,4,4,caught,0.0,1,3,121,Sri Lanka,Australia,"Simonds Stadium, South Geelong",0,Left hand Bat,Right hand Bat,81,100.0,True,86,12.0,0.0,0.0,65.0,6.0,0.0
9,Australia_Sri Lanka_2017-02-22,TM Head,30,16,caught,1.0,1,2,179,Sri Lanka,Australia,Adelaide Oval,0,Left hand Bat,Right hand Bat,85,187.5,True,110,13.0,0.0,0.0,50.0,0.0,0.0
10,England_Australia_2018-02-07,TM Head,6,13,bowled,1.0,2,4,127,England,Australia,Bellerive Oval,1,Left hand Bat,Right hand Bat,71,46.15,True,95,6.0,6.0,0.0,69.0,7.0,6.0
11,England_Australia_2018-06-27,TM Head,15,10,caught,0.0,2,2,64,England,Australia,Edgbaston,1,Left hand Bat,Right hand Bat,23,150.0,True,44,20.0,18.0,0.0,94.0,43.0,24.0
