,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
30,Afif Hossain,OF Smith,Shakib Al Hasan,0,0,0,33,160,0,2,3,5,5,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
31,Afif Hossain,OF Smith,Shakib Al Hasan,1,0,1,34,159,1,3,3,6,5,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
32,Afif Hossain,R Shepherd,Shakib Al Hasan,0,0,0,34,159,1,4,3,1,6,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
33,Afif Hossain,R Shepherd,Shakib Al Hasan,0,0,0,34,159,1,5,3,2,6,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
34,Afif Hossain,R Shepherd,Shakib Al Hasan,0,0,0,34,159,1,6,3,3,6,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
35,Afif Hossain,R Shepherd,Shakib Al Hasan,2,0,2,36,157,3,7,3,4,6,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
36,Afif Hossain,R Shepherd,Shakib Al Hasan,4,0,4,40,153,7,8,3,5,6,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
37,Afif Hossain,R Shepherd,Shakib Al Hasan,4,0,4,44,149,11,9,3,6,6,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
38,Shakib Al Hasan,KMA Paul,Afif Hossain,0,0,0,44,149,11,13,3,1,7,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
39,Shakib Al Hasan,KMA Paul,Afif Hossain,0,1,1,45,148,11,14,3,2,7,0,,,wides,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
40,Shakib Al Hasan,KMA Paul,Afif Hossain,4,0,4,49,144,15,15,3,3,7,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
41,Shakib Al Hasan,KMA Paul,Afif Hossain,1,0,1,50,143,16,16,3,4,7,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
42,Afif Hossain,KMA Paul,Shakib Al Hasan,0,0,0,50,143,11,10,3,5,7,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
43,Afif Hossain,KMA Paul,Shakib Al Hasan,2,0,2,52,141,13,11,3,6,7,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
44,Afif Hossain,KMA Paul,Shakib Al Hasan,1,0,1,53,140,14,12,3,7,7,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
45,Afif Hossain,HR Walsh,Shakib Al Hasan,2,0,2,55,138,16,13,3,1,8,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
46,Afif Hossain,HR Walsh,Shakib Al Hasan,0,0,0,55,138,16,14,3,2,8,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
47,Afif Hossain,HR Walsh,Shakib Al Hasan,4,0,4,59,134,20,15,3,3,8,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
48,Afif Hossain,HR Walsh,Shakib Al Hasan,1,0,1,60,133,21,16,3,4,8,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
49,Shakib Al Hasan,HR Walsh,Afif Hossain,1,0,1,61,132,17,17,3,5,8,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
50,Afif Hossain,HR Walsh,Shakib Al Hasan,1,0,1,62,131,22,17,3,6,8,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
51,Afif Hossain,AJ Hosein,Shakib Al Hasan,1,0,1,63,130,23,18,3,1,9,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
52,Shakib Al Hasan,AJ Hosein,Afif Hossain,0,1,1,64,129,17,18,3,2,9,0,,,legbyes,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
53,Afif Hossain,AJ Hosein,Shakib Al Hasan,0,0,0,64,129,23,19,3,3,9,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
54,Afif Hossain,AJ Hosein,Shakib Al Hasan,2,0,2,66,127,25,20,3,4,9,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
55,Afif Hossain,AJ Hosein,Shakib Al Hasan,6,0,6,72,121,31,21,3,5,9,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
56,Afif Hossain,AJ Hosein,Shakib Al Hasan,0,0,0,72,121,31,22,3,6,9,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
57,Shakib Al Hasan,HR Walsh,Afif Hossain,1,0,1,73,120,18,19,3,1,10,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
58,Afif Hossain,HR Walsh,Shakib Al Hasan,0,0,0,73,120,31,23,3,2,10,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
59,Afif Hossain,HR Walsh,Shakib Al Hasan,1,0,1,74,119,32,24,3,3,10,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
60,Shakib Al Hasan,HR Walsh,Afif Hossain,1,0,1,75,118,19,20,3,4,10,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
61,Afif Hossain,HR Walsh,Shakib Al Hasan,0,0,0,75,118,32,25,3,5,10,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
62,Afif Hossain,HR Walsh,Shakib Al Hasan,2,0,2,77,116,34,26,3,6,10,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
63,Shakib Al Hasan,R Shepherd,Afif Hossain,1,0,1,78,115,20,21,3,1,11,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
64,Afif Hossain,R Shepherd,Shakib Al Hasan,0,0,0,78,115,34,27,4,2,11,caught,Afif Hossain,N Pooran,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
65,Nurul Hasan,R Shepherd,Shakib Al Hasan,0,0,0,78,115,0,1,4,3,11,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
66,Nurul Hasan,R Shepherd,Shakib Al Hasan,1,0,1,79,114,1,2,4,4,11,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
67,Shakib Al Hasan,R Shepherd,Nurul Hasan,1,0,1,80,113,21,22,4,5,11,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
68,Nurul Hasan,R Shepherd,Shakib Al Hasan,0,0,0,80,113,1,3,4,6,11,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
69,Shakib Al Hasan,HR Walsh,Nurul Hasan,1,0,1,81,112,22,23,4,1,12,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
70,Nurul Hasan,HR Walsh,Shakib Al Hasan,1,0,1,82,111,2,4,4,2,12,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
71,Shakib Al Hasan,HR Walsh,Nurul Hasan,1,0,1,83,110,23,24,4,3,12,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
72,Nurul Hasan,HR Walsh,Shakib Al Hasan,0,0,0,83,110,2,5,4,4,12,0,,,-,"{'by': 'West Indies', 'umpire': 'LS Reifer', 'batter': 'Nurul Hasan', 'decision': 'struck down'}",bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
73,Nurul Hasan,HR Walsh,Shakib Al Hasan,1,0,1,84,109,3,6,4,5,12,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
74,Shakib Al Hasan,HR Walsh,Nurul Hasan,1,0,1,85,108,24,25,4,6,12,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
75,Shakib Al Hasan,AJ Hosein,Nurul Hasan,2,0,2,87,106,26,26,4,1,13,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
76,Shakib Al Hasan,AJ Hosein,Nurul Hasan,0,0,0,87,106,26,27,4,2,13,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
77,Shakib Al Hasan,AJ Hosein,Nurul Hasan,1,0,1,88,105,27,28,4,3,13,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
78,Nurul Hasan,AJ Hosein,Shakib Al Hasan,1,0,1,89,104,4,7,4,4,13,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
79,Shakib Al Hasan,AJ Hosein,Nurul Hasan,1,0,1,90,103,28,29,4,5,13,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
80,Nurul Hasan,AJ Hosein,Shakib Al Hasan,0,0,0,90,103,4,8,4,6,13,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
81,Shakib Al Hasan,HR Walsh,Nurul Hasan,0,0,0,90,103,28,30,4,1,14,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
82,Shakib Al Hasan,HR Walsh,Nurul Hasan,1,0,1,91,102,29,31,4,2,14,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
83,Nurul Hasan,HR Walsh,Shakib Al Hasan,0,0,0,91,102,4,9,4,3,14,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
84,Nurul Hasan,HR Walsh,Shakib Al Hasan,1,0,1,92,101,5,10,4,4,14,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
85,Shakib Al Hasan,HR Walsh,Nurul Hasan,1,0,1,93,100,30,32,4,5,14,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
86,Nurul Hasan,HR Walsh,Shakib Al Hasan,1,0,1,94,99,6,11,4,6,14,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
87,Nurul Hasan,AJ Hosein,Shakib Al Hasan,1,0,1,95,98,7,12,4,1,15,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
88,Shakib Al Hasan,AJ Hosein,Nurul Hasan,0,1,1,96,97,30,33,4,2,15,0,,,wides,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
89,Shakib Al Hasan,AJ Hosein,Nurul Hasan,1,0,1,97,96,31,34,4,3,15,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
90,Nurul Hasan,AJ Hosein,Shakib Al Hasan,0,0,0,97,96,7,13,5,4,15,caught,Nurul Hasan,BA King,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
91,Mosaddek Hossain,AJ Hosein,Shakib Al Hasan,0,0,0,97,96,0,1,5,5,15,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
92,Mosaddek Hossain,AJ Hosein,Shakib Al Hasan,1,0,1,98,95,1,2,5,6,15,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
93,Shakib Al Hasan,AJ Hosein,Mosaddek Hossain,1,0,1,99,94,32,35,5,7,15,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
94,Shakib Al Hasan,R Shepherd,Mosaddek Hossain,1,0,1,100,93,33,36,5,1,16,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
95,Mosaddek Hossain,R Shepherd,Shakib Al Hasan,0,1,1,101,92,1,3,5,2,16,0,,,wides,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
96,Mosaddek Hossain,R Shepherd,Shakib Al Hasan,1,0,1,102,91,2,4,5,3,16,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
97,Shakib Al Hasan,R Shepherd,Mosaddek Hossain,1,0,1,103,90,34,37,5,4,16,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
98,Mosaddek Hossain,R Shepherd,Shakib Al Hasan,1,0,1,104,89,3,5,5,5,16,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
99,Shakib Al Hasan,R Shepherd,Mosaddek Hossain,1,0,1,105,88,35,38,5,6,16,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
100,Mosaddek Hossain,R Shepherd,Shakib Al Hasan,1,0,1,106,87,4,6,5,7,16,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
101,Mosaddek Hossain,OC McCoy,Shakib Al Hasan,1,0,1,107,86,5,7,5,1,17,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
102,Shakib Al Hasan,OC McCoy,Mosaddek Hossain,0,0,0,107,86,35,39,5,2,17,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
103,Shakib Al Hasan,OC McCoy,Mosaddek Hossain,6,0,6,113,80,41,40,5,3,17,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
104,Shakib Al Hasan,OC McCoy,Mosaddek Hossain,1,0,1,114,79,42,41,5,4,17,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
105,Mosaddek Hossain,OC McCoy,Shakib Al Hasan,1,0,1,115,78,6,8,5,5,17,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
106,Shakib Al Hasan,OC McCoy,Mosaddek Hossain,1,0,1,116,77,43,42,5,6,17,0,,,-,,bat,West Indies,2,"Windsor Park, Roseau, Dominica",2022,07,West Indies_Bangladesh_2022-07-03,West Indies,Bangladesh,West Indies,158
