,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
25,DM de Silva,Haris Rauf,P Nissanka,0,0,0,23,98,3,8,2,2,-,0,,,4,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
26,DM de Silva,Haris Rauf,P Nissanka,2,0,2,25,96,5,9,2,3,-,0,,,4,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
27,DM de Silva,Haris Rauf,P Nissanka,4,0,4,29,92,9,10,2,4,-,0,,,4,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
28,DM de Silva,Haris Rauf,P Nissanka,0,0,0,29,92,9,11,2,5,-,0,,,4,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
29,DM de Silva,Haris Rauf,P Nissanka,0,0,0,29,92,9,12,3,6,-,caught,DM de Silva,Babar Azam,4,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
30,P Nissanka,Hasan Ali,PBB Rajapaksa,0,0,0,29,92,17,14,3,1,-,0,,,5,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
31,P Nissanka,Hasan Ali,PBB Rajapaksa,0,0,0,29,92,17,15,3,2,-,0,,,5,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
32,P Nissanka,Hasan Ali,PBB Rajapaksa,4,0,4,33,88,21,16,3,3,-,0,,,5,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
33,P Nissanka,Hasan Ali,PBB Rajapaksa,0,0,0,33,88,21,17,3,4,-,0,,,5,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
34,P Nissanka,Hasan Ali,PBB Rajapaksa,4,0,4,37,84,25,18,3,5,-,0,,,5,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
35,P Nissanka,Hasan Ali,PBB Rajapaksa,0,0,0,37,84,25,19,3,6,-,0,,,5,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
36,PBB Rajapaksa,Mohammad Nawaz,P Nissanka,1,0,1,38,83,1,1,3,1,-,0,,,6,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
37,P Nissanka,Mohammad Nawaz,PBB Rajapaksa,1,0,1,39,82,26,20,3,2,-,0,,,6,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
38,PBB Rajapaksa,Mohammad Nawaz,P Nissanka,2,0,2,41,80,3,2,3,3,-,0,,,6,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
39,PBB Rajapaksa,Mohammad Nawaz,P Nissanka,2,0,2,43,78,5,3,3,4,-,0,,,6,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
40,PBB Rajapaksa,Mohammad Nawaz,P Nissanka,1,0,1,44,77,6,4,3,5,-,0,,,6,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
41,P Nissanka,Mohammad Nawaz,PBB Rajapaksa,1,0,1,45,76,27,21,3,6,-,0,,,6,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
42,P Nissanka,Usman Qadir,PBB Rajapaksa,1,0,1,46,75,28,22,3,1,-,0,,,7,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
43,PBB Rajapaksa,Usman Qadir,P Nissanka,0,0,0,46,75,6,5,3,2,-,0,,,7,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
44,PBB Rajapaksa,Usman Qadir,P Nissanka,0,0,0,46,75,6,6,3,3,-,0,,,7,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
45,PBB Rajapaksa,Usman Qadir,P Nissanka,6,0,6,52,69,12,7,3,4,-,0,,,7,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
46,PBB Rajapaksa,Usman Qadir,P Nissanka,0,0,0,52,69,12,8,3,5,-,0,,,7,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
47,PBB Rajapaksa,Usman Qadir,P Nissanka,1,0,1,53,68,13,9,3,6,-,0,,,7,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
48,PBB Rajapaksa,Mohammad Nawaz,P Nissanka,0,0,0,53,68,13,10,3,1,-,0,,,8,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
49,PBB Rajapaksa,Mohammad Nawaz,P Nissanka,0,0,0,53,68,13,11,3,2,-,0,,,8,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
50,PBB Rajapaksa,Mohammad Nawaz,P Nissanka,1,0,1,54,67,14,12,3,3,-,0,,,8,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
51,P Nissanka,Mohammad Nawaz,PBB Rajapaksa,1,0,1,55,66,29,23,3,4,-,0,,,8,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
52,PBB Rajapaksa,Mohammad Nawaz,P Nissanka,1,0,1,56,65,15,13,3,5,-,0,,,8,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
53,P Nissanka,Mohammad Nawaz,PBB Rajapaksa,1,0,1,57,64,30,24,3,6,-,0,,,8,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
54,P Nissanka,Usman Qadir,PBB Rajapaksa,1,0,1,58,63,31,25,3,1,-,0,,,9,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
55,PBB Rajapaksa,Usman Qadir,P Nissanka,6,0,6,64,57,21,14,3,2,-,0,,,9,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
56,PBB Rajapaksa,Usman Qadir,P Nissanka,1,0,1,65,56,22,15,3,3,-,0,,,9,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
57,P Nissanka,Usman Qadir,PBB Rajapaksa,2,0,2,67,54,33,26,3,4,-,0,,,9,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
58,P Nissanka,Usman Qadir,PBB Rajapaksa,0,0,0,67,54,33,27,3,5,-,0,,,9,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
59,P Nissanka,Usman Qadir,PBB Rajapaksa,1,0,1,68,53,34,28,3,6,-,0,,,9,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
60,P Nissanka,Mohammad Nawaz,PBB Rajapaksa,1,0,1,69,52,35,29,3,1,-,0,,,10,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
61,PBB Rajapaksa,Mohammad Nawaz,P Nissanka,0,0,0,69,52,22,16,3,2,-,0,,,10,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
62,PBB Rajapaksa,Mohammad Nawaz,P Nissanka,1,0,1,70,51,23,17,3,3,-,0,,,10,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
63,P Nissanka,Mohammad Nawaz,PBB Rajapaksa,1,0,1,71,50,36,30,3,4,-,0,,,10,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
64,PBB Rajapaksa,Mohammad Nawaz,P Nissanka,1,0,1,72,49,24,18,3,5,-,0,,,10,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
65,P Nissanka,Mohammad Nawaz,PBB Rajapaksa,1,0,1,73,48,37,31,3,6,-,0,,,10,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
66,P Nissanka,Usman Qadir,PBB Rajapaksa,6,0,6,79,42,43,32,3,1,-,0,,,11,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
67,P Nissanka,Usman Qadir,PBB Rajapaksa,1,0,1,80,41,44,33,3,2,-,0,,,11,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
68,PBB Rajapaksa,Usman Qadir,P Nissanka,0,0,0,80,41,24,19,4,3,-,caught,PBB Rajapaksa,Haris Rauf,11,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
69,P Nissanka,Usman Qadir,MD Shanaka,0,0,0,80,41,44,34,4,4,-,0,,,11,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
70,P Nissanka,Usman Qadir,MD Shanaka,2,0,2,82,39,46,35,4,5,-,0,,,11,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
71,P Nissanka,Usman Qadir,MD Shanaka,1,0,1,83,38,47,36,4,6,-,0,,,11,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
72,P Nissanka,Mohammad Nawaz,MD Shanaka,1,0,1,84,37,48,37,4,1,-,0,,,12,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
73,MD Shanaka,Mohammad Nawaz,P Nissanka,1,0,1,85,36,1,1,4,2,-,0,,,12,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
74,P Nissanka,Mohammad Nawaz,MD Shanaka,0,0,0,85,36,48,38,4,3,-,0,,,12,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
75,P Nissanka,Mohammad Nawaz,MD Shanaka,1,0,1,86,35,49,39,4,4,-,0,,,12,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
76,MD Shanaka,Mohammad Nawaz,P Nissanka,1,0,1,87,34,2,2,4,5,-,0,,,12,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
77,P Nissanka,Mohammad Nawaz,MD Shanaka,0,0,0,87,34,49,40,4,6,-,0,,,12,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
78,MD Shanaka,Usman Qadir,P Nissanka,1,0,1,88,33,3,3,4,1,-,0,,,13,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
79,P Nissanka,Usman Qadir,MD Shanaka,1,0,1,89,32,50,41,4,2,-,0,,,13,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
80,MD Shanaka,Usman Qadir,P Nissanka,0,0,0,89,32,3,4,4,3,-,0,,,13,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
81,MD Shanaka,Usman Qadir,P Nissanka,0,0,0,89,32,3,5,4,4,-,0,,,13,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
82,MD Shanaka,Usman Qadir,P Nissanka,1,0,1,90,31,4,6,4,5,-,0,,,13,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
83,P Nissanka,Usman Qadir,MD Shanaka,1,1,2,92,29,51,42,4,6,noballs,0,,,13,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
84,MD Shanaka,Usman Qadir,P Nissanka,0,0,0,92,29,4,7,4,7,-,0,,,13,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
85,P Nissanka,Haris Rauf,MD Shanaka,1,0,1,93,28,52,43,4,1,-,0,,,14,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
86,MD Shanaka,Haris Rauf,P Nissanka,0,0,0,93,28,4,8,4,2,-,0,,,14,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
87,MD Shanaka,Haris Rauf,P Nissanka,0,0,0,93,28,4,9,4,3,-,0,,,14,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
88,MD Shanaka,Haris Rauf,P Nissanka,4,0,4,97,24,8,10,4,4,-,0,,,14,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
89,MD Shanaka,Haris Rauf,P Nissanka,6,0,6,103,18,14,11,4,5,-,0,,,14,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
90,MD Shanaka,Haris Rauf,P Nissanka,0,0,0,103,18,14,12,4,6,-,0,,,14,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
91,P Nissanka,Hasan Ali,MD Shanaka,1,0,1,104,17,53,44,4,1,-,0,,,15,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
92,MD Shanaka,Hasan Ali,P Nissanka,0,0,0,104,17,14,13,4,2,-,0,,,15,"{'by': 'Pakistan', 'umpire': 'AK Chaudhary', 'batter': 'MD Shanaka', 'decision': 'struck down'}",field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
93,MD Shanaka,Hasan Ali,P Nissanka,1,0,1,105,16,15,14,4,3,-,0,,,15,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
94,P Nissanka,Hasan Ali,MD Shanaka,0,0,0,105,16,53,45,4,4,-,0,,,15,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
95,P Nissanka,Hasan Ali,MD Shanaka,0,0,0,105,16,53,46,4,5,-,0,,,15,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
96,P Nissanka,Hasan Ali,MD Shanaka,2,0,2,107,14,55,47,4,6,-,0,,,15,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
97,MD Shanaka,Mohammad Hasnain,P Nissanka,6,0,6,113,8,21,15,4,1,-,0,,,16,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
98,MD Shanaka,Mohammad Hasnain,P Nissanka,0,0,0,113,8,21,16,5,2,-,caught,MD Shanaka,Hasan Ali,16,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
99,P Nissanka,Mohammad Hasnain,PWH de Silva,0,1,1,114,7,55,48,5,3,legbyes,0,,,16,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
100,PWH de Silva,Mohammad Hasnain,P Nissanka,4,0,4,118,3,4,1,5,4,-,0,,,16,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
101,PWH de Silva,Mohammad Hasnain,P Nissanka,2,0,2,120,1,6,2,5,5,-,0,,,16,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
102,PWH de Silva,Mohammad Hasnain,P Nissanka,4,0,4,124,-3,10,3,5,6,-,0,,,16,,field,Sri Lanka,2,Dubai International Cricket Stadium,2022,09,Pakistan_Sri Lanka_2022-09-09,Sri Lanka,Sri Lanka,Pakistan,124
