,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
13,Liton Das,Shaheen Shah Afridi,Nazmul Hossain Shanto,6,0,6,19,9,6,2,3,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
14,Liton Das,Shaheen Shah Afridi,Nazmul Hossain Shanto,1,0,1,20,10,7,3,3,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
15,Nazmul Hossain Shanto,Shaheen Shah Afridi,Liton Das,1,0,1,21,11,9,4,3,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
16,Liton Das,Shaheen Shah Afridi,Nazmul Hossain Shanto,0,0,0,21,10,8,5,3,caught,Liton Das,Shan Masood,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
17,Soumya Sarkar,Shaheen Shah Afridi,Nazmul Hossain Shanto,0,0,0,21,0,1,6,3,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
18,Nazmul Hossain Shanto,Mohammad Wasim,Soumya Sarkar,0,0,0,21,11,10,1,4,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
19,Nazmul Hossain Shanto,Mohammad Wasim,Soumya Sarkar,0,0,0,21,11,11,2,4,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
20,Nazmul Hossain Shanto,Mohammad Wasim,Soumya Sarkar,4,0,4,25,15,12,3,4,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
21,Nazmul Hossain Shanto,Mohammad Wasim,Soumya Sarkar,2,0,2,27,17,13,4,4,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
22,Nazmul Hossain Shanto,Mohammad Wasim,Soumya Sarkar,1,0,1,28,18,14,5,4,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
23,Soumya Sarkar,Mohammad Wasim,Nazmul Hossain Shanto,6,0,6,34,6,2,6,4,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
24,Nazmul Hossain Shanto,Haris Rauf,Soumya Sarkar,2,0,2,36,20,15,1,5,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
25,Nazmul Hossain Shanto,Haris Rauf,Soumya Sarkar,0,0,0,36,20,16,2,5,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
26,Nazmul Hossain Shanto,Haris Rauf,Soumya Sarkar,0,0,0,36,20,17,3,5,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
27,Nazmul Hossain Shanto,Haris Rauf,Soumya Sarkar,0,0,0,36,20,18,4,5,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
28,Nazmul Hossain Shanto,Haris Rauf,Soumya Sarkar,0,1,1,37,20,19,5,5,0,,,byes,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
29,Soumya Sarkar,Haris Rauf,Nazmul Hossain Shanto,1,0,1,38,7,3,6,5,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
30,Soumya Sarkar,Naseem Shah,Nazmul Hossain Shanto,0,0,0,38,7,4,1,6,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
31,Soumya Sarkar,Naseem Shah,Nazmul Hossain Shanto,0,0,0,38,7,5,2,6,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
32,Soumya Sarkar,Naseem Shah,Nazmul Hossain Shanto,0,0,0,38,7,6,3,6,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
33,Soumya Sarkar,Naseem Shah,Nazmul Hossain Shanto,0,0,0,38,7,7,4,6,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
34,Soumya Sarkar,Naseem Shah,Nazmul Hossain Shanto,1,0,1,39,8,8,5,6,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
35,Nazmul Hossain Shanto,Naseem Shah,Soumya Sarkar,1,0,1,40,21,20,6,6,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
36,Nazmul Hossain Shanto,Shadab Khan,Soumya Sarkar,2,0,2,42,23,21,1,7,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
37,Nazmul Hossain Shanto,Shadab Khan,Soumya Sarkar,2,0,2,44,25,22,2,7,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
38,Nazmul Hossain Shanto,Shadab Khan,Soumya Sarkar,0,0,0,44,25,23,3,7,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
39,Nazmul Hossain Shanto,Shadab Khan,Soumya Sarkar,0,0,0,44,25,24,4,7,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
40,Nazmul Hossain Shanto,Shadab Khan,Soumya Sarkar,4,0,4,48,29,25,5,7,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
41,Nazmul Hossain Shanto,Shadab Khan,Soumya Sarkar,1,0,1,49,30,26,6,7,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
42,Nazmul Hossain Shanto,Iftikhar Ahmed,Soumya Sarkar,0,0,0,49,30,27,1,8,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
43,Nazmul Hossain Shanto,Iftikhar Ahmed,Soumya Sarkar,0,0,0,49,30,28,2,8,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
44,Nazmul Hossain Shanto,Iftikhar Ahmed,Soumya Sarkar,1,0,1,50,31,29,3,8,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
45,Soumya Sarkar,Iftikhar Ahmed,Nazmul Hossain Shanto,1,0,1,51,9,9,4,8,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
46,Nazmul Hossain Shanto,Iftikhar Ahmed,Soumya Sarkar,4,0,4,55,35,30,5,8,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
47,Nazmul Hossain Shanto,Iftikhar Ahmed,Soumya Sarkar,1,0,1,56,36,31,6,8,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
48,Nazmul Hossain Shanto,Shadab Khan,Soumya Sarkar,1,0,1,57,37,32,1,9,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
49,Soumya Sarkar,Shadab Khan,Nazmul Hossain Shanto,4,0,4,61,13,10,2,9,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
50,Soumya Sarkar,Shadab Khan,Nazmul Hossain Shanto,1,0,1,62,14,11,3,9,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
51,Nazmul Hossain Shanto,Shadab Khan,Soumya Sarkar,0,0,0,62,37,33,4,9,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
52,Nazmul Hossain Shanto,Shadab Khan,Soumya Sarkar,2,0,2,64,39,34,5,9,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
53,Nazmul Hossain Shanto,Shadab Khan,Soumya Sarkar,0,0,0,64,39,35,6,9,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
54,Soumya Sarkar,Haris Rauf,Nazmul Hossain Shanto,0,0,0,64,14,12,1,10,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
55,Soumya Sarkar,Haris Rauf,Nazmul Hossain Shanto,1,0,1,65,15,13,2,10,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
56,Nazmul Hossain Shanto,Haris Rauf,Soumya Sarkar,1,0,1,66,40,36,3,10,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
57,Soumya Sarkar,Haris Rauf,Nazmul Hossain Shanto,2,0,2,68,17,14,4,10,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
58,Soumya Sarkar,Haris Rauf,Nazmul Hossain Shanto,1,0,1,69,18,15,5,10,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
59,Nazmul Hossain Shanto,Haris Rauf,Soumya Sarkar,1,0,1,70,41,37,6,10,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
60,Nazmul Hossain Shanto,Shadab Khan,Soumya Sarkar,0,0,0,70,41,38,1,11,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
61,Nazmul Hossain Shanto,Shadab Khan,Soumya Sarkar,1,0,1,71,42,39,2,11,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
62,Soumya Sarkar,Shadab Khan,Nazmul Hossain Shanto,2,0,2,73,20,16,3,11,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
63,Soumya Sarkar,Shadab Khan,Nazmul Hossain Shanto,0,0,0,73,20,17,4,11,caught,Soumya Sarkar,Shan Masood,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
64,Shakib Al Hasan,Shadab Khan,Nazmul Hossain Shanto,0,0,0,73,0,1,5,11,lbw,Shakib Al Hasan,,-,"{'by': 'Bangladesh', 'umpire': 'AT Holdstock', 'batter': 'Shakib Al Hasan', 'decision': 'struck down'}",bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
65,Afif Hossain,Shadab Khan,Nazmul Hossain Shanto,1,0,1,74,1,1,6,11,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
66,Afif Hossain,Iftikhar Ahmed,Nazmul Hossain Shanto,0,1,1,75,1,2,1,12,0,,,legbyes,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
67,Nazmul Hossain Shanto,Iftikhar Ahmed,Afif Hossain,1,0,1,76,43,40,2,12,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
68,Afif Hossain,Iftikhar Ahmed,Nazmul Hossain Shanto,1,0,1,77,2,3,3,12,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
69,Nazmul Hossain Shanto,Iftikhar Ahmed,Afif Hossain,0,0,0,77,43,41,4,12,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
70,Nazmul Hossain Shanto,Iftikhar Ahmed,Afif Hossain,0,0,0,77,43,42,5,12,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
71,Nazmul Hossain Shanto,Iftikhar Ahmed,Afif Hossain,1,0,1,78,44,43,6,12,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
72,Nazmul Hossain Shanto,Shadab Khan,Afif Hossain,4,0,4,82,48,44,1,13,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
73,Nazmul Hossain Shanto,Shadab Khan,Afif Hossain,1,0,1,83,49,45,2,13,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
74,Afif Hossain,Shadab Khan,Nazmul Hossain Shanto,1,0,1,84,3,4,3,13,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
75,Nazmul Hossain Shanto,Shadab Khan,Afif Hossain,1,0,1,85,50,46,4,13,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
76,Afif Hossain,Shadab Khan,Nazmul Hossain Shanto,2,0,2,87,5,5,5,13,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
77,Afif Hossain,Shadab Khan,Nazmul Hossain Shanto,0,0,0,87,5,6,6,13,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
78,Nazmul Hossain Shanto,Iftikhar Ahmed,Afif Hossain,4,0,4,91,54,47,1,14,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
79,Nazmul Hossain Shanto,Iftikhar Ahmed,Afif Hossain,0,0,0,91,54,48,2,14,bowled,Nazmul Hossain Shanto,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
80,Mosaddek Hossain,Iftikhar Ahmed,Afif Hossain,0,0,0,91,0,1,3,14,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
81,Mosaddek Hossain,Iftikhar Ahmed,Afif Hossain,0,0,0,91,0,2,4,14,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
82,Mosaddek Hossain,Iftikhar Ahmed,Afif Hossain,0,0,0,91,0,3,5,14,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
83,Mosaddek Hossain,Iftikhar Ahmed,Afif Hossain,1,0,1,92,1,4,6,14,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
84,Mosaddek Hossain,Mohammad Wasim,Afif Hossain,1,0,1,93,2,5,1,15,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
85,Afif Hossain,Mohammad Wasim,Mosaddek Hossain,0,1,1,94,5,7,2,15,0,,,wides,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
86,Afif Hossain,Mohammad Wasim,Mosaddek Hossain,0,0,0,94,5,8,3,15,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
87,Afif Hossain,Mohammad Wasim,Mosaddek Hossain,2,0,2,96,7,9,4,15,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
88,Afif Hossain,Mohammad Wasim,Mosaddek Hossain,0,1,1,97,7,10,5,15,0,,,legbyes,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
89,Mosaddek Hossain,Mohammad Wasim,Afif Hossain,0,0,0,97,2,6,6,15,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
90,Mosaddek Hossain,Mohammad Wasim,Afif Hossain,2,0,2,99,4,7,7,15,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
91,Afif Hossain,Naseem Shah,Mosaddek Hossain,4,0,4,103,11,11,1,16,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
92,Afif Hossain,Naseem Shah,Mosaddek Hossain,0,1,1,104,11,12,2,16,0,,,legbyes,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
93,Mosaddek Hossain,Naseem Shah,Afif Hossain,0,0,0,104,4,8,3,16,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
94,Mosaddek Hossain,Naseem Shah,Afif Hossain,0,0,0,104,4,9,4,16,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
95,Mosaddek Hossain,Naseem Shah,Afif Hossain,1,0,1,105,5,10,5,16,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
96,Afif Hossain,Naseem Shah,Mosaddek Hossain,1,0,1,106,12,13,6,16,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
97,Afif Hossain,Shaheen Shah Afridi,Mosaddek Hossain,1,0,1,107,13,14,1,17,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
98,Mosaddek Hossain,Shaheen Shah Afridi,Afif Hossain,0,0,0,107,5,11,2,17,bowled,Mosaddek Hossain,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
99,Nurul Hasan,Shaheen Shah Afridi,Afif Hossain,0,0,0,107,0,1,3,17,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
100,Nurul Hasan,Shaheen Shah Afridi,Afif Hossain,0,0,0,107,0,2,4,17,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
101,Nurul Hasan,Shaheen Shah Afridi,Afif Hossain,0,0,0,107,0,3,5,17,caught,Nurul Hasan,Mohammad Haris,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
102,Taskin Ahmed,Shaheen Shah Afridi,Afif Hossain,0,0,0,107,0,1,6,17,0,,,-,"{'by': 'Pakistan', 'umpire': 'AT Holdstock', 'batter': 'Taskin Ahmed', 'decision': 'struck down'}",bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
103,Afif Hossain,Haris Rauf,Taskin Ahmed,0,0,0,107,13,15,1,18,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
104,Afif Hossain,Haris Rauf,Taskin Ahmed,0,0,0,107,13,16,2,18,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
105,Afif Hossain,Haris Rauf,Taskin Ahmed,1,0,1,108,14,17,3,18,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
106,Taskin Ahmed,Haris Rauf,Afif Hossain,0,0,0,108,0,2,4,18,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
107,Taskin Ahmed,Haris Rauf,Afif Hossain,0,0,0,108,0,3,5,18,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
108,Taskin Ahmed,Haris Rauf,Afif Hossain,1,0,1,109,1,4,6,18,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
109,Taskin Ahmed,Shaheen Shah Afridi,Afif Hossain,0,0,0,109,1,5,1,19,caught,Taskin Ahmed,Babar Azam,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
110,Nasum Ahmed,Shaheen Shah Afridi,Afif Hossain,0,0,0,109,0,1,2,19,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
111,Nasum Ahmed,Shaheen Shah Afridi,Afif Hossain,1,0,1,110,1,2,3,19,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
112,Afif Hossain,Shaheen Shah Afridi,Nasum Ahmed,1,0,1,111,15,18,4,19,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
113,Nasum Ahmed,Shaheen Shah Afridi,Afif Hossain,1,0,1,112,2,3,5,19,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
114,Afif Hossain,Shaheen Shah Afridi,Nasum Ahmed,4,0,4,116,19,19,6,19,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
115,Nasum Ahmed,Haris Rauf,Afif Hossain,1,0,1,117,3,4,1,20,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
116,Afif Hossain,Haris Rauf,Nasum Ahmed,4,0,4,121,23,20,2,20,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
117,Afif Hossain,Haris Rauf,Nasum Ahmed,1,0,1,122,24,21,3,20,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
118,Nasum Ahmed,Haris Rauf,Afif Hossain,4,0,4,126,7,5,4,20,0,,,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
119,Nasum Ahmed,Haris Rauf,Afif Hossain,0,0,0,126,7,6,5,20,caught,Nasum Ahmed,Mohammad Wasim,-,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
120,Mustafizur Rahman,Haris Rauf,Afif Hossain,0,1,1,127,0,1,6,20,0,,,byes,,bat,Bangladesh,1,Adelaide Oval,2022-11-06,Pakistan,Bangladesh,Pakistan
