,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,review,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
16,PD Salt,AJ Hosein,JC Buttler,1,0,1,33,189,13,9,0,5,3,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
17,JC Buttler,AJ Hosein,PD Salt,2,0,2,35,187,22,9,0,6,3,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
18,PD Salt,AD Russell,JC Buttler,3,0,3,38,184,16,10,0,1,4,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
19,JC Buttler,AD Russell,PD Salt,0,0,0,38,184,22,10,0,2,4,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
20,JC Buttler,AD Russell,PD Salt,0,0,0,38,184,22,11,0,3,4,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
21,JC Buttler,AD Russell,PD Salt,1,0,1,39,183,23,12,0,4,4,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
22,PD Salt,AD Russell,JC Buttler,4,0,4,43,179,20,11,0,5,4,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
23,PD Salt,AD Russell,JC Buttler,1,0,1,44,178,21,12,0,6,4,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
24,PD Salt,AJ Hosein,JC Buttler,0,0,0,44,178,21,13,0,1,5,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
25,PD Salt,AJ Hosein,JC Buttler,4,0,4,48,174,25,14,0,2,5,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
26,PD Salt,AJ Hosein,JC Buttler,1,0,1,49,173,26,15,0,3,5,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
27,JC Buttler,AJ Hosein,PD Salt,4,0,4,53,169,27,13,0,4,5,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
28,JC Buttler,AJ Hosein,PD Salt,1,0,1,54,168,28,14,0,5,5,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
29,PD Salt,AJ Hosein,JC Buttler,1,0,1,55,167,27,16,0,6,5,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
30,PD Salt,G Motie,JC Buttler,6,0,6,61,161,33,17,0,1,6,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
31,PD Salt,G Motie,JC Buttler,1,0,1,62,160,34,18,0,2,6,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
32,JC Buttler,G Motie,PD Salt,0,0,0,62,160,28,15,0,3,6,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
33,JC Buttler,G Motie,PD Salt,4,0,4,66,156,32,16,0,4,6,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
34,JC Buttler,G Motie,PD Salt,1,0,1,67,155,33,17,0,5,6,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
35,PD Salt,G Motie,JC Buttler,6,0,6,73,149,40,19,0,6,6,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
36,JC Buttler,AS Joseph,PD Salt,4,0,4,77,145,37,18,0,1,7,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
37,JC Buttler,AS Joseph,PD Salt,0,1,1,78,144,37,19,0,2,7,,noballs,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
38,JC Buttler,AS Joseph,PD Salt,1,0,1,79,143,38,20,0,3,7,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
39,PD Salt,AS Joseph,JC Buttler,1,0,1,80,142,41,20,0,4,7,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
40,JC Buttler,AS Joseph,PD Salt,0,0,0,80,142,38,21,0,5,7,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
41,JC Buttler,AS Joseph,PD Salt,1,0,1,81,141,39,22,0,6,7,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
42,PD Salt,AS Joseph,JC Buttler,0,0,0,81,141,41,21,0,7,7,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
43,JC Buttler,JO Holder,PD Salt,1,0,1,82,140,40,23,0,1,8,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
44,PD Salt,JO Holder,JC Buttler,2,0,2,84,138,43,22,0,2,8,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
45,PD Salt,JO Holder,JC Buttler,0,0,0,84,138,43,23,0,3,8,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
46,PD Salt,JO Holder,JC Buttler,4,0,4,88,134,47,24,0,4,8,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
47,PD Salt,JO Holder,JC Buttler,2,0,2,90,132,49,25,0,5,8,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
48,PD Salt,JO Holder,JC Buttler,2,0,2,92,130,51,26,0,6,8,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
49,JC Buttler,G Motie,PD Salt,1,0,1,93,129,41,24,0,1,9,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
50,PD Salt,G Motie,JC Buttler,1,0,1,94,128,52,27,0,2,9,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
51,JC Buttler,G Motie,PD Salt,1,0,1,95,127,42,25,0,3,9,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
52,PD Salt,G Motie,JC Buttler,1,0,1,96,126,53,28,0,4,9,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
53,JC Buttler,G Motie,PD Salt,0,0,0,96,126,42,26,0,5,9,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
54,JC Buttler,G Motie,PD Salt,1,0,1,97,125,43,27,0,6,9,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
55,JC Buttler,AJ Hosein,PD Salt,1,0,1,98,124,44,28,0,1,10,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
56,PD Salt,AJ Hosein,JC Buttler,6,0,6,104,118,59,29,0,2,10,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
57,PD Salt,AJ Hosein,JC Buttler,0,0,0,104,118,59,30,0,3,10,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
58,PD Salt,AJ Hosein,JC Buttler,1,0,1,105,117,60,31,0,4,10,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
59,JC Buttler,AJ Hosein,PD Salt,1,0,1,106,116,45,29,0,5,10,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
60,PD Salt,AJ Hosein,JC Buttler,1,0,1,107,115,61,32,0,6,10,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
61,PD Salt,G Motie,JC Buttler,1,0,1,108,114,62,33,0,1,11,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
62,JC Buttler,G Motie,PD Salt,0,0,0,108,114,45,30,0,2,11,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
63,JC Buttler,G Motie,PD Salt,1,0,1,109,113,46,31,0,3,11,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
64,PD Salt,G Motie,JC Buttler,0,0,0,109,113,62,34,0,4,11,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
65,PD Salt,G Motie,JC Buttler,1,0,1,110,112,63,35,0,5,11,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
66,JC Buttler,G Motie,PD Salt,1,0,1,111,111,47,32,0,6,11,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
67,JC Buttler,AD Russell,PD Salt,4,0,4,115,107,51,33,0,1,12,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
68,JC Buttler,AD Russell,PD Salt,0,0,0,115,107,51,34,1,2,12,,-,caught,JC Buttler,AS Joseph,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
69,WG Jacks,AD Russell,PD Salt,0,0,0,115,107,0,1,1,3,12,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
70,WG Jacks,AD Russell,PD Salt,0,0,0,115,107,0,2,1,4,12,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
71,WG Jacks,AD Russell,PD Salt,0,0,0,115,107,0,3,1,5,12,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
72,WG Jacks,AD Russell,PD Salt,1,0,1,116,106,1,4,1,6,12,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
73,WG Jacks,G Motie,PD Salt,0,0,0,116,106,1,5,1,1,13,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
74,WG Jacks,G Motie,PD Salt,0,0,0,116,106,1,6,2,2,13,,-,caught,WG Jacks,N Pooran,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
75,LS Livingstone,G Motie,PD Salt,0,0,0,116,106,0,1,2,3,13,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
76,LS Livingstone,G Motie,PD Salt,1,0,1,117,105,1,2,2,4,13,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
77,PD Salt,G Motie,LS Livingstone,1,0,1,118,104,64,36,2,5,13,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
78,LS Livingstone,G Motie,PD Salt,1,0,1,119,103,2,3,2,6,13,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
79,LS Livingstone,JO Holder,PD Salt,0,0,0,119,103,2,4,2,1,14,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
80,LS Livingstone,JO Holder,PD Salt,6,0,6,125,97,8,5,2,2,14,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
81,LS Livingstone,JO Holder,PD Salt,0,1,1,126,96,8,6,2,3,14,,wides,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
82,LS Livingstone,JO Holder,PD Salt,0,0,0,126,96,8,7,2,4,14,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
83,LS Livingstone,JO Holder,PD Salt,1,0,1,127,95,9,8,2,5,14,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
84,PD Salt,JO Holder,LS Livingstone,0,0,0,127,95,64,37,2,6,14,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
85,PD Salt,JO Holder,LS Livingstone,1,0,1,128,94,65,38,2,7,14,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
86,PD Salt,AS Joseph,LS Livingstone,1,0,1,129,93,66,39,2,1,15,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
87,LS Livingstone,AS Joseph,PD Salt,1,0,1,130,92,10,9,2,2,15,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
88,PD Salt,AS Joseph,LS Livingstone,1,0,1,131,91,67,40,2,3,15,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
89,LS Livingstone,AS Joseph,PD Salt,0,1,1,132,90,10,10,2,4,15,,wides,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
90,LS Livingstone,AS Joseph,PD Salt,6,0,6,138,84,16,11,2,5,15,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
91,LS Livingstone,AS Joseph,PD Salt,1,0,1,139,83,17,12,2,6,15,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
92,PD Salt,AS Joseph,LS Livingstone,1,0,1,140,82,68,41,2,7,15,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
93,PD Salt,AD Russell,LS Livingstone,6,0,6,146,76,74,42,2,1,16,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
94,PD Salt,AD Russell,LS Livingstone,1,0,1,147,75,75,43,2,2,16,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
95,LS Livingstone,AD Russell,PD Salt,2,0,2,149,73,19,13,2,3,16,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
96,LS Livingstone,AD Russell,PD Salt,1,0,1,150,72,20,14,2,4,16,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
97,PD Salt,AD Russell,LS Livingstone,1,0,1,151,71,76,44,2,5,16,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
98,LS Livingstone,AD Russell,PD Salt,1,0,1,152,70,21,15,2,6,16,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
99,LS Livingstone,AS Joseph,PD Salt,6,0,6,158,64,27,16,2,1,17,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
100,LS Livingstone,AS Joseph,PD Salt,1,0,1,159,63,28,17,2,2,17,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
101,PD Salt,AS Joseph,LS Livingstone,1,1,2,161,61,77,45,2,3,17,,noballs,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
102,LS Livingstone,AS Joseph,PD Salt,1,0,1,162,60,29,18,2,4,17,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
103,PD Salt,AS Joseph,LS Livingstone,2,0,2,164,58,79,46,2,5,17,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
104,PD Salt,AS Joseph,LS Livingstone,2,0,2,166,56,81,47,2,6,17,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
105,PD Salt,AS Joseph,LS Livingstone,6,0,6,172,50,87,48,2,7,17,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
106,LS Livingstone,JO Holder,PD Salt,1,0,1,173,49,30,19,2,1,18,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
107,PD Salt,JO Holder,LS Livingstone,6,0,6,179,43,93,49,2,2,18,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
108,PD Salt,JO Holder,LS Livingstone,6,0,6,185,37,99,50,2,3,18,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
109,PD Salt,JO Holder,LS Livingstone,1,0,1,186,36,100,51,2,4,18,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
110,LS Livingstone,JO Holder,PD Salt,0,0,0,186,36,30,20,3,5,18,,-,caught,LS Livingstone,R Powell,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
111,HC Brook,JO Holder,PD Salt,6,0,6,192,30,6,1,3,6,18,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
112,PD Salt,AS Joseph,HC Brook,0,0,0,192,30,100,52,3,1,19,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
113,PD Salt,AS Joseph,HC Brook,2,0,2,194,28,102,53,3,2,19,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
114,PD Salt,AS Joseph,HC Brook,0,0,0,194,28,102,54,3,3,19,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
115,PD Salt,AS Joseph,HC Brook,6,0,6,200,22,108,55,3,4,19,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
116,PD Salt,AS Joseph,HC Brook,1,0,1,201,21,109,56,3,5,19,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
117,HC Brook,AS Joseph,PD Salt,1,0,1,202,20,7,2,3,6,19,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
118,HC Brook,AD Russell,PD Salt,4,0,4,206,16,11,3,3,1,20,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
119,HC Brook,AD Russell,PD Salt,6,0,6,212,10,17,4,3,2,20,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
120,HC Brook,AD Russell,PD Salt,6,0,6,218,4,23,5,3,3,20,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
121,HC Brook,AD Russell,PD Salt,2,0,2,220,2,25,6,3,4,20,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
122,HC Brook,AD Russell,PD Salt,6,0,6,226,-4,31,7,3,5,20,,-,0,,,field,England,2,"National Cricket Stadium, St George's, Grenada",2023,12,West Indies_England_2023-12-16,England,England,West Indies,226
