,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
10,M Bhanuka,DL Chahar,WIA Fernando,1,0,1,15,149,6,7,0,-,3.0,1,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
11,WIA Fernando,DL Chahar,M Bhanuka,0,0,0,15,149,7,5,0,-,4.0,1,"{'by': 'Sri Lanka', 'umpire': 'RR Wimalasiri', 'batter': 'WIA Fernando', 'decision': 'upheld'}",0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
12,WIA Fernando,DL Chahar,M Bhanuka,1,0,1,16,148,8,6,0,-,5.0,1,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
13,M Bhanuka,DL Chahar,WIA Fernando,4,0,4,20,144,10,8,0,-,6.0,1,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
14,WIA Fernando,KH Pandya,M Bhanuka,2,0,2,22,142,10,7,0,-,1.0,2,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
15,WIA Fernando,KH Pandya,M Bhanuka,1,0,1,23,141,11,8,0,-,2.0,2,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
16,M Bhanuka,KH Pandya,WIA Fernando,0,0,0,23,141,10,9,1,-,3.0,2,,caught,M Bhanuka,SA Yadav,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
17,DM de Silva,KH Pandya,WIA Fernando,0,0,0,23,141,0,1,1,-,4.0,2,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
18,DM de Silva,KH Pandya,WIA Fernando,1,0,1,24,140,1,2,1,-,5.0,2,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
19,WIA Fernando,KH Pandya,DM de Silva,1,0,1,25,139,12,9,1,-,6.0,2,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
20,WIA Fernando,DL Chahar,DM de Silva,0,0,0,25,139,12,10,1,-,1.0,3,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
21,WIA Fernando,DL Chahar,DM de Silva,4,0,4,29,135,16,11,1,-,2.0,3,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
22,WIA Fernando,DL Chahar,DM de Silva,0,0,0,29,135,16,12,1,-,3.0,3,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
23,WIA Fernando,DL Chahar,DM de Silva,0,0,0,29,135,16,13,1,-,4.0,3,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
24,WIA Fernando,DL Chahar,DM de Silva,4,0,4,33,131,20,14,1,-,5.0,3,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
25,WIA Fernando,DL Chahar,DM de Silva,0,0,0,33,131,20,15,1,-,6.0,3,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
26,DM de Silva,KH Pandya,WIA Fernando,1,0,1,34,130,2,3,1,-,1.0,4,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
27,WIA Fernando,KH Pandya,DM de Silva,1,0,1,35,129,21,16,1,-,2.0,4,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
28,DM de Silva,KH Pandya,WIA Fernando,0,0,0,35,129,2,4,1,-,3.0,4,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
29,DM de Silva,KH Pandya,WIA Fernando,0,2,2,37,127,2,5,1,wides,3.0,4,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
30,WIA Fernando,KH Pandya,DM de Silva,2,0,2,39,125,23,17,1,-,4.0,4,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
31,WIA Fernando,KH Pandya,DM de Silva,1,0,1,40,124,24,18,1,-,5.0,4,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
32,DM de Silva,KH Pandya,WIA Fernando,4,0,4,44,120,6,6,1,-,6.0,4,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
33,WIA Fernando,CV Varun,DM de Silva,0,0,0,44,120,24,19,1,-,1.0,5,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
34,WIA Fernando,CV Varun,DM de Silva,0,0,0,44,120,24,20,1,-,2.0,5,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
35,WIA Fernando,CV Varun,DM de Silva,1,0,1,45,119,25,21,1,-,3.0,5,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
36,DM de Silva,CV Varun,WIA Fernando,0,0,0,45,119,6,7,1,-,4.0,5,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
37,DM de Silva,CV Varun,WIA Fernando,0,0,0,45,119,6,8,1,-,5.0,5,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
38,DM de Silva,CV Varun,WIA Fernando,1,0,1,46,118,7,9,1,-,6.0,5,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
39,DM de Silva,YS Chahal,WIA Fernando,2,0,2,48,116,9,10,1,-,1.0,6,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
40,DM de Silva,YS Chahal,WIA Fernando,0,0,0,48,116,9,11,2,-,2.0,6,,bowled,DM de Silva,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
41,KIC Asalanka,YS Chahal,WIA Fernando,1,0,1,49,115,1,1,2,-,3.0,6,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
42,WIA Fernando,YS Chahal,KIC Asalanka,1,0,1,50,114,26,22,2,-,4.0,6,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
43,KIC Asalanka,YS Chahal,WIA Fernando,0,0,0,50,114,1,2,2,-,5.0,6,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
44,KIC Asalanka,YS Chahal,WIA Fernando,0,0,0,50,114,1,3,2,-,6.0,6,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
45,WIA Fernando,B Kumar,KIC Asalanka,0,0,0,50,114,26,23,3,-,1.0,7,,caught,WIA Fernando,SV Samson,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
46,KNA Bandara,B Kumar,KIC Asalanka,0,0,0,50,114,0,1,3,-,2.0,7,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
47,KNA Bandara,B Kumar,KIC Asalanka,1,0,1,51,113,1,2,3,-,3.0,7,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
48,KIC Asalanka,B Kumar,KNA Bandara,0,0,0,51,113,1,4,3,-,4.0,7,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
49,KIC Asalanka,B Kumar,KNA Bandara,1,0,1,52,112,2,5,3,-,5.0,7,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
50,KNA Bandara,B Kumar,KIC Asalanka,0,0,0,52,112,1,3,3,-,6.0,7,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
51,KIC Asalanka,YS Chahal,KNA Bandara,0,0,0,52,112,2,6,3,-,1.0,8,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
52,KIC Asalanka,YS Chahal,KNA Bandara,1,0,1,53,111,3,7,3,-,2.0,8,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
53,KNA Bandara,YS Chahal,KIC Asalanka,1,0,1,54,110,2,4,3,-,3.0,8,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
54,KIC Asalanka,YS Chahal,KNA Bandara,1,0,1,55,109,4,8,3,-,4.0,8,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
55,KNA Bandara,YS Chahal,KIC Asalanka,0,0,0,55,109,2,5,3,-,5.0,8,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
56,KNA Bandara,YS Chahal,KIC Asalanka,0,0,0,55,109,2,6,3,-,6.0,8,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
57,KIC Asalanka,HH Pandya,KNA Bandara,6,0,6,61,103,10,9,3,-,1.0,9,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
58,KIC Asalanka,HH Pandya,KNA Bandara,1,0,1,62,102,11,10,3,-,2.0,9,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
59,KNA Bandara,HH Pandya,KIC Asalanka,0,0,0,62,102,2,7,3,-,3.0,9,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
60,KNA Bandara,HH Pandya,KIC Asalanka,0,0,0,62,102,2,8,3,-,4.0,9,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
61,KNA Bandara,HH Pandya,KIC Asalanka,0,0,0,62,102,2,9,3,-,5.0,9,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
62,KNA Bandara,HH Pandya,KIC Asalanka,2,0,2,64,100,4,10,3,-,6.0,9,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
63,KIC Asalanka,YS Chahal,KNA Bandara,4,0,4,68,96,15,11,3,-,1.0,10,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
64,KIC Asalanka,YS Chahal,KNA Bandara,1,0,1,69,95,16,12,3,-,2.0,10,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
65,KNA Bandara,YS Chahal,KIC Asalanka,0,0,0,69,95,4,11,3,-,3.0,10,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
66,KNA Bandara,YS Chahal,KIC Asalanka,1,0,1,70,94,5,12,3,-,4.0,10,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
67,KIC Asalanka,YS Chahal,KNA Bandara,1,0,1,71,93,17,13,3,-,5.0,10,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
68,KNA Bandara,YS Chahal,KIC Asalanka,0,1,1,72,92,5,13,3,wides,5.0,10,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
69,KNA Bandara,YS Chahal,KIC Asalanka,1,0,1,73,91,6,14,3,-,6.0,10,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
70,KNA Bandara,CV Varun,KIC Asalanka,1,0,1,74,90,7,15,3,-,1.0,11,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
71,KIC Asalanka,CV Varun,KNA Bandara,6,0,6,80,84,23,14,3,-,2.0,11,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
72,KIC Asalanka,CV Varun,KNA Bandara,1,0,1,81,83,24,15,3,-,3.0,11,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
73,KNA Bandara,CV Varun,KIC Asalanka,0,0,0,81,83,7,16,3,-,4.0,11,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
74,KNA Bandara,CV Varun,KIC Asalanka,1,0,1,82,82,8,17,3,-,5.0,11,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
75,KIC Asalanka,CV Varun,KNA Bandara,0,0,0,82,82,24,16,3,-,6.0,11,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
76,KNA Bandara,HH Pandya,KIC Asalanka,0,0,0,82,82,8,18,3,-,1.0,12,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
77,KNA Bandara,HH Pandya,KIC Asalanka,1,0,1,83,81,9,19,3,-,2.0,12,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
78,KIC Asalanka,HH Pandya,KNA Bandara,4,0,4,87,77,28,17,3,-,3.0,12,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
79,KIC Asalanka,HH Pandya,KNA Bandara,2,0,2,89,75,30,18,3,-,4.0,12,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
80,KIC Asalanka,HH Pandya,KNA Bandara,1,0,1,90,74,31,19,3,-,5.0,12,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
81,KNA Bandara,HH Pandya,KIC Asalanka,0,0,0,90,74,9,20,4,-,6.0,12,,bowled,KNA Bandara,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
82,KIC Asalanka,CV Varun,MD Shanaka,6,0,6,96,68,37,20,4,-,1.0,13,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
83,KIC Asalanka,CV Varun,MD Shanaka,1,0,1,97,67,38,21,4,-,2.0,13,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
84,MD Shanaka,CV Varun,KIC Asalanka,1,0,1,98,66,1,1,4,-,3.0,13,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
85,KIC Asalanka,CV Varun,MD Shanaka,1,0,1,99,65,39,22,4,-,4.0,13,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
86,MD Shanaka,CV Varun,KIC Asalanka,1,0,1,100,64,2,2,4,-,5.0,13,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
87,KIC Asalanka,CV Varun,MD Shanaka,4,0,4,104,60,43,23,4,-,6.0,13,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
88,MD Shanaka,YS Chahal,KIC Asalanka,1,0,1,105,59,3,3,4,-,1.0,14,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
89,KIC Asalanka,YS Chahal,MD Shanaka,0,0,0,105,59,43,24,4,-,2.0,14,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
90,KIC Asalanka,YS Chahal,MD Shanaka,1,0,1,106,58,44,25,4,-,3.0,14,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
91,MD Shanaka,YS Chahal,KIC Asalanka,0,0,0,106,58,3,4,4,-,4.0,14,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
92,MD Shanaka,YS Chahal,KIC Asalanka,0,0,0,106,58,3,5,4,-,5.0,14,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
93,MD Shanaka,YS Chahal,KIC Asalanka,1,0,1,107,57,4,6,4,-,6.0,14,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
94,MD Shanaka,DL Chahar,KIC Asalanka,2,0,2,109,55,6,7,4,-,1.0,15,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
95,MD Shanaka,DL Chahar,KIC Asalanka,1,0,1,110,54,7,8,4,-,2.0,15,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
96,KIC Asalanka,DL Chahar,MD Shanaka,0,1,1,111,53,44,26,4,wides,2.0,15,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
97,KIC Asalanka,DL Chahar,MD Shanaka,0,0,0,111,53,44,27,5,-,3.0,15,,caught,KIC Asalanka,PP Shaw,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
98,PWH de Silva,DL Chahar,MD Shanaka,0,0,0,111,53,0,1,5,-,4.0,15,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
99,PWH de Silva,DL Chahar,MD Shanaka,0,0,0,111,53,0,2,6,-,5.0,15,,bowled,PWH de Silva,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
100,C Karunaratne,DL Chahar,MD Shanaka,2,0,2,113,51,2,1,6,-,6.0,15,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
101,MD Shanaka,B Kumar,C Karunaratne,1,0,1,114,50,8,9,6,-,1.0,16,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
102,C Karunaratne,B Kumar,MD Shanaka,1,0,1,115,49,3,2,6,-,2.0,16,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
103,MD Shanaka,B Kumar,C Karunaratne,6,0,6,121,43,14,10,6,-,3.0,16,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
104,MD Shanaka,B Kumar,C Karunaratne,1,0,1,122,42,15,11,6,-,4.0,16,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
105,C Karunaratne,B Kumar,MD Shanaka,0,0,0,122,42,3,3,6,-,5.0,16,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
106,C Karunaratne,B Kumar,MD Shanaka,0,0,0,122,42,3,4,7,-,6.0,16,,bowled,C Karunaratne,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
107,MD Shanaka,CV Varun,I Udana,1,0,1,123,41,16,12,7,-,1.0,17,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
108,I Udana,CV Varun,MD Shanaka,1,0,1,124,40,1,1,7,-,2.0,17,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
109,MD Shanaka,CV Varun,I Udana,0,0,0,124,40,16,13,7,-,3.0,17,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
110,MD Shanaka,CV Varun,I Udana,0,0,0,124,40,16,14,8,-,4.0,17,,stumped,MD Shanaka,Ishan Kishan,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
111,PVD Chameera,CV Varun,I Udana,1,0,1,125,39,1,1,8,-,5.0,17,,0,,,field,Sri Lanka,2,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-25,India,Sri Lanka,India,False,126
