,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
24,Mohammad Rizwan,MG Bracewell,Babar Azam,1,0,1,29,134,14,12,0,1,5,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
25,Babar Azam,MG Bracewell,Mohammad Rizwan,0,0,0,29,134,15,14,1,2,5,-,caught,Babar Azam,KS Williamson,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
26,Shan Masood,MG Bracewell,Mohammad Rizwan,0,0,0,29,134,0,1,1,3,5,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
27,Shan Masood,MG Bracewell,Mohammad Rizwan,0,0,0,29,134,0,2,1,4,5,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
28,Shan Masood,MG Bracewell,Mohammad Rizwan,0,1,1,30,133,0,3,1,5,5,wides,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
29,Shan Masood,MG Bracewell,Mohammad Rizwan,0,0,0,30,133,0,4,1,6,5,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
30,Shan Masood,MG Bracewell,Mohammad Rizwan,0,0,0,30,133,0,5,1,7,5,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
31,Mohammad Rizwan,TA Boult,Shan Masood,1,0,1,31,132,15,13,1,1,6,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
32,Shan Masood,TA Boult,Mohammad Rizwan,0,0,0,31,132,0,6,1,2,6,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
33,Shan Masood,TA Boult,Mohammad Rizwan,1,0,1,32,131,1,7,1,3,6,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
34,Mohammad Rizwan,TA Boult,Shan Masood,0,0,0,32,131,15,14,1,4,6,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
35,Mohammad Rizwan,TA Boult,Shan Masood,1,0,1,33,130,16,15,1,5,6,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
36,Shan Masood,TA Boult,Mohammad Rizwan,0,0,0,33,130,1,8,1,6,6,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
37,Mohammad Rizwan,BM Tickner,Shan Masood,1,0,1,34,129,17,16,1,1,7,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
38,Shan Masood,BM Tickner,Mohammad Rizwan,1,0,1,35,128,2,9,1,2,7,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
39,Mohammad Rizwan,BM Tickner,Shan Masood,1,0,1,36,127,18,17,1,3,7,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
40,Shan Masood,BM Tickner,Mohammad Rizwan,1,0,1,37,126,3,10,1,4,7,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
41,Mohammad Rizwan,BM Tickner,Shan Masood,1,0,1,38,125,19,18,1,5,7,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
42,Shan Masood,BM Tickner,Mohammad Rizwan,1,0,1,39,124,4,11,1,6,7,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
43,Shan Masood,IS Sodhi,Mohammad Rizwan,1,0,1,40,123,5,12,1,1,8,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
44,Mohammad Rizwan,IS Sodhi,Shan Masood,1,0,1,41,122,20,19,1,2,8,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
45,Shan Masood,IS Sodhi,Mohammad Rizwan,1,0,1,42,121,6,13,1,3,8,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
46,Mohammad Rizwan,IS Sodhi,Shan Masood,4,0,4,46,117,24,20,1,4,8,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
47,Mohammad Rizwan,IS Sodhi,Shan Masood,0,0,0,46,117,24,21,1,5,8,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
48,Mohammad Rizwan,IS Sodhi,Shan Masood,1,0,1,47,116,25,22,1,6,8,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
49,Mohammad Rizwan,MG Bracewell,Shan Masood,1,0,1,48,115,26,23,1,1,9,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
50,Shan Masood,MG Bracewell,Mohammad Rizwan,1,0,1,49,114,7,14,1,2,9,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
51,Mohammad Rizwan,MG Bracewell,Shan Masood,1,0,1,50,113,27,24,1,3,9,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
52,Shan Masood,MG Bracewell,Mohammad Rizwan,0,0,0,50,113,7,15,1,4,9,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
53,Shan Masood,MG Bracewell,Mohammad Rizwan,1,0,1,51,112,8,16,1,5,9,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
54,Mohammad Rizwan,MG Bracewell,Shan Masood,1,0,1,52,111,28,25,1,6,9,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
55,Mohammad Rizwan,IS Sodhi,Shan Masood,1,0,1,53,110,29,26,1,1,10,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
56,Shan Masood,IS Sodhi,Mohammad Rizwan,4,0,4,57,106,12,17,1,2,10,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
57,Shan Masood,IS Sodhi,Mohammad Rizwan,4,0,4,61,102,16,18,1,3,10,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
58,Shan Masood,IS Sodhi,Mohammad Rizwan,0,0,0,61,102,16,19,1,4,10,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
59,Shan Masood,IS Sodhi,Mohammad Rizwan,2,0,2,63,100,18,20,1,5,10,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
60,Shan Masood,IS Sodhi,Mohammad Rizwan,1,0,1,64,99,19,21,1,6,10,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
61,Shan Masood,MG Bracewell,Mohammad Rizwan,0,0,0,64,99,19,22,2,1,11,-,caught,Shan Masood,FH Allen,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
62,Mohammad Nawaz,MG Bracewell,Mohammad Rizwan,0,0,0,64,99,0,1,2,2,11,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
63,Mohammad Nawaz,MG Bracewell,Mohammad Rizwan,1,0,1,65,98,1,2,2,3,11,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
64,Mohammad Rizwan,MG Bracewell,Mohammad Nawaz,1,0,1,66,97,30,27,2,4,11,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
65,Mohammad Nawaz,MG Bracewell,Mohammad Rizwan,2,0,2,68,95,3,3,2,5,11,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
66,Mohammad Nawaz,MG Bracewell,Mohammad Rizwan,1,0,1,69,94,4,4,2,6,11,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
67,Mohammad Nawaz,IS Sodhi,Mohammad Rizwan,1,0,1,70,93,5,5,2,1,12,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
68,Mohammad Rizwan,IS Sodhi,Mohammad Nawaz,4,0,4,74,89,34,28,2,2,12,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
69,Mohammad Rizwan,IS Sodhi,Mohammad Nawaz,0,0,0,74,89,34,29,3,3,12,-,lbw,Mohammad Rizwan,,"{'by': 'Pakistan', 'umpire': 'AG Wharf', 'batter': 'Mohammad Rizwan', 'decision': 'struck down'}",field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
70,Haider Ali,IS Sodhi,Mohammad Nawaz,1,0,1,75,88,1,1,3,4,12,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
71,Mohammad Nawaz,IS Sodhi,Haider Ali,1,0,1,76,87,6,6,3,5,12,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
72,Haider Ali,IS Sodhi,Mohammad Nawaz,6,0,6,82,81,7,2,3,6,12,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
73,Mohammad Nawaz,BM Tickner,Haider Ali,2,0,2,84,79,8,7,3,1,13,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
74,Mohammad Nawaz,BM Tickner,Haider Ali,4,0,4,88,75,12,8,3,2,13,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
75,Mohammad Nawaz,BM Tickner,Haider Ali,4,0,4,92,71,16,9,3,3,13,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
76,Mohammad Nawaz,BM Tickner,Haider Ali,0,0,0,92,71,16,10,3,4,13,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
77,Mohammad Nawaz,BM Tickner,Haider Ali,0,1,1,93,70,16,11,3,5,13,legbyes,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
78,Haider Ali,BM Tickner,Mohammad Nawaz,0,0,0,93,70,7,3,3,6,13,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
79,Mohammad Nawaz,TA Boult,Haider Ali,1,0,1,94,69,17,12,3,1,14,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
80,Haider Ali,TA Boult,Mohammad Nawaz,0,0,0,94,69,7,4,3,2,14,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
81,Haider Ali,TA Boult,Mohammad Nawaz,2,0,2,96,67,9,5,3,3,14,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
82,Haider Ali,TA Boult,Mohammad Nawaz,1,0,1,97,66,10,6,3,4,14,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
83,Mohammad Nawaz,TA Boult,Haider Ali,0,0,0,97,66,17,13,3,5,14,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
84,Mohammad Nawaz,TA Boult,Haider Ali,0,0,0,97,66,17,14,3,6,14,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
85,Haider Ali,IS Sodhi,Mohammad Nawaz,2,0,2,99,64,12,7,3,1,15,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
86,Haider Ali,IS Sodhi,Mohammad Nawaz,4,0,4,103,60,16,8,3,2,15,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
87,Haider Ali,IS Sodhi,Mohammad Nawaz,6,0,6,109,54,22,9,3,3,15,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
88,Haider Ali,IS Sodhi,Mohammad Nawaz,1,0,1,110,53,23,10,3,4,15,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
89,Mohammad Nawaz,IS Sodhi,Haider Ali,6,0,6,116,47,23,15,3,5,15,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
90,Mohammad Nawaz,IS Sodhi,Haider Ali,6,0,6,122,41,29,16,3,6,15,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
91,Haider Ali,TG Southee,Mohammad Nawaz,4,0,4,126,37,27,11,3,1,16,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
92,Haider Ali,TG Southee,Mohammad Nawaz,4,0,4,130,33,31,12,3,2,16,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
93,Haider Ali,TG Southee,Mohammad Nawaz,0,0,0,130,33,31,13,3,3,16,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
94,Haider Ali,TG Southee,Mohammad Nawaz,0,0,0,130,33,31,14,3,4,16,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
95,Haider Ali,TG Southee,Mohammad Nawaz,0,0,0,130,33,31,15,4,5,16,-,caught,Haider Ali,MS Chapman,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
96,Asif Ali,TG Southee,Mohammad Nawaz,0,1,1,131,32,0,1,4,6,16,wides,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
97,Asif Ali,TG Southee,Mohammad Nawaz,1,0,1,132,31,1,2,4,7,16,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
98,Asif Ali,BM Tickner,Mohammad Nawaz,0,0,0,132,31,1,3,5,1,17,-,caught,Asif Ali,TA Boult,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
99,Iftikhar Ahmed,BM Tickner,Mohammad Nawaz,1,0,1,133,30,1,1,5,2,17,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
100,Mohammad Nawaz,BM Tickner,Iftikhar Ahmed,0,0,0,133,30,29,17,5,3,17,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
101,Mohammad Nawaz,BM Tickner,Iftikhar Ahmed,1,0,1,134,29,30,18,5,4,17,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
102,Iftikhar Ahmed,BM Tickner,Mohammad Nawaz,1,0,1,135,28,2,2,5,5,17,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
103,Mohammad Nawaz,BM Tickner,Iftikhar Ahmed,6,0,6,141,22,36,19,5,6,17,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
104,Iftikhar Ahmed,TA Boult,Mohammad Nawaz,1,0,1,142,21,3,3,5,1,18,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
105,Mohammad Nawaz,TA Boult,Iftikhar Ahmed,0,1,1,143,20,36,20,5,2,18,legbyes,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
106,Iftikhar Ahmed,TA Boult,Mohammad Nawaz,0,1,1,144,19,3,4,5,3,18,wides,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
107,Iftikhar Ahmed,TA Boult,Mohammad Nawaz,2,0,2,146,17,5,5,5,4,18,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
108,Iftikhar Ahmed,TA Boult,Mohammad Nawaz,2,0,2,148,15,7,6,5,5,18,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
109,Iftikhar Ahmed,TA Boult,Mohammad Nawaz,4,0,4,152,11,11,7,5,6,18,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
110,Iftikhar Ahmed,TA Boult,Mohammad Nawaz,1,0,1,153,10,12,8,5,7,18,-,0,,,,field,Pakistan,2,"Hagley Oval, Christchurch",2022,10,New Zealand_Pakistan_2022-10-14,Pakistan,Pakistan,New Zealand
