,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
10,MJ Guptill,DW Steyn,JD Ryder,1,0,1,9,1,2,4,-,0,,,2,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
11,JD Ryder,DW Steyn,MJ Guptill,0,0,0,9,1,4,5,-,0,,,2,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
12,JD Ryder,DW Steyn,MJ Guptill,1,0,1,10,2,5,6,-,0,,,2,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
13,JD Ryder,CK Langeveldt,MJ Guptill,1,0,1,11,3,6,1,-,0,,,3,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
14,MJ Guptill,CK Langeveldt,JD Ryder,1,0,1,12,2,3,2,-,0,,,3,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
15,JD Ryder,CK Langeveldt,MJ Guptill,6,0,6,18,9,7,3,-,0,,,3,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
16,JD Ryder,CK Langeveldt,MJ Guptill,0,1,1,19,9,8,4,legbyes,0,,,3,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
17,MJ Guptill,CK Langeveldt,JD Ryder,4,0,4,23,6,4,5,-,0,,,3,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
18,MJ Guptill,CK Langeveldt,JD Ryder,0,1,1,24,6,5,6,wides,0,,,3,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
19,MJ Guptill,CK Langeveldt,JD Ryder,1,0,1,25,7,6,7,-,0,,,3,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
20,MJ Guptill,DW Steyn,JD Ryder,0,0,0,25,7,7,1,-,0,,,4,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
21,MJ Guptill,DW Steyn,JD Ryder,0,0,0,25,7,8,2,-,0,,,4,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
22,MJ Guptill,DW Steyn,JD Ryder,0,0,0,25,7,9,3,-,0,,,4,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
23,MJ Guptill,DW Steyn,JD Ryder,4,0,4,29,11,10,4,-,0,,,4,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
24,MJ Guptill,DW Steyn,JD Ryder,4,0,4,33,15,11,5,-,0,,,4,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
25,MJ Guptill,DW Steyn,JD Ryder,0,0,0,33,15,12,6,-,0,,,4,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
26,JD Ryder,M Morkel,MJ Guptill,2,0,2,35,11,9,1,-,0,,,5,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
27,JD Ryder,M Morkel,MJ Guptill,0,0,0,35,11,10,2,-,0,,,5,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
28,JD Ryder,M Morkel,MJ Guptill,1,0,1,36,12,11,3,-,0,,,5,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
29,MJ Guptill,M Morkel,JD Ryder,0,0,0,36,15,13,4,-,0,,,5,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
30,MJ Guptill,M Morkel,JD Ryder,0,0,0,36,15,14,5,-,0,,,5,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
31,MJ Guptill,M Morkel,JD Ryder,0,0,0,36,15,15,6,-,0,,,5,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
32,JD Ryder,JH Kallis,MJ Guptill,2,0,2,38,14,12,1,-,0,,,6,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
33,JD Ryder,JH Kallis,MJ Guptill,0,0,0,38,14,13,2,-,0,,,6,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
34,JD Ryder,JH Kallis,MJ Guptill,0,0,0,38,14,14,3,-,0,,,6,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
35,JD Ryder,JH Kallis,MJ Guptill,0,0,0,38,14,15,4,-,0,,,6,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
36,JD Ryder,JH Kallis,MJ Guptill,1,0,1,39,15,16,5,-,0,,,6,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
37,MJ Guptill,JH Kallis,JD Ryder,0,0,0,39,15,16,6,-,0,,,6,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
38,JD Ryder,M Morkel,MJ Guptill,0,0,0,39,15,17,1,-,0,,,7,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
39,JD Ryder,M Morkel,MJ Guptill,6,0,6,45,21,18,2,-,0,,,7,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
40,JD Ryder,M Morkel,MJ Guptill,1,0,1,46,22,19,3,-,0,,,7,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
41,MJ Guptill,M Morkel,JD Ryder,1,0,1,47,16,17,4,-,0,,,7,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
42,JD Ryder,M Morkel,MJ Guptill,1,0,1,48,23,20,5,-,0,,,7,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
43,MJ Guptill,M Morkel,JD Ryder,1,0,1,49,17,18,6,-,0,,,7,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
44,MJ Guptill,J Botha,JD Ryder,1,0,1,50,18,19,1,-,0,,,8,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
45,JD Ryder,J Botha,MJ Guptill,1,0,1,51,24,21,2,-,0,,,8,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
46,MJ Guptill,J Botha,JD Ryder,0,0,0,51,18,20,3,-,caught,MJ Guptill,JA Morkel,8,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
47,JD Ryder,J Botha,LRPL Taylor,0,0,0,51,24,22,4,-,0,,,8,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
48,JD Ryder,J Botha,LRPL Taylor,0,1,1,52,24,23,5,legbyes,0,,,8,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
49,LRPL Taylor,J Botha,JD Ryder,0,0,0,52,0,1,6,-,0,,,8,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
50,JD Ryder,JH Kallis,LRPL Taylor,4,0,4,56,28,24,1,-,0,,,9,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
51,JD Ryder,JH Kallis,LRPL Taylor,0,0,0,56,28,25,2,-,0,,,9,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
52,JD Ryder,JH Kallis,LRPL Taylor,1,0,1,57,29,26,3,-,0,,,9,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
53,LRPL Taylor,JH Kallis,JD Ryder,0,0,0,57,0,2,4,-,0,,,9,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
54,LRPL Taylor,JH Kallis,JD Ryder,2,0,2,59,2,3,5,-,0,,,9,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
55,LRPL Taylor,JH Kallis,JD Ryder,1,0,1,60,3,4,6,-,0,,,9,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
56,LRPL Taylor,J Botha,JD Ryder,2,0,2,62,5,5,1,-,0,,,10,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
57,LRPL Taylor,J Botha,JD Ryder,1,0,1,63,6,6,2,-,0,,,10,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
58,JD Ryder,J Botha,LRPL Taylor,4,0,4,67,33,27,3,-,0,,,10,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
59,JD Ryder,J Botha,LRPL Taylor,0,0,0,67,33,28,4,-,caught,JD Ryder,AB de Villiers,10,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
60,SB Styris,J Botha,LRPL Taylor,0,0,0,67,0,1,5,-,0,,,10,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
61,SB Styris,J Botha,LRPL Taylor,0,0,0,67,0,2,6,-,0,,,10,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
62,LRPL Taylor,JH Kallis,SB Styris,0,0,0,67,6,7,1,-,0,,,11,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
63,LRPL Taylor,JH Kallis,SB Styris,0,1,1,68,6,8,2,legbyes,0,,,11,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
64,SB Styris,JH Kallis,LRPL Taylor,0,4,4,72,0,3,3,legbyes,0,,,11,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
65,SB Styris,JH Kallis,LRPL Taylor,1,0,1,73,1,4,4,-,0,,,11,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
66,LRPL Taylor,JH Kallis,SB Styris,0,0,0,73,6,9,5,-,0,,,11,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
67,LRPL Taylor,JH Kallis,SB Styris,0,0,0,73,6,10,6,-,0,,,11,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
68,SB Styris,J Botha,LRPL Taylor,1,0,1,74,2,5,1,-,0,,,12,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
69,LRPL Taylor,J Botha,SB Styris,4,0,4,78,10,11,2,-,0,,,12,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
70,LRPL Taylor,J Botha,SB Styris,6,0,6,84,16,12,3,-,0,,,12,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
71,LRPL Taylor,J Botha,SB Styris,2,0,2,86,18,13,4,-,0,,,12,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
72,LRPL Taylor,J Botha,SB Styris,1,0,1,87,19,14,5,-,0,,,12,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
73,SB Styris,J Botha,LRPL Taylor,0,0,0,87,2,6,6,-,0,,,12,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
74,LRPL Taylor,M Morkel,SB Styris,0,0,0,87,19,15,1,-,0,,,13,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
75,LRPL Taylor,M Morkel,SB Styris,0,0,0,87,19,16,2,-,caught,LRPL Taylor,HH Gibbs,13,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
76,GJ Hopkins,M Morkel,SB Styris,0,0,0,87,0,1,3,-,0,,,13,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
77,GJ Hopkins,M Morkel,SB Styris,1,0,1,88,1,2,4,-,0,,,13,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
78,SB Styris,M Morkel,GJ Hopkins,1,0,1,89,3,7,5,-,0,,,13,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
79,GJ Hopkins,M Morkel,SB Styris,0,0,0,89,1,3,6,-,0,,,13,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
80,SB Styris,JH Kallis,GJ Hopkins,4,0,4,93,7,8,1,-,0,,,14,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
81,SB Styris,JH Kallis,GJ Hopkins,4,0,4,97,11,9,2,-,0,,,14,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
82,SB Styris,JH Kallis,GJ Hopkins,1,0,1,98,12,10,3,-,0,,,14,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
83,GJ Hopkins,JH Kallis,SB Styris,0,1,1,99,1,4,4,wides,0,,,14,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
84,GJ Hopkins,JH Kallis,SB Styris,0,0,0,99,1,5,5,-,0,,,14,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
85,GJ Hopkins,JH Kallis,SB Styris,0,0,0,99,1,6,6,-,0,,,14,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
86,GJ Hopkins,JH Kallis,SB Styris,1,0,1,100,2,7,7,-,0,,,14,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
87,GJ Hopkins,CK Langeveldt,SB Styris,1,0,1,101,3,8,1,-,0,,,15,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
88,SB Styris,CK Langeveldt,GJ Hopkins,1,0,1,102,13,11,2,-,0,,,15,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
89,GJ Hopkins,CK Langeveldt,SB Styris,6,0,6,108,9,9,3,-,0,,,15,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
90,GJ Hopkins,CK Langeveldt,SB Styris,1,0,1,109,10,10,4,-,0,,,15,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
91,SB Styris,CK Langeveldt,GJ Hopkins,0,0,0,109,13,12,5,-,caught,SB Styris,HH Gibbs,15,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
92,JDP Oram,CK Langeveldt,GJ Hopkins,0,0,0,109,0,1,6,-,0,,,15,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
93,GJ Hopkins,DW Steyn,JDP Oram,1,0,1,110,11,11,1,-,0,,,16,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
94,JDP Oram,DW Steyn,GJ Hopkins,0,0,0,110,0,2,2,-,lbw,JDP Oram,,16,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
95,NL McCullum,DW Steyn,GJ Hopkins,1,0,1,111,1,1,3,-,0,,,16,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
96,GJ Hopkins,DW Steyn,NL McCullum,1,0,1,112,12,12,4,-,0,,,16,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
97,NL McCullum,DW Steyn,GJ Hopkins,4,0,4,116,5,2,5,-,0,,,16,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
98,NL McCullum,DW Steyn,GJ Hopkins,0,1,1,117,5,3,6,wides,0,,,16,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
99,NL McCullum,DW Steyn,GJ Hopkins,0,0,0,117,5,4,7,-,0,,,16,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
100,GJ Hopkins,M Morkel,NL McCullum,6,0,6,123,18,13,1,-,0,,,17,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
101,GJ Hopkins,M Morkel,NL McCullum,0,0,0,123,18,14,2,-,caught,GJ Hopkins,DW Steyn,17,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
102,NL McCullum,M Morkel,DL Vettori,0,0,0,123,5,5,3,-,0,,,17,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
103,NL McCullum,M Morkel,DL Vettori,0,0,0,123,5,6,4,-,0,,,17,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
104,NL McCullum,M Morkel,DL Vettori,0,0,0,123,5,7,5,-,0,,,17,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
105,NL McCullum,M Morkel,DL Vettori,4,1,5,128,9,8,6,noballs,0,,,17,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
106,NL McCullum,M Morkel,DL Vettori,1,0,1,129,10,9,7,-,0,,,17,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
107,NL McCullum,DW Steyn,DL Vettori,1,0,1,130,11,10,1,-,0,,,18,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
108,DL Vettori,DW Steyn,NL McCullum,0,0,0,130,0,1,2,-,0,,,18,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
109,DL Vettori,DW Steyn,NL McCullum,1,1,2,132,1,2,3,noballs,0,,,18,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
110,NL McCullum,DW Steyn,DL Vettori,0,0,0,132,11,11,4,-,0,,,18,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
111,NL McCullum,DW Steyn,DL Vettori,0,1,1,133,11,12,5,wides,0,,,18,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
112,NL McCullum,DW Steyn,DL Vettori,1,0,1,134,12,13,6,-,0,,,18,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
113,DL Vettori,DW Steyn,NL McCullum,1,0,1,135,2,3,7,-,0,,,18,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
114,NL McCullum,DW Steyn,DL Vettori,0,0,0,135,12,14,8,-,0,,,18,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
115,DL Vettori,CK Langeveldt,NL McCullum,0,0,0,135,2,4,1,-,0,,,19,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
116,DL Vettori,CK Langeveldt,NL McCullum,1,0,1,136,3,5,2,-,0,,,19,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
117,NL McCullum,CK Langeveldt,DL Vettori,1,0,1,137,13,15,3,-,0,,,19,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
118,DL Vettori,CK Langeveldt,NL McCullum,1,0,1,138,4,6,4,-,0,,,19,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
119,NL McCullum,CK Langeveldt,DL Vettori,4,0,4,142,17,16,5,-,0,,,19,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
120,NL McCullum,CK Langeveldt,DL Vettori,2,0,2,144,19,17,6,-,0,,,19,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
121,DL Vettori,JA Morkel,NL McCullum,4,0,4,148,8,7,1,-,0,,,20,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
122,DL Vettori,JA Morkel,NL McCullum,0,0,0,148,8,8,2,-,0,,,20,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
123,DL Vettori,JA Morkel,NL McCullum,1,0,1,149,9,9,3,-,0,,,20,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
124,NL McCullum,JA Morkel,DL Vettori,6,0,6,155,25,18,4,-,0,,,20,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
125,NL McCullum,JA Morkel,DL Vettori,1,0,1,156,26,19,5,-,0,,,20,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
126,DL Vettori,JA Morkel,NL McCullum,1,0,1,157,10,10,6,-,0,,,20,bat,South Africa,2,"Kensington Oval, Bridgetown",2010-05-06,South Africa,New Zealand,South Africa
