,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
18,V Kohli,TA Boult,SS Iyer,4,0,4,25,171,5,3,2,1,4,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
19,V Kohli,TA Boult,SS Iyer,0,0,0,25,171,5,4,2,2,4,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
20,V Kohli,TA Boult,SS Iyer,1,0,1,26,170,6,5,2,3,4,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
21,SS Iyer,TA Boult,V Kohli,4,0,4,30,166,18,7,2,4,4,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
22,SS Iyer,TA Boult,V Kohli,1,0,1,31,165,19,8,2,5,4,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
23,V Kohli,TA Boult,SS Iyer,4,0,4,35,161,10,6,2,6,4,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
24,SS Iyer,AF Milne,V Kohli,1,0,1,36,160,20,9,2,1,5,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
25,V Kohli,AF Milne,SS Iyer,0,0,0,36,160,10,7,2,2,5,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
26,V Kohli,AF Milne,SS Iyer,1,0,1,37,159,11,8,2,3,5,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
27,SS Iyer,AF Milne,V Kohli,0,0,0,37,159,20,10,2,4,5,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
28,SS Iyer,AF Milne,V Kohli,0,0,0,37,159,20,11,2,5,5,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
29,SS Iyer,AF Milne,V Kohli,0,0,0,37,159,20,12,2,6,5,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
30,V Kohli,MJ Santner,SS Iyer,1,0,1,38,158,12,9,2,1,6,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
31,SS Iyer,MJ Santner,V Kohli,0,0,0,38,158,20,13,2,2,6,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
32,SS Iyer,MJ Santner,V Kohli,0,0,0,38,158,20,14,2,3,6,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
33,SS Iyer,MJ Santner,V Kohli,1,0,1,39,157,21,15,2,4,6,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
34,V Kohli,MJ Santner,SS Iyer,0,0,0,39,157,12,10,2,5,6,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
35,V Kohli,MJ Santner,SS Iyer,1,0,1,40,156,13,11,2,6,6,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
36,V Kohli,IS Sodhi,SS Iyer,1,0,1,41,155,14,12,2,1,7,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
37,SS Iyer,IS Sodhi,V Kohli,1,0,1,42,154,22,16,2,2,7,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
38,V Kohli,IS Sodhi,SS Iyer,1,0,1,43,153,15,13,2,3,7,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
39,SS Iyer,IS Sodhi,V Kohli,0,0,0,43,153,22,17,2,4,7,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
40,SS Iyer,IS Sodhi,V Kohli,0,1,1,44,152,22,18,2,5,7,0,,,legbyes,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
41,V Kohli,IS Sodhi,SS Iyer,1,0,1,45,151,16,14,2,6,7,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
42,V Kohli,MJ Santner,SS Iyer,4,0,4,49,147,20,15,2,1,8,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
43,V Kohli,MJ Santner,SS Iyer,4,0,4,53,143,24,16,2,2,8,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
44,V Kohli,MJ Santner,SS Iyer,1,0,1,54,142,25,17,2,3,8,0,,,-,"{'by': 'New Zealand', 'umpire': 'CK Nandan', 'batter': 'V Kohli', 'decision': 'struck down'}",bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
45,SS Iyer,MJ Santner,V Kohli,1,0,1,55,141,23,19,2,4,8,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
46,V Kohli,MJ Santner,SS Iyer,6,0,6,61,135,31,18,2,5,8,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
47,V Kohli,MJ Santner,SS Iyer,1,0,1,62,134,32,19,2,6,8,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
48,V Kohli,C Munro,SS Iyer,2,0,2,64,132,34,20,2,1,9,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
49,V Kohli,C Munro,SS Iyer,1,0,1,65,131,35,21,2,2,9,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
50,SS Iyer,C Munro,V Kohli,0,0,0,65,131,23,20,2,3,9,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
51,SS Iyer,C Munro,V Kohli,0,0,0,65,131,23,21,3,4,9,caught and bowled,SS Iyer,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
52,V Kohli,C Munro,HH Pandya,1,0,1,66,130,36,22,3,5,9,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
53,HH Pandya,C Munro,V Kohli,1,0,1,67,129,1,1,3,6,9,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
54,HH Pandya,IS Sodhi,V Kohli,0,0,0,67,129,1,2,4,1,10,bowled,HH Pandya,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
55,MS Dhoni,IS Sodhi,V Kohli,1,0,1,68,128,1,1,4,2,10,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
56,V Kohli,IS Sodhi,MS Dhoni,1,0,1,69,127,37,23,4,3,10,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
57,MS Dhoni,IS Sodhi,V Kohli,1,0,1,70,126,2,2,4,4,10,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
58,V Kohli,IS Sodhi,MS Dhoni,0,0,0,70,126,37,24,4,5,10,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
59,V Kohli,IS Sodhi,MS Dhoni,1,0,1,71,125,38,25,4,6,10,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
60,V Kohli,C Munro,MS Dhoni,1,0,1,72,124,39,26,4,1,11,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
61,MS Dhoni,C Munro,V Kohli,1,0,1,73,123,3,3,4,2,11,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
62,V Kohli,C Munro,MS Dhoni,1,0,1,74,122,40,27,4,3,11,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
63,MS Dhoni,C Munro,V Kohli,0,0,0,74,122,3,4,4,4,11,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
64,MS Dhoni,C Munro,V Kohli,1,0,1,75,121,4,5,4,5,11,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
65,V Kohli,C Munro,MS Dhoni,4,0,4,79,117,44,28,4,6,11,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
66,MS Dhoni,MJ Santner,V Kohli,1,0,1,80,116,5,6,4,1,12,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
67,V Kohli,MJ Santner,MS Dhoni,0,0,0,80,116,44,29,4,2,12,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
68,V Kohli,MJ Santner,MS Dhoni,1,0,1,81,115,45,30,4,3,12,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
69,MS Dhoni,MJ Santner,V Kohli,1,0,1,82,114,6,7,4,4,12,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
70,V Kohli,MJ Santner,MS Dhoni,4,0,4,86,110,49,31,4,5,12,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
71,V Kohli,MJ Santner,MS Dhoni,1,0,1,87,109,50,32,4,6,12,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
72,V Kohli,C Munro,MS Dhoni,1,0,1,88,108,51,33,4,1,13,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
73,MS Dhoni,C Munro,V Kohli,1,0,1,89,107,7,8,4,2,13,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
74,V Kohli,C Munro,MS Dhoni,4,0,4,93,103,55,34,4,3,13,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
75,V Kohli,C Munro,MS Dhoni,2,0,2,95,101,57,35,4,4,13,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
76,V Kohli,C Munro,MS Dhoni,1,0,1,96,100,58,36,4,5,13,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
77,MS Dhoni,C Munro,V Kohli,1,0,1,97,99,8,9,4,6,13,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
78,MS Dhoni,IS Sodhi,V Kohli,0,2,2,99,97,8,10,4,1,14,0,,,byes,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
79,MS Dhoni,IS Sodhi,V Kohli,6,0,6,105,91,14,11,4,2,14,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
80,MS Dhoni,IS Sodhi,V Kohli,0,0,0,105,91,14,12,4,3,14,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
81,MS Dhoni,IS Sodhi,V Kohli,0,0,0,105,91,14,13,4,4,14,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
82,MS Dhoni,IS Sodhi,V Kohli,0,0,0,105,91,14,14,4,5,14,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
83,MS Dhoni,IS Sodhi,V Kohli,1,0,1,106,90,15,15,4,6,14,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
84,MS Dhoni,AF Milne,V Kohli,0,0,0,106,90,15,16,4,1,15,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
85,MS Dhoni,AF Milne,V Kohli,0,0,0,106,90,15,17,4,2,15,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
86,MS Dhoni,AF Milne,V Kohli,1,0,1,107,89,16,18,4,3,15,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
87,V Kohli,AF Milne,MS Dhoni,0,0,0,107,89,58,37,4,4,15,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
88,V Kohli,AF Milne,MS Dhoni,4,0,4,111,85,62,38,4,5,15,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
89,V Kohli,AF Milne,MS Dhoni,1,0,1,112,84,63,39,4,6,15,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
90,V Kohli,IS Sodhi,MS Dhoni,1,0,1,113,83,64,40,4,1,16,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
91,MS Dhoni,IS Sodhi,V Kohli,1,0,1,114,82,17,19,4,2,16,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
92,V Kohli,IS Sodhi,MS Dhoni,1,0,1,115,81,65,41,4,3,16,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
93,MS Dhoni,IS Sodhi,V Kohli,0,0,0,115,81,17,20,4,4,16,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
94,MS Dhoni,IS Sodhi,V Kohli,6,0,6,121,75,23,21,4,5,16,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
95,MS Dhoni,IS Sodhi,V Kohli,1,0,1,122,74,24,22,4,6,16,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
96,MS Dhoni,MJ Santner,V Kohli,0,0,0,122,74,24,23,4,1,17,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
97,MS Dhoni,MJ Santner,V Kohli,1,0,1,123,73,25,24,4,2,17,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
98,V Kohli,MJ Santner,MS Dhoni,0,0,0,123,73,65,42,5,3,17,caught,V Kohli,GD Phillips,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
99,AR Patel,MJ Santner,MS Dhoni,1,0,1,124,72,1,1,5,4,17,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
100,MS Dhoni,MJ Santner,AR Patel,0,0,0,124,72,25,25,5,5,17,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
101,MS Dhoni,MJ Santner,AR Patel,1,0,1,125,71,26,26,5,6,17,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
102,MS Dhoni,TA Boult,AR Patel,1,0,1,126,70,27,27,5,1,18,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
103,AR Patel,TA Boult,MS Dhoni,4,0,4,130,66,5,2,5,2,18,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
104,AR Patel,TA Boult,MS Dhoni,0,0,0,130,66,5,3,6,3,18,caught,AR Patel,KS Williamson,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
105,B Kumar,TA Boult,MS Dhoni,0,0,0,130,66,0,1,6,4,18,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
106,B Kumar,TA Boult,MS Dhoni,1,0,1,131,65,1,2,6,5,18,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
107,MS Dhoni,TA Boult,B Kumar,1,0,1,132,64,28,28,6,6,18,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
108,MS Dhoni,AF Milne,B Kumar,4,0,4,136,60,32,29,6,1,19,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
109,MS Dhoni,AF Milne,B Kumar,2,0,2,138,58,34,30,6,2,19,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
110,MS Dhoni,AF Milne,B Kumar,2,0,2,140,56,36,31,6,3,19,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
111,MS Dhoni,AF Milne,B Kumar,2,0,2,142,54,38,32,6,4,19,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
112,MS Dhoni,AF Milne,B Kumar,0,1,1,143,53,38,33,6,5,19,0,,,wides,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
113,MS Dhoni,AF Milne,B Kumar,4,0,4,147,49,42,34,6,6,19,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
114,MS Dhoni,AF Milne,B Kumar,1,0,1,148,48,43,35,6,7,19,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
115,MS Dhoni,TA Boult,B Kumar,6,0,6,154,42,49,36,6,1,20,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
116,MS Dhoni,TA Boult,B Kumar,0,0,0,154,42,49,37,6,2,20,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
117,MS Dhoni,TA Boult,B Kumar,0,0,0,154,42,49,38,7,3,20,caught,MS Dhoni,MJ Santner,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
118,JJ Bumrah,TA Boult,B Kumar,0,0,0,154,42,0,1,7,4,20,0,,,-,,bat,New Zealand,2,Saurashtra Cricket Association Stadium,2017,11,New Zealand_India_2017-11-04,New Zealand,India,New Zealand,156
