,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,review,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
28,N Pooran,Navdeep Saini,KA Pollard,0,0,0,21,146,0,3,3,5,5,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
29,N Pooran,Navdeep Saini,KA Pollard,0,0,0,21,146,0,4,3,6,5,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
30,KA Pollard,DL Chahar,N Pooran,0,0,0,21,146,7,7,3,1,6,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
31,KA Pollard,DL Chahar,N Pooran,0,0,0,21,146,7,8,3,2,6,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
32,KA Pollard,DL Chahar,N Pooran,0,0,0,21,146,7,9,3,3,6,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
33,KA Pollard,DL Chahar,N Pooran,0,0,0,21,146,7,10,3,4,6,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
34,KA Pollard,DL Chahar,N Pooran,1,0,1,22,145,8,11,3,5,6,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
35,N Pooran,DL Chahar,KA Pollard,0,0,0,22,145,0,5,3,6,6,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
36,KA Pollard,RD Chahar,N Pooran,1,0,1,23,144,9,12,3,1,7,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
37,N Pooran,RD Chahar,KA Pollard,4,0,4,27,140,4,6,3,2,7,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
38,N Pooran,RD Chahar,KA Pollard,0,2,2,29,138,4,7,3,3,7,0,,,,legbyes,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
39,N Pooran,RD Chahar,KA Pollard,0,0,0,29,138,4,8,3,4,7,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
40,N Pooran,RD Chahar,KA Pollard,1,0,1,30,137,5,9,3,5,7,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
41,KA Pollard,RD Chahar,N Pooran,0,0,0,30,137,9,13,3,6,7,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
42,N Pooran,Washington Sundar,KA Pollard,1,0,1,31,136,6,10,3,1,8,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
43,KA Pollard,Washington Sundar,N Pooran,0,0,0,31,136,9,14,3,2,8,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
44,KA Pollard,Washington Sundar,N Pooran,0,1,1,32,135,9,15,3,3,8,0,,,,wides,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
45,KA Pollard,Washington Sundar,N Pooran,1,0,1,33,134,10,16,3,4,8,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
46,N Pooran,Washington Sundar,KA Pollard,0,0,0,33,134,6,11,3,5,8,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
47,N Pooran,Washington Sundar,KA Pollard,0,0,0,33,134,6,12,3,6,8,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
48,N Pooran,Washington Sundar,KA Pollard,0,0,0,33,134,6,13,3,7,8,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
49,KA Pollard,RD Chahar,N Pooran,6,0,6,39,128,16,17,3,1,9,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
50,KA Pollard,RD Chahar,N Pooran,0,0,0,39,128,16,18,3,2,9,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
51,KA Pollard,RD Chahar,N Pooran,0,0,0,39,128,16,19,3,3,9,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
52,KA Pollard,RD Chahar,N Pooran,0,0,0,39,128,16,20,3,4,9,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
53,KA Pollard,RD Chahar,N Pooran,6,0,6,45,122,22,21,3,5,9,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
54,KA Pollard,RD Chahar,N Pooran,1,0,1,46,121,23,22,3,6,9,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
55,KA Pollard,Washington Sundar,N Pooran,6,0,6,52,115,29,23,3,1,10,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
56,KA Pollard,Washington Sundar,N Pooran,2,0,2,54,113,31,24,3,2,10,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
57,KA Pollard,Washington Sundar,N Pooran,0,1,1,55,112,31,25,3,3,10,0,,,,wides,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
58,KA Pollard,Washington Sundar,N Pooran,1,0,1,56,111,32,26,3,4,10,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
59,N Pooran,Washington Sundar,KA Pollard,1,0,1,57,110,7,14,3,5,10,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
60,KA Pollard,Washington Sundar,N Pooran,0,0,0,57,110,32,27,3,6,10,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
61,KA Pollard,Washington Sundar,N Pooran,1,0,1,58,109,33,28,3,7,10,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
62,KA Pollard,KH Pandya,N Pooran,0,0,0,58,109,33,29,3,1,11,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
63,KA Pollard,KH Pandya,N Pooran,0,0,0,58,109,33,30,3,2,11,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
64,KA Pollard,KH Pandya,N Pooran,1,0,1,59,108,34,31,3,3,11,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
65,N Pooran,KH Pandya,KA Pollard,0,0,0,59,108,7,15,3,4,11,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
66,N Pooran,KH Pandya,KA Pollard,0,0,0,59,108,7,16,3,5,11,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
67,N Pooran,KH Pandya,KA Pollard,6,0,6,65,102,13,17,3,6,11,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
68,KA Pollard,Washington Sundar,N Pooran,1,0,1,66,101,35,32,3,1,12,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
69,N Pooran,Washington Sundar,KA Pollard,1,0,1,67,100,14,18,3,2,12,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
70,KA Pollard,Washington Sundar,N Pooran,0,1,1,68,99,35,33,3,3,12,0,,,,wides,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
71,KA Pollard,Washington Sundar,N Pooran,4,0,4,72,95,39,34,3,4,12,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
72,KA Pollard,Washington Sundar,N Pooran,0,0,0,72,95,39,35,3,5,12,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
73,KA Pollard,Washington Sundar,N Pooran,1,0,1,73,94,40,36,3,6,12,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
74,N Pooran,Washington Sundar,KA Pollard,0,0,0,73,94,14,19,3,7,12,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
75,KA Pollard,KH Pandya,N Pooran,1,0,1,74,93,41,37,3,1,13,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
76,N Pooran,KH Pandya,KA Pollard,0,1,1,75,92,14,20,3,2,13,0,,,,wides,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
77,N Pooran,KH Pandya,KA Pollard,1,0,1,76,91,15,21,3,3,13,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
78,KA Pollard,KH Pandya,N Pooran,1,0,1,77,90,42,38,3,4,13,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
79,N Pooran,KH Pandya,KA Pollard,1,0,1,78,89,16,22,3,5,13,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
80,KA Pollard,KH Pandya,N Pooran,1,0,1,79,88,43,39,3,6,13,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
81,N Pooran,KH Pandya,KA Pollard,1,0,1,80,87,17,23,3,7,13,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
82,N Pooran,Navdeep Saini,KA Pollard,0,0,0,80,87,17,24,4,1,14,caught,N Pooran,RR Pant,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
83,R Powell,Navdeep Saini,KA Pollard,1,0,1,81,86,1,1,4,2,14,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
84,KA Pollard,Navdeep Saini,R Powell,1,0,1,82,85,44,40,4,3,14,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
85,R Powell,Navdeep Saini,KA Pollard,1,0,1,83,84,2,2,4,4,14,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
86,KA Pollard,Navdeep Saini,R Powell,0,0,0,83,84,44,41,4,5,14,0,,,"{'by': 'India', 'umpire': 'N Duguid', 'batter': 'KA Pollard', 'decision': 'struck down'}",-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
87,KA Pollard,Navdeep Saini,R Powell,0,1,1,84,83,44,42,4,6,14,0,,,,legbyes,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
88,KA Pollard,KH Pandya,R Powell,6,0,6,90,77,50,43,4,1,15,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
89,KA Pollard,KH Pandya,R Powell,1,0,1,91,76,51,44,4,2,15,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
90,R Powell,KH Pandya,KA Pollard,1,0,1,92,75,3,3,4,3,15,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
91,KA Pollard,KH Pandya,R Powell,6,0,6,98,69,57,45,4,4,15,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
92,KA Pollard,KH Pandya,R Powell,1,0,1,99,68,58,46,4,5,15,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
93,R Powell,KH Pandya,KA Pollard,1,0,1,100,67,4,4,4,6,15,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
94,R Powell,Navdeep Saini,KA Pollard,4,0,4,104,63,8,5,4,1,16,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
95,R Powell,Navdeep Saini,KA Pollard,1,0,1,105,62,9,6,4,2,16,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
96,KA Pollard,Navdeep Saini,R Powell,0,0,0,105,62,58,47,4,3,16,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
97,KA Pollard,Navdeep Saini,R Powell,0,0,0,105,62,58,48,5,4,16,bowled,KA Pollard,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
98,CR Brathwaite,Navdeep Saini,R Powell,1,0,1,106,61,1,1,5,5,16,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
99,R Powell,Navdeep Saini,CR Brathwaite,2,0,2,108,59,11,7,5,6,16,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
100,CR Brathwaite,KH Pandya,R Powell,1,0,1,109,58,2,2,5,1,17,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
101,R Powell,KH Pandya,CR Brathwaite,1,0,1,110,57,12,8,5,2,17,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
102,CR Brathwaite,KH Pandya,R Powell,0,0,0,110,57,2,3,5,3,17,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
103,CR Brathwaite,KH Pandya,R Powell,1,0,1,111,56,3,4,5,4,17,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
104,R Powell,KH Pandya,CR Brathwaite,1,0,1,112,55,13,9,5,5,17,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
105,CR Brathwaite,KH Pandya,R Powell,1,0,1,113,54,4,5,5,6,17,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
106,CR Brathwaite,RD Chahar,R Powell,6,0,6,119,48,10,6,5,1,18,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
107,CR Brathwaite,RD Chahar,R Powell,0,0,0,119,48,10,7,6,2,18,caught,CR Brathwaite,Washington Sundar,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
108,FA Allen,RD Chahar,R Powell,0,0,0,119,48,0,1,6,3,18,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
109,FA Allen,RD Chahar,R Powell,0,0,0,119,48,0,2,6,4,18,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
110,FA Allen,RD Chahar,R Powell,1,0,1,120,47,1,3,6,5,18,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
111,R Powell,RD Chahar,FA Allen,1,0,1,121,46,14,10,6,6,18,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
112,R Powell,B Kumar,FA Allen,0,0,0,121,46,14,11,6,1,19,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
113,R Powell,B Kumar,FA Allen,0,0,0,121,46,14,12,6,2,19,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
114,R Powell,B Kumar,FA Allen,0,0,0,121,46,14,13,6,3,19,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
115,R Powell,B Kumar,FA Allen,2,0,2,123,44,16,14,6,4,19,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
116,R Powell,B Kumar,FA Allen,1,0,1,124,43,17,15,6,5,19,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
117,FA Allen,B Kumar,R Powell,6,0,6,130,37,7,4,6,6,19,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
118,R Powell,Navdeep Saini,FA Allen,0,0,0,130,37,17,16,6,1,20,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
119,R Powell,Navdeep Saini,FA Allen,6,0,6,136,31,23,17,6,2,20,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
120,R Powell,Navdeep Saini,FA Allen,1,0,1,137,30,24,18,6,3,20,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
121,FA Allen,Navdeep Saini,R Powell,1,0,1,138,29,8,5,6,4,20,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
122,R Powell,Navdeep Saini,FA Allen,6,0,6,144,23,30,19,6,5,20,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
123,R Powell,Navdeep Saini,FA Allen,2,0,2,146,21,32,20,6,6,20,0,,,,-,field,India,1,"Providence Stadium, Guyana",2019,08,West Indies_India_2019-08-06,India,West Indies,India,146
