,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
33,WU Tharanga,Mustafizur Rahman,MDKJ Perera,0,0,0,31,5,5,3,-,6,run out,WU Tharanga,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
34,MDKJ Perera,Mustafizur Rahman,MD Shanaka,1,0,1,32,9,8,4,-,6,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
35,MD Shanaka,Mustafizur Rahman,MDKJ Perera,0,0,0,32,0,1,5,-,6,caught,MD Shanaka,Mushfiqur Rahim,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
36,BMAJ Mendis,Mustafizur Rahman,MDKJ Perera,0,0,0,32,0,1,6,-,6,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
37,BMAJ Mendis,Mustafizur Rahman,MDKJ Perera,0,1,1,33,0,2,7,wides,6,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
38,BMAJ Mendis,Mustafizur Rahman,MDKJ Perera,0,2,2,35,0,3,8,legbyes,6,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
39,MDKJ Perera,Mehedi Hasan Miraz,BMAJ Mendis,0,0,0,35,9,9,1,-,7,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
40,MDKJ Perera,Mehedi Hasan Miraz,BMAJ Mendis,0,0,0,35,9,10,2,-,7,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
41,MDKJ Perera,Mehedi Hasan Miraz,BMAJ Mendis,1,0,1,36,10,11,3,-,7,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
42,BMAJ Mendis,Mehedi Hasan Miraz,MDKJ Perera,0,0,0,36,0,4,4,-,7,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
43,BMAJ Mendis,Mehedi Hasan Miraz,MDKJ Perera,0,0,0,36,0,5,5,-,7,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
44,BMAJ Mendis,Mehedi Hasan Miraz,MDKJ Perera,1,0,1,37,1,6,6,-,7,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
45,BMAJ Mendis,Mahmudullah,MDKJ Perera,1,0,1,38,2,7,1,-,8,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
46,MDKJ Perera,Mahmudullah,BMAJ Mendis,1,0,1,39,11,12,2,-,8,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
47,BMAJ Mendis,Mahmudullah,MDKJ Perera,0,1,1,40,2,8,3,wides,8,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
48,BMAJ Mendis,Mahmudullah,MDKJ Perera,0,0,0,40,2,9,4,-,8,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
49,BMAJ Mendis,Mahmudullah,MDKJ Perera,0,0,0,40,2,10,5,-,8,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
50,BMAJ Mendis,Mahmudullah,MDKJ Perera,0,0,0,40,2,11,6,-,8,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
51,BMAJ Mendis,Mahmudullah,MDKJ Perera,1,0,1,41,3,12,7,-,8,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
52,BMAJ Mendis,Mehedi Hasan Miraz,MDKJ Perera,0,0,0,41,3,13,1,-,9,caught,BMAJ Mendis,Mustafizur Rahman,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
53,NLTC Perera,Mehedi Hasan Miraz,MDKJ Perera,1,0,1,42,1,1,2,-,9,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
54,MDKJ Perera,Mehedi Hasan Miraz,NLTC Perera,1,0,1,43,12,13,3,-,9,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
55,NLTC Perera,Mehedi Hasan Miraz,MDKJ Perera,0,0,0,43,1,2,4,-,9,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
56,NLTC Perera,Mehedi Hasan Miraz,MDKJ Perera,0,0,0,43,1,3,5,-,9,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
57,NLTC Perera,Mehedi Hasan Miraz,MDKJ Perera,0,0,0,43,1,4,6,-,9,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
58,MDKJ Perera,Mahmudullah,NLTC Perera,4,0,4,47,16,14,1,-,10,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
59,MDKJ Perera,Mahmudullah,NLTC Perera,1,0,1,48,17,15,2,-,10,0,,,"{'by': 'Bangladesh', 'batter': 'MDKJ Perera', 'decision': 'struck down'}",field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
60,NLTC Perera,Mahmudullah,MDKJ Perera,1,0,1,49,2,5,3,-,10,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
61,MDKJ Perera,Mahmudullah,NLTC Perera,1,0,1,50,18,16,4,-,10,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
62,NLTC Perera,Mahmudullah,MDKJ Perera,2,0,2,52,4,6,5,-,10,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
63,NLTC Perera,Mahmudullah,MDKJ Perera,1,0,1,53,5,7,6,-,10,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
64,NLTC Perera,Rubel Hossain,MDKJ Perera,0,0,0,53,5,8,1,-,11,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
65,NLTC Perera,Rubel Hossain,MDKJ Perera,0,0,0,53,5,9,2,-,11,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
66,NLTC Perera,Rubel Hossain,MDKJ Perera,1,0,1,54,6,10,3,-,11,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
67,MDKJ Perera,Rubel Hossain,NLTC Perera,4,0,4,58,22,17,4,-,11,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
68,MDKJ Perera,Rubel Hossain,NLTC Perera,4,0,4,62,26,18,5,-,11,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
69,MDKJ Perera,Rubel Hossain,NLTC Perera,1,0,1,63,27,19,6,-,11,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
70,MDKJ Perera,Mehedi Hasan Miraz,NLTC Perera,1,0,1,64,28,20,1,-,12,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
71,NLTC Perera,Mehedi Hasan Miraz,MDKJ Perera,0,0,0,64,6,11,2,-,12,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
72,NLTC Perera,Mehedi Hasan Miraz,MDKJ Perera,2,0,2,66,8,12,3,-,12,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
73,NLTC Perera,Mehedi Hasan Miraz,MDKJ Perera,1,0,1,67,9,13,4,-,12,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
74,MDKJ Perera,Mehedi Hasan Miraz,NLTC Perera,0,0,0,67,28,21,5,-,12,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
75,MDKJ Perera,Mehedi Hasan Miraz,NLTC Perera,1,0,1,68,29,22,6,-,12,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
76,MDKJ Perera,Mustafizur Rahman,NLTC Perera,2,0,2,70,31,23,1,-,13,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
77,MDKJ Perera,Mustafizur Rahman,NLTC Perera,6,0,6,76,37,24,2,-,13,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
78,MDKJ Perera,Mustafizur Rahman,NLTC Perera,4,0,4,80,41,25,3,-,13,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
79,MDKJ Perera,Mustafizur Rahman,NLTC Perera,1,0,1,81,42,26,4,-,13,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
80,NLTC Perera,Mustafizur Rahman,MDKJ Perera,4,0,4,85,13,14,5,-,13,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
81,NLTC Perera,Mustafizur Rahman,MDKJ Perera,1,0,1,86,14,15,6,-,13,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
82,NLTC Perera,Mahmudullah,MDKJ Perera,1,0,1,87,15,16,1,-,14,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
83,MDKJ Perera,Mahmudullah,NLTC Perera,0,0,0,87,42,27,2,-,14,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
84,MDKJ Perera,Mahmudullah,NLTC Perera,2,0,2,89,44,28,3,-,14,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
85,MDKJ Perera,Mahmudullah,NLTC Perera,0,0,0,89,44,29,4,-,14,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
86,MDKJ Perera,Mahmudullah,NLTC Perera,0,0,0,89,44,30,5,-,14,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
87,MDKJ Perera,Mahmudullah,NLTC Perera,1,0,1,90,45,31,6,-,14,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
88,MDKJ Perera,Soumya Sarkar,NLTC Perera,4,0,4,94,49,32,1,-,15,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
89,MDKJ Perera,Soumya Sarkar,NLTC Perera,1,0,1,95,50,33,2,-,15,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
90,NLTC Perera,Soumya Sarkar,MDKJ Perera,0,0,0,95,15,17,3,-,15,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
91,NLTC Perera,Soumya Sarkar,MDKJ Perera,2,0,2,97,17,18,4,-,15,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
92,NLTC Perera,Soumya Sarkar,MDKJ Perera,1,0,1,98,18,19,5,-,15,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
93,MDKJ Perera,Soumya Sarkar,NLTC Perera,1,0,1,99,51,34,6,-,15,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
94,MDKJ Perera,Mahmudullah,NLTC Perera,2,0,2,101,53,35,1,-,16,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
95,MDKJ Perera,Mahmudullah,NLTC Perera,4,0,4,105,57,36,2,-,16,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
96,MDKJ Perera,Mahmudullah,NLTC Perera,1,0,1,106,58,37,3,-,16,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
97,NLTC Perera,Mahmudullah,MDKJ Perera,2,0,2,108,20,20,4,-,16,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
98,NLTC Perera,Mahmudullah,MDKJ Perera,1,0,1,109,21,21,5,-,16,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
99,MDKJ Perera,Mahmudullah,NLTC Perera,1,0,1,110,59,38,6,-,16,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
100,MDKJ Perera,Mustafizur Rahman,NLTC Perera,1,0,1,111,60,39,1,-,17,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
101,NLTC Perera,Mustafizur Rahman,MDKJ Perera,2,0,2,113,23,22,2,-,17,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
102,NLTC Perera,Mustafizur Rahman,MDKJ Perera,6,0,6,119,29,23,3,-,17,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
103,NLTC Perera,Mustafizur Rahman,MDKJ Perera,6,0,6,125,35,24,4,-,17,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
104,NLTC Perera,Mustafizur Rahman,MDKJ Perera,2,0,2,127,37,25,5,-,17,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
105,NLTC Perera,Mustafizur Rahman,MDKJ Perera,0,0,0,127,37,26,6,-,17,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
106,MDKJ Perera,Rubel Hossain,NLTC Perera,1,0,1,128,61,40,1,-,18,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
107,NLTC Perera,Rubel Hossain,MDKJ Perera,4,0,4,132,41,27,2,-,18,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
108,NLTC Perera,Rubel Hossain,MDKJ Perera,2,0,2,134,43,28,3,-,18,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
109,NLTC Perera,Rubel Hossain,MDKJ Perera,2,0,2,136,45,29,4,-,18,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
110,NLTC Perera,Rubel Hossain,MDKJ Perera,0,0,0,136,45,30,5,-,18,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
111,NLTC Perera,Rubel Hossain,MDKJ Perera,1,0,1,137,46,31,6,-,18,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
112,NLTC Perera,Soumya Sarkar,MDKJ Perera,0,1,1,138,46,32,1,legbyes,19,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
113,MDKJ Perera,Soumya Sarkar,NLTC Perera,0,0,0,138,61,41,2,-,19,caught,MDKJ Perera,Mehedi Hasan Miraz,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
114,NLTC Perera,Soumya Sarkar,I Udana,6,0,6,144,52,33,3,-,19,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
115,NLTC Perera,Soumya Sarkar,I Udana,1,0,1,145,53,34,4,-,19,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
116,I Udana,Soumya Sarkar,NLTC Perera,3,0,3,148,3,1,5,-,19,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
117,NLTC Perera,Soumya Sarkar,I Udana,0,1,1,149,53,35,6,wides,19,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
118,NLTC Perera,Soumya Sarkar,I Udana,1,0,1,150,54,36,7,-,19,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
119,NLTC Perera,Rubel Hossain,I Udana,4,0,4,154,58,37,1,-,20,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
120,NLTC Perera,Rubel Hossain,I Udana,0,0,0,154,58,38,2,-,20,caught,NLTC Perera,Tamim Iqbal,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
121,I Udana,Rubel Hossain,A Dananjaya,2,0,2,156,5,2,3,-,20,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
122,I Udana,Rubel Hossain,A Dananjaya,1,0,1,157,6,3,4,-,20,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
123,A Dananjaya,Rubel Hossain,I Udana,1,0,1,158,1,1,5,-,20,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
124,I Udana,Rubel Hossain,A Dananjaya,1,0,1,159,7,4,6,-,20,0,,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-16,Sri Lanka,Bangladesh
