,batter,bowler,extras,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
18,MJ Clarke,J Louw,,DA Warner,1,0,1,17,11,11,3,-,3,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
19,DA Warner,J Louw,,MJ Clarke,4,0,4,21,6,9,4,-,3,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
20,DA Warner,J Louw,,MJ Clarke,0,0,0,21,6,10,5,-,3,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
21,DA Warner,J Louw,,MJ Clarke,0,0,0,21,6,11,6,-,3,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
22,MJ Clarke,YA Abdulla,,DA Warner,1,0,1,22,12,12,1,-,4,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
23,DA Warner,YA Abdulla,,MJ Clarke,6,0,6,28,12,12,2,-,4,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
24,DA Warner,YA Abdulla,,MJ Clarke,0,0,0,28,12,13,3,-,4,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
25,DA Warner,YA Abdulla,,MJ Clarke,1,0,1,29,13,14,4,-,4,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
26,MJ Clarke,YA Abdulla,,DA Warner,0,0,0,29,12,13,5,-,4,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
27,MJ Clarke,YA Abdulla,,DA Warner,0,0,0,29,12,14,6,-,4,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
28,DA Warner,JA Morkel,,MJ Clarke,4,0,4,33,17,15,1,-,5,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
29,DA Warner,JA Morkel,,MJ Clarke,3,0,3,36,20,16,2,-,5,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
30,MJ Clarke,JA Morkel,,DA Warner,0,0,0,36,12,15,3,-,5,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
31,MJ Clarke,JA Morkel,,DA Warner,1,0,1,37,13,16,4,-,5,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
32,DA Warner,JA Morkel,,MJ Clarke,0,0,0,37,20,17,5,-,5,bowled,DA Warner,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
33,RT Ponting,JA Morkel,,MJ Clarke,1,0,1,38,1,1,6,-,5,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
34,RT Ponting,YA Abdulla,,MJ Clarke,0,0,0,38,1,2,1,-,6,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
35,RT Ponting,YA Abdulla,,MJ Clarke,0,0,0,38,1,3,2,-,6,caught,RT Ponting,MV Boucher,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
36,DJ Hussey,YA Abdulla,,MJ Clarke,1,0,1,39,1,1,3,-,6,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
37,MJ Clarke,YA Abdulla,,DJ Hussey,2,0,2,41,15,17,4,-,6,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
38,MJ Clarke,YA Abdulla,,DJ Hussey,0,0,0,41,15,18,5,-,6,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
39,MJ Clarke,YA Abdulla,,DJ Hussey,1,0,1,42,16,19,6,-,6,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
40,MJ Clarke,JA Morkel,,DJ Hussey,1,0,1,43,17,20,1,-,7,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
41,DJ Hussey,JA Morkel,,MJ Clarke,1,0,1,44,2,2,2,-,7,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
42,MJ Clarke,JA Morkel,{'wides': 1},DJ Hussey,0,1,1,45,17,21,3,wides,7,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
43,MJ Clarke,JA Morkel,,DJ Hussey,1,0,1,46,18,22,4,-,7,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
44,DJ Hussey,JA Morkel,,MJ Clarke,0,0,0,46,2,3,5,-,7,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
45,DJ Hussey,JA Morkel,,MJ Clarke,0,0,0,46,2,4,6,-,7,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
46,DJ Hussey,JA Morkel,,MJ Clarke,0,0,0,46,2,5,7,-,7,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
47,MJ Clarke,RE van der Merwe,,DJ Hussey,1,0,1,47,19,23,1,-,8,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
48,DJ Hussey,RE van der Merwe,,MJ Clarke,1,0,1,48,3,6,2,-,8,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
49,MJ Clarke,RE van der Merwe,,DJ Hussey,3,0,3,51,22,24,3,-,8,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
50,DJ Hussey,RE van der Merwe,,MJ Clarke,4,0,4,55,7,7,4,-,8,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
51,DJ Hussey,RE van der Merwe,,MJ Clarke,1,0,1,56,8,8,5,-,8,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
52,MJ Clarke,RE van der Merwe,,DJ Hussey,0,0,0,56,22,25,6,-,8,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
53,DJ Hussey,J Botha,,MJ Clarke,1,0,1,57,9,9,1,-,9,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
54,MJ Clarke,J Botha,,DJ Hussey,0,0,0,57,22,26,2,-,9,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
55,MJ Clarke,J Botha,,DJ Hussey,0,0,0,57,22,27,3,-,9,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
56,MJ Clarke,J Botha,,DJ Hussey,0,0,0,57,22,28,4,-,9,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
57,MJ Clarke,J Botha,,DJ Hussey,0,0,0,57,22,29,5,-,9,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
58,MJ Clarke,J Botha,,DJ Hussey,1,0,1,58,23,30,6,-,9,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
59,MJ Clarke,RE van der Merwe,,DJ Hussey,2,0,2,60,25,31,1,-,10,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
60,MJ Clarke,RE van der Merwe,,DJ Hussey,0,0,0,60,25,32,2,-,10,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
61,MJ Clarke,RE van der Merwe,,DJ Hussey,1,0,1,61,26,33,3,-,10,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
62,DJ Hussey,RE van der Merwe,,MJ Clarke,1,0,1,62,10,10,4,-,10,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
63,MJ Clarke,RE van der Merwe,,DJ Hussey,0,0,0,62,26,34,5,-,10,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
64,MJ Clarke,RE van der Merwe,,DJ Hussey,1,0,1,63,27,35,6,-,10,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
65,MJ Clarke,J Botha,,DJ Hussey,0,0,0,63,27,36,1,-,11,bowled,MJ Clarke,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
66,CJ Ferguson,J Botha,,DJ Hussey,0,0,0,63,0,1,2,-,11,run out,CJ Ferguson,RE van der Merwe;J Botha,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
67,DJ Hussey,J Botha,,CL White,1,0,1,64,11,11,3,-,11,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
68,CL White,J Botha,,DJ Hussey,0,0,0,64,0,1,4,-,11,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
69,CL White,J Botha,,DJ Hussey,0,0,0,64,0,2,5,-,11,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
70,CL White,J Botha,,DJ Hussey,1,0,1,65,1,3,6,-,11,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
71,CL White,RJ Peterson,,DJ Hussey,1,0,1,66,2,4,1,-,12,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
72,DJ Hussey,RJ Peterson,,CL White,4,0,4,70,15,12,2,-,12,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
73,DJ Hussey,RJ Peterson,,CL White,0,0,0,70,15,13,3,-,12,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
74,DJ Hussey,RJ Peterson,,CL White,1,0,1,71,16,14,4,-,12,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
75,CL White,RJ Peterson,,DJ Hussey,0,0,0,71,2,5,5,-,12,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
76,CL White,RJ Peterson,,DJ Hussey,1,0,1,72,3,6,6,-,12,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
77,CL White,J Botha,,DJ Hussey,4,0,4,76,7,7,1,-,13,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
78,CL White,J Botha,,DJ Hussey,0,0,0,76,7,8,2,-,13,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
79,CL White,J Botha,,DJ Hussey,4,0,4,80,11,9,3,-,13,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
80,CL White,J Botha,,DJ Hussey,0,0,0,80,11,10,4,-,13,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
81,CL White,J Botha,,DJ Hussey,0,0,0,80,11,11,5,-,13,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
82,CL White,J Botha,,DJ Hussey,1,0,1,81,12,12,6,-,13,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
83,CL White,RJ Peterson,,DJ Hussey,1,0,1,82,13,13,1,-,14,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
84,DJ Hussey,RJ Peterson,,CL White,1,0,1,83,17,15,2,-,14,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
85,CL White,RJ Peterson,,DJ Hussey,0,0,0,83,13,14,3,-,14,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
86,CL White,RJ Peterson,,DJ Hussey,0,0,0,83,13,15,4,-,14,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
87,CL White,RJ Peterson,,DJ Hussey,6,0,6,89,19,16,5,-,14,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
88,CL White,RJ Peterson,,DJ Hussey,1,0,1,90,20,17,6,-,14,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
89,CL White,RE van der Merwe,,DJ Hussey,1,0,1,91,21,18,1,-,15,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
90,DJ Hussey,RE van der Merwe,,CL White,6,0,6,97,23,16,2,-,15,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
91,DJ Hussey,RE van der Merwe,,CL White,4,0,4,101,27,17,3,-,15,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
92,DJ Hussey,RE van der Merwe,,CL White,0,0,0,101,27,18,4,-,15,caught,DJ Hussey,HH Gibbs,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
93,CL White,RE van der Merwe,,BJ Haddin,1,0,1,102,22,19,5,-,15,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
94,BJ Haddin,RE van der Merwe,,CL White,1,0,1,103,1,1,6,-,15,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
95,BJ Haddin,J Botha,,CL White,1,0,1,104,2,2,1,-,16,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
96,CL White,J Botha,,BJ Haddin,1,0,1,105,23,20,2,-,16,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
97,BJ Haddin,J Botha,,CL White,0,0,0,105,2,3,3,-,16,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
98,BJ Haddin,J Botha,,CL White,1,0,1,106,3,4,4,-,16,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
99,CL White,J Botha,,BJ Haddin,0,0,0,106,23,21,5,-,16,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
100,CL White,J Botha,,BJ Haddin,0,0,0,106,23,22,6,-,16,caught,CL White,JP Duminy,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
101,JR Hopes,RE van der Merwe,,BJ Haddin,0,0,0,106,0,1,1,-,17,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
102,JR Hopes,RE van der Merwe,,BJ Haddin,0,0,0,106,0,2,2,-,17,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
103,JR Hopes,RE van der Merwe,,BJ Haddin,0,0,0,106,0,3,3,-,17,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
104,JR Hopes,RE van der Merwe,,BJ Haddin,1,0,1,107,1,4,4,-,17,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
105,BJ Haddin,RE van der Merwe,,JR Hopes,1,0,1,108,4,5,5,-,17,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
106,JR Hopes,RE van der Merwe,{'legbyes': 1},BJ Haddin,0,1,1,109,1,5,6,legbyes,17,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
107,JR Hopes,J Louw,{'noballs': 1},BJ Haddin,1,1,2,111,2,6,1,noballs,18,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
108,BJ Haddin,J Louw,,JR Hopes,1,0,1,112,5,6,2,-,18,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
109,JR Hopes,J Louw,,BJ Haddin,2,0,2,114,4,7,3,-,18,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
110,JR Hopes,J Louw,,BJ Haddin,2,0,2,116,6,8,4,-,18,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
111,JR Hopes,J Louw,,BJ Haddin,2,0,2,118,8,9,5,-,18,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
112,JR Hopes,J Louw,,BJ Haddin,1,0,1,119,9,10,6,-,18,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
113,BJ Haddin,J Louw,,JR Hopes,0,0,0,119,5,7,7,-,18,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
114,JR Hopes,JA Morkel,,BJ Haddin,0,0,0,119,9,11,1,-,19,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
115,JR Hopes,JA Morkel,,BJ Haddin,2,0,2,121,11,12,2,-,19,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
116,JR Hopes,JA Morkel,,BJ Haddin,1,0,1,122,12,13,3,-,19,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
117,BJ Haddin,JA Morkel,,JR Hopes,1,0,1,123,6,8,4,-,19,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
118,BJ Haddin,JA Morkel,,JR Hopes,1,0,1,124,7,9,5,-,19,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
119,JR Hopes,JA Morkel,,BJ Haddin,6,0,6,130,18,14,6,-,19,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
120,BJ Haddin,J Louw,,JR Hopes,1,0,1,131,8,10,1,-,20,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
121,JR Hopes,J Louw,,BJ Haddin,0,0,0,131,18,15,2,-,20,caught,JR Hopes,JA Morkel,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
122,BJ Haddin,J Louw,,NW Bracken,6,0,6,137,14,11,3,-,20,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
123,BJ Haddin,J Louw,,NW Bracken,1,0,1,138,15,12,4,-,20,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
124,NW Bracken,J Louw,,BJ Haddin,0,0,0,138,0,1,5,-,20,caught,NW Bracken,AB de Villiers,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
125,BJ Haddin,J Louw,,SM Harwood,1,0,1,139,16,13,6,-,20,0,,,field,Australia,2,SuperSport Park,2009-03-29,Australia,South Africa
