,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extra_type,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
11,Afif Hossain,Wafadar Momand,Liton Das,0,1,1,24,0,2,6,2,wides,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
12,Afif Hossain,Wafadar Momand,Liton Das,2,0,2,26,2,3,7,2,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
13,Afif Hossain,Wafadar Momand,Liton Das,2,0,2,28,4,4,8,2,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
14,Liton Das,Mujeeb Ur Rahman,Afif Hossain,4,0,4,32,26,11,1,3,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
15,Liton Das,Mujeeb Ur Rahman,Afif Hossain,0,0,0,32,26,12,2,3,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
16,Liton Das,Mujeeb Ur Rahman,Afif Hossain,0,1,1,33,26,13,3,3,wides,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
17,Liton Das,Mujeeb Ur Rahman,Afif Hossain,0,0,0,33,26,14,4,3,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
18,Liton Das,Mujeeb Ur Rahman,Afif Hossain,0,0,0,33,26,15,5,3,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
19,Liton Das,Mujeeb Ur Rahman,Afif Hossain,0,0,0,33,26,16,6,3,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
20,Liton Das,Mujeeb Ur Rahman,Afif Hossain,0,0,0,33,26,17,7,3,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
21,Afif Hossain,Fazalhaq Farooqi,Liton Das,1,0,1,34,5,5,1,4,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
22,Liton Das,Fazalhaq Farooqi,Afif Hossain,1,0,1,35,27,18,2,4,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
23,Afif Hossain,Fazalhaq Farooqi,Liton Das,1,0,1,36,6,6,3,4,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
24,Liton Das,Fazalhaq Farooqi,Afif Hossain,0,0,0,36,27,19,4,4,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
25,Liton Das,Fazalhaq Farooqi,Afif Hossain,0,0,0,36,27,20,5,4,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
26,Liton Das,Fazalhaq Farooqi,Afif Hossain,1,0,1,37,28,21,6,4,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
27,Liton Das,Mujeeb Ur Rahman,Afif Hossain,1,0,1,38,29,22,1,5,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
28,Afif Hossain,Mujeeb Ur Rahman,Liton Das,0,4,4,42,6,7,2,5,byes,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
29,Afif Hossain,Mujeeb Ur Rahman,Liton Das,0,1,1,43,6,8,3,5,wides,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
30,Afif Hossain,Mujeeb Ur Rahman,Liton Das,0,0,0,43,6,9,4,5,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
31,Afif Hossain,Mujeeb Ur Rahman,Liton Das,0,0,0,43,6,10,5,5,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
32,Afif Hossain,Mujeeb Ur Rahman,Liton Das,6,0,6,49,12,11,6,5,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
33,Afif Hossain,Mujeeb Ur Rahman,Liton Das,1,0,1,50,13,12,7,5,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
34,Afif Hossain,Rashid Khan,Liton Das,1,0,1,51,14,13,1,6,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
35,Liton Das,Rashid Khan,Afif Hossain,1,0,1,52,30,23,2,6,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
36,Afif Hossain,Rashid Khan,Liton Das,1,0,1,53,15,14,3,6,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
37,Liton Das,Rashid Khan,Afif Hossain,0,0,0,53,30,24,4,6,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
38,Liton Das,Rashid Khan,Afif Hossain,1,0,1,54,31,25,5,6,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
39,Afif Hossain,Rashid Khan,Liton Das,0,0,0,54,15,15,6,6,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
40,Liton Das,Wafadar Momand,Afif Hossain,0,0,0,54,31,26,1,7,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
41,Liton Das,Wafadar Momand,Afif Hossain,0,0,0,54,31,27,2,7,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
42,Liton Das,Wafadar Momand,Afif Hossain,1,0,1,55,32,28,3,7,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
43,Afif Hossain,Wafadar Momand,Liton Das,0,0,0,55,15,16,4,7,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
44,Afif Hossain,Wafadar Momand,Liton Das,0,0,0,55,15,17,5,7,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
45,Afif Hossain,Wafadar Momand,Liton Das,6,0,6,61,21,18,6,7,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
46,Liton Das,Rashid Khan,Afif Hossain,1,0,1,62,33,29,1,8,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
47,Afif Hossain,Rashid Khan,Liton Das,0,0,0,62,21,19,2,8,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
48,Afif Hossain,Rashid Khan,Liton Das,0,0,0,62,21,20,3,8,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
49,Afif Hossain,Rashid Khan,Liton Das,2,0,2,64,23,21,4,8,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
50,Afif Hossain,Rashid Khan,Liton Das,1,0,1,65,24,22,5,8,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
51,Liton Das,Rashid Khan,Afif Hossain,1,0,1,66,34,30,6,8,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
52,Liton Das,Azmatullah Omarzai,Afif Hossain,0,0,0,66,34,31,1,9,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
53,Liton Das,Azmatullah Omarzai,Afif Hossain,0,0,0,66,34,32,2,9,-,"{'by': 'Afghanistan', 'umpire': 'Sharfuddoula', 'batter': 'Liton Das', 'decision': 'struck down', 'type': 'wicket'}",0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
54,Liton Das,Azmatullah Omarzai,Afif Hossain,0,0,0,66,34,33,3,9,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
55,Liton Das,Azmatullah Omarzai,Afif Hossain,0,0,0,66,34,34,4,9,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
56,Liton Das,Azmatullah Omarzai,Afif Hossain,0,0,0,66,34,35,5,9,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
57,Liton Das,Azmatullah Omarzai,Afif Hossain,1,0,1,67,35,36,6,9,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
58,Liton Das,Mujeeb Ur Rahman,Afif Hossain,0,0,0,67,35,37,1,10,-,,caught,Liton Das,Rashid Khan,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
59,Nazmul Hossain Shanto,Mujeeb Ur Rahman,Afif Hossain,1,0,1,68,1,1,2,10,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
60,Afif Hossain,Mujeeb Ur Rahman,Nazmul Hossain Shanto,0,0,0,68,24,23,3,10,-,,caught,Afif Hossain,Karim Janat,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
61,Towhid Hridoy,Mujeeb Ur Rahman,Nazmul Hossain Shanto,1,0,1,69,1,1,4,10,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
62,Nazmul Hossain Shanto,Mujeeb Ur Rahman,Towhid Hridoy,0,1,1,70,1,2,5,10,legbyes,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
63,Towhid Hridoy,Mujeeb Ur Rahman,Nazmul Hossain Shanto,0,0,0,70,1,2,6,10,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
64,Nazmul Hossain Shanto,Azmatullah Omarzai,Towhid Hridoy,1,0,1,71,2,3,1,11,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
65,Towhid Hridoy,Azmatullah Omarzai,Nazmul Hossain Shanto,2,0,2,73,3,3,2,11,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
66,Towhid Hridoy,Azmatullah Omarzai,Nazmul Hossain Shanto,1,0,1,74,4,4,3,11,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
67,Nazmul Hossain Shanto,Azmatullah Omarzai,Towhid Hridoy,2,0,2,76,4,4,4,11,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
68,Nazmul Hossain Shanto,Azmatullah Omarzai,Towhid Hridoy,0,0,0,76,4,5,5,11,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
69,Nazmul Hossain Shanto,Azmatullah Omarzai,Towhid Hridoy,0,0,0,76,4,6,6,11,-,,bowled,Nazmul Hossain Shanto,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
70,Towhid Hridoy,Rashid Khan,Shakib Al Hasan,0,0,0,76,4,5,1,12,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
71,Towhid Hridoy,Rashid Khan,Shakib Al Hasan,0,0,0,76,4,6,2,12,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
72,Towhid Hridoy,Rashid Khan,Shakib Al Hasan,1,0,1,77,5,7,3,12,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
73,Shakib Al Hasan,Rashid Khan,Towhid Hridoy,1,0,1,78,1,1,4,12,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
74,Towhid Hridoy,Rashid Khan,Shakib Al Hasan,0,1,1,79,5,8,5,12,byes,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
75,Shakib Al Hasan,Rashid Khan,Towhid Hridoy,0,0,0,79,1,2,6,12,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
76,Towhid Hridoy,Mujeeb Ur Rahman,Shakib Al Hasan,4,0,4,83,9,9,1,13,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
77,Towhid Hridoy,Mujeeb Ur Rahman,Shakib Al Hasan,1,0,1,84,10,10,2,13,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
78,Shakib Al Hasan,Mujeeb Ur Rahman,Towhid Hridoy,4,0,4,88,5,3,3,13,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
79,Shakib Al Hasan,Mujeeb Ur Rahman,Towhid Hridoy,2,0,2,90,7,4,4,13,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
80,Shakib Al Hasan,Mujeeb Ur Rahman,Towhid Hridoy,1,0,1,91,8,5,5,13,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
81,Towhid Hridoy,Mujeeb Ur Rahman,Shakib Al Hasan,0,0,0,91,10,11,6,13,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
82,Shakib Al Hasan,Rashid Khan,Towhid Hridoy,0,0,0,91,8,6,1,14,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
83,Shakib Al Hasan,Rashid Khan,Towhid Hridoy,6,0,6,97,14,7,2,14,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
84,Shakib Al Hasan,Rashid Khan,Towhid Hridoy,1,0,1,98,15,8,3,14,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
85,Towhid Hridoy,Rashid Khan,Shakib Al Hasan,0,0,0,98,10,12,4,14,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
86,Towhid Hridoy,Rashid Khan,Shakib Al Hasan,0,0,0,98,10,13,5,14,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
87,Towhid Hridoy,Rashid Khan,Shakib Al Hasan,1,0,1,99,11,14,6,14,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
88,Towhid Hridoy,Azmatullah Omarzai,Shakib Al Hasan,2,0,2,101,13,15,1,15,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
89,Towhid Hridoy,Azmatullah Omarzai,Shakib Al Hasan,6,0,6,107,19,16,2,15,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
90,Towhid Hridoy,Azmatullah Omarzai,Shakib Al Hasan,0,0,0,107,19,17,3,15,-,,caught,Towhid Hridoy,Mohammad Nabi,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
91,Shamim Hossain,Azmatullah Omarzai,Shakib Al Hasan,0,0,0,107,0,1,4,15,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
92,Shamim Hossain,Azmatullah Omarzai,Shakib Al Hasan,0,1,1,108,0,2,5,15,wides,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
93,Shamim Hossain,Azmatullah Omarzai,Shakib Al Hasan,0,0,0,108,0,3,6,15,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
94,Shamim Hossain,Azmatullah Omarzai,Shakib Al Hasan,1,0,1,109,1,4,7,15,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
95,Shamim Hossain,Fazalhaq Farooqi,Shakib Al Hasan,0,1,1,110,1,5,1,16,wides,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
96,Shamim Hossain,Fazalhaq Farooqi,Shakib Al Hasan,0,0,0,110,1,6,2,16,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
97,Shamim Hossain,Fazalhaq Farooqi,Shakib Al Hasan,1,0,1,111,2,7,3,16,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
98,Shakib Al Hasan,Fazalhaq Farooqi,Shamim Hossain,0,0,0,111,15,9,4,16,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
99,Shakib Al Hasan,Fazalhaq Farooqi,Shamim Hossain,1,0,1,112,16,10,5,16,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
100,Shamim Hossain,Fazalhaq Farooqi,Shakib Al Hasan,1,0,1,113,3,8,6,16,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
101,Shakib Al Hasan,Fazalhaq Farooqi,Shamim Hossain,2,0,2,115,18,11,7,16,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
102,Shamim Hossain,Wafadar Momand,Shakib Al Hasan,4,0,4,119,7,9,1,17,-,,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2023-07-16,Bangladesh,Bangladesh,Afghanistan
