,batter,bowler,extras,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
13,KD Karthik,M Morkel,{'wides': 1},SK Raina,0,1,1,10,4,6,1,wides,0,,,3,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
14,KD Karthik,M Morkel,,SK Raina,0,0,0,10,4,7,2,-,0,,,3,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
15,KD Karthik,M Morkel,,SK Raina,0,0,0,10,4,8,3,-,0,,,3,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
16,KD Karthik,M Morkel,,SK Raina,0,0,0,10,4,9,4,-,0,,,3,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
17,KD Karthik,M Morkel,,SK Raina,0,0,0,10,4,10,5,-,0,,,3,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
18,KD Karthik,M Morkel,,SK Raina,0,0,0,10,4,11,6,-,0,,,3,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
19,KD Karthik,M Morkel,,SK Raina,4,0,4,14,8,12,7,-,0,,,3,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
20,SK Raina,JA Morkel,,KD Karthik,0,0,0,14,4,8,1,-,0,,,4,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
21,SK Raina,JA Morkel,,KD Karthik,1,0,1,15,5,9,2,-,0,,,4,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
22,KD Karthik,JA Morkel,,SK Raina,4,0,4,19,12,13,3,-,0,,,4,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
23,KD Karthik,JA Morkel,,SK Raina,0,0,0,19,12,14,4,-,0,,,4,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
24,KD Karthik,JA Morkel,,SK Raina,2,0,2,21,14,15,5,-,0,,,4,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
25,KD Karthik,JA Morkel,,SK Raina,0,0,0,21,14,16,6,-,0,,,4,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
26,SK Raina,M Morkel,{'noballs': 1},KD Karthik,0,1,1,22,5,10,1,noballs,0,,,5,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
27,SK Raina,M Morkel,,KD Karthik,2,0,2,24,7,11,2,-,0,,,5,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
28,SK Raina,M Morkel,,KD Karthik,1,0,1,25,8,12,3,-,0,,,5,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
29,KD Karthik,M Morkel,,SK Raina,1,0,1,26,15,17,4,-,0,,,5,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
30,SK Raina,M Morkel,,KD Karthik,0,0,0,26,8,13,5,-,0,,,5,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
31,SK Raina,M Morkel,,KD Karthik,0,0,0,26,8,14,6,-,0,,,5,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
32,SK Raina,M Morkel,,KD Karthik,4,0,4,30,12,15,7,-,0,,,5,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
33,KD Karthik,JH Kallis,,SK Raina,1,0,1,31,16,18,1,-,0,,,6,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
34,SK Raina,JH Kallis,,KD Karthik,1,0,1,32,13,16,2,-,0,,,6,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
35,KD Karthik,JH Kallis,,SK Raina,0,0,0,32,16,19,3,-,caught,KD Karthik,GC Smith,6,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
36,SK Raina,JH Kallis,,Yuvraj Singh,0,0,0,32,13,17,4,-,0,,,6,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
37,SK Raina,JH Kallis,,Yuvraj Singh,4,0,4,36,17,18,5,-,0,,,6,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
38,SK Raina,JH Kallis,,Yuvraj Singh,0,0,0,36,17,19,6,-,0,,,6,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
39,Yuvraj Singh,RK Kleinveldt,,SK Raina,0,0,0,36,0,1,1,-,0,,,7,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
40,Yuvraj Singh,RK Kleinveldt,,SK Raina,0,0,0,36,0,2,2,-,0,,,7,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
41,Yuvraj Singh,RK Kleinveldt,,SK Raina,0,0,0,36,0,3,3,-,0,,,7,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
42,Yuvraj Singh,RK Kleinveldt,,SK Raina,2,0,2,38,2,4,4,-,0,,,7,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
43,Yuvraj Singh,RK Kleinveldt,,SK Raina,1,0,1,39,3,5,5,-,0,,,7,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
44,SK Raina,RK Kleinveldt,,Yuvraj Singh,0,0,0,39,17,20,6,-,0,,,7,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
45,Yuvraj Singh,JH Kallis,,SK Raina,0,0,0,39,3,6,1,-,0,,,8,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
46,Yuvraj Singh,JH Kallis,,SK Raina,0,0,0,39,3,7,2,-,0,,,8,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
47,Yuvraj Singh,JH Kallis,,SK Raina,1,0,1,40,4,8,3,-,0,,,8,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
48,SK Raina,JH Kallis,,Yuvraj Singh,1,0,1,41,18,21,4,-,0,,,8,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
49,Yuvraj Singh,JH Kallis,,SK Raina,1,0,1,42,5,9,5,-,0,,,8,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
50,SK Raina,JH Kallis,,Yuvraj Singh,1,0,1,43,19,22,6,-,0,,,8,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
51,SK Raina,RE van der Merwe,,Yuvraj Singh,2,0,2,45,21,23,1,-,0,,,9,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
52,SK Raina,RE van der Merwe,,Yuvraj Singh,4,0,4,49,25,24,2,-,0,,,9,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
53,SK Raina,RE van der Merwe,,Yuvraj Singh,1,0,1,50,26,25,3,-,0,,,9,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
54,Yuvraj Singh,RE van der Merwe,,SK Raina,0,0,0,50,5,10,4,-,0,,,9,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
55,Yuvraj Singh,RE van der Merwe,,SK Raina,6,0,6,56,11,11,5,-,0,,,9,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
56,Yuvraj Singh,RE van der Merwe,,SK Raina,0,0,0,56,11,12,6,-,0,,,9,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
57,SK Raina,JH Kallis,,Yuvraj Singh,6,0,6,62,32,26,1,-,0,,,10,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
58,SK Raina,JH Kallis,,Yuvraj Singh,0,0,0,62,32,27,2,-,0,,,10,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
59,SK Raina,JH Kallis,,Yuvraj Singh,0,0,0,62,32,28,3,-,0,,,10,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
60,SK Raina,JH Kallis,,Yuvraj Singh,2,0,2,64,34,29,4,-,0,,,10,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
61,SK Raina,JH Kallis,,Yuvraj Singh,2,0,2,66,36,30,5,-,0,,,10,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
62,SK Raina,JH Kallis,,Yuvraj Singh,1,0,1,67,37,31,6,-,0,,,10,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
63,SK Raina,JA Morkel,,Yuvraj Singh,0,0,0,67,37,32,1,-,0,,,11,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
64,SK Raina,JA Morkel,,Yuvraj Singh,4,0,4,71,41,33,2,-,0,,,11,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
65,SK Raina,JA Morkel,,Yuvraj Singh,0,0,0,71,41,34,3,-,0,,,11,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
66,SK Raina,JA Morkel,,Yuvraj Singh,2,0,2,73,43,35,4,-,0,,,11,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
67,SK Raina,JA Morkel,,Yuvraj Singh,1,0,1,74,44,36,5,-,0,,,11,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
68,Yuvraj Singh,JA Morkel,,SK Raina,6,0,6,80,17,13,6,-,0,,,11,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
69,SK Raina,JH Kallis,,Yuvraj Singh,1,0,1,81,45,37,1,-,0,,,12,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
70,Yuvraj Singh,JH Kallis,,SK Raina,1,0,1,82,18,14,2,-,0,,,12,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
71,SK Raina,JH Kallis,,Yuvraj Singh,1,0,1,83,46,38,3,-,0,,,12,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
72,Yuvraj Singh,JH Kallis,,SK Raina,0,0,0,83,18,15,4,-,0,,,12,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
73,Yuvraj Singh,JH Kallis,{'wides': 1},SK Raina,0,1,1,84,18,16,5,wides,0,,,12,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
74,Yuvraj Singh,JH Kallis,,SK Raina,4,0,4,88,22,17,6,-,0,,,12,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
75,Yuvraj Singh,JH Kallis,,SK Raina,1,0,1,89,23,18,7,-,0,,,12,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
76,Yuvraj Singh,DW Steyn,,SK Raina,0,0,0,89,23,19,1,-,0,,,13,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
77,Yuvraj Singh,DW Steyn,,SK Raina,4,0,4,93,27,20,2,-,0,,,13,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
78,Yuvraj Singh,DW Steyn,,SK Raina,1,0,1,94,28,21,3,-,0,,,13,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
79,SK Raina,DW Steyn,,Yuvraj Singh,1,0,1,95,47,39,4,-,0,,,13,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
80,Yuvraj Singh,DW Steyn,,SK Raina,0,0,0,95,28,22,5,-,0,,,13,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
81,Yuvraj Singh,DW Steyn,,SK Raina,1,0,1,96,29,23,6,-,0,,,13,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
82,Yuvraj Singh,M Morkel,,SK Raina,4,0,4,100,33,24,1,-,0,,,14,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
83,Yuvraj Singh,M Morkel,,SK Raina,0,0,0,100,33,25,2,-,0,,,14,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
84,Yuvraj Singh,M Morkel,,SK Raina,1,0,1,101,34,26,3,-,0,,,14,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
85,SK Raina,M Morkel,,Yuvraj Singh,1,0,1,102,48,40,4,-,0,,,14,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
86,Yuvraj Singh,M Morkel,,SK Raina,1,0,1,103,35,27,5,-,0,,,14,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
87,SK Raina,M Morkel,,Yuvraj Singh,1,0,1,104,49,41,6,-,0,,,14,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
88,SK Raina,DW Steyn,,Yuvraj Singh,1,0,1,105,50,42,1,-,0,,,15,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
89,Yuvraj Singh,DW Steyn,,SK Raina,0,0,0,105,35,28,2,-,0,,,15,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
90,Yuvraj Singh,DW Steyn,,SK Raina,1,0,1,106,36,29,3,-,0,,,15,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
91,SK Raina,DW Steyn,,Yuvraj Singh,4,0,4,110,54,43,4,-,0,,,15,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
92,SK Raina,DW Steyn,,Yuvraj Singh,0,0,0,110,54,44,5,-,0,,,15,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
93,SK Raina,DW Steyn,,Yuvraj Singh,1,0,1,111,55,45,6,-,0,,,15,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
94,SK Raina,RK Kleinveldt,,Yuvraj Singh,1,0,1,112,56,46,1,-,0,,,16,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
95,Yuvraj Singh,RK Kleinveldt,,SK Raina,1,0,1,113,37,30,2,-,0,,,16,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
96,SK Raina,RK Kleinveldt,,Yuvraj Singh,6,0,6,119,62,47,3,-,0,,,16,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
97,SK Raina,RK Kleinveldt,,Yuvraj Singh,1,0,1,120,63,48,4,-,0,,,16,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
98,Yuvraj Singh,RK Kleinveldt,,SK Raina,0,0,0,120,37,31,5,-,caught,Yuvraj Singh,GC Smith,16,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
99,SK Raina,RK Kleinveldt,,YK Pathan,6,0,6,126,69,49,6,-,0,,,16,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
100,YK Pathan,M Morkel,,SK Raina,1,0,1,127,1,1,1,-,0,,,17,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
101,SK Raina,M Morkel,{'wides': 1},YK Pathan,0,1,1,128,69,50,2,wides,0,,,17,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
102,SK Raina,M Morkel,,YK Pathan,1,0,1,129,70,51,3,-,0,,,17,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
103,YK Pathan,M Morkel,,SK Raina,1,0,1,130,2,2,4,-,0,,,17,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
104,SK Raina,M Morkel,,YK Pathan,4,0,4,134,74,52,5,-,0,,,17,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
105,SK Raina,M Morkel,,YK Pathan,1,0,1,135,75,53,6,-,0,,,17,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
106,YK Pathan,M Morkel,,SK Raina,1,0,1,136,3,3,7,-,0,,,17,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
107,YK Pathan,RK Kleinveldt,,SK Raina,6,0,6,142,9,4,1,-,0,,,18,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
108,YK Pathan,RK Kleinveldt,,SK Raina,1,0,1,143,10,5,2,-,0,,,18,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
109,SK Raina,RK Kleinveldt,,YK Pathan,4,0,4,147,79,54,3,-,0,,,18,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
110,SK Raina,RK Kleinveldt,,YK Pathan,4,0,4,151,83,55,4,-,0,,,18,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
111,SK Raina,RK Kleinveldt,,YK Pathan,4,0,4,155,87,56,5,-,0,,,18,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
112,SK Raina,RK Kleinveldt,,YK Pathan,6,0,6,161,93,57,6,-,0,,,18,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
113,YK Pathan,DW Steyn,,SK Raina,1,0,1,162,11,6,1,-,0,,,19,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
114,SK Raina,DW Steyn,,YK Pathan,1,0,1,163,94,58,2,-,0,,,19,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
115,YK Pathan,DW Steyn,,SK Raina,0,0,0,163,11,7,3,-,caught,YK Pathan,RE van der Merwe,19,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
116,SK Raina,DW Steyn,,MS Dhoni,1,0,1,164,95,59,4,-,0,,,19,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
117,MS Dhoni,DW Steyn,,SK Raina,2,0,2,166,2,1,5,-,0,,,19,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
118,MS Dhoni,DW Steyn,,SK Raina,1,0,1,167,3,2,6,-,0,,,19,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
119,MS Dhoni,JA Morkel,,SK Raina,4,0,4,171,7,3,1,-,0,,,20,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
120,MS Dhoni,JA Morkel,,SK Raina,1,0,1,172,8,4,2,-,0,,,20,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
121,SK Raina,JA Morkel,,MS Dhoni,6,0,6,178,101,60,3,-,0,,,20,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
122,SK Raina,JA Morkel,,MS Dhoni,0,0,0,178,101,61,4,-,caught,SK Raina,AB de Villiers,20,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
123,MS Dhoni,JA Morkel,,Harbhajan Singh,2,0,2,180,10,5,5,-,0,,,20,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
124,MS Dhoni,JA Morkel,,Harbhajan Singh,6,0,6,186,16,6,6,-,0,,,20,field,South Africa,1,"Beausejour Stadium, Gros Islet",2010-05-02,India,South Africa
