,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
18,S Dhawan,GJ Maxwell,V Kohli,1,0,1,22,164,7,8,1,6,0,,,3,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
19,V Kohli,GJ Maxwell,S Dhawan,1,0,1,23,163,12,10,1,7,0,,,3,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
20,V Kohli,DR Sams,S Dhawan,4,0,4,27,159,16,11,1,1,0,,,4,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
21,V Kohli,DR Sams,S Dhawan,1,0,1,28,158,17,12,1,2,0,,,4,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
22,S Dhawan,DR Sams,V Kohli,1,0,1,29,157,8,9,1,3,0,,,4,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
23,V Kohli,DR Sams,S Dhawan,0,1,1,30,156,17,13,1,4,0,,,4,wides,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
24,V Kohli,DR Sams,S Dhawan,1,0,1,31,155,18,14,1,5,0,,,4,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
25,S Dhawan,DR Sams,V Kohli,0,1,1,32,154,8,10,1,6,0,,,4,byes,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
26,V Kohli,DR Sams,S Dhawan,1,0,1,33,153,19,15,1,7,0,,,4,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
27,V Kohli,AJ Tye,S Dhawan,1,0,1,34,152,20,16,1,1,0,,,5,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
28,S Dhawan,AJ Tye,V Kohli,1,0,1,35,151,9,11,1,2,0,,,5,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
29,V Kohli,AJ Tye,S Dhawan,0,0,0,35,151,20,17,1,3,0,,,5,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
30,V Kohli,AJ Tye,S Dhawan,4,0,4,39,147,24,18,1,4,0,,,5,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
31,V Kohli,AJ Tye,S Dhawan,0,0,0,39,147,24,19,1,5,0,,,5,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
32,V Kohli,AJ Tye,S Dhawan,1,0,1,40,146,25,20,1,6,0,,,5,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
33,V Kohli,SA Abbott,S Dhawan,4,0,4,44,142,29,21,1,1,0,,,6,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
34,V Kohli,SA Abbott,S Dhawan,1,0,1,45,141,30,22,1,2,0,,,6,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
35,S Dhawan,SA Abbott,V Kohli,4,0,4,49,137,13,12,1,3,0,,,6,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
36,S Dhawan,SA Abbott,V Kohli,1,0,1,50,136,14,13,1,4,0,,,6,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
37,V Kohli,SA Abbott,S Dhawan,1,0,1,51,135,31,23,1,5,0,,,6,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
38,S Dhawan,SA Abbott,V Kohli,4,0,4,55,131,18,14,1,6,0,,,6,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
39,V Kohli,MJ Swepson,S Dhawan,1,0,1,56,130,32,24,1,1,0,,,7,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
40,S Dhawan,MJ Swepson,V Kohli,1,0,1,57,129,19,15,1,2,0,,,7,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
41,V Kohli,MJ Swepson,S Dhawan,1,0,1,58,128,33,25,1,3,0,,,7,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
42,S Dhawan,MJ Swepson,V Kohli,1,0,1,59,127,20,16,1,4,0,,,7,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
43,V Kohli,MJ Swepson,S Dhawan,1,0,1,60,126,34,26,1,5,0,,,7,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
44,S Dhawan,MJ Swepson,V Kohli,1,0,1,61,125,21,17,1,6,0,,,7,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
45,S Dhawan,GJ Maxwell,V Kohli,4,0,4,65,121,25,18,1,1,0,,,8,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
46,S Dhawan,GJ Maxwell,V Kohli,1,0,1,66,120,26,19,1,2,0,,,8,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
47,V Kohli,GJ Maxwell,S Dhawan,0,0,0,66,120,34,27,1,3,0,,,8,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
48,V Kohli,GJ Maxwell,S Dhawan,1,0,1,67,119,35,28,1,4,0,,,8,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
49,S Dhawan,GJ Maxwell,V Kohli,1,0,1,68,118,27,20,1,5,0,,,8,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
50,V Kohli,GJ Maxwell,S Dhawan,1,0,1,69,117,36,29,1,6,0,,,8,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
51,V Kohli,MJ Swepson,S Dhawan,2,0,2,71,115,38,30,1,1,0,,,9,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
52,V Kohli,MJ Swepson,S Dhawan,1,0,1,72,114,39,31,1,2,0,,,9,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
53,S Dhawan,MJ Swepson,V Kohli,1,0,1,73,113,28,21,1,3,0,,,9,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
54,V Kohli,MJ Swepson,S Dhawan,1,0,1,74,112,40,32,1,4,0,,,9,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
55,S Dhawan,MJ Swepson,V Kohli,0,0,0,74,112,28,22,2,5,caught,S Dhawan,DR Sams,9,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
56,V Kohli,MJ Swepson,SV Samson,1,0,1,75,111,41,33,2,6,0,,,9,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
57,V Kohli,A Zampa,SV Samson,0,0,0,75,111,41,34,2,1,0,,,10,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
58,V Kohli,A Zampa,SV Samson,1,0,1,76,110,42,35,2,2,0,,,10,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
59,SV Samson,A Zampa,V Kohli,1,0,1,77,109,1,1,2,3,0,,,10,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
60,V Kohli,A Zampa,SV Samson,1,0,1,78,108,43,36,2,4,0,,,10,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
61,SV Samson,A Zampa,V Kohli,3,0,3,81,105,4,2,2,5,0,,,10,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
62,V Kohli,A Zampa,SV Samson,1,0,1,82,104,44,37,2,6,0,,,10,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
63,V Kohli,MJ Swepson,SV Samson,1,0,1,83,103,45,38,2,1,0,,,11,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
64,SV Samson,MJ Swepson,V Kohli,1,0,1,84,102,5,3,2,2,0,,,11,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
65,V Kohli,MJ Swepson,SV Samson,1,0,1,85,101,46,39,2,3,0,,,11,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
66,SV Samson,MJ Swepson,V Kohli,0,0,0,85,101,5,4,2,4,0,,,11,-,"{'by': 'Australia', 'umpire': 'RJ Tucker', 'batter': 'SV Samson', 'decision': 'struck down'}",field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
67,SV Samson,MJ Swepson,V Kohli,1,0,1,86,100,6,5,2,5,0,,,11,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
68,V Kohli,MJ Swepson,SV Samson,1,0,1,87,99,47,40,2,6,0,,,11,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
69,V Kohli,A Zampa,SV Samson,1,0,1,88,98,48,41,2,1,0,,,12,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
70,SV Samson,A Zampa,V Kohli,2,0,2,90,96,8,6,2,2,0,,,12,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
71,SV Samson,A Zampa,V Kohli,1,0,1,91,95,9,7,2,3,0,,,12,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
72,V Kohli,A Zampa,SV Samson,1,0,1,92,94,49,42,2,4,0,,,12,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
73,SV Samson,A Zampa,V Kohli,1,0,1,93,93,10,8,2,5,0,,,12,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
74,V Kohli,A Zampa,SV Samson,1,0,1,94,92,50,43,2,6,0,,,12,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
75,V Kohli,MJ Swepson,SV Samson,2,0,2,96,90,52,44,2,1,0,,,13,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
76,V Kohli,MJ Swepson,SV Samson,1,0,1,97,89,53,45,2,2,0,,,13,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
77,SV Samson,MJ Swepson,V Kohli,0,0,0,97,89,10,9,3,3,caught,SV Samson,SPD Smith,13,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
78,V Kohli,MJ Swepson,SS Iyer,2,0,2,99,87,55,46,3,4,0,,,13,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
79,V Kohli,MJ Swepson,SS Iyer,1,0,1,100,86,56,47,3,5,0,,,13,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
80,SS Iyer,MJ Swepson,V Kohli,0,0,0,100,86,0,1,4,6,lbw,SS Iyer,,13,-,"{'by': 'India', 'umpire': 'RJ Tucker', 'batter': 'SS Iyer', 'decision': 'struck down'}",field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
81,V Kohli,SA Abbott,HH Pandya,1,0,1,101,85,57,48,4,1,0,,,14,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
82,HH Pandya,SA Abbott,V Kohli,0,0,0,101,85,0,1,4,2,0,,,14,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
83,HH Pandya,SA Abbott,V Kohli,0,0,0,101,85,0,2,4,3,0,,,14,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
84,HH Pandya,SA Abbott,V Kohli,1,0,1,102,84,1,3,4,4,0,,,14,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
85,V Kohli,SA Abbott,HH Pandya,6,0,6,108,78,63,49,4,5,0,,,14,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
86,V Kohli,SA Abbott,HH Pandya,1,0,1,109,77,64,50,4,6,0,,,14,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
87,V Kohli,AJ Tye,HH Pandya,0,0,0,109,77,64,51,4,1,0,,,15,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
88,V Kohli,AJ Tye,HH Pandya,1,0,1,110,76,65,52,4,2,0,,,15,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
89,HH Pandya,AJ Tye,V Kohli,0,0,0,110,76,1,4,4,3,0,,,15,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
90,HH Pandya,AJ Tye,V Kohli,1,0,1,111,75,2,5,4,4,0,,,15,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
91,V Kohli,AJ Tye,HH Pandya,0,0,0,111,75,65,53,4,5,0,,,15,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
92,V Kohli,AJ Tye,HH Pandya,0,0,0,111,75,65,54,4,6,0,,,15,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
93,HH Pandya,DR Sams,V Kohli,1,0,1,112,74,3,6,4,1,0,,,16,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
94,V Kohli,DR Sams,HH Pandya,6,0,6,118,68,71,55,4,2,0,,,16,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
95,V Kohli,DR Sams,HH Pandya,6,0,6,124,62,77,56,4,3,0,,,16,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
96,V Kohli,DR Sams,HH Pandya,1,0,1,125,61,78,57,4,4,0,,,16,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
97,HH Pandya,DR Sams,V Kohli,0,0,0,125,61,3,7,4,5,0,,,16,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
98,HH Pandya,DR Sams,V Kohli,6,0,6,131,55,9,8,4,6,0,,,16,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
99,V Kohli,AJ Tye,HH Pandya,0,0,0,131,55,78,58,4,1,0,,,17,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
100,V Kohli,AJ Tye,HH Pandya,1,0,1,132,54,79,59,4,2,0,,,17,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
101,HH Pandya,AJ Tye,V Kohli,0,0,0,132,54,9,9,4,3,0,,,17,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
102,HH Pandya,AJ Tye,V Kohli,4,0,4,136,50,13,10,4,4,0,,,17,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
103,HH Pandya,AJ Tye,V Kohli,6,0,6,142,44,19,11,4,5,0,,,17,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
104,HH Pandya,AJ Tye,V Kohli,0,1,1,143,43,19,12,4,6,0,,,17,wides,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
105,HH Pandya,AJ Tye,V Kohli,1,0,1,144,42,20,13,4,7,0,,,17,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
106,HH Pandya,A Zampa,V Kohli,0,0,0,144,42,20,14,5,1,caught,HH Pandya,AJ Finch,18,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
107,V Kohli,A Zampa,Washington Sundar,4,0,4,148,38,83,60,5,2,0,,,18,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
108,V Kohli,A Zampa,Washington Sundar,1,0,1,149,37,84,61,5,3,0,,,18,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
109,Washington Sundar,A Zampa,V Kohli,0,0,0,149,37,0,1,5,4,0,,,18,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
110,Washington Sundar,A Zampa,V Kohli,1,0,1,150,36,1,2,5,5,0,,,18,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
111,V Kohli,A Zampa,Washington Sundar,1,0,1,151,35,85,62,5,6,0,,,18,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
112,V Kohli,AJ Tye,Washington Sundar,0,0,0,151,35,85,63,6,1,caught,V Kohli,DR Sams,19,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
113,Washington Sundar,AJ Tye,SN Thakur,1,0,1,152,34,2,3,6,2,0,,,19,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
114,SN Thakur,AJ Tye,Washington Sundar,0,0,0,152,34,0,1,6,3,0,,,19,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
115,SN Thakur,AJ Tye,Washington Sundar,1,0,1,153,33,1,2,6,4,0,,,19,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
116,Washington Sundar,AJ Tye,SN Thakur,1,0,1,154,32,3,4,6,5,0,,,19,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
117,SN Thakur,AJ Tye,Washington Sundar,6,0,6,160,26,7,3,6,6,0,,,19,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
118,Washington Sundar,SA Abbott,SN Thakur,4,0,4,164,22,7,5,6,1,0,,,20,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
119,Washington Sundar,SA Abbott,SN Thakur,0,0,0,164,22,7,6,7,2,caught,Washington Sundar,AJ Tye,20,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
120,SN Thakur,SA Abbott,DL Chahar,6,0,6,170,16,13,4,7,3,0,,,20,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
121,SN Thakur,SA Abbott,DL Chahar,2,0,2,172,14,15,5,7,4,0,,,20,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
122,SN Thakur,SA Abbott,DL Chahar,0,0,0,172,14,15,6,7,5,0,,,20,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
123,SN Thakur,SA Abbott,DL Chahar,2,0,2,174,12,17,7,7,6,0,,,20,-,,field,India,2,Sydney Cricket Ground,2020,12,Australia_India_2020-12-08,Australia,India,Australia
