,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
117,RR Hendricks,AS Joseph,AK Markram,0,0,0,186,34,83,48,4,1,19,-,caught,RR Hendricks,R Powell,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies
118,H Klaasen,AS Joseph,AK Markram,6,0,6,192,28,6,1,4,2,19,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies
119,H Klaasen,AS Joseph,AK Markram,0,0,0,192,28,6,2,5,3,19,-,caught,H Klaasen,SS Cottrell,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies
120,WD Parnell,AS Joseph,AK Markram,2,0,2,194,26,2,1,5,4,19,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies
121,WD Parnell,AS Joseph,AK Markram,0,0,0,194,26,2,2,6,5,19,-,bowled,WD Parnell,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies
122,BC Fortuin,AS Joseph,AK Markram,0,1,1,195,25,0,1,6,6,19,wides,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies
123,BC Fortuin,AS Joseph,AK Markram,0,0,0,195,25,0,2,6,7,19,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies
124,AK Markram,RA Reifer,BC Fortuin,2,0,2,197,23,19,13,6,1,20,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies
125,AK Markram,RA Reifer,BC Fortuin,4,0,4,201,19,23,14,6,2,20,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies
126,AK Markram,RA Reifer,BC Fortuin,2,0,2,203,17,25,15,6,3,20,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies
127,AK Markram,RA Reifer,BC Fortuin,2,0,2,205,15,27,16,6,4,20,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies
128,AK Markram,RA Reifer,BC Fortuin,4,0,4,209,11,31,17,6,5,20,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies
129,AK Markram,RA Reifer,BC Fortuin,4,0,4,213,7,35,18,6,6,20,-,0,,,,field,South Africa,2,"The Wanderers Stadium, Johannesburg",2023,03,West Indies_South Africa_2023-03-28,West Indies,South Africa,West Indies
