,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,review,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
22,JC Buttler,Taskin Ahmed,DJ Malan,0,1,1,30,128,9,8,1,4,0,,,4,,legbyes,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
23,DJ Malan,Taskin Ahmed,JC Buttler,4,0,4,34,124,19,15,1,5,0,,,4,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
24,DJ Malan,Taskin Ahmed,JC Buttler,0,0,0,34,124,19,16,1,6,0,,,4,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
25,JC Buttler,Shakib Al Hasan,DJ Malan,4,0,4,38,120,13,9,1,1,0,,,5,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
26,JC Buttler,Shakib Al Hasan,DJ Malan,1,0,1,39,119,14,10,1,2,0,,,5,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
27,DJ Malan,Shakib Al Hasan,JC Buttler,1,0,1,40,118,20,17,1,3,0,,,5,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
28,JC Buttler,Shakib Al Hasan,DJ Malan,1,0,1,41,117,15,11,1,4,0,,,5,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
29,DJ Malan,Shakib Al Hasan,JC Buttler,1,0,1,42,116,21,18,1,5,0,,,5,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
30,JC Buttler,Shakib Al Hasan,DJ Malan,0,0,0,42,116,15,12,1,6,0,,,5,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
31,DJ Malan,Hasan Mahmud,JC Buttler,4,0,4,46,112,25,19,1,1,0,,,6,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
32,DJ Malan,Hasan Mahmud,JC Buttler,0,0,0,46,112,25,20,1,2,0,,,6,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
33,DJ Malan,Hasan Mahmud,JC Buttler,0,0,0,46,112,25,21,1,3,0,,,6,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
34,DJ Malan,Hasan Mahmud,JC Buttler,0,0,0,46,112,25,22,1,4,0,,,6,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
35,DJ Malan,Hasan Mahmud,JC Buttler,0,0,0,46,112,25,23,1,5,0,,,6,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
36,DJ Malan,Hasan Mahmud,JC Buttler,1,0,1,47,111,26,24,1,6,0,,,6,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
37,DJ Malan,Shakib Al Hasan,JC Buttler,0,0,0,47,111,26,25,1,1,0,,,7,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
38,DJ Malan,Shakib Al Hasan,JC Buttler,1,0,1,48,110,27,26,1,2,0,,,7,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
39,JC Buttler,Shakib Al Hasan,DJ Malan,1,0,1,49,109,16,13,1,3,0,,,7,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
40,DJ Malan,Shakib Al Hasan,JC Buttler,4,0,4,53,105,31,27,1,4,0,,,7,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
41,DJ Malan,Shakib Al Hasan,JC Buttler,6,0,6,59,99,37,28,1,5,0,,,7,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
42,DJ Malan,Shakib Al Hasan,JC Buttler,1,0,1,60,98,38,29,1,6,0,,,7,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
43,DJ Malan,Mustafizur Rahman,JC Buttler,0,0,0,60,98,38,30,1,1,0,,,8,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
44,DJ Malan,Mustafizur Rahman,JC Buttler,0,0,0,60,98,38,31,1,2,0,,,8,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
45,DJ Malan,Mustafizur Rahman,JC Buttler,0,0,0,60,98,38,32,1,3,0,,,8,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
46,DJ Malan,Mustafizur Rahman,JC Buttler,4,0,4,64,94,42,33,1,4,0,,,8,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
47,DJ Malan,Mustafizur Rahman,JC Buttler,0,0,0,64,94,42,34,1,5,0,,,8,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
48,DJ Malan,Mustafizur Rahman,JC Buttler,0,0,0,64,94,42,35,1,6,0,,,8,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
49,JC Buttler,Hasan Mahmud,DJ Malan,0,0,0,64,94,16,14,1,1,0,,,9,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
50,JC Buttler,Hasan Mahmud,DJ Malan,1,0,1,65,93,17,15,1,2,0,,,9,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
51,DJ Malan,Hasan Mahmud,JC Buttler,1,0,1,66,92,43,36,1,3,0,,,9,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
52,JC Buttler,Hasan Mahmud,DJ Malan,1,0,1,67,91,18,16,1,4,0,,,9,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
53,DJ Malan,Hasan Mahmud,JC Buttler,1,0,1,68,90,44,37,1,5,0,,,9,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
54,JC Buttler,Hasan Mahmud,DJ Malan,1,0,1,69,89,19,17,1,6,0,,,9,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
55,JC Buttler,Mustafizur Rahman,DJ Malan,0,0,0,69,89,19,18,1,1,0,,,10,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
56,JC Buttler,Mustafizur Rahman,DJ Malan,0,0,0,69,89,19,19,1,2,0,,,10,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
57,JC Buttler,Mustafizur Rahman,DJ Malan,1,0,1,70,88,20,20,1,3,0,,,10,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
58,DJ Malan,Mustafizur Rahman,JC Buttler,0,0,0,70,88,44,38,1,4,0,,,10,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
59,DJ Malan,Mustafizur Rahman,JC Buttler,1,0,1,71,87,45,39,1,5,0,,,10,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
60,JC Buttler,Mustafizur Rahman,DJ Malan,1,0,1,72,86,21,21,1,6,0,,,10,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
61,JC Buttler,Taskin Ahmed,DJ Malan,1,0,1,73,85,22,22,1,1,0,,,11,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
62,DJ Malan,Taskin Ahmed,JC Buttler,0,1,1,74,84,45,40,1,2,0,,,11,,legbyes,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
63,JC Buttler,Taskin Ahmed,DJ Malan,4,0,4,78,80,26,23,1,3,0,,,11,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
64,JC Buttler,Taskin Ahmed,DJ Malan,1,0,1,79,79,27,24,1,4,0,,,11,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
65,DJ Malan,Taskin Ahmed,JC Buttler,0,0,0,79,79,45,41,1,5,0,,,11,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
66,DJ Malan,Taskin Ahmed,JC Buttler,4,0,4,83,75,49,42,1,6,0,,,11,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
67,JC Buttler,Mehedi Hasan Miraz,DJ Malan,4,0,4,87,71,31,25,1,1,0,,,12,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
68,JC Buttler,Mehedi Hasan Miraz,DJ Malan,0,0,0,87,71,31,26,1,2,0,,,12,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
69,JC Buttler,Mehedi Hasan Miraz,DJ Malan,6,0,6,93,65,37,27,1,3,0,,,12,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
70,JC Buttler,Mehedi Hasan Miraz,DJ Malan,1,0,1,94,64,38,28,1,4,0,,,12,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
71,DJ Malan,Mehedi Hasan Miraz,JC Buttler,0,0,0,94,64,49,43,1,5,0,,,12,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
72,DJ Malan,Mehedi Hasan Miraz,JC Buttler,1,0,1,95,63,50,44,1,6,0,,,12,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
73,DJ Malan,Shakib Al Hasan,JC Buttler,1,0,1,96,62,51,45,1,1,0,,,13,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
74,JC Buttler,Shakib Al Hasan,DJ Malan,1,0,1,97,61,39,29,1,2,0,,,13,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
75,DJ Malan,Shakib Al Hasan,JC Buttler,1,0,1,98,60,52,46,1,3,0,,,13,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
76,JC Buttler,Shakib Al Hasan,DJ Malan,1,0,1,99,59,40,30,1,4,0,,,13,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
77,DJ Malan,Shakib Al Hasan,JC Buttler,1,0,1,100,58,53,47,1,5,0,,,13,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
78,JC Buttler,Shakib Al Hasan,DJ Malan,0,0,0,100,58,40,31,1,6,0,,,13,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
79,DJ Malan,Mustafizur Rahman,JC Buttler,0,0,0,100,58,53,48,2,1,caught,DJ Malan,Liton Das,14,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
80,BM Duckett,Mustafizur Rahman,JC Buttler,0,0,0,100,58,0,1,3,2,run out,JC Buttler,Mehedi Hasan Miraz,14,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
81,MM Ali,Mustafizur Rahman,BM Duckett,1,0,1,101,57,1,1,3,3,0,,,14,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
82,BM Duckett,Mustafizur Rahman,MM Ali,1,0,1,102,56,1,2,3,4,0,,,14,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
83,MM Ali,Mustafizur Rahman,BM Duckett,0,0,0,102,56,1,2,3,5,0,,,14,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
84,MM Ali,Mustafizur Rahman,BM Duckett,0,0,0,102,56,1,3,3,6,0,,,14,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
85,BM Duckett,Mehedi Hasan Miraz,MM Ali,0,0,0,102,56,1,3,3,1,0,,,15,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
86,BM Duckett,Mehedi Hasan Miraz,MM Ali,0,0,0,102,56,1,4,3,2,0,,,15,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
87,BM Duckett,Mehedi Hasan Miraz,MM Ali,1,0,1,103,55,2,5,3,3,0,,,15,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
88,MM Ali,Mehedi Hasan Miraz,BM Duckett,1,0,1,104,54,2,4,3,4,0,,,15,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
89,BM Duckett,Mehedi Hasan Miraz,MM Ali,4,0,4,108,50,6,6,3,5,0,,,15,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
90,BM Duckett,Mehedi Hasan Miraz,MM Ali,0,0,0,108,50,6,7,3,6,0,,,15,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
91,MM Ali,Hasan Mahmud,BM Duckett,0,0,0,108,50,2,5,3,1,0,,,16,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
92,MM Ali,Hasan Mahmud,BM Duckett,0,0,0,108,50,2,6,3,2,0,,,16,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
93,MM Ali,Hasan Mahmud,BM Duckett,6,0,6,114,44,8,7,3,3,0,,,16,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
94,MM Ali,Hasan Mahmud,BM Duckett,1,0,1,115,43,9,8,3,4,0,,,16,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
95,BM Duckett,Hasan Mahmud,MM Ali,4,0,4,119,39,10,8,3,5,0,,,16,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
96,BM Duckett,Hasan Mahmud,MM Ali,0,0,0,119,39,10,9,3,6,0,,,16,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
97,MM Ali,Taskin Ahmed,BM Duckett,0,0,0,119,39,9,9,3,1,0,,,17,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
98,MM Ali,Taskin Ahmed,BM Duckett,0,0,0,119,39,9,10,4,2,caught,MM Ali,Mehedi Hasan Miraz,17,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
99,SM Curran,Taskin Ahmed,BM Duckett,1,0,1,120,38,1,1,4,3,0,,,17,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
100,BM Duckett,Taskin Ahmed,SM Curran,1,0,1,121,37,11,10,4,4,0,,,17,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
101,SM Curran,Taskin Ahmed,BM Duckett,1,0,1,122,36,2,2,4,5,0,,,17,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
102,BM Duckett,Taskin Ahmed,SM Curran,0,1,1,123,35,11,11,4,6,0,,,17,,wides,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
103,BM Duckett,Taskin Ahmed,SM Curran,0,0,0,123,35,11,12,5,7,bowled,BM Duckett,,17,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
104,SM Curran,Mustafizur Rahman,CR Woakes,0,0,0,123,35,2,3,5,1,0,,,18,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
105,SM Curran,Mustafizur Rahman,CR Woakes,1,0,1,124,34,3,4,5,2,0,,,18,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
106,CR Woakes,Mustafizur Rahman,SM Curran,1,0,1,125,33,1,1,5,3,0,,,18,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
107,SM Curran,Mustafizur Rahman,CR Woakes,1,0,1,126,32,4,5,5,4,0,,,18,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
108,CR Woakes,Mustafizur Rahman,SM Curran,0,0,0,126,32,1,2,5,5,0,,,18,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
109,CR Woakes,Mustafizur Rahman,SM Curran,2,0,2,128,30,3,3,5,6,0,,,18,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
110,SM Curran,Shakib Al Hasan,CR Woakes,0,0,0,128,30,4,6,6,1,caught,SM Curran,Tanvir Islam,19,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
111,CJ Jordan,Shakib Al Hasan,CR Woakes,1,0,1,129,29,1,1,6,2,0,,,19,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
112,CR Woakes,Shakib Al Hasan,CJ Jordan,1,0,1,130,28,4,4,6,3,0,,,19,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
113,CJ Jordan,Shakib Al Hasan,CR Woakes,1,0,1,131,27,2,2,6,4,0,,,19,,-,field,England,2,"Shere Bangla National Stadium, Mirpur",2023,03,Bangladesh_England_2023-03-14,Bangladesh,England,Bangladesh,142
