,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
38,DJM Short,AU Rashid,GJ Maxwell,1,0,1,53,84,12,14,2,-,1.0,0,,,6,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
39,GJ Maxwell,AU Rashid,DJM Short,0,0,0,53,84,0,2,2,-,2.0,0,,,6,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
40,GJ Maxwell,AU Rashid,DJM Short,1,0,1,54,83,1,3,2,-,3.0,0,,,6,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
41,DJM Short,AU Rashid,GJ Maxwell,1,0,1,55,82,13,15,2,-,4.0,0,,,6,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
42,GJ Maxwell,AU Rashid,DJM Short,1,0,1,56,81,2,4,2,-,5.0,0,,,6,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
43,DJM Short,AU Rashid,GJ Maxwell,0,0,0,56,81,13,16,2,-,6.0,0,,,6,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
44,GJ Maxwell,LA Dawson,DJM Short,1,0,1,57,80,3,5,2,-,1.0,0,,,7,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
45,DJM Short,LA Dawson,GJ Maxwell,1,0,1,58,79,14,17,2,-,2.0,0,,,7,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
46,GJ Maxwell,LA Dawson,DJM Short,0,0,0,58,79,3,6,2,-,3.0,0,,,7,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
47,GJ Maxwell,LA Dawson,DJM Short,0,0,0,58,79,3,7,2,-,4.0,0,,,7,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
48,GJ Maxwell,LA Dawson,DJM Short,1,0,1,59,78,4,8,2,-,5.0,0,,,7,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
49,DJM Short,LA Dawson,GJ Maxwell,1,0,1,60,77,15,18,2,-,6.0,0,,,7,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
50,DJM Short,AU Rashid,GJ Maxwell,0,0,0,60,77,15,19,2,-,1.0,0,,,8,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
51,DJM Short,AU Rashid,GJ Maxwell,1,0,1,61,76,16,20,2,-,2.0,0,,,8,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
52,GJ Maxwell,AU Rashid,DJM Short,0,0,0,61,76,4,9,2,-,3.0,0,,,8,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
53,GJ Maxwell,AU Rashid,DJM Short,2,0,2,63,74,6,10,2,-,4.0,0,,,8,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
54,GJ Maxwell,AU Rashid,DJM Short,0,0,0,63,74,6,11,2,-,5.0,0,,,8,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
55,GJ Maxwell,AU Rashid,DJM Short,2,0,2,65,72,8,12,2,-,6.0,0,,,8,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
56,DJM Short,LA Dawson,GJ Maxwell,4,0,4,69,68,20,21,2,-,1.0,0,,,9,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
57,DJM Short,LA Dawson,GJ Maxwell,6,0,6,75,62,26,22,2,-,2.0,0,,,9,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
58,DJM Short,LA Dawson,GJ Maxwell,2,0,2,77,60,28,23,2,-,3.0,0,,,9,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
59,DJM Short,LA Dawson,GJ Maxwell,1,0,1,78,59,29,24,2,-,4.0,0,,,9,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
60,GJ Maxwell,LA Dawson,DJM Short,0,0,0,78,59,8,13,2,-,5.0,0,,,9,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
61,GJ Maxwell,LA Dawson,DJM Short,6,0,6,84,53,14,14,2,-,6.0,0,,,9,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
62,DJM Short,AU Rashid,GJ Maxwell,1,0,1,85,52,30,25,2,-,1.0,0,,,10,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
63,GJ Maxwell,AU Rashid,DJM Short,4,0,4,89,48,18,15,2,-,2.0,0,,,10,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
64,GJ Maxwell,AU Rashid,DJM Short,4,0,4,93,44,22,16,2,-,3.0,0,,,10,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
65,GJ Maxwell,AU Rashid,DJM Short,6,0,6,99,38,28,17,2,-,4.0,0,,,10,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
66,GJ Maxwell,AU Rashid,DJM Short,4,0,4,103,34,32,18,2,-,5.0,0,,,10,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
67,GJ Maxwell,AU Rashid,DJM Short,1,0,1,104,33,33,19,2,-,6.0,0,,,10,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
68,GJ Maxwell,TK Curran,DJM Short,1,0,1,105,32,34,20,2,-,1.0,0,,,11,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
69,DJM Short,TK Curran,GJ Maxwell,1,0,1,106,31,31,26,2,-,2.0,0,,,11,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
70,GJ Maxwell,TK Curran,DJM Short,0,0,0,106,31,34,21,2,-,3.0,0,,,11,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
71,GJ Maxwell,TK Curran,DJM Short,0,1,1,107,30,34,22,2,wides,3.0,0,,,11,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
72,GJ Maxwell,TK Curran,DJM Short,2,0,2,109,28,36,23,2,-,4.0,0,,,11,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
73,GJ Maxwell,TK Curran,DJM Short,1,0,1,110,27,37,24,2,-,5.0,0,,,11,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
74,DJM Short,TK Curran,GJ Maxwell,1,0,1,111,26,32,27,2,-,6.0,0,,,11,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
75,DJM Short,AU Rashid,GJ Maxwell,1,0,1,112,25,33,28,2,-,1.0,0,,,12,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
76,GJ Maxwell,AU Rashid,DJM Short,1,0,1,113,24,38,25,2,-,2.0,0,,,12,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
77,DJM Short,AU Rashid,GJ Maxwell,0,0,0,113,24,33,29,2,-,3.0,0,,,12,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
78,DJM Short,AU Rashid,GJ Maxwell,0,0,0,113,24,33,30,2,-,4.0,0,,,12,"{'by': 'England', 'batter': 'DJM Short', 'decision': 'struck down'}",field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
79,DJM Short,AU Rashid,GJ Maxwell,1,0,1,114,23,34,31,2,-,5.0,0,,,12,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
80,GJ Maxwell,AU Rashid,DJM Short,0,1,1,115,22,38,26,2,wides,5.0,0,,,12,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
81,GJ Maxwell,AU Rashid,DJM Short,1,0,1,116,21,39,27,2,-,6.0,0,,,12,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
82,GJ Maxwell,CJ Jordan,DJM Short,0,0,0,116,21,39,28,3,-,1.0,caught,GJ Maxwell,JC Buttler,13,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
83,DJM Short,CJ Jordan,AJ Finch,0,0,0,116,21,34,32,3,-,2.0,0,,,13,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
84,DJM Short,CJ Jordan,AJ Finch,1,0,1,117,20,35,33,3,-,3.0,0,,,13,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
85,AJ Finch,CJ Jordan,DJM Short,0,0,0,117,20,0,1,3,-,4.0,0,,,13,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
86,AJ Finch,CJ Jordan,DJM Short,4,0,4,121,16,4,2,3,-,5.0,0,,,13,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
87,AJ Finch,CJ Jordan,DJM Short,4,0,4,125,12,8,3,3,-,6.0,0,,,13,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
88,DJM Short,DJ Willey,AJ Finch,1,0,1,126,11,36,34,3,-,1.0,0,,,14,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
89,AJ Finch,DJ Willey,DJM Short,6,0,6,132,5,14,4,3,-,2.0,0,,,14,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
90,AJ Finch,DJ Willey,DJM Short,6,0,6,138,-1,20,5,3,-,3.0,0,,,14,,field,Australia,2,Melbourne Cricket Ground,2018,02,England_Australia_2018-02-10,Australia,Australia,England,True,138
