,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extras,extra_type,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
73,Mohammad Rizwan,IS Sodhi,Babar Azam,1,0,1,102,46,33,6,12,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
74,Mohammad Rizwan,TA Boult,Babar Azam,1,0,1,103,47,34,1,13,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
75,Babar Azam,TA Boult,Mohammad Rizwan,1,0,1,104,53,42,2,13,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
76,Mohammad Rizwan,TA Boult,Babar Azam,1,0,1,105,48,35,3,13,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
77,Babar Azam,TA Boult,Mohammad Rizwan,0,0,0,105,53,43,4,13,,-,,caught,Babar Azam,DJ Mitchell,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
78,Mohammad Haris,TA Boult,Mohammad Rizwan,0,0,0,105,0,1,5,13,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
79,Mohammad Haris,TA Boult,Mohammad Rizwan,4,0,4,109,4,2,6,13,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
80,Mohammad Rizwan,IS Sodhi,Mohammad Haris,1,0,1,110,49,36,1,14,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
81,Mohammad Haris,IS Sodhi,Mohammad Rizwan,0,0,0,110,4,3,2,14,,-,"{'by': 'New Zealand', 'umpire': 'RK Illingworth', 'batter': 'Mohammad Haris', 'decision': 'struck down'}",0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
82,Mohammad Haris,IS Sodhi,Mohammad Rizwan,1,0,1,111,5,4,3,14,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
83,Mohammad Rizwan,IS Sodhi,Mohammad Haris,1,0,1,112,50,37,4,14,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
84,Mohammad Haris,IS Sodhi,Mohammad Rizwan,0,0,0,112,5,5,5,14,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
85,Mohammad Haris,IS Sodhi,Mohammad Rizwan,1,0,1,113,6,6,6,14,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
86,Mohammad Haris,MJ Santner,Mohammad Rizwan,2,0,2,115,8,7,1,15,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
87,Mohammad Haris,MJ Santner,Mohammad Rizwan,1,0,1,116,9,8,2,15,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
88,Mohammad Rizwan,MJ Santner,Mohammad Haris,3,0,3,119,53,38,3,15,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
89,Mohammad Haris,MJ Santner,Mohammad Rizwan,1,0,1,120,10,9,4,15,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
90,Mohammad Rizwan,MJ Santner,Mohammad Haris,1,0,1,121,54,39,5,15,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
91,Mohammad Haris,MJ Santner,Mohammad Rizwan,1,0,1,122,11,10,6,15,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
92,Mohammad Haris,TG Southee,Mohammad Rizwan,0,0,0,122,11,11,1,16,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
93,Mohammad Haris,TG Southee,Mohammad Rizwan,2,0,2,124,13,12,2,16,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
94,Mohammad Haris,TG Southee,Mohammad Rizwan,1,0,1,125,14,13,3,16,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
95,Mohammad Rizwan,TG Southee,Mohammad Haris,0,0,0,125,54,40,4,16,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
96,Mohammad Rizwan,TG Southee,Mohammad Haris,1,0,1,126,55,41,5,16,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
97,Mohammad Haris,TG Southee,Mohammad Rizwan,1,0,1,127,15,14,6,16,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
98,Mohammad Haris,TA Boult,Mohammad Rizwan,2,0,2,129,17,15,1,17,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
99,Mohammad Haris,TA Boult,Mohammad Rizwan,0,0,0,129,17,16,2,17,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
100,Mohammad Haris,TA Boult,Mohammad Rizwan,0,1,1,130,17,17,3,17,{'legbyes': 1},legbyes,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
101,Mohammad Rizwan,TA Boult,Mohammad Haris,2,0,2,132,57,42,4,17,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
102,Mohammad Rizwan,TA Boult,Mohammad Haris,0,0,0,132,57,43,5,17,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
103,Mohammad Rizwan,TA Boult,Mohammad Haris,0,0,0,132,57,44,6,17,,-,,caught,Mohammad Rizwan,GD Phillips,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
104,Mohammad Haris,LH Ferguson,Shan Masood,0,1,1,133,17,18,1,18,{'byes': 1},byes,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
105,Shan Masood,LH Ferguson,Mohammad Haris,1,0,1,134,1,1,2,18,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
106,Mohammad Haris,LH Ferguson,Shan Masood,0,0,0,134,17,19,3,18,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
107,Mohammad Haris,LH Ferguson,Shan Masood,4,0,4,138,21,20,4,18,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
108,Mohammad Haris,LH Ferguson,Shan Masood,6,0,6,144,27,21,5,18,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
109,Mohammad Haris,LH Ferguson,Shan Masood,1,0,1,145,28,22,6,18,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
110,Mohammad Haris,MJ Santner,Shan Masood,0,0,0,145,28,23,1,19,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
111,Mohammad Haris,MJ Santner,Shan Masood,1,0,1,146,29,24,2,19,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
112,Shan Masood,MJ Santner,Mohammad Haris,1,0,1,147,2,2,3,19,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
113,Mohammad Haris,MJ Santner,Shan Masood,1,0,1,148,30,25,4,19,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
114,Shan Masood,MJ Santner,Mohammad Haris,0,3,3,151,2,3,5,19,{'byes': 3},byes,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
115,Mohammad Haris,MJ Santner,Shan Masood,0,0,0,151,30,26,6,19,,-,,caught,Mohammad Haris,FH Allen,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
116,Shan Masood,TG Southee,Iftikhar Ahmed,0,1,1,152,2,4,1,20,{'wides': 1},wides,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
117,Shan Masood,TG Southee,Iftikhar Ahmed,1,0,1,153,3,5,2,20,,-,,0,,,bat,New Zealand,2,Sydney Cricket Ground,2022-11-09,Pakistan,New Zealand
