,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
57,S Dhawan,PWH de Silva,SS Iyer,1,0,1,75,25,24,4,10,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
58,SS Iyer,PWH de Silva,S Dhawan,1,0,1,76,4,3,5,10,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
59,S Dhawan,PWH de Silva,SS Iyer,1,0,1,77,26,25,6,10,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
60,S Dhawan,MD Shanaka,SS Iyer,1,0,1,78,27,26,1,11,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
61,SS Iyer,MD Shanaka,S Dhawan,1,0,1,79,5,4,2,11,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
62,S Dhawan,MD Shanaka,SS Iyer,1,0,1,80,28,27,3,11,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
63,SS Iyer,MD Shanaka,S Dhawan,0,0,0,80,5,5,4,11,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
64,SS Iyer,MD Shanaka,S Dhawan,1,0,1,81,6,6,5,11,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
65,S Dhawan,MD Shanaka,SS Iyer,4,0,4,85,32,28,6,11,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
66,SS Iyer,PWH de Silva,S Dhawan,1,0,1,86,7,7,1,12,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
67,S Dhawan,PWH de Silva,SS Iyer,0,0,0,86,32,29,2,12,-,lbw,S Dhawan,,"{'by': 'Sri Lanka', 'umpire': 'C Shamshuddin', 'batter': 'S Dhawan', 'decision': 'upheld'}",field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
68,V Kohli,PWH de Silva,SS Iyer,0,0,0,86,0,1,3,12,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
69,V Kohli,PWH de Silva,SS Iyer,1,0,1,87,1,2,4,12,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
70,SS Iyer,PWH de Silva,V Kohli,0,0,0,87,7,8,5,12,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
71,SS Iyer,PWH de Silva,V Kohli,1,0,1,88,8,9,6,12,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
72,SS Iyer,SL Malinga,V Kohli,1,0,1,89,9,10,1,13,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
73,V Kohli,SL Malinga,SS Iyer,1,0,1,90,2,3,2,13,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
74,SS Iyer,SL Malinga,V Kohli,1,0,1,91,10,11,3,13,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
75,V Kohli,SL Malinga,SS Iyer,1,0,1,92,3,4,4,13,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
76,SS Iyer,SL Malinga,V Kohli,0,0,0,92,10,12,5,13,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
77,SS Iyer,SL Malinga,V Kohli,1,0,1,93,11,13,6,13,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
78,SS Iyer,CBRLS Kumara,V Kohli,0,0,0,93,11,14,1,14,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
79,SS Iyer,CBRLS Kumara,V Kohli,1,0,1,94,12,15,2,14,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
80,V Kohli,CBRLS Kumara,SS Iyer,1,0,1,95,4,5,3,14,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
81,SS Iyer,CBRLS Kumara,V Kohli,0,0,0,95,12,16,4,14,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
82,SS Iyer,CBRLS Kumara,V Kohli,4,0,4,99,16,17,5,14,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
83,SS Iyer,CBRLS Kumara,V Kohli,0,0,0,99,16,18,6,14,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
84,V Kohli,MD Shanaka,SS Iyer,0,0,0,99,4,6,1,15,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
85,V Kohli,MD Shanaka,SS Iyer,1,0,1,100,5,7,2,15,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
86,SS Iyer,MD Shanaka,V Kohli,1,0,1,101,17,19,3,15,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
87,V Kohli,MD Shanaka,SS Iyer,1,0,1,102,6,8,4,15,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
88,SS Iyer,MD Shanaka,V Kohli,1,0,1,103,18,20,5,15,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
89,V Kohli,MD Shanaka,SS Iyer,1,0,1,104,7,9,6,15,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
90,V Kohli,PWH de Silva,SS Iyer,1,0,1,105,8,10,1,16,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
91,SS Iyer,PWH de Silva,V Kohli,4,0,4,109,22,21,2,16,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
92,SS Iyer,PWH de Silva,V Kohli,1,0,1,110,23,22,3,16,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
93,V Kohli,PWH de Silva,SS Iyer,1,0,1,111,9,11,4,16,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
94,SS Iyer,PWH de Silva,V Kohli,4,0,4,115,27,23,5,16,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
95,SS Iyer,PWH de Silva,V Kohli,6,0,6,121,33,24,6,16,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
96,V Kohli,SL Malinga,SS Iyer,4,0,4,125,13,12,1,17,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
97,V Kohli,SL Malinga,SS Iyer,2,0,2,127,15,13,2,17,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
98,V Kohli,SL Malinga,SS Iyer,6,0,6,133,21,14,3,17,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
99,V Kohli,SL Malinga,SS Iyer,2,0,2,135,23,15,4,17,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
100,V Kohli,SL Malinga,SS Iyer,1,0,1,136,24,16,5,17,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
101,SS Iyer,SL Malinga,V Kohli,1,0,1,137,34,25,6,17,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
102,SS Iyer,CBRLS Kumara,V Kohli,0,0,0,137,34,26,1,18,-,caught,SS Iyer,MD Shanaka,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
103,RR Pant,CBRLS Kumara,V Kohli,1,0,1,138,1,1,2,18,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
104,V Kohli,CBRLS Kumara,RR Pant,6,0,6,144,30,17,3,18,-,0,,,,field,India,2,Holkar Cricket Stadium,2020-01-07,India,Sri Lanka
