,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extra_type,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
15,SSJ Brooks,TG Southee,BA King,0,4,4,18,10,10,3,3,legbyes,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
16,SSJ Brooks,TG Southee,BA King,0,1,1,19,10,11,4,3,legbyes,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
17,BA King,TG Southee,SSJ Brooks,1,0,1,20,3,7,5,3,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
18,SSJ Brooks,TG Southee,BA King,0,0,0,20,10,12,6,3,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
19,BA King,LH Ferguson,SSJ Brooks,0,0,0,20,3,8,1,4,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
20,BA King,LH Ferguson,SSJ Brooks,1,0,1,21,4,9,2,4,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
21,SSJ Brooks,LH Ferguson,BA King,0,0,0,21,10,13,3,4,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
22,SSJ Brooks,LH Ferguson,BA King,0,0,0,21,10,14,4,4,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
23,SSJ Brooks,LH Ferguson,BA King,0,0,0,21,10,15,5,4,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
24,SSJ Brooks,LH Ferguson,BA King,0,0,0,21,10,16,6,4,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
25,BA King,MJ Santner,SSJ Brooks,4,0,4,25,8,10,1,5,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
26,BA King,MJ Santner,SSJ Brooks,4,0,4,29,12,11,2,5,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
27,BA King,MJ Santner,SSJ Brooks,1,0,1,30,13,12,3,5,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
28,SSJ Brooks,MJ Santner,BA King,0,0,0,30,10,17,4,5,-,"{'by': 'New Zealand', 'umpire': 'GO Brathwaite', 'batter': 'SSJ Brooks', 'decision': 'struck down'}",0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
29,SSJ Brooks,MJ Santner,BA King,1,0,1,31,11,18,5,5,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
30,BA King,MJ Santner,SSJ Brooks,1,0,1,32,14,13,6,5,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
31,BA King,TG Southee,SSJ Brooks,6,0,6,38,20,14,1,6,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
32,BA King,TG Southee,SSJ Brooks,4,0,4,42,24,15,2,6,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
33,BA King,TG Southee,SSJ Brooks,4,0,4,46,28,16,3,6,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
34,BA King,TG Southee,SSJ Brooks,0,0,0,46,28,17,4,6,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
35,BA King,TG Southee,SSJ Brooks,1,0,1,47,29,18,5,6,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
36,SSJ Brooks,TG Southee,BA King,1,0,1,48,12,19,6,6,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
37,SSJ Brooks,IS Sodhi,BA King,0,0,0,48,12,20,1,7,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
38,SSJ Brooks,IS Sodhi,BA King,1,0,1,49,13,21,2,7,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
39,BA King,IS Sodhi,SSJ Brooks,1,0,1,50,30,19,3,7,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
40,SSJ Brooks,IS Sodhi,BA King,1,0,1,51,14,22,4,7,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
41,BA King,IS Sodhi,SSJ Brooks,1,0,1,52,31,20,5,7,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
42,SSJ Brooks,IS Sodhi,BA King,0,0,0,52,14,23,6,7,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
43,BA King,MJ Santner,SSJ Brooks,6,0,6,58,37,21,1,8,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
44,BA King,MJ Santner,SSJ Brooks,1,0,1,59,38,22,2,8,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
45,SSJ Brooks,MJ Santner,BA King,1,0,1,60,15,24,3,8,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
46,BA King,MJ Santner,SSJ Brooks,1,0,1,61,39,23,4,8,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
47,SSJ Brooks,MJ Santner,BA King,0,0,0,61,15,25,5,8,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
48,SSJ Brooks,MJ Santner,BA King,1,0,1,62,16,26,6,8,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
49,SSJ Brooks,IS Sodhi,BA King,0,0,0,62,16,27,1,9,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
50,SSJ Brooks,IS Sodhi,BA King,6,0,6,68,22,28,2,9,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
51,SSJ Brooks,IS Sodhi,BA King,6,0,6,74,28,29,3,9,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
52,SSJ Brooks,IS Sodhi,BA King,1,0,1,75,29,30,4,9,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
53,BA King,IS Sodhi,SSJ Brooks,0,0,0,75,39,24,5,9,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
54,BA King,IS Sodhi,SSJ Brooks,6,0,6,81,45,25,6,9,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
55,SSJ Brooks,LH Ferguson,BA King,1,0,1,82,30,31,1,10,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
56,BA King,LH Ferguson,SSJ Brooks,1,0,1,83,46,26,2,10,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
57,SSJ Brooks,LH Ferguson,BA King,2,0,2,85,32,32,3,10,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
58,SSJ Brooks,LH Ferguson,BA King,0,0,0,85,32,33,4,10,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
59,SSJ Brooks,LH Ferguson,BA King,0,0,0,85,32,34,5,10,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
60,SSJ Brooks,LH Ferguson,BA King,0,0,0,85,32,35,6,10,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
61,BA King,MG Bracewell,SSJ Brooks,1,0,1,86,47,27,1,11,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
62,SSJ Brooks,MG Bracewell,BA King,1,0,1,87,33,36,2,11,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
63,BA King,MG Bracewell,SSJ Brooks,1,0,1,88,48,28,3,11,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
64,SSJ Brooks,MG Bracewell,BA King,2,0,2,90,35,37,4,11,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
65,SSJ Brooks,MG Bracewell,BA King,1,0,1,91,36,38,5,11,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
66,BA King,MG Bracewell,SSJ Brooks,1,0,1,92,49,29,6,11,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
67,BA King,LH Ferguson,SSJ Brooks,1,0,1,93,50,30,1,12,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
68,SSJ Brooks,LH Ferguson,BA King,0,0,0,93,36,39,2,12,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
69,SSJ Brooks,LH Ferguson,BA King,1,0,1,94,37,40,3,12,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
70,BA King,LH Ferguson,SSJ Brooks,0,0,0,94,50,31,4,12,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
71,BA King,LH Ferguson,SSJ Brooks,1,0,1,95,51,32,5,12,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
72,SSJ Brooks,LH Ferguson,BA King,1,0,1,96,38,41,6,12,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
73,SSJ Brooks,MJ Santner,BA King,0,0,0,96,38,42,1,13,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
74,SSJ Brooks,MJ Santner,BA King,1,0,1,97,39,43,2,13,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
75,BA King,MJ Santner,SSJ Brooks,1,0,1,98,52,33,3,13,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
76,SSJ Brooks,MJ Santner,BA King,3,0,3,101,42,44,4,13,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
77,BA King,MJ Santner,SSJ Brooks,1,0,1,102,53,34,5,13,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
78,SSJ Brooks,MJ Santner,BA King,0,0,0,102,42,45,6,13,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
79,BA King,TG Southee,SSJ Brooks,0,0,0,102,53,35,1,14,-,,caught,BA King,MJ Guptill,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
80,SSJ Brooks,TG Southee,DC Thomas,4,0,4,106,46,46,2,14,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
81,SSJ Brooks,TG Southee,DC Thomas,0,0,0,106,46,47,3,14,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
82,SSJ Brooks,TG Southee,DC Thomas,0,1,1,107,46,48,4,14,wides,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
83,SSJ Brooks,TG Southee,DC Thomas,1,0,1,108,47,49,5,14,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
84,DC Thomas,TG Southee,SSJ Brooks,0,0,0,108,0,1,6,14,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
85,DC Thomas,TG Southee,SSJ Brooks,1,0,1,109,1,2,7,14,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
86,DC Thomas,IS Sodhi,SSJ Brooks,4,0,4,113,5,3,1,15,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
87,DC Thomas,IS Sodhi,SSJ Brooks,0,0,0,113,5,4,2,15,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
88,DC Thomas,IS Sodhi,SSJ Brooks,0,0,0,113,5,5,3,15,-,,caught,DC Thomas,GD Phillips,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
89,SSJ Brooks,IS Sodhi,R Powell,1,0,1,114,48,50,4,15,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
90,R Powell,IS Sodhi,SSJ Brooks,0,0,0,114,0,1,5,15,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
91,R Powell,IS Sodhi,SSJ Brooks,0,0,0,114,0,2,6,15,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
92,SSJ Brooks,LH Ferguson,R Powell,0,1,1,115,48,51,1,16,legbyes,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
93,R Powell,LH Ferguson,SSJ Brooks,4,0,4,119,4,3,2,16,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
94,R Powell,LH Ferguson,SSJ Brooks,1,0,1,120,5,4,3,16,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
95,SSJ Brooks,LH Ferguson,R Powell,1,0,1,121,49,52,4,16,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
96,R Powell,LH Ferguson,SSJ Brooks,0,0,0,121,5,5,5,16,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
97,R Powell,LH Ferguson,SSJ Brooks,1,0,1,122,6,6,6,16,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
98,R Powell,IS Sodhi,SSJ Brooks,1,0,1,123,7,7,1,17,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
99,SSJ Brooks,IS Sodhi,R Powell,0,0,0,123,49,53,2,17,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
100,SSJ Brooks,IS Sodhi,R Powell,1,0,1,124,50,54,3,17,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
101,R Powell,IS Sodhi,SSJ Brooks,4,0,4,128,11,8,4,17,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
102,R Powell,IS Sodhi,SSJ Brooks,1,0,1,129,12,9,5,17,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
103,SSJ Brooks,IS Sodhi,R Powell,1,0,1,130,51,55,6,17,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
104,SSJ Brooks,TG Southee,R Powell,0,0,0,130,51,56,1,18,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
105,SSJ Brooks,TG Southee,R Powell,0,0,0,130,51,57,2,18,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
106,SSJ Brooks,TG Southee,R Powell,1,0,1,131,52,58,3,18,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
107,R Powell,TG Southee,SSJ Brooks,6,0,6,137,18,10,4,18,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
108,R Powell,TG Southee,SSJ Brooks,1,0,1,138,19,11,5,18,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
109,SSJ Brooks,TG Southee,R Powell,1,0,1,139,53,59,6,18,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
110,SSJ Brooks,JDS Neesham,R Powell,2,0,2,141,55,60,1,19,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
111,SSJ Brooks,JDS Neesham,R Powell,1,0,1,142,56,61,2,19,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
112,R Powell,JDS Neesham,SSJ Brooks,0,0,0,142,19,12,3,19,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
113,R Powell,JDS Neesham,SSJ Brooks,2,0,2,144,21,13,4,19,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
114,R Powell,JDS Neesham,SSJ Brooks,0,0,0,144,21,14,5,19,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
115,R Powell,JDS Neesham,SSJ Brooks,6,0,6,150,27,15,6,19,-,,0,,,bat,New Zealand,2,"Sabina Park, Kingston, Jamaica",2022-08-14,West Indies,West Indies,New Zealand
