,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
10,T Bavuma,JP Behrendorff,RR Hendricks,4,0,4,22,204,21,10,0,5,2,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
11,T Bavuma,JP Behrendorff,RR Hendricks,1,0,1,23,203,22,11,0,6,2,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
12,T Bavuma,MW Short,RR Hendricks,4,0,4,27,199,26,12,0,1,3,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
13,T Bavuma,MW Short,RR Hendricks,4,0,4,31,195,30,13,0,2,3,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
14,T Bavuma,MW Short,RR Hendricks,0,0,0,31,195,30,14,0,3,3,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
15,T Bavuma,MW Short,RR Hendricks,4,0,4,35,191,34,15,0,4,3,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
16,T Bavuma,MW Short,RR Hendricks,1,0,1,36,190,35,16,0,5,3,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
17,RR Hendricks,MW Short,T Bavuma,0,0,0,36,190,1,2,0,6,3,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
18,T Bavuma,SA Abbott,RR Hendricks,0,0,0,36,190,35,17,1,1,4,-,caught,T Bavuma,JP Inglis,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
19,HE van der Dussen,SA Abbott,RR Hendricks,0,0,0,36,190,0,1,1,2,4,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
20,HE van der Dussen,SA Abbott,RR Hendricks,0,0,0,36,190,0,2,1,3,4,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
21,HE van der Dussen,SA Abbott,RR Hendricks,0,0,0,36,190,0,3,1,4,4,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
22,HE van der Dussen,SA Abbott,RR Hendricks,0,0,0,36,190,0,4,1,5,4,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
23,HE van der Dussen,SA Abbott,RR Hendricks,0,1,1,37,189,0,5,1,6,4,noballs,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
24,HE van der Dussen,SA Abbott,RR Hendricks,6,0,6,43,183,6,6,1,7,4,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
25,RR Hendricks,JP Behrendorff,HE van der Dussen,1,0,1,44,182,2,3,1,1,5,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
26,HE van der Dussen,JP Behrendorff,RR Hendricks,0,0,0,44,182,6,7,2,2,5,-,lbw,HE van der Dussen,,"{'by': 'South Africa', 'umpire': 'Stephen Harris', 'batter': 'HE van der Dussen', 'decision': 'struck down', 'type': 'wicket'}",field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
27,AK Markram,JP Behrendorff,RR Hendricks,1,0,1,45,181,1,1,2,3,5,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
28,RR Hendricks,JP Behrendorff,AK Markram,0,0,0,45,181,2,4,2,4,5,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
29,RR Hendricks,JP Behrendorff,AK Markram,0,0,0,45,181,2,5,2,5,5,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
30,RR Hendricks,JP Behrendorff,AK Markram,1,0,1,46,180,3,6,2,6,5,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
31,RR Hendricks,NT Ellis,AK Markram,0,0,0,46,180,3,7,2,1,6,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
32,RR Hendricks,NT Ellis,AK Markram,0,0,0,46,180,3,8,2,2,6,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
33,RR Hendricks,NT Ellis,AK Markram,0,0,0,46,180,3,9,3,3,6,-,lbw,RR Hendricks,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
34,D Brevis,NT Ellis,AK Markram,0,0,0,46,180,0,1,4,4,6,-,caught,D Brevis,JP Inglis,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
35,T Stubbs,NT Ellis,AK Markram,0,0,0,46,180,0,1,4,5,6,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
36,T Stubbs,NT Ellis,AK Markram,0,0,0,46,180,0,2,4,6,6,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
37,AK Markram,SA Abbott,T Stubbs,0,0,0,46,180,1,2,4,1,7,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
38,AK Markram,SA Abbott,T Stubbs,0,4,4,50,176,1,3,4,2,7,legbyes,0,,,"{'by': 'Australia', 'umpire': 'Stephen Harris', 'batter': 'AK Markram', 'decision': 'struck down', 'type': 'wicket'}",field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
39,AK Markram,SA Abbott,T Stubbs,0,0,0,50,176,1,4,4,3,7,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
40,AK Markram,SA Abbott,T Stubbs,0,0,0,50,176,1,5,4,4,7,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
41,AK Markram,SA Abbott,T Stubbs,2,0,2,52,174,3,6,4,5,7,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
42,AK Markram,SA Abbott,T Stubbs,1,0,1,53,173,4,7,4,6,7,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
43,AK Markram,JP Behrendorff,T Stubbs,0,0,0,53,173,4,8,4,1,8,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
44,AK Markram,JP Behrendorff,T Stubbs,1,0,1,54,172,5,9,4,2,8,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
45,T Stubbs,JP Behrendorff,AK Markram,1,0,1,55,171,1,3,4,3,8,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
46,AK Markram,JP Behrendorff,T Stubbs,0,0,0,55,171,5,10,4,4,8,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
47,AK Markram,JP Behrendorff,T Stubbs,1,0,1,56,170,6,11,4,5,8,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
48,T Stubbs,JP Behrendorff,AK Markram,0,0,0,56,170,1,4,4,6,8,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
49,AK Markram,A Zampa,T Stubbs,1,0,1,57,169,7,12,4,1,9,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
50,T Stubbs,A Zampa,AK Markram,0,0,0,57,169,1,5,4,2,9,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
51,T Stubbs,A Zampa,AK Markram,1,0,1,58,168,2,6,4,3,9,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
52,AK Markram,A Zampa,T Stubbs,1,0,1,59,167,8,13,4,4,9,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
53,T Stubbs,A Zampa,AK Markram,4,0,4,63,163,6,7,4,5,9,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
54,T Stubbs,A Zampa,AK Markram,2,0,2,65,161,8,8,4,6,9,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
55,AK Markram,AM Hardie,T Stubbs,1,0,1,66,160,9,14,4,1,10,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
56,T Stubbs,AM Hardie,AK Markram,0,0,0,66,160,8,9,4,2,10,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
57,T Stubbs,AM Hardie,AK Markram,0,1,1,67,159,8,10,4,3,10,legbyes,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
58,AK Markram,AM Hardie,T Stubbs,0,1,1,68,158,9,15,4,4,10,legbyes,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
59,T Stubbs,AM Hardie,AK Markram,6,0,6,74,152,14,11,4,5,10,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
60,T Stubbs,AM Hardie,AK Markram,1,0,1,75,151,15,12,4,6,10,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
61,T Stubbs,A Zampa,AK Markram,4,0,4,79,147,19,13,4,1,11,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
62,T Stubbs,A Zampa,AK Markram,4,0,4,83,143,23,14,4,2,11,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
63,T Stubbs,A Zampa,AK Markram,2,0,2,85,141,25,15,4,3,11,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
64,T Stubbs,A Zampa,AK Markram,0,0,0,85,141,25,16,4,4,11,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
65,T Stubbs,A Zampa,AK Markram,1,0,1,86,140,26,17,4,5,11,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
66,AK Markram,A Zampa,T Stubbs,1,0,1,87,139,10,16,4,6,11,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
67,AK Markram,NT Ellis,T Stubbs,1,0,1,88,138,11,17,4,1,12,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
68,T Stubbs,NT Ellis,AK Markram,1,0,1,89,137,27,18,4,2,12,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
69,AK Markram,NT Ellis,T Stubbs,4,0,4,93,133,15,18,4,3,12,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
70,AK Markram,NT Ellis,T Stubbs,1,0,1,94,132,16,19,4,4,12,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
71,T Stubbs,NT Ellis,AK Markram,0,1,1,95,131,27,19,4,5,12,legbyes,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
72,AK Markram,NT Ellis,T Stubbs,1,0,1,96,130,17,20,4,6,12,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
73,AK Markram,JP Behrendorff,T Stubbs,1,0,1,97,129,18,21,4,1,13,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
74,T Stubbs,JP Behrendorff,AK Markram,0,0,0,97,129,27,20,5,2,13,-,bowled,T Stubbs,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
75,BC Fortuin,JP Behrendorff,AK Markram,0,0,0,97,129,0,1,5,3,13,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
76,BC Fortuin,JP Behrendorff,AK Markram,3,0,3,100,126,3,2,5,4,13,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
77,AK Markram,JP Behrendorff,BC Fortuin,1,0,1,101,125,19,22,5,5,13,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
78,BC Fortuin,JP Behrendorff,AK Markram,1,0,1,102,124,4,3,5,6,13,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
79,BC Fortuin,SA Abbott,AK Markram,0,0,0,102,124,4,4,5,1,14,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
80,BC Fortuin,SA Abbott,AK Markram,0,0,0,102,124,4,5,5,2,14,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
81,BC Fortuin,SA Abbott,AK Markram,4,0,4,106,120,8,6,5,3,14,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
82,BC Fortuin,SA Abbott,AK Markram,0,0,0,106,120,8,7,5,4,14,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
83,BC Fortuin,SA Abbott,AK Markram,0,0,0,106,120,8,8,6,5,14,-,caught,BC Fortuin,AM Hardie,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
84,G Coetzee,SA Abbott,AK Markram,1,0,1,107,119,1,1,6,6,14,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
85,G Coetzee,A Zampa,AK Markram,1,0,1,108,118,2,2,6,1,15,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
86,AK Markram,A Zampa,G Coetzee,1,0,1,109,117,20,23,6,2,15,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
87,G Coetzee,A Zampa,AK Markram,0,0,0,109,117,2,3,6,3,15,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
88,G Coetzee,A Zampa,AK Markram,1,0,1,110,116,3,4,6,4,15,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
89,AK Markram,A Zampa,G Coetzee,4,0,4,114,112,24,24,6,5,15,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
90,AK Markram,A Zampa,G Coetzee,1,0,1,115,111,25,25,6,6,15,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
91,AK Markram,AM Hardie,G Coetzee,6,0,6,121,105,31,26,6,1,16,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
92,AK Markram,AM Hardie,G Coetzee,1,0,1,122,104,32,27,6,2,16,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
93,G Coetzee,AM Hardie,AK Markram,1,0,1,123,103,4,5,6,3,16,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
94,AK Markram,AM Hardie,G Coetzee,1,0,1,124,102,33,28,6,4,16,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
95,G Coetzee,AM Hardie,AK Markram,1,0,1,125,101,5,6,6,5,16,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
96,AK Markram,AM Hardie,G Coetzee,1,0,1,126,100,34,29,6,6,16,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
97,AK Markram,A Zampa,G Coetzee,0,0,0,126,100,34,30,6,1,17,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
98,AK Markram,A Zampa,G Coetzee,1,0,1,127,99,35,31,6,2,17,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
99,G Coetzee,A Zampa,AK Markram,1,0,1,128,98,6,7,6,3,17,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
100,AK Markram,A Zampa,G Coetzee,4,0,4,132,94,39,32,6,4,17,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
101,AK Markram,A Zampa,G Coetzee,6,0,6,138,88,45,33,6,5,17,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
102,AK Markram,A Zampa,G Coetzee,1,0,1,139,87,46,34,6,6,17,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
103,AK Markram,NT Ellis,G Coetzee,0,1,1,140,86,46,35,6,1,18,wides,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
104,AK Markram,NT Ellis,G Coetzee,1,0,1,141,85,47,36,6,2,18,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
105,G Coetzee,NT Ellis,AK Markram,4,0,4,145,81,10,8,6,3,18,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
106,G Coetzee,NT Ellis,AK Markram,1,0,1,146,80,11,9,6,4,18,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
107,AK Markram,NT Ellis,G Coetzee,1,0,1,147,79,48,37,6,5,18,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
108,G Coetzee,NT Ellis,AK Markram,0,0,0,147,79,11,10,6,6,18,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
109,G Coetzee,NT Ellis,AK Markram,0,0,0,147,79,11,11,7,7,18,-,caught,G Coetzee,MR Marsh,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
110,AK Markram,SA Abbott,L Ngidi,1,0,1,148,78,49,38,7,1,19,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
111,L Ngidi,SA Abbott,AK Markram,1,0,1,149,77,1,1,7,2,19,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
112,AK Markram,SA Abbott,L Ngidi,0,0,0,149,77,49,39,8,3,19,-,caught,AK Markram,MW Short,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
113,LB Williams,SA Abbott,L Ngidi,0,0,0,149,77,0,1,8,4,19,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
114,LB Williams,SA Abbott,L Ngidi,1,0,1,150,76,1,2,8,5,19,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
115,L Ngidi,SA Abbott,LB Williams,4,0,4,154,72,5,2,8,6,19,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
116,LB Williams,NT Ellis,L Ngidi,0,1,1,155,71,1,3,8,1,20,legbyes,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
117,L Ngidi,NT Ellis,LB Williams,0,0,0,155,71,5,3,8,2,20,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
118,L Ngidi,NT Ellis,LB Williams,2,0,2,157,69,7,4,8,3,20,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
119,L Ngidi,NT Ellis,LB Williams,0,1,1,158,68,7,5,8,4,20,wides,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
120,L Ngidi,NT Ellis,LB Williams,0,0,0,158,68,7,6,8,5,20,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
121,L Ngidi,NT Ellis,LB Williams,4,0,4,162,64,11,7,8,6,20,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
122,L Ngidi,NT Ellis,LB Williams,2,0,2,164,62,13,8,8,7,20,-,0,,,,field,Australia,1,"Kingsmead, Durban",2023,09,South Africa_Australia_2023-09-01,Australia,South Africa,Australia,164
