,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
94,MS Dhoni,N Pradeep,MK Pandey,1,0,1,117,10,9,4,16,0,,,-,,field,Sri Lanka,1,Barabati Stadium,2017-12-20,India,Sri Lanka
95,MK Pandey,N Pradeep,MS Dhoni,1,0,1,118,3,5,5,16,0,,,-,,field,Sri Lanka,1,Barabati Stadium,2017-12-20,India,Sri Lanka
96,MS Dhoni,N Pradeep,MK Pandey,1,0,1,119,11,10,6,16,0,,,-,,field,Sri Lanka,1,Barabati Stadium,2017-12-20,India,Sri Lanka
97,MS Dhoni,PVD Chameera,MK Pandey,0,1,1,120,11,11,1,17,0,,,wides,,field,Sri Lanka,1,Barabati Stadium,2017-12-20,India,Sri Lanka
98,MS Dhoni,PVD Chameera,MK Pandey,4,0,4,124,15,12,2,17,0,,,-,,field,Sri Lanka,1,Barabati Stadium,2017-12-20,India,Sri Lanka
99,MS Dhoni,PVD Chameera,MK Pandey,1,0,1,125,16,13,3,17,0,,,-,,field,Sri Lanka,1,Barabati Stadium,2017-12-20,India,Sri Lanka
100,MK Pandey,PVD Chameera,MS Dhoni,6,0,6,131,9,6,4,17,0,,,-,,field,Sri Lanka,1,Barabati Stadium,2017-12-20,India,Sri Lanka
101,MK Pandey,PVD Chameera,MS Dhoni,4,0,4,135,13,7,5,17,0,,,-,,field,Sri Lanka,1,Barabati Stadium,2017-12-20,India,Sri Lanka
102,MK Pandey,PVD Chameera,MS Dhoni,2,0,2,137,15,8,6,17,0,,,-,,field,Sri Lanka,1,Barabati Stadium,2017-12-20,India,Sri Lanka
103,MK Pandey,PVD Chameera,MS Dhoni,1,0,1,138,16,9,7,17,0,,,-,,field,Sri Lanka,1,Barabati Stadium,2017-12-20,India,Sri Lanka
104,MK Pandey,NLTC Perera,MS Dhoni,1,0,1,139,17,10,1,18,0,,,-,,field,Sri Lanka,1,Barabati Stadium,2017-12-20,India,Sri Lanka
105,MS Dhoni,NLTC Perera,MK Pandey,1,0,1,140,17,14,2,18,0,,,-,,field,Sri Lanka,1,Barabati Stadium,2017-12-20,India,Sri Lanka
106,MK Pandey,NLTC Perera,MS Dhoni,1,0,1,141,18,11,3,18,0,,,-,,field,Sri Lanka,1,Barabati Stadium,2017-12-20,India,Sri Lanka
107,MS Dhoni,NLTC Perera,MK Pandey,4,0,4,145,21,15,4,18,0,,,-,,field,Sri Lanka,1,Barabati Stadium,2017-12-20,India,Sri Lanka
108,MS Dhoni,NLTC Perera,MK Pandey,1,0,1,146,22,16,5,18,0,,,-,,field,Sri Lanka,1,Barabati Stadium,2017-12-20,India,Sri Lanka
109,MK Pandey,NLTC Perera,MS Dhoni,1,0,1,147,19,12,6,18,0,,,-,,field,Sri Lanka,1,Barabati Stadium,2017-12-20,India,Sri Lanka
110,MK Pandey,N Pradeep,MS Dhoni,0,0,0,147,19,13,1,19,0,,,-,,field,Sri Lanka,1,Barabati Stadium,2017-12-20,India,Sri Lanka
111,MK Pandey,N Pradeep,MS Dhoni,0,1,1,148,19,14,2,19,0,,,wides,,field,Sri Lanka,1,Barabati Stadium,2017-12-20,India,Sri Lanka
112,MK Pandey,N Pradeep,MS Dhoni,1,0,1,149,20,15,3,19,0,,,-,,field,Sri Lanka,1,Barabati Stadium,2017-12-20,India,Sri Lanka
113,MS Dhoni,N Pradeep,MK Pandey,0,1,1,150,22,17,4,19,0,,,wides,,field,Sri Lanka,1,Barabati Stadium,2017-12-20,India,Sri Lanka
114,MS Dhoni,N Pradeep,MK Pandey,2,0,2,152,24,18,5,19,0,,,-,,field,Sri Lanka,1,Barabati Stadium,2017-12-20,India,Sri Lanka
115,MS Dhoni,N Pradeep,MK Pandey,4,0,4,156,28,19,6,19,0,,,-,,field,Sri Lanka,1,Barabati Stadium,2017-12-20,India,Sri Lanka
116,MS Dhoni,N Pradeep,MK Pandey,1,0,1,157,29,20,7,19,0,,,-,,field,Sri Lanka,1,Barabati Stadium,2017-12-20,India,Sri Lanka
117,MK Pandey,N Pradeep,MS Dhoni,6,1,7,164,26,16,8,19,0,,,noballs,,field,Sri Lanka,1,Barabati Stadium,2017-12-20,India,Sri Lanka
118,MK Pandey,N Pradeep,MS Dhoni,4,0,4,168,30,17,9,19,0,,,-,,field,Sri Lanka,1,Barabati Stadium,2017-12-20,India,Sri Lanka
119,MS Dhoni,NLTC Perera,MK Pandey,2,0,2,170,31,21,1,20,0,,,-,,field,Sri Lanka,1,Barabati Stadium,2017-12-20,India,Sri Lanka
120,MS Dhoni,NLTC Perera,MK Pandey,1,0,1,171,32,22,2,20,0,,,-,,field,Sri Lanka,1,Barabati Stadium,2017-12-20,India,Sri Lanka
121,MK Pandey,NLTC Perera,MS Dhoni,1,0,1,172,31,18,3,20,0,,,-,,field,Sri Lanka,1,Barabati Stadium,2017-12-20,India,Sri Lanka
122,MS Dhoni,NLTC Perera,MK Pandey,1,0,1,173,33,23,4,20,0,,,-,,field,Sri Lanka,1,Barabati Stadium,2017-12-20,India,Sri Lanka
123,MK Pandey,NLTC Perera,MS Dhoni,1,0,1,174,32,19,5,20,0,,,-,,field,Sri Lanka,1,Barabati Stadium,2017-12-20,India,Sri Lanka
124,MS Dhoni,NLTC Perera,MK Pandey,6,0,6,180,39,24,6,20,0,,,-,,field,Sri Lanka,1,Barabati Stadium,2017-12-20,India,Sri Lanka
