,batter,bowler,non_striker,review,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
18,Babar Azam,DC Drakes,Mohammad Rizwan,,0,1,1,31,176,9,10,0,wides,0.0,3,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
19,Babar Azam,DC Drakes,Mohammad Rizwan,,0,0,0,31,176,9,11,0,-,1.0,3,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
20,Babar Azam,DC Drakes,Mohammad Rizwan,,4,0,4,35,172,13,12,0,-,2.0,3,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
21,Babar Azam,DC Drakes,Mohammad Rizwan,,1,0,1,36,171,14,13,0,-,3.0,3,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
22,Mohammad Rizwan,DC Drakes,Babar Azam,,4,0,4,40,167,25,10,0,-,4.0,3,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
23,Mohammad Rizwan,DC Drakes,Babar Azam,,1,0,1,41,166,26,11,0,-,5.0,3,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
24,Babar Azam,DC Drakes,Mohammad Rizwan,,0,0,0,41,166,14,14,0,-,6.0,3,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
25,Mohammad Rizwan,G Motie,Babar Azam,,1,0,1,42,165,27,12,0,-,1.0,4,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
26,Babar Azam,G Motie,Mohammad Rizwan,,1,0,1,43,164,15,15,0,-,2.0,4,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
27,Mohammad Rizwan,G Motie,Babar Azam,,1,0,1,44,163,28,13,0,-,3.0,4,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
28,Babar Azam,G Motie,Mohammad Rizwan,,4,0,4,48,159,19,16,0,-,4.0,4,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
29,Babar Azam,G Motie,Mohammad Rizwan,,4,0,4,52,155,23,17,0,-,5.0,4,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
30,Babar Azam,G Motie,Mohammad Rizwan,,2,0,2,54,153,25,18,0,-,6.0,4,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
31,Mohammad Rizwan,DC Drakes,Babar Azam,,1,0,1,55,152,29,14,0,-,1.0,5,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
32,Babar Azam,DC Drakes,Mohammad Rizwan,,1,0,1,56,151,26,19,0,-,2.0,5,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
33,Mohammad Rizwan,DC Drakes,Babar Azam,,2,0,2,58,149,31,15,0,-,3.0,5,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
34,Mohammad Rizwan,DC Drakes,Babar Azam,,1,0,1,59,148,32,16,0,-,4.0,5,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
35,Babar Azam,DC Drakes,Mohammad Rizwan,,0,0,0,59,148,26,20,0,-,5.0,5,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
36,Babar Azam,DC Drakes,Mohammad Rizwan,,1,0,1,60,147,27,21,0,-,6.0,5,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
37,Babar Azam,G Motie,Mohammad Rizwan,,0,0,0,60,147,27,22,0,-,1.0,6,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
38,Babar Azam,G Motie,Mohammad Rizwan,,1,0,1,61,146,28,23,0,-,2.0,6,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
39,Mohammad Rizwan,G Motie,Babar Azam,,1,0,1,62,145,33,17,0,-,3.0,6,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
40,Babar Azam,G Motie,Mohammad Rizwan,,0,0,0,62,145,28,24,0,-,4.0,6,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
41,Babar Azam,G Motie,Mohammad Rizwan,,0,0,0,62,145,28,25,0,-,5.0,6,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
42,Babar Azam,G Motie,Mohammad Rizwan,,1,0,1,63,144,29,26,0,-,6.0,6,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
43,Babar Azam,OF Smith,Mohammad Rizwan,,1,0,1,64,143,30,27,0,-,1.0,7,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
44,Mohammad Rizwan,OF Smith,Babar Azam,,1,0,1,65,142,34,18,0,-,2.0,7,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
45,Babar Azam,OF Smith,Mohammad Rizwan,,1,0,1,66,141,31,28,0,-,3.0,7,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
46,Mohammad Rizwan,OF Smith,Babar Azam,,1,0,1,67,140,35,19,0,-,4.0,7,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
47,Babar Azam,OF Smith,Mohammad Rizwan,,0,0,0,67,140,31,29,0,-,5.0,7,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
48,Babar Azam,OF Smith,Mohammad Rizwan,,4,0,4,71,136,35,30,0,-,6.0,7,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
49,Mohammad Rizwan,HR Walsh,Babar Azam,,2,0,2,73,134,37,20,0,-,1.0,8,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
50,Mohammad Rizwan,HR Walsh,Babar Azam,,4,0,4,77,130,41,21,0,-,2.0,8,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
51,Mohammad Rizwan,HR Walsh,Babar Azam,,1,0,1,78,129,42,22,0,-,3.0,8,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
52,Babar Azam,HR Walsh,Mohammad Rizwan,,4,0,4,82,125,39,31,0,-,4.0,8,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
53,Babar Azam,HR Walsh,Mohammad Rizwan,,1,0,1,83,124,40,32,0,-,5.0,8,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
54,Mohammad Rizwan,HR Walsh,Babar Azam,,0,0,0,83,124,42,23,0,-,6.0,8,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
55,Babar Azam,OF Smith,Mohammad Rizwan,,1,0,1,84,123,41,33,0,-,1.0,9,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
56,Mohammad Rizwan,OF Smith,Babar Azam,,6,0,6,90,117,48,24,0,-,2.0,9,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
57,Mohammad Rizwan,OF Smith,Babar Azam,,1,0,1,91,116,49,25,0,-,3.0,9,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
58,Babar Azam,OF Smith,Mohammad Rizwan,,4,0,4,95,112,45,34,0,-,4.0,9,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
59,Babar Azam,OF Smith,Mohammad Rizwan,,1,0,1,96,111,46,35,0,-,5.0,9,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
60,Mohammad Rizwan,OF Smith,Babar Azam,,0,1,1,97,110,49,26,0,wides,5.0,9,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
61,Mohammad Rizwan,OF Smith,Babar Azam,,1,0,1,98,109,50,27,0,-,6.0,9,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
62,Mohammad Rizwan,O Thomas,Babar Azam,,4,0,4,102,105,54,28,0,-,1.0,10,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
63,Mohammad Rizwan,O Thomas,Babar Azam,,1,0,1,103,104,55,29,0,-,2.0,10,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
64,Babar Azam,O Thomas,Mohammad Rizwan,,0,0,0,103,104,46,36,0,-,3.0,10,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
65,Babar Azam,O Thomas,Mohammad Rizwan,,1,0,1,104,103,47,37,0,-,4.0,10,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
66,Mohammad Rizwan,O Thomas,Babar Azam,,1,0,1,105,102,56,30,0,-,5.0,10,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
67,Babar Azam,O Thomas,Mohammad Rizwan,,1,0,1,106,101,48,38,0,-,6.0,10,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
68,Babar Azam,R Shepherd,Mohammad Rizwan,,0,0,0,106,101,48,39,0,-,1.0,11,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
69,Babar Azam,R Shepherd,Mohammad Rizwan,,1,0,1,107,100,49,40,0,-,2.0,11,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
70,Mohammad Rizwan,R Shepherd,Babar Azam,,0,1,1,108,99,56,31,0,wides,2.0,11,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
71,Mohammad Rizwan,R Shepherd,Babar Azam,,1,0,1,109,98,57,32,0,-,3.0,11,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
72,Babar Azam,R Shepherd,Mohammad Rizwan,,1,0,1,110,97,50,41,0,-,4.0,11,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
73,Mohammad Rizwan,R Shepherd,Babar Azam,,4,0,4,114,93,61,33,0,-,5.0,11,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
74,Mohammad Rizwan,R Shepherd,Babar Azam,,2,0,2,116,91,63,34,0,-,6.0,11,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
75,Babar Azam,O Thomas,Mohammad Rizwan,,1,0,1,117,90,51,42,0,-,1.0,12,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
76,Mohammad Rizwan,O Thomas,Babar Azam,,1,0,1,118,89,64,35,0,-,2.0,12,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
77,Babar Azam,O Thomas,Mohammad Rizwan,,6,0,6,124,83,57,43,0,-,3.0,12,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
78,Babar Azam,O Thomas,Mohammad Rizwan,,4,0,4,128,79,61,44,0,-,4.0,12,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
79,Babar Azam,O Thomas,Mohammad Rizwan,,4,0,4,132,75,65,45,0,-,5.0,12,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
80,Babar Azam,O Thomas,Mohammad Rizwan,,1,0,1,133,74,66,46,0,-,6.0,12,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
81,Babar Azam,DC Drakes,Mohammad Rizwan,,1,0,1,134,73,67,47,0,-,1.0,13,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
82,Mohammad Rizwan,DC Drakes,Babar Azam,,1,0,1,135,72,65,36,0,-,2.0,13,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
83,Babar Azam,DC Drakes,Mohammad Rizwan,,2,0,2,137,70,69,48,0,-,3.0,13,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
84,Babar Azam,DC Drakes,Mohammad Rizwan,,1,0,1,138,69,70,49,0,-,4.0,13,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
85,Mohammad Rizwan,DC Drakes,Babar Azam,,1,0,1,139,68,66,37,0,-,5.0,13,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
86,Babar Azam,DC Drakes,Mohammad Rizwan,,1,0,1,140,67,71,50,0,-,6.0,13,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
87,Babar Azam,HR Walsh,Mohammad Rizwan,,1,0,1,141,66,72,51,0,-,1.0,14,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
88,Mohammad Rizwan,HR Walsh,Babar Azam,,4,0,4,145,62,70,38,0,-,2.0,14,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
89,Mohammad Rizwan,HR Walsh,Babar Azam,,1,0,1,146,61,71,39,0,-,3.0,14,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
90,Babar Azam,HR Walsh,Mohammad Rizwan,,6,0,6,152,55,78,52,0,-,4.0,14,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
91,Babar Azam,HR Walsh,Mohammad Rizwan,,0,1,1,153,54,78,53,0,wides,4.0,14,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
92,Babar Azam,HR Walsh,Mohammad Rizwan,,1,0,1,154,53,79,54,0,-,5.0,14,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
93,Mohammad Rizwan,HR Walsh,Babar Azam,,4,0,4,158,49,75,40,0,-,6.0,14,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
94,Babar Azam,OF Smith,Mohammad Rizwan,,0,0,0,158,49,79,55,1,-,1.0,15,caught,Babar Azam,R Shepherd,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
95,Fakhar Zaman,OF Smith,Mohammad Rizwan,,4,0,4,162,45,4,1,1,-,2.0,15,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
96,Fakhar Zaman,OF Smith,Mohammad Rizwan,,1,0,1,163,44,5,2,1,-,3.0,15,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
97,Mohammad Rizwan,OF Smith,Fakhar Zaman,,1,0,1,164,43,76,41,1,-,4.0,15,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
98,Fakhar Zaman,OF Smith,Mohammad Rizwan,,4,0,4,168,39,9,3,1,-,5.0,15,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
99,Fakhar Zaman,OF Smith,Mohammad Rizwan,,0,1,1,169,38,9,4,1,wides,5.0,15,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
100,Fakhar Zaman,OF Smith,Mohammad Rizwan,,0,0,0,169,38,9,5,1,-,6.0,15,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
101,Mohammad Rizwan,R Shepherd,Fakhar Zaman,,0,1,1,170,37,76,42,1,wides,0.0,16,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
102,Mohammad Rizwan,R Shepherd,Fakhar Zaman,,2,0,2,172,35,78,43,1,-,1.0,16,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
103,Mohammad Rizwan,R Shepherd,Fakhar Zaman,,1,0,1,173,34,79,44,1,-,2.0,16,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
104,Fakhar Zaman,R Shepherd,Mohammad Rizwan,,1,0,1,174,33,10,6,1,-,3.0,16,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
105,Mohammad Rizwan,R Shepherd,Fakhar Zaman,,4,0,4,178,29,83,45,1,-,4.0,16,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
106,Mohammad Rizwan,R Shepherd,Fakhar Zaman,,4,0,4,182,25,87,46,1,-,5.0,16,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
107,Mohammad Rizwan,R Shepherd,Fakhar Zaman,,0,0,0,182,25,87,47,1,-,6.0,16,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
108,Fakhar Zaman,DC Drakes,Mohammad Rizwan,,1,0,1,183,24,11,7,1,-,1.0,17,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
109,Mohammad Rizwan,DC Drakes,Fakhar Zaman,,0,1,1,184,23,87,48,1,wides,1.0,17,0,,,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
110,Mohammad Rizwan,DC Drakes,Fakhar Zaman,,0,0,0,184,23,87,49,2,-,2.0,17,caught,Mohammad Rizwan,N Pooran,bat,West Indies,2,"National Stadium, Karachi",2021,12,West Indies_Pakistan_2021-12-16,Pakistan,Pakistan,West Indies,True,208
