,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
19,TL Seifert,O Thomas,MJ Guptill,4,0,4,21,,7,4,0,1,3,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
20,TL Seifert,O Thomas,MJ Guptill,4,0,4,25,,11,5,0,2,3,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
21,TL Seifert,O Thomas,MJ Guptill,0,0,0,25,,11,6,0,3,3,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
22,TL Seifert,O Thomas,MJ Guptill,0,0,0,25,,11,7,0,4,3,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
23,TL Seifert,O Thomas,MJ Guptill,1,0,1,26,,12,8,0,5,3,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
24,MJ Guptill,O Thomas,TL Seifert,0,0,0,26,,13,17,0,6,3,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
25,TL Seifert,KMA Paul,MJ Guptill,4,0,4,30,,16,9,0,1,4,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
26,TL Seifert,KMA Paul,MJ Guptill,0,0,0,30,,16,10,0,2,4,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
27,TL Seifert,KMA Paul,MJ Guptill,1,0,1,31,,17,11,0,3,4,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
28,MJ Guptill,KMA Paul,TL Seifert,6,0,6,37,,19,18,0,4,4,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
29,MJ Guptill,KMA Paul,TL Seifert,0,0,0,37,,19,19,0,5,4,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
30,MJ Guptill,KMA Paul,TL Seifert,4,0,4,41,,23,20,0,6,4,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
31,TL Seifert,O Thomas,MJ Guptill,1,0,1,42,,18,12,0,1,5,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
32,MJ Guptill,O Thomas,TL Seifert,6,0,6,48,,29,21,0,2,5,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
33,MJ Guptill,O Thomas,TL Seifert,1,0,1,49,,30,22,0,3,5,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
34,TL Seifert,O Thomas,MJ Guptill,0,0,0,49,,18,13,1,4,5,-,,bowled,TL Seifert,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
35,DP Conway,O Thomas,MJ Guptill,0,0,0,49,,0,1,1,5,5,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
36,DP Conway,O Thomas,MJ Guptill,0,0,0,49,,0,2,1,6,5,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
37,MJ Guptill,FA Allen,DP Conway,4,0,4,53,,34,23,1,1,6,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
38,MJ Guptill,FA Allen,DP Conway,0,0,0,53,,34,24,2,2,6,-,"{'by': 'West Indies', 'umpire': 'SB Haig', 'batter': 'MJ Guptill', 'decision': 'upheld'}",caught,MJ Guptill,N Pooran,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
39,GD Phillips,FA Allen,DP Conway,1,0,1,54,,1,1,2,3,6,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
40,DP Conway,FA Allen,GD Phillips,1,0,1,55,,1,3,2,4,6,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
41,GD Phillips,FA Allen,DP Conway,1,0,1,56,,2,2,2,5,6,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
42,DP Conway,FA Allen,GD Phillips,1,0,1,57,,2,4,2,6,6,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
43,DP Conway,KA Pollard,GD Phillips,1,0,1,58,,3,5,2,1,7,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
44,GD Phillips,KA Pollard,DP Conway,1,0,1,59,,3,3,2,2,7,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
45,DP Conway,KA Pollard,GD Phillips,2,0,2,61,,5,6,2,3,7,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
46,DP Conway,KA Pollard,GD Phillips,1,0,1,62,,6,7,2,4,7,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
47,GD Phillips,KA Pollard,DP Conway,4,0,4,66,,7,4,2,5,7,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
48,GD Phillips,KA Pollard,DP Conway,0,0,0,66,,7,5,2,6,7,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
49,DP Conway,FA Allen,GD Phillips,0,0,0,66,,6,8,2,1,8,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
50,DP Conway,FA Allen,GD Phillips,1,0,1,67,,7,9,2,2,8,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
51,GD Phillips,FA Allen,DP Conway,0,1,1,68,,7,6,2,3,8,legbyes,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
52,DP Conway,FA Allen,GD Phillips,0,0,0,68,,7,10,2,4,8,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
53,DP Conway,FA Allen,GD Phillips,1,0,1,69,,8,11,2,5,8,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
54,GD Phillips,FA Allen,DP Conway,1,0,1,70,,8,7,2,6,8,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
55,GD Phillips,KA Pollard,DP Conway,1,0,1,71,,9,8,2,1,9,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
56,DP Conway,KA Pollard,GD Phillips,4,0,4,75,,12,12,2,2,9,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
57,DP Conway,KA Pollard,GD Phillips,2,0,2,77,,14,13,2,3,9,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
58,DP Conway,KA Pollard,GD Phillips,1,0,1,78,,15,14,2,4,9,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
59,GD Phillips,KA Pollard,DP Conway,0,0,0,78,,9,9,2,5,9,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
60,GD Phillips,KA Pollard,DP Conway,6,0,6,84,,15,10,2,6,9,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
61,DP Conway,KMA Paul,GD Phillips,1,0,1,85,,16,15,2,1,10,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
62,GD Phillips,KMA Paul,DP Conway,1,0,1,86,,16,11,2,2,10,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
63,DP Conway,KMA Paul,GD Phillips,0,1,1,87,,16,16,2,3,10,wides,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
64,DP Conway,KMA Paul,GD Phillips,1,0,1,88,,17,17,2,4,10,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
65,GD Phillips,KMA Paul,DP Conway,6,0,6,94,,22,12,2,5,10,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
66,GD Phillips,KMA Paul,DP Conway,4,0,4,98,,26,13,2,6,10,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
67,GD Phillips,KMA Paul,DP Conway,4,0,4,102,,30,14,2,7,10,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
68,DP Conway,R Powell,GD Phillips,1,0,1,103,,18,18,2,1,11,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
69,GD Phillips,R Powell,DP Conway,0,2,2,105,,30,15,2,2,11,legbyes,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
70,GD Phillips,R Powell,DP Conway,2,0,2,107,,32,16,2,3,11,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
71,GD Phillips,R Powell,DP Conway,6,0,6,113,,38,17,2,4,11,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
72,GD Phillips,R Powell,DP Conway,0,0,0,113,,38,18,2,5,11,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
73,GD Phillips,R Powell,DP Conway,0,0,0,113,,38,19,2,6,11,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
74,DP Conway,FA Allen,GD Phillips,1,0,1,114,,19,19,2,1,12,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
75,GD Phillips,FA Allen,DP Conway,0,1,1,115,,38,20,2,2,12,noballs,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
76,GD Phillips,FA Allen,DP Conway,6,0,6,121,,44,21,2,3,12,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
77,GD Phillips,FA Allen,DP Conway,6,0,6,127,,50,22,2,4,12,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
78,GD Phillips,FA Allen,DP Conway,6,0,6,133,,56,23,2,5,12,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
79,GD Phillips,FA Allen,DP Conway,0,0,0,133,,56,24,2,6,12,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
80,GD Phillips,FA Allen,DP Conway,4,0,4,137,,60,25,2,7,12,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
81,DP Conway,O Thomas,GD Phillips,2,0,2,139,,21,20,2,1,13,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
82,DP Conway,O Thomas,GD Phillips,1,0,1,140,,22,21,2,2,13,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
83,GD Phillips,O Thomas,DP Conway,0,0,0,140,,60,26,2,3,13,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
84,GD Phillips,O Thomas,DP Conway,4,0,4,144,,64,27,2,4,13,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
85,GD Phillips,O Thomas,DP Conway,1,0,1,145,,65,28,2,5,13,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
86,DP Conway,O Thomas,GD Phillips,6,0,6,151,,28,22,2,6,13,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
87,GD Phillips,SS Cottrell,DP Conway,0,0,0,151,,65,29,2,1,14,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
88,GD Phillips,SS Cottrell,DP Conway,6,0,6,157,,71,30,2,2,14,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
89,GD Phillips,SS Cottrell,DP Conway,1,0,1,158,,72,31,2,3,14,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
90,DP Conway,SS Cottrell,GD Phillips,1,0,1,159,,29,23,2,4,14,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
91,GD Phillips,SS Cottrell,DP Conway,0,0,0,159,,72,32,2,5,14,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
92,GD Phillips,SS Cottrell,DP Conway,1,0,1,160,,73,33,2,6,14,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
93,GD Phillips,KMA Paul,DP Conway,4,0,4,164,,77,34,2,1,15,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
94,GD Phillips,KMA Paul,DP Conway,0,0,0,164,,77,35,2,2,15,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
95,GD Phillips,KMA Paul,DP Conway,2,0,2,166,,79,36,2,3,15,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
96,GD Phillips,KMA Paul,DP Conway,0,0,0,166,,79,37,2,4,15,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
97,GD Phillips,KMA Paul,DP Conway,1,0,1,167,,80,38,2,5,15,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
98,DP Conway,KMA Paul,GD Phillips,1,0,1,168,,30,24,2,6,15,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
99,DP Conway,SS Cottrell,GD Phillips,1,0,1,169,,31,25,2,1,16,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
100,GD Phillips,SS Cottrell,DP Conway,0,1,1,170,,80,39,2,2,16,wides,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
101,GD Phillips,SS Cottrell,DP Conway,4,0,4,174,,84,40,2,3,16,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
102,GD Phillips,SS Cottrell,DP Conway,0,1,1,175,,84,41,2,4,16,noballs,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
103,GD Phillips,SS Cottrell,DP Conway,4,0,4,179,,88,42,2,5,16,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
104,GD Phillips,SS Cottrell,DP Conway,0,1,1,180,,88,43,2,6,16,noballs,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
105,DP Conway,SS Cottrell,GD Phillips,0,1,1,181,,31,26,2,7,16,legbyes,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
106,GD Phillips,SS Cottrell,DP Conway,0,1,1,182,,88,44,2,8,16,wides,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
107,GD Phillips,SS Cottrell,DP Conway,6,0,6,188,,94,45,2,9,16,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
108,GD Phillips,SS Cottrell,DP Conway,4,0,4,192,,98,46,2,10,16,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
109,DP Conway,KMA Paul,GD Phillips,4,0,4,196,,35,27,2,1,17,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
110,DP Conway,KMA Paul,GD Phillips,6,0,6,202,,41,28,2,2,17,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
111,DP Conway,KMA Paul,GD Phillips,0,1,1,203,,41,29,2,3,17,noballs,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
112,DP Conway,KMA Paul,GD Phillips,0,0,0,203,,41,30,2,4,17,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
113,DP Conway,KMA Paul,GD Phillips,6,0,6,209,,47,31,2,5,17,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
114,DP Conway,KMA Paul,GD Phillips,4,0,4,213,,51,32,2,6,17,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
115,DP Conway,KMA Paul,GD Phillips,2,0,2,215,,53,33,2,7,17,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
116,GD Phillips,O Thomas,DP Conway,1,0,1,216,,99,47,2,1,18,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
117,DP Conway,O Thomas,GD Phillips,0,0,0,216,,53,34,2,2,18,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
118,DP Conway,O Thomas,GD Phillips,4,0,4,220,,57,35,2,3,18,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
119,DP Conway,O Thomas,GD Phillips,1,0,1,221,,58,36,2,4,18,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
120,GD Phillips,O Thomas,DP Conway,1,0,1,222,,100,48,2,5,18,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
121,DP Conway,O Thomas,GD Phillips,6,0,6,228,,64,37,2,6,18,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
122,GD Phillips,KA Pollard,DP Conway,2,0,2,230,,102,49,2,1,19,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
123,GD Phillips,KA Pollard,DP Conway,0,1,1,231,,102,50,2,2,19,wides,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
124,GD Phillips,KA Pollard,DP Conway,4,0,4,235,,106,51,2,3,19,-,,0,,,field,West Indies,1,Bay Oval,2020,11,New Zealand_West Indies_2020-11-29,New Zealand,New Zealand,West Indies,True,238
