,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,review,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
13,RR Pant,K Rabada,KD Karthik,1,0,1,9,218,3,5,2,1,0,,,3,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
14,KD Karthik,K Rabada,RR Pant,0,0,0,9,218,4,3,2,2,0,,,3,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
15,KD Karthik,K Rabada,RR Pant,4,0,4,13,214,8,4,2,3,0,,,3,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
16,KD Karthik,K Rabada,RR Pant,1,0,1,14,213,9,5,2,4,0,,,3,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
17,RR Pant,K Rabada,KD Karthik,0,0,0,14,213,3,6,2,5,0,,,3,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
18,RR Pant,K Rabada,KD Karthik,4,0,4,18,209,7,7,2,6,0,,,3,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
19,KD Karthik,WD Parnell,RR Pant,0,0,0,18,209,9,6,2,1,0,,,4,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
20,KD Karthik,WD Parnell,RR Pant,0,0,0,18,209,9,7,2,2,0,,,4,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
21,KD Karthik,WD Parnell,RR Pant,4,0,4,22,205,13,8,2,3,0,,,4,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
22,KD Karthik,WD Parnell,RR Pant,0,0,0,22,205,13,9,2,4,0,,,4,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
23,KD Karthik,WD Parnell,RR Pant,0,1,1,23,204,13,10,2,5,0,,,4,,wides,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
24,KD Karthik,WD Parnell,RR Pant,1,0,1,24,203,14,11,2,6,0,,,4,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
25,RR Pant,WD Parnell,KD Karthik,0,1,1,25,202,7,8,2,7,0,,,4,,legbyes,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
26,RR Pant,L Ngidi,KD Karthik,4,0,4,29,198,11,9,2,1,0,,,5,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
27,RR Pant,L Ngidi,KD Karthik,0,0,0,29,198,11,10,2,2,0,,,5,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
28,RR Pant,L Ngidi,KD Karthik,6,0,6,35,192,17,11,2,3,0,,,5,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
29,RR Pant,L Ngidi,KD Karthik,4,0,4,39,188,21,12,2,4,0,,,5,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
30,RR Pant,L Ngidi,KD Karthik,6,0,6,45,182,27,13,2,5,0,,,5,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
31,RR Pant,L Ngidi,KD Karthik,0,0,0,45,182,27,14,3,6,caught,RR Pant,T Stubbs,5,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
32,KD Karthik,WD Parnell,SA Yadav,0,0,0,45,182,14,12,3,1,0,,,6,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
33,KD Karthik,WD Parnell,SA Yadav,6,0,6,51,176,20,13,3,2,0,,,6,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
34,KD Karthik,WD Parnell,SA Yadav,4,0,4,55,172,24,14,3,3,0,,,6,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
35,KD Karthik,WD Parnell,SA Yadav,6,0,6,61,166,30,15,3,4,0,,,6,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
36,KD Karthik,WD Parnell,SA Yadav,2,0,2,63,164,32,16,3,5,0,,,6,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
37,KD Karthik,WD Parnell,SA Yadav,1,0,1,64,163,33,17,3,6,0,,,6,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
38,KD Karthik,KA Maharaj,SA Yadav,1,0,1,65,162,34,18,3,1,0,,,7,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
39,SA Yadav,KA Maharaj,KD Karthik,1,0,1,66,161,1,1,3,2,0,,,7,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
40,KD Karthik,KA Maharaj,SA Yadav,6,0,6,72,155,40,19,3,3,0,,,7,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
41,KD Karthik,KA Maharaj,SA Yadav,6,0,6,78,149,46,20,3,4,0,,,7,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
42,KD Karthik,KA Maharaj,SA Yadav,0,0,0,78,149,46,21,3,5,0,,,7,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
43,KD Karthik,KA Maharaj,SA Yadav,0,0,0,78,149,46,22,4,6,bowled,KD Karthik,,7,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
44,SA Yadav,D Pretorius,AR Patel,0,0,0,78,149,1,2,4,1,0,,,8,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
45,SA Yadav,D Pretorius,AR Patel,1,0,1,79,148,2,3,4,2,0,,,8,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
46,AR Patel,D Pretorius,SA Yadav,1,0,1,80,147,1,1,4,3,0,,,8,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
47,SA Yadav,D Pretorius,AR Patel,6,0,6,86,141,8,4,4,4,0,,,8,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
48,SA Yadav,D Pretorius,AR Patel,0,0,0,86,141,8,5,4,5,0,,,8,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
49,SA Yadav,D Pretorius,AR Patel,0,0,0,86,141,8,6,5,6,caught,SA Yadav,T Stubbs,8,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
50,AR Patel,KA Maharaj,HV Patel,0,0,0,86,141,1,2,5,1,0,,,9,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
51,AR Patel,KA Maharaj,HV Patel,1,0,1,87,140,2,3,5,2,0,,,9,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
52,HV Patel,KA Maharaj,AR Patel,0,0,0,87,140,0,1,5,3,0,,,9,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
53,HV Patel,KA Maharaj,AR Patel,0,0,0,87,140,0,2,5,4,0,,,9,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
54,HV Patel,KA Maharaj,AR Patel,4,0,4,91,136,4,3,5,5,0,,,9,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
55,HV Patel,KA Maharaj,AR Patel,0,0,0,91,136,4,4,5,6,0,,,9,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
56,AR Patel,D Pretorius,HV Patel,1,0,1,92,135,3,4,5,1,0,,,10,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
57,HV Patel,D Pretorius,AR Patel,0,0,0,92,135,4,5,5,2,0,,,10,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
58,HV Patel,D Pretorius,AR Patel,0,0,0,92,135,4,6,5,3,0,,,10,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
59,HV Patel,D Pretorius,AR Patel,1,0,1,93,134,5,7,5,4,0,,,10,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
60,AR Patel,D Pretorius,HV Patel,1,0,1,94,133,4,5,5,5,0,,,10,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
61,HV Patel,D Pretorius,AR Patel,1,0,1,95,132,6,8,5,6,0,,,10,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
62,HV Patel,L Ngidi,AR Patel,4,0,4,99,128,10,9,5,1,0,,,11,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
63,HV Patel,L Ngidi,AR Patel,1,0,1,100,127,11,10,5,2,0,,,11,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
64,AR Patel,L Ngidi,HV Patel,1,0,1,101,126,5,6,5,3,0,,,11,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
65,HV Patel,L Ngidi,AR Patel,6,0,6,107,120,17,11,5,4,0,,,11,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
66,HV Patel,L Ngidi,AR Patel,0,1,1,108,119,17,12,5,5,0,,,11,,wides,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
67,HV Patel,L Ngidi,AR Patel,0,0,0,108,119,17,13,6,6,caught,HV Patel,DA Miller,11,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
68,R Ashwin,L Ngidi,AR Patel,1,0,1,109,118,1,1,6,7,0,,,11,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
69,R Ashwin,WD Parnell,AR Patel,0,0,0,109,118,1,2,6,1,0,,,12,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
70,R Ashwin,WD Parnell,AR Patel,1,0,1,110,117,2,3,6,2,0,,,12,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
71,AR Patel,WD Parnell,R Ashwin,4,0,4,114,113,9,7,6,3,0,,,12,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
72,AR Patel,WD Parnell,R Ashwin,0,0,0,114,113,9,8,7,4,caught,AR Patel,Q de Kock,12,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
73,DL Chahar,WD Parnell,R Ashwin,4,0,4,118,109,4,1,7,5,0,,,12,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
74,DL Chahar,WD Parnell,R Ashwin,1,0,1,119,108,5,2,7,6,0,,,12,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
75,DL Chahar,KA Maharaj,R Ashwin,1,0,1,120,107,6,3,7,1,0,,,13,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
76,R Ashwin,KA Maharaj,DL Chahar,0,0,0,120,107,2,4,8,2,caught,R Ashwin,K Rabada,13,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
77,UT Yadav,KA Maharaj,DL Chahar,1,0,1,121,106,1,1,8,3,0,,,13,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
78,DL Chahar,KA Maharaj,UT Yadav,0,0,0,121,106,6,4,8,4,0,,,13,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
79,DL Chahar,KA Maharaj,UT Yadav,1,0,1,122,105,7,5,8,5,0,,,13,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
80,UT Yadav,KA Maharaj,DL Chahar,1,0,1,123,104,2,2,8,6,0,,,13,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
81,UT Yadav,K Rabada,DL Chahar,1,0,1,124,103,3,3,8,1,0,,,14,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
82,DL Chahar,K Rabada,UT Yadav,0,0,0,124,103,7,6,8,2,0,,,14,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
83,DL Chahar,K Rabada,UT Yadav,1,0,1,125,102,8,7,8,3,0,,,14,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
84,UT Yadav,K Rabada,DL Chahar,0,0,0,125,102,3,4,8,4,0,,,14,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
85,UT Yadav,K Rabada,DL Chahar,4,0,4,129,98,7,5,8,5,0,,,14,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
86,UT Yadav,K Rabada,DL Chahar,0,1,1,130,97,7,6,8,6,0,,,14,,wides,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
87,UT Yadav,K Rabada,DL Chahar,0,0,0,130,97,7,7,8,7,0,,,14,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
88,DL Chahar,KA Maharaj,UT Yadav,0,0,0,130,97,8,8,8,1,0,,,15,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
89,DL Chahar,KA Maharaj,UT Yadav,0,0,0,130,97,8,9,8,2,0,,,15,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
90,DL Chahar,KA Maharaj,UT Yadav,0,1,1,131,96,8,10,8,3,0,,,15,,legbyes,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
91,UT Yadav,KA Maharaj,DL Chahar,1,0,1,132,95,8,8,8,4,0,,,15,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
92,DL Chahar,KA Maharaj,UT Yadav,4,0,4,136,91,12,11,8,5,0,,,15,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
93,DL Chahar,KA Maharaj,UT Yadav,6,0,6,142,85,18,12,8,6,0,,,15,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
94,UT Yadav,L Ngidi,DL Chahar,1,1,2,144,83,9,9,8,1,0,,,16,,noballs,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
95,DL Chahar,L Ngidi,UT Yadav,6,0,6,150,77,24,13,8,2,0,,,16,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
96,DL Chahar,L Ngidi,UT Yadav,0,0,0,150,77,24,14,8,3,0,,,16,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
97,DL Chahar,L Ngidi,UT Yadav,1,0,1,151,76,25,15,8,4,0,,,16,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
98,UT Yadav,L Ngidi,DL Chahar,4,0,4,155,72,13,10,8,5,0,,,16,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
99,UT Yadav,L Ngidi,DL Chahar,2,0,2,157,70,15,11,8,6,0,,,16,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
100,UT Yadav,L Ngidi,DL Chahar,0,1,1,158,69,15,12,8,7,0,,,16,,wides,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
101,UT Yadav,L Ngidi,DL Chahar,1,0,1,159,68,16,13,8,8,0,,,16,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
102,UT Yadav,D Pretorius,DL Chahar,0,1,1,160,67,16,14,8,1,0,,,17,,wides,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
103,UT Yadav,D Pretorius,DL Chahar,0,1,1,161,66,16,15,8,2,0,,,17,,wides,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
104,UT Yadav,D Pretorius,DL Chahar,1,0,1,162,65,17,16,8,3,0,,,17,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
105,DL Chahar,D Pretorius,UT Yadav,6,0,6,168,59,31,16,8,4,0,,,17,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
106,DL Chahar,D Pretorius,UT Yadav,0,0,0,168,59,31,17,9,5,caught,DL Chahar,DA Miller,17,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
107,Mohammed Siraj,D Pretorius,UT Yadav,1,0,1,169,58,1,1,9,6,0,,,17,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
108,UT Yadav,D Pretorius,Mohammed Siraj,0,0,0,169,58,17,17,9,7,0,,,17,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
109,UT Yadav,D Pretorius,Mohammed Siraj,1,0,1,170,57,18,18,9,8,0,,,17,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
110,UT Yadav,K Rabada,Mohammed Siraj,0,0,0,170,57,18,19,9,1,0,,,18,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
111,UT Yadav,K Rabada,Mohammed Siraj,1,0,1,171,56,19,20,9,2,0,,,18,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
112,Mohammed Siraj,K Rabada,UT Yadav,0,0,0,171,56,1,2,9,3,0,,,18,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
113,Mohammed Siraj,K Rabada,UT Yadav,4,0,4,175,52,5,3,9,4,0,,,18,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
114,Mohammed Siraj,K Rabada,UT Yadav,0,0,0,175,52,5,4,9,5,0,,,18,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
115,Mohammed Siraj,K Rabada,UT Yadav,0,0,0,175,52,5,5,9,6,0,,,18,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
116,UT Yadav,D Pretorius,Mohammed Siraj,0,1,1,176,51,19,21,9,1,0,,,19,,wides,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
117,UT Yadav,D Pretorius,Mohammed Siraj,0,1,1,177,50,19,22,9,2,0,,,19,,wides,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
118,UT Yadav,D Pretorius,Mohammed Siraj,1,0,1,178,49,20,23,9,3,0,,,19,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
119,Mohammed Siraj,D Pretorius,UT Yadav,0,0,0,178,49,5,6,9,4,0,,,19,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
120,Mohammed Siraj,D Pretorius,UT Yadav,0,0,0,178,49,5,7,10,5,caught,Mohammed Siraj,DA Miller,19,,-,field,India,2,"Holkar Cricket Stadium, Indore",2022,10,South Africa_India_2022-10-04,South Africa,India,South Africa
