,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
55,WIA Fernando,Imad Wasim,MD Gunathilaka,0,0,0,80,110,14,18,0,5,-,8,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
56,WIA Fernando,Imad Wasim,MD Gunathilaka,1,0,1,81,109,15,19,0,6,-,8,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
57,WIA Fernando,Shadab Khan,MD Gunathilaka,1,0,1,82,108,16,20,0,1,-,9,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
58,MD Gunathilaka,Shadab Khan,WIA Fernando,0,0,0,82,108,55,39,0,2,-,9,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
59,MD Gunathilaka,Shadab Khan,WIA Fernando,2,0,2,84,106,57,40,0,3,-,9,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
60,MD Gunathilaka,Shadab Khan,WIA Fernando,0,0,0,84,106,57,41,1,4,-,9,"{'by': 'Sri Lanka', 'umpire': 'Aleem Dar', 'batter': 'MD Gunathilaka', 'decision': 'struck down', 'umpires_call': True}",lbw,MD Gunathilaka,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
61,PBB Rajapaksa,Shadab Khan,WIA Fernando,0,0,0,84,106,0,1,1,5,-,9,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
62,PBB Rajapaksa,Shadab Khan,WIA Fernando,0,0,0,84,106,0,2,1,6,-,9,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
63,WIA Fernando,Iftikhar Ahmed,PBB Rajapaksa,4,0,4,88,102,20,21,1,1,-,10,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
64,WIA Fernando,Iftikhar Ahmed,PBB Rajapaksa,0,0,0,88,102,20,22,1,2,-,10,"{'by': 'Pakistan', 'umpire': 'Ahsan Raza', 'batter': 'WIA Fernando', 'decision': 'struck down', 'umpires_call': True}",0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
65,WIA Fernando,Iftikhar Ahmed,PBB Rajapaksa,1,0,1,89,101,21,23,1,3,-,10,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
66,PBB Rajapaksa,Iftikhar Ahmed,WIA Fernando,0,0,0,89,101,0,3,1,4,-,10,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
67,PBB Rajapaksa,Iftikhar Ahmed,WIA Fernando,0,0,0,89,101,0,4,1,5,-,10,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
68,PBB Rajapaksa,Iftikhar Ahmed,WIA Fernando,2,0,2,91,99,2,5,1,6,-,10,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
69,WIA Fernando,Shadab Khan,PBB Rajapaksa,0,0,0,91,99,21,24,1,1,-,11,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
70,WIA Fernando,Shadab Khan,PBB Rajapaksa,1,0,1,92,98,22,25,1,2,-,11,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
71,PBB Rajapaksa,Shadab Khan,WIA Fernando,6,0,6,98,92,8,6,1,3,-,11,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
72,PBB Rajapaksa,Shadab Khan,WIA Fernando,1,0,1,99,91,9,7,1,4,-,11,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
73,WIA Fernando,Shadab Khan,PBB Rajapaksa,1,0,1,100,90,23,26,1,5,-,11,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
74,PBB Rajapaksa,Shadab Khan,WIA Fernando,0,0,0,100,90,9,8,1,6,-,11,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
75,WIA Fernando,Imad Wasim,PBB Rajapaksa,1,0,1,101,89,24,27,1,1,-,12,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
76,PBB Rajapaksa,Imad Wasim,WIA Fernando,4,0,4,105,85,13,9,1,2,-,12,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
77,PBB Rajapaksa,Imad Wasim,WIA Fernando,1,0,1,106,84,14,10,1,3,-,12,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
78,WIA Fernando,Imad Wasim,PBB Rajapaksa,0,0,0,106,84,24,28,1,4,-,12,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
79,WIA Fernando,Imad Wasim,PBB Rajapaksa,1,0,1,107,83,25,29,1,5,-,12,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
80,PBB Rajapaksa,Imad Wasim,WIA Fernando,0,0,0,107,83,14,11,1,6,-,12,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
81,WIA Fernando,Mohammad Hasnain,PBB Rajapaksa,1,0,1,108,82,26,30,1,1,-,13,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
82,PBB Rajapaksa,Mohammad Hasnain,WIA Fernando,1,0,1,109,81,15,12,1,2,-,13,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
83,WIA Fernando,Mohammad Hasnain,PBB Rajapaksa,2,0,2,111,79,28,31,1,3,-,13,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
84,WIA Fernando,Mohammad Hasnain,PBB Rajapaksa,1,0,1,112,78,29,32,1,4,-,13,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
85,PBB Rajapaksa,Mohammad Hasnain,WIA Fernando,1,0,1,113,77,16,13,1,5,-,13,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
86,WIA Fernando,Mohammad Hasnain,PBB Rajapaksa,4,0,4,117,73,33,33,1,6,-,13,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
87,PBB Rajapaksa,Mohammad Amir,WIA Fernando,0,0,0,117,73,16,14,1,1,-,14,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
88,PBB Rajapaksa,Mohammad Amir,WIA Fernando,2,0,2,119,71,18,15,1,2,-,14,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
89,PBB Rajapaksa,Mohammad Amir,WIA Fernando,1,0,1,120,70,19,16,1,3,-,14,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
90,WIA Fernando,Mohammad Amir,PBB Rajapaksa,0,0,0,120,70,33,34,2,4,-,14,,run out,WIA Fernando,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
91,PBB Rajapaksa,Mohammad Amir,MD Shanaka,4,0,4,124,66,23,17,2,5,-,14,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
92,PBB Rajapaksa,Mohammad Amir,MD Shanaka,2,0,2,126,64,25,18,2,6,-,14,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
93,MD Shanaka,Mohammad Hasnain,PBB Rajapaksa,1,0,1,127,63,1,1,2,1,-,15,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
94,PBB Rajapaksa,Mohammad Hasnain,MD Shanaka,6,0,6,133,57,31,19,2,2,-,15,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
95,PBB Rajapaksa,Mohammad Hasnain,MD Shanaka,1,0,1,134,56,32,20,2,3,-,15,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
96,MD Shanaka,Mohammad Hasnain,PBB Rajapaksa,1,0,1,135,55,2,2,2,4,-,15,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
97,PBB Rajapaksa,Mohammad Hasnain,MD Shanaka,0,0,0,135,55,32,21,2,5,-,15,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
98,PBB Rajapaksa,Mohammad Hasnain,MD Shanaka,0,0,0,135,55,32,22,3,6,-,15,,lbw,PBB Rajapaksa,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
99,MD Shanaka,Faheem Ashraf,GSNFG Jayasuriya,1,0,1,136,54,3,3,3,1,-,16,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
100,GSNFG Jayasuriya,Faheem Ashraf,MD Shanaka,0,0,0,136,54,0,1,3,2,-,16,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
101,GSNFG Jayasuriya,Faheem Ashraf,MD Shanaka,1,0,1,137,53,1,2,3,3,-,16,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
102,MD Shanaka,Faheem Ashraf,GSNFG Jayasuriya,6,0,6,143,47,9,4,3,4,-,16,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
103,MD Shanaka,Faheem Ashraf,GSNFG Jayasuriya,6,0,6,149,41,15,5,3,5,-,16,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
104,MD Shanaka,Faheem Ashraf,GSNFG Jayasuriya,1,0,1,150,40,16,6,3,6,-,16,,0,,,field,Pakistan,1,Gaddafi Stadium,2019,10,Pakistan_Sri Lanka_2019-10-05,Sri Lanka,Sri Lanka,Pakistan,165
