,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
17,TM Head,DL Chahar,JR Philippe,6,0,6,32,142,21,12,0,4,3,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
18,TM Head,DL Chahar,JR Philippe,4,0,4,36,138,25,13,0,5,3,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
19,TM Head,DL Chahar,JR Philippe,4,0,4,40,134,29,14,0,6,3,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
20,JR Philippe,Ravi Bishnoi,TM Head,0,0,0,40,134,8,7,1,1,4,-,,bowled,JR Philippe,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
21,BR McDermott,Ravi Bishnoi,TM Head,0,0,0,40,134,0,1,1,2,4,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
22,BR McDermott,Ravi Bishnoi,TM Head,0,0,0,40,134,0,2,1,3,4,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
23,BR McDermott,Ravi Bishnoi,TM Head,1,0,1,41,133,1,3,1,4,4,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
24,TM Head,Ravi Bishnoi,BR McDermott,1,0,1,42,132,30,15,1,5,4,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
25,BR McDermott,Ravi Bishnoi,TM Head,0,0,0,42,132,1,4,1,6,4,-,"{'by': 'India', 'umpire': 'KN Ananthapadmanabhan', 'batter': 'BR McDermott', 'decision': 'struck down', 'type': 'wicket', 'umpires_call': True}",0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
26,TM Head,AR Patel,BR McDermott,0,0,0,42,132,30,16,1,1,5,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
27,TM Head,AR Patel,BR McDermott,1,0,1,43,131,31,17,1,2,5,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
28,BR McDermott,AR Patel,TM Head,1,0,1,44,130,2,5,1,3,5,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
29,TM Head,AR Patel,BR McDermott,0,0,0,44,130,31,18,2,4,5,-,,caught,TM Head,Mukesh Kumar,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
30,AM Hardie,AR Patel,BR McDermott,0,0,0,44,130,0,1,2,5,5,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
31,AM Hardie,AR Patel,BR McDermott,1,0,1,45,129,1,2,2,6,5,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
32,AM Hardie,Ravi Bishnoi,BR McDermott,0,0,0,45,129,1,3,2,1,6,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
33,AM Hardie,Ravi Bishnoi,BR McDermott,4,0,4,49,125,5,4,2,2,6,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
34,AM Hardie,Ravi Bishnoi,BR McDermott,0,0,0,49,125,5,5,2,3,6,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
35,AM Hardie,Ravi Bishnoi,BR McDermott,2,0,2,51,123,7,6,2,4,6,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
36,AM Hardie,Ravi Bishnoi,BR McDermott,1,0,1,52,122,8,7,2,5,6,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
37,BR McDermott,Ravi Bishnoi,AM Hardie,0,0,0,52,122,2,6,2,6,6,-,"{'by': 'India', 'umpire': 'KN Ananthapadmanabhan', 'batter': 'BR McDermott', 'decision': 'struck down', 'type': 'wicket', 'umpires_call': True}",0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
38,AM Hardie,AR Patel,BR McDermott,0,0,0,52,122,8,8,2,1,7,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
39,AM Hardie,AR Patel,BR McDermott,0,0,0,52,122,8,9,3,2,7,-,,bowled,AM Hardie,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
40,TH David,AR Patel,BR McDermott,0,0,0,52,122,0,1,3,3,7,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
41,TH David,AR Patel,BR McDermott,1,0,1,53,121,1,2,3,4,7,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
42,BR McDermott,AR Patel,TH David,1,0,1,54,120,3,7,3,5,7,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
43,TH David,AR Patel,BR McDermott,1,0,1,55,119,2,3,3,6,7,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
44,TH David,Avesh Khan,BR McDermott,1,0,1,56,118,3,4,3,1,8,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
45,BR McDermott,Avesh Khan,TH David,0,0,0,56,118,3,8,3,2,8,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
46,BR McDermott,Avesh Khan,TH David,1,0,1,57,117,4,9,3,3,8,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
47,TH David,Avesh Khan,BR McDermott,0,1,1,58,116,3,5,3,4,8,wides,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
48,TH David,Avesh Khan,BR McDermott,1,0,1,59,115,4,6,3,5,8,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
49,BR McDermott,Avesh Khan,TH David,1,0,1,60,114,5,10,3,6,8,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
50,TH David,Avesh Khan,BR McDermott,1,0,1,61,113,5,7,3,7,8,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
51,TH David,AR Patel,BR McDermott,1,0,1,62,112,6,8,3,1,9,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
52,BR McDermott,AR Patel,TH David,0,0,0,62,112,5,11,3,2,9,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
53,BR McDermott,AR Patel,TH David,0,0,0,62,112,5,12,3,3,9,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
54,BR McDermott,AR Patel,TH David,2,0,2,64,110,7,13,3,4,9,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
55,BR McDermott,AR Patel,TH David,1,0,1,65,109,8,14,3,5,9,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
56,TH David,AR Patel,BR McDermott,0,1,1,66,108,6,9,3,6,9,legbyes,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
57,TH David,Avesh Khan,BR McDermott,1,0,1,67,107,7,10,3,1,10,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
58,BR McDermott,Avesh Khan,TH David,1,0,1,68,106,9,15,3,2,10,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
59,TH David,Avesh Khan,BR McDermott,6,0,6,74,100,13,11,3,3,10,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
60,TH David,Avesh Khan,BR McDermott,0,0,0,74,100,13,12,3,4,10,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
61,TH David,Avesh Khan,BR McDermott,1,0,1,75,99,14,13,3,5,10,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
62,BR McDermott,Avesh Khan,TH David,1,0,1,76,98,10,16,3,6,10,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
63,BR McDermott,Ravi Bishnoi,TH David,1,0,1,77,97,11,17,3,1,11,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
64,TH David,Ravi Bishnoi,BR McDermott,1,0,1,78,96,15,14,3,2,11,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
65,BR McDermott,Ravi Bishnoi,TH David,0,0,0,78,96,11,18,3,3,11,-,"{'by': 'Australia', 'umpire': 'J Madanagopal', 'batter': 'BR McDermott', 'decision': 'upheld', 'type': 'wicket'}",0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
66,BR McDermott,Ravi Bishnoi,TH David,1,0,1,79,95,12,19,3,4,11,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
67,TH David,Ravi Bishnoi,BR McDermott,1,0,1,80,94,16,15,3,5,11,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
68,BR McDermott,Ravi Bishnoi,TH David,3,0,3,83,91,15,20,3,6,11,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
69,BR McDermott,AR Patel,TH David,4,0,4,87,87,19,21,3,1,12,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
70,BR McDermott,AR Patel,TH David,0,0,0,87,87,19,22,4,2,12,-,,bowled,BR McDermott,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
71,MW Short,AR Patel,TH David,0,0,0,87,87,0,1,4,3,12,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
72,MW Short,AR Patel,TH David,0,0,0,87,87,0,2,4,4,12,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
73,MW Short,AR Patel,TH David,2,0,2,89,85,2,3,4,5,12,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
74,MW Short,AR Patel,TH David,0,0,0,89,85,2,4,4,6,12,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
75,TH David,Ravi Bishnoi,MW Short,0,0,0,89,85,16,16,4,1,13,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
76,TH David,Ravi Bishnoi,MW Short,1,0,1,90,84,17,17,4,2,13,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
77,MW Short,Ravi Bishnoi,TH David,0,0,0,90,84,2,5,4,3,13,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
78,MW Short,Ravi Bishnoi,TH David,0,0,0,90,84,2,6,4,4,13,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
79,MW Short,Ravi Bishnoi,TH David,0,0,0,90,84,2,7,4,5,13,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
80,MW Short,Ravi Bishnoi,TH David,0,0,0,90,84,2,8,4,6,13,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
81,TH David,Mukesh Kumar,MW Short,0,0,0,90,84,17,18,4,1,14,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
82,TH David,Mukesh Kumar,MW Short,1,0,1,91,83,18,19,4,2,14,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
83,MW Short,Mukesh Kumar,TH David,4,0,4,95,79,6,9,4,3,14,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
84,MW Short,Mukesh Kumar,TH David,4,0,4,99,75,10,10,4,4,14,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
85,MW Short,Mukesh Kumar,TH David,0,0,0,99,75,10,11,4,5,14,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
86,MW Short,Mukesh Kumar,TH David,0,0,0,99,75,10,12,4,6,14,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
87,TH David,DL Chahar,MW Short,1,0,1,100,74,19,20,4,1,15,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
88,MW Short,DL Chahar,TH David,6,0,6,106,68,16,13,4,2,15,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
89,MW Short,DL Chahar,TH David,1,0,1,107,67,17,14,4,3,15,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
90,TH David,DL Chahar,MW Short,0,0,0,107,67,19,21,5,4,15,-,,caught,TH David,YBK Jaiswal,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
91,MS Wade,DL Chahar,MW Short,0,0,0,107,67,0,1,5,5,15,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
92,MS Wade,DL Chahar,MW Short,1,0,1,108,66,1,2,5,6,15,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
93,MS Wade,Mukesh Kumar,MW Short,1,0,1,109,65,2,3,5,1,16,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
94,MW Short,Mukesh Kumar,MS Wade,0,1,1,110,64,17,15,5,2,16,wides,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
95,MW Short,Mukesh Kumar,MS Wade,1,0,1,111,63,18,16,5,3,16,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
96,MS Wade,Mukesh Kumar,MW Short,6,1,7,118,56,8,4,5,4,16,noballs,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
97,MS Wade,Mukesh Kumar,MW Short,0,0,0,118,56,8,5,5,5,16,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
98,MS Wade,Mukesh Kumar,MW Short,1,0,1,119,55,9,6,5,6,16,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
99,MW Short,Mukesh Kumar,MS Wade,1,0,1,120,54,19,17,5,7,16,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
100,MS Wade,Mukesh Kumar,MW Short,2,0,2,122,52,11,7,5,8,16,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
101,MW Short,DL Chahar,MS Wade,2,0,2,124,50,21,18,5,1,17,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
102,MW Short,DL Chahar,MS Wade,1,0,1,125,49,22,19,5,2,17,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
103,MS Wade,DL Chahar,MW Short,1,0,1,126,48,12,8,5,3,17,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
104,MW Short,DL Chahar,MS Wade,0,0,0,126,48,22,20,6,4,17,-,,caught,MW Short,YBK Jaiswal,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
105,BJ Dwarshuis,DL Chahar,MS Wade,1,0,1,127,47,1,1,6,5,17,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
106,MS Wade,DL Chahar,BJ Dwarshuis,1,0,1,128,46,13,9,6,6,17,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
107,MS Wade,Avesh Khan,BJ Dwarshuis,4,0,4,132,42,17,10,6,1,18,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
108,MS Wade,Avesh Khan,BJ Dwarshuis,1,0,1,133,41,18,11,6,2,18,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
109,BJ Dwarshuis,Avesh Khan,MS Wade,0,0,0,133,41,1,2,7,3,18,-,,bowled,BJ Dwarshuis,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
110,CJ Green,Avesh Khan,MS Wade,1,0,1,134,40,1,1,7,4,18,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
111,MS Wade,Avesh Khan,CJ Green,1,0,1,135,39,19,12,7,5,18,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
112,CJ Green,Avesh Khan,MS Wade,0,0,0,135,39,1,2,7,6,18,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
113,MS Wade,Mukesh Kumar,CJ Green,4,0,4,139,35,23,13,7,1,19,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
114,MS Wade,Mukesh Kumar,CJ Green,1,0,1,140,34,24,14,7,2,19,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
115,CJ Green,Mukesh Kumar,MS Wade,1,0,1,141,33,2,3,7,3,19,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
116,MS Wade,Mukesh Kumar,CJ Green,0,0,0,141,33,24,15,7,4,19,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
117,MS Wade,Mukesh Kumar,CJ Green,2,0,2,143,31,26,16,7,5,19,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
118,MS Wade,Mukesh Kumar,CJ Green,1,0,1,144,30,27,17,7,6,19,-,,0,,,field,Australia,2,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,Australia,India,154
