,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
10,MS Wade,Washington Sundar,DJM Short,1,0,1,21,140,19,10,0,4,-,2,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
11,DJM Short,Washington Sundar,MS Wade,1,0,1,22,139,2,2,0,5,-,2,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
12,MS Wade,Washington Sundar,DJM Short,0,1,1,23,138,19,11,0,6,legbyes,2,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
13,MS Wade,SN Thakur,DJM Short,4,0,4,27,134,23,12,0,1,-,3,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
14,MS Wade,SN Thakur,DJM Short,1,0,1,28,133,24,13,0,2,-,3,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
15,DJM Short,SN Thakur,MS Wade,1,0,1,29,132,3,3,0,3,-,3,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
16,MS Wade,SN Thakur,DJM Short,0,0,0,29,132,24,14,0,4,-,3,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
17,MS Wade,SN Thakur,DJM Short,0,1,1,30,131,24,15,0,5,wides,3,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
18,MS Wade,SN Thakur,DJM Short,1,0,1,31,130,25,16,0,6,-,3,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
19,DJM Short,SN Thakur,MS Wade,0,0,0,31,130,3,4,0,7,-,3,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
20,MS Wade,Washington Sundar,DJM Short,4,0,4,35,126,29,17,0,1,-,4,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
21,MS Wade,Washington Sundar,DJM Short,4,0,4,39,122,33,18,0,2,-,4,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
22,MS Wade,Washington Sundar,DJM Short,1,0,1,40,121,34,19,0,3,-,4,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
23,DJM Short,Washington Sundar,MS Wade,0,0,0,40,121,3,5,0,4,-,4,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
24,DJM Short,Washington Sundar,MS Wade,2,0,2,42,119,5,6,0,5,-,4,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
25,DJM Short,Washington Sundar,MS Wade,4,0,4,46,115,9,7,0,6,-,4,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
26,MS Wade,T Natarajan,DJM Short,1,0,1,47,114,35,20,0,1,-,5,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
27,DJM Short,T Natarajan,MS Wade,0,0,0,47,114,9,8,0,2,-,5,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
28,DJM Short,T Natarajan,MS Wade,0,0,0,47,114,9,9,1,3,-,5,caught,DJM Short,SS Iyer,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
29,SPD Smith,T Natarajan,MS Wade,0,0,0,47,114,0,1,1,4,-,5,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
30,SPD Smith,T Natarajan,MS Wade,0,0,0,47,114,0,2,1,5,-,5,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
31,SPD Smith,T Natarajan,MS Wade,0,0,0,47,114,0,3,1,6,-,5,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
32,MS Wade,SN Thakur,SPD Smith,4,0,4,51,110,39,21,1,1,-,6,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
33,MS Wade,SN Thakur,SPD Smith,4,0,4,55,106,43,22,1,2,-,6,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
34,MS Wade,SN Thakur,SPD Smith,0,0,0,55,106,43,23,1,3,-,6,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
35,MS Wade,SN Thakur,SPD Smith,4,0,4,59,102,47,24,1,4,-,6,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
36,MS Wade,SN Thakur,SPD Smith,0,0,0,59,102,47,25,1,5,-,6,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
37,MS Wade,SN Thakur,SPD Smith,0,0,0,59,102,47,26,1,6,-,6,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
38,SPD Smith,DL Chahar,MS Wade,1,0,1,60,101,1,4,1,1,-,7,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
39,MS Wade,DL Chahar,SPD Smith,4,0,4,64,97,51,27,1,2,-,7,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
40,MS Wade,DL Chahar,SPD Smith,1,0,1,65,96,52,28,1,3,-,7,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
41,SPD Smith,DL Chahar,MS Wade,0,0,0,65,96,1,5,1,4,-,7,0,,,"{'by': 'India', 'umpire': 'P Wilson', 'batter': 'SPD Smith', 'decision': 'struck down'}",field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
42,SPD Smith,DL Chahar,MS Wade,0,1,1,66,95,1,6,1,5,wides,7,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
43,SPD Smith,DL Chahar,MS Wade,1,0,1,67,94,2,7,1,6,-,7,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
44,MS Wade,DL Chahar,SPD Smith,1,0,1,68,93,53,29,1,7,-,7,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
45,MS Wade,Washington Sundar,SPD Smith,1,0,1,69,92,54,30,1,1,-,8,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
46,SPD Smith,Washington Sundar,MS Wade,1,0,1,70,91,3,8,1,2,-,8,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
47,MS Wade,Washington Sundar,SPD Smith,2,0,2,72,89,56,31,1,3,-,8,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
48,MS Wade,Washington Sundar,SPD Smith,2,0,2,74,87,58,32,1,4,-,8,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
49,MS Wade,Washington Sundar,SPD Smith,0,0,0,74,87,58,33,1,5,-,8,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
50,MS Wade,Washington Sundar,SPD Smith,0,1,1,75,86,58,34,1,6,wides,8,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
51,MS Wade,Washington Sundar,SPD Smith,0,0,0,75,86,58,35,2,7,-,8,run out,MS Wade,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
52,SPD Smith,T Natarajan,GJ Maxwell,1,0,1,76,85,4,9,2,1,-,9,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
53,GJ Maxwell,T Natarajan,SPD Smith,1,0,1,77,84,1,1,2,2,-,9,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
54,SPD Smith,T Natarajan,GJ Maxwell,1,0,1,78,83,5,10,2,3,-,9,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
55,GJ Maxwell,T Natarajan,SPD Smith,1,0,1,79,82,2,2,2,4,-,9,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
56,SPD Smith,T Natarajan,GJ Maxwell,1,0,1,80,81,6,11,2,5,-,9,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
57,GJ Maxwell,T Natarajan,SPD Smith,1,0,1,81,80,3,3,2,6,-,9,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
58,GJ Maxwell,YS Chahal,SPD Smith,0,0,0,81,80,3,4,2,1,-,10,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
59,GJ Maxwell,YS Chahal,SPD Smith,6,0,6,87,74,9,5,2,2,-,10,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
60,GJ Maxwell,YS Chahal,SPD Smith,2,0,2,89,72,11,6,2,3,-,10,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
61,GJ Maxwell,YS Chahal,SPD Smith,1,0,1,90,71,12,7,2,4,-,10,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
62,SPD Smith,YS Chahal,GJ Maxwell,1,0,1,91,70,7,12,2,5,-,10,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
63,GJ Maxwell,YS Chahal,SPD Smith,0,0,0,91,70,12,8,2,6,-,10,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
64,SPD Smith,DL Chahar,GJ Maxwell,4,0,4,95,66,11,13,2,1,-,11,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
65,SPD Smith,DL Chahar,GJ Maxwell,0,0,0,95,66,11,14,2,2,-,11,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
66,SPD Smith,DL Chahar,GJ Maxwell,1,0,1,96,65,12,15,2,3,-,11,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
67,GJ Maxwell,DL Chahar,SPD Smith,1,0,1,97,64,13,9,2,4,-,11,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
68,SPD Smith,DL Chahar,GJ Maxwell,1,0,1,98,63,13,16,2,5,-,11,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
69,GJ Maxwell,DL Chahar,SPD Smith,2,0,2,100,61,15,10,2,6,-,11,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
70,SPD Smith,YS Chahal,GJ Maxwell,2,0,2,102,59,15,17,2,1,-,12,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
71,SPD Smith,YS Chahal,GJ Maxwell,0,0,0,102,59,15,18,2,2,-,12,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
72,SPD Smith,YS Chahal,GJ Maxwell,1,0,1,103,58,16,19,2,3,-,12,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
73,GJ Maxwell,YS Chahal,SPD Smith,6,0,6,109,52,21,11,2,4,-,12,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
74,GJ Maxwell,YS Chahal,SPD Smith,1,0,1,110,51,22,12,2,5,-,12,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
75,SPD Smith,YS Chahal,GJ Maxwell,1,0,1,111,50,17,20,2,6,-,12,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
76,SPD Smith,SN Thakur,GJ Maxwell,4,0,4,115,46,21,21,2,1,-,13,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
77,SPD Smith,SN Thakur,GJ Maxwell,4,0,4,119,42,25,22,2,2,-,13,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
78,SPD Smith,SN Thakur,GJ Maxwell,1,0,1,120,41,26,23,2,3,-,13,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
79,GJ Maxwell,SN Thakur,SPD Smith,0,0,0,120,41,22,13,3,4,-,13,caught,GJ Maxwell,Washington Sundar,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
80,SPD Smith,SN Thakur,MC Henriques,1,0,1,121,40,27,24,3,5,-,13,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
81,MC Henriques,SN Thakur,SPD Smith,2,0,2,123,38,2,1,3,6,-,13,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
82,SPD Smith,Washington Sundar,MC Henriques,0,0,0,123,38,27,25,3,1,-,14,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
83,SPD Smith,Washington Sundar,MC Henriques,0,0,0,123,38,27,26,3,2,-,14,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
84,SPD Smith,Washington Sundar,MC Henriques,1,0,1,124,37,28,27,3,3,-,14,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
85,MC Henriques,Washington Sundar,SPD Smith,1,0,1,125,36,3,2,3,4,-,14,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
86,SPD Smith,Washington Sundar,MC Henriques,1,0,1,126,35,29,28,3,5,-,14,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
87,MC Henriques,Washington Sundar,SPD Smith,1,0,1,127,34,4,3,3,6,-,14,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
88,MC Henriques,T Natarajan,SPD Smith,1,0,1,128,33,5,4,3,1,-,15,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
89,SPD Smith,T Natarajan,MC Henriques,0,0,0,128,33,29,29,3,2,-,15,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
90,SPD Smith,T Natarajan,MC Henriques,0,0,0,128,33,29,30,3,3,-,15,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
91,SPD Smith,T Natarajan,MC Henriques,1,0,1,129,32,30,31,3,4,-,15,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
92,MC Henriques,T Natarajan,SPD Smith,2,0,2,131,30,7,5,3,5,-,15,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
93,MC Henriques,T Natarajan,SPD Smith,1,0,1,132,29,8,6,3,6,-,15,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
94,MC Henriques,YS Chahal,SPD Smith,1,0,1,133,28,9,7,3,1,-,16,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
95,SPD Smith,YS Chahal,MC Henriques,6,0,6,139,22,36,32,3,2,-,16,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
96,SPD Smith,YS Chahal,MC Henriques,1,0,1,140,21,37,33,3,3,-,16,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
97,MC Henriques,YS Chahal,SPD Smith,1,0,1,141,20,10,8,3,4,-,16,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
98,SPD Smith,YS Chahal,MC Henriques,0,4,4,145,16,37,34,3,5,wides,16,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
99,MC Henriques,YS Chahal,SPD Smith,6,0,6,151,10,16,9,3,6,-,16,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
100,MC Henriques,YS Chahal,SPD Smith,1,0,1,152,9,17,10,3,7,-,16,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
101,MC Henriques,SN Thakur,SPD Smith,2,0,2,154,7,19,11,3,1,-,17,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
102,MC Henriques,SN Thakur,SPD Smith,1,0,1,155,6,20,12,3,2,-,17,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
103,SPD Smith,SN Thakur,MC Henriques,1,0,1,156,5,38,35,3,3,-,17,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
104,MC Henriques,SN Thakur,SPD Smith,1,0,1,157,4,21,13,3,4,-,17,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
105,SPD Smith,SN Thakur,MC Henriques,0,0,0,157,4,38,36,3,5,-,17,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
106,SPD Smith,SN Thakur,MC Henriques,2,0,2,159,2,40,37,3,6,-,17,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
107,MC Henriques,YS Chahal,SPD Smith,2,0,2,161,0,23,14,3,1,-,18,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
108,MC Henriques,YS Chahal,SPD Smith,1,0,1,162,-1,24,15,3,2,-,18,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
109,SPD Smith,YS Chahal,MC Henriques,0,0,0,162,-1,40,38,3,3,-,18,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
110,SPD Smith,YS Chahal,MC Henriques,6,0,6,168,-7,46,39,3,4,-,18,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
111,SPD Smith,YS Chahal,MC Henriques,0,0,0,168,-7,46,40,4,5,-,18,caught,SPD Smith,HH Pandya,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
112,MC Henriques,YS Chahal,MP Stoinis,1,0,1,169,-8,25,16,4,6,-,18,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
113,MC Henriques,T Natarajan,MP Stoinis,1,0,1,170,-9,26,17,4,1,-,19,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
114,MP Stoinis,T Natarajan,MC Henriques,1,0,1,171,-10,1,1,4,2,-,19,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
115,MC Henriques,T Natarajan,MP Stoinis,0,0,0,171,-10,26,18,5,3,-,19,caught,MC Henriques,KL Rahul,"{'by': 'Australia', 'umpire': 'P Wilson', 'batter': 'MC Henriques', 'decision': 'struck down'}",field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
116,DR Sams,T Natarajan,MP Stoinis,1,0,1,172,-11,1,1,5,4,-,19,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
117,MP Stoinis,T Natarajan,DR Sams,1,0,1,173,-12,2,2,5,5,-,19,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
118,DR Sams,T Natarajan,MP Stoinis,4,0,4,177,-16,5,2,5,6,-,19,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
119,MP Stoinis,DL Chahar,DR Sams,2,0,2,179,-18,4,3,5,1,-,20,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
120,MP Stoinis,DL Chahar,DR Sams,0,0,0,179,-18,4,4,5,2,-,20,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
121,MP Stoinis,DL Chahar,DR Sams,3,0,3,182,-21,7,5,5,3,-,20,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
122,DR Sams,DL Chahar,MP Stoinis,3,0,3,185,-24,8,3,5,4,-,20,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
123,MP Stoinis,DL Chahar,DR Sams,6,0,6,191,-30,13,6,5,5,-,20,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
124,MP Stoinis,DL Chahar,DR Sams,3,0,3,194,-33,16,7,5,6,-,20,0,,,,field,India,1,Sydney Cricket Ground,2020,12,Australia_India_2020-12-06,India,Australia,India,194
