,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,review,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
18,DJ Mitchell,Arshdeep Singh,MG Bracewell,0,1,1,14,220,1,2,4,1,0,,,3,"{'by': 'India', 'umpire': 'J Madanagopal', 'batter': 'DJ Mitchell', 'decision': 'struck down'}",legbyes,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
19,MG Bracewell,Arshdeep Singh,DJ Mitchell,0,0,0,14,220,6,3,4,2,0,,,3,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
20,MG Bracewell,Arshdeep Singh,DJ Mitchell,1,0,1,15,219,7,4,4,3,0,,,3,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
21,DJ Mitchell,Arshdeep Singh,MG Bracewell,1,0,1,16,218,2,3,4,4,0,,,3,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
22,MG Bracewell,Arshdeep Singh,DJ Mitchell,1,0,1,17,217,8,5,4,5,0,,,3,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
23,DJ Mitchell,Arshdeep Singh,MG Bracewell,4,0,4,21,213,6,4,4,6,0,,,3,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
24,MG Bracewell,Umran Malik,DJ Mitchell,0,0,0,21,213,8,6,4,1,0,,,4,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
25,MG Bracewell,Umran Malik,DJ Mitchell,0,0,0,21,213,8,7,4,2,0,,,4,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
26,MG Bracewell,Umran Malik,DJ Mitchell,0,0,0,21,213,8,8,5,3,bowled,MG Bracewell,,4,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
27,MJ Santner,Umran Malik,DJ Mitchell,0,0,0,21,213,0,1,5,4,0,,,4,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
28,MJ Santner,Umran Malik,DJ Mitchell,0,1,1,22,212,0,2,5,5,0,,,4,"{'by': 'New Zealand', 'umpire': 'Nitin Menon', 'batter': 'MJ Santner', 'decision': 'upheld'}",wides,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
29,MJ Santner,Umran Malik,DJ Mitchell,0,0,0,22,212,0,3,5,6,0,,,4,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
30,MJ Santner,Umran Malik,DJ Mitchell,0,0,0,22,212,0,4,5,7,0,,,4,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
31,DJ Mitchell,Arshdeep Singh,MJ Santner,0,0,0,22,212,6,5,5,1,0,,,5,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
32,DJ Mitchell,Arshdeep Singh,MJ Santner,0,0,0,22,212,6,6,5,2,0,,,5,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
33,DJ Mitchell,Arshdeep Singh,MJ Santner,1,0,1,23,211,7,7,5,3,0,,,5,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
34,MJ Santner,Arshdeep Singh,DJ Mitchell,1,0,1,24,210,1,5,5,4,0,,,5,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
35,DJ Mitchell,Arshdeep Singh,MJ Santner,6,0,6,30,204,13,8,5,5,0,,,5,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
36,DJ Mitchell,Arshdeep Singh,MJ Santner,0,0,0,30,204,13,9,5,6,0,,,5,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
37,MJ Santner,Umran Malik,DJ Mitchell,4,0,4,34,200,5,6,5,1,0,,,6,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
38,MJ Santner,Umran Malik,DJ Mitchell,0,0,0,34,200,5,7,5,2,0,,,6,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
39,MJ Santner,Umran Malik,DJ Mitchell,1,0,1,35,199,6,8,5,3,0,,,6,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
40,DJ Mitchell,Umran Malik,MJ Santner,0,0,0,35,199,13,10,5,4,0,,,6,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
41,DJ Mitchell,Umran Malik,MJ Santner,1,0,1,36,198,14,11,5,5,0,,,6,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
42,MJ Santner,Umran Malik,DJ Mitchell,2,0,2,38,196,8,9,5,6,0,,,6,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
43,DJ Mitchell,Kuldeep Yadav,MJ Santner,1,0,1,39,195,15,12,5,1,0,,,7,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
44,MJ Santner,Kuldeep Yadav,DJ Mitchell,0,0,0,39,195,8,10,5,2,0,,,7,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
45,MJ Santner,Kuldeep Yadav,DJ Mitchell,1,0,1,40,194,9,11,5,3,0,,,7,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
46,DJ Mitchell,Kuldeep Yadav,MJ Santner,6,0,6,46,188,21,13,5,4,0,,,7,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
47,DJ Mitchell,Kuldeep Yadav,MJ Santner,1,0,1,47,187,22,14,5,5,0,,,7,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
48,MJ Santner,Kuldeep Yadav,DJ Mitchell,3,0,3,50,184,12,12,5,6,0,,,7,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
49,MJ Santner,Shivam Mavi,DJ Mitchell,1,0,1,51,183,13,13,5,1,0,,,8,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
50,DJ Mitchell,Shivam Mavi,MJ Santner,1,0,1,52,182,23,15,5,2,0,,,8,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
51,MJ Santner,Shivam Mavi,DJ Mitchell,0,1,1,53,181,13,14,5,3,0,,,8,,wides,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
52,MJ Santner,Shivam Mavi,DJ Mitchell,0,0,0,53,181,13,15,6,4,caught,MJ Santner,SA Yadav,8,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
53,IS Sodhi,Shivam Mavi,DJ Mitchell,0,0,0,53,181,0,1,6,5,0,,,8,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
54,IS Sodhi,Shivam Mavi,DJ Mitchell,0,0,0,53,181,0,2,7,6,caught,IS Sodhi,RA Tripathi,8,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
55,LH Ferguson,Shivam Mavi,DJ Mitchell,0,0,0,53,181,0,1,7,7,0,,,8,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
56,DJ Mitchell,HH Pandya,LH Ferguson,1,0,1,54,180,24,16,7,1,0,,,9,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
57,LH Ferguson,HH Pandya,DJ Mitchell,0,0,0,54,180,0,2,7,2,0,,,9,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
58,LH Ferguson,HH Pandya,DJ Mitchell,0,0,0,54,180,0,3,7,3,0,,,9,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
59,LH Ferguson,HH Pandya,DJ Mitchell,0,0,0,54,180,0,4,8,4,caught,LH Ferguson,Umran Malik,9,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
60,BM Tickner,HH Pandya,DJ Mitchell,1,0,1,55,179,1,1,8,5,0,,,9,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
61,DJ Mitchell,HH Pandya,BM Tickner,1,0,1,56,178,25,17,8,6,0,,,9,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
62,DJ Mitchell,Shivam Mavi,BM Tickner,0,0,0,56,178,25,18,8,1,0,,,10,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
63,DJ Mitchell,Shivam Mavi,BM Tickner,6,0,6,62,172,31,19,8,2,0,,,10,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
64,DJ Mitchell,Shivam Mavi,BM Tickner,2,0,2,64,170,33,20,8,3,0,,,10,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
65,DJ Mitchell,Shivam Mavi,BM Tickner,0,0,0,64,170,33,21,8,4,0,,,10,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
66,DJ Mitchell,Shivam Mavi,BM Tickner,0,0,0,64,170,33,22,8,5,0,,,10,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
67,DJ Mitchell,Shivam Mavi,BM Tickner,1,0,1,65,169,34,23,8,6,0,,,10,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
68,DJ Mitchell,HH Pandya,BM Tickner,1,0,1,66,168,35,24,8,1,0,,,11,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
69,BM Tickner,HH Pandya,DJ Mitchell,0,0,0,66,168,1,2,8,2,0,,,11,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
70,BM Tickner,HH Pandya,DJ Mitchell,0,0,0,66,168,1,3,8,3,0,,,11,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
71,BM Tickner,HH Pandya,DJ Mitchell,0,0,0,66,168,1,4,8,4,0,,,11,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
72,BM Tickner,HH Pandya,DJ Mitchell,0,0,0,66,168,1,5,9,5,caught,BM Tickner,Ishan Kishan,11,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
73,BG Lister,HH Pandya,DJ Mitchell,0,0,0,66,168,0,1,9,6,0,,,11,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
74,DJ Mitchell,Umran Malik,BG Lister,0,0,0,66,168,35,25,10,1,caught,DJ Mitchell,Shivam Mavi,12,,-,bat,India,2,"Narendra Modi Stadium, Ahmedabad",2023,02,India_New Zealand_2023-02-01,India,New Zealand,India,False,66
