,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
26,JN Malan,Haris Rauf,HE van der Dussen,0,0,0,34,,22,18,1,-,3.0,4,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
27,JN Malan,Haris Rauf,HE van der Dussen,1,0,1,35,,23,19,1,-,4.0,4,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
28,HE van der Dussen,Haris Rauf,JN Malan,0,0,0,35,,1,5,1,-,5.0,4,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
29,HE van der Dussen,Haris Rauf,JN Malan,1,0,1,36,,2,6,1,-,6.0,4,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
30,HE van der Dussen,Hasan Ali,JN Malan,4,1,5,41,,6,7,1,noballs,0.0,5,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
31,HE van der Dussen,Hasan Ali,JN Malan,4,0,4,45,,10,8,1,-,1.0,5,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
32,HE van der Dussen,Hasan Ali,JN Malan,0,0,0,45,,10,9,1,-,2.0,5,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
33,HE van der Dussen,Hasan Ali,JN Malan,1,0,1,46,,11,10,1,-,3.0,5,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
34,JN Malan,Hasan Ali,HE van der Dussen,1,0,1,47,,24,20,1,-,4.0,5,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
35,HE van der Dussen,Hasan Ali,JN Malan,4,0,4,51,,15,11,1,-,5.0,5,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
36,HE van der Dussen,Hasan Ali,JN Malan,2,0,2,53,,17,12,1,-,6.0,5,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
37,JN Malan,Mohammad Nawaz (3),HE van der Dussen,1,0,1,54,,25,21,1,-,1.0,6,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
38,HE van der Dussen,Mohammad Nawaz (3),JN Malan,0,0,0,54,,17,13,1,-,2.0,6,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
39,HE van der Dussen,Mohammad Nawaz (3),JN Malan,1,0,1,55,,18,14,1,-,3.0,6,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
40,JN Malan,Mohammad Nawaz (3),HE van der Dussen,1,0,1,56,,26,22,1,-,4.0,6,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
41,HE van der Dussen,Mohammad Nawaz (3),JN Malan,4,0,4,60,,22,15,1,-,5.0,6,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
42,HE van der Dussen,Mohammad Nawaz (3),JN Malan,4,0,4,64,,26,16,1,-,6.0,6,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
43,JN Malan,Haris Rauf,HE van der Dussen,2,0,2,66,,28,23,1,-,1.0,7,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
44,JN Malan,Haris Rauf,HE van der Dussen,1,0,1,67,,29,24,1,-,2.0,7,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
45,HE van der Dussen,Haris Rauf,JN Malan,0,0,0,67,,26,17,1,-,3.0,7,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
46,HE van der Dussen,Haris Rauf,JN Malan,1,0,1,68,,27,18,1,-,4.0,7,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
47,JN Malan,Haris Rauf,HE van der Dussen,2,0,2,70,,31,25,1,-,5.0,7,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
48,JN Malan,Haris Rauf,HE van der Dussen,1,0,1,71,,32,26,1,-,6.0,7,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
49,JN Malan,Faheem Ashraf,HE van der Dussen,1,0,1,72,,33,27,1,-,1.0,8,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
50,HE van der Dussen,Faheem Ashraf,JN Malan,1,0,1,73,,28,19,1,-,2.0,8,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
51,JN Malan,Faheem Ashraf,HE van der Dussen,0,0,0,73,,33,28,2,-,3.0,8,,caught,JN Malan,Fakhar Zaman,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
52,H Klaasen,Faheem Ashraf,HE van der Dussen,1,0,1,74,,1,1,2,-,4.0,8,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
53,HE van der Dussen,Faheem Ashraf,H Klaasen,1,0,1,75,,29,20,2,-,5.0,8,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
54,H Klaasen,Faheem Ashraf,HE van der Dussen,0,0,0,75,,1,2,2,-,6.0,8,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
55,HE van der Dussen,Mohammad Nawaz (3),H Klaasen,0,0,0,75,,29,21,2,-,1.0,9,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
56,HE van der Dussen,Mohammad Nawaz (3),H Klaasen,6,0,6,81,,35,22,2,-,2.0,9,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
57,HE van der Dussen,Mohammad Nawaz (3),H Klaasen,1,0,1,82,,36,23,2,-,3.0,9,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
58,H Klaasen,Mohammad Nawaz (3),HE van der Dussen,1,0,1,83,,2,3,2,-,4.0,9,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
59,HE van der Dussen,Mohammad Nawaz (3),H Klaasen,1,0,1,84,,37,24,2,-,5.0,9,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
60,H Klaasen,Mohammad Nawaz (3),HE van der Dussen,1,0,1,85,,3,4,2,-,6.0,9,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
61,H Klaasen,Faheem Ashraf,HE van der Dussen,0,0,0,85,,3,5,2,-,1.0,10,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
62,H Klaasen,Faheem Ashraf,HE van der Dussen,0,0,0,85,,3,6,2,-,2.0,10,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
63,H Klaasen,Faheem Ashraf,HE van der Dussen,1,0,1,86,,4,7,2,-,3.0,10,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
64,HE van der Dussen,Faheem Ashraf,H Klaasen,0,0,0,86,,37,25,2,-,4.0,10,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
65,HE van der Dussen,Faheem Ashraf,H Klaasen,1,0,1,87,,38,26,2,-,5.0,10,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
66,H Klaasen,Faheem Ashraf,HE van der Dussen,0,0,0,87,,4,8,2,-,6.0,10,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
67,HE van der Dussen,Hasan Ali,H Klaasen,0,1,1,88,,38,27,2,legbyes,1.0,11,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
68,H Klaasen,Hasan Ali,HE van der Dussen,0,0,0,88,,4,9,2,-,2.0,11,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
69,H Klaasen,Hasan Ali,HE van der Dussen,4,0,4,92,,8,10,2,-,3.0,11,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
70,H Klaasen,Hasan Ali,HE van der Dussen,1,0,1,93,,9,11,2,-,4.0,11,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
71,HE van der Dussen,Hasan Ali,H Klaasen,6,0,6,99,,44,28,2,-,5.0,11,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
72,HE van der Dussen,Hasan Ali,H Klaasen,1,0,1,100,,45,29,2,-,6.0,11,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
73,HE van der Dussen,Faheem Ashraf,H Klaasen,0,4,4,104,,45,30,2,legbyes,1.0,12,"{'by': 'Pakistan', 'umpire': 'S George', 'batter': 'HE van der Dussen', 'decision': 'struck down'}",0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
74,HE van der Dussen,Faheem Ashraf,H Klaasen,2,0,2,106,,47,31,2,-,2.0,12,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
75,HE van der Dussen,Faheem Ashraf,H Klaasen,2,0,2,108,,49,32,2,-,3.0,12,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
76,HE van der Dussen,Faheem Ashraf,H Klaasen,1,0,1,109,,50,33,2,-,4.0,12,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
77,H Klaasen,Faheem Ashraf,HE van der Dussen,0,0,0,109,,9,12,3,-,5.0,12,,caught,H Klaasen,Shaheen Shah Afridi,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
78,HE van der Dussen,Faheem Ashraf,GF Linde,1,0,1,110,,51,34,3,-,6.0,12,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
79,HE van der Dussen,Haris Rauf,GF Linde,1,0,1,111,,52,35,3,-,1.0,13,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
80,GF Linde,Haris Rauf,HE van der Dussen,1,0,1,112,,1,1,3,-,2.0,13,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
81,HE van der Dussen,Haris Rauf,GF Linde,0,0,0,112,,52,36,4,-,3.0,13,,caught,HE van der Dussen,Mohammad Hafeez,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
82,GF Linde,Haris Rauf,PWA Mulder,1,0,1,113,,2,2,4,-,4.0,13,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
83,PWA Mulder,Haris Rauf,GF Linde,0,0,0,113,,0,1,4,-,5.0,13,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
84,PWA Mulder,Haris Rauf,GF Linde,1,0,1,114,,1,2,4,-,6.0,13,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
85,PWA Mulder,Faheem Ashraf,GF Linde,2,0,2,116,,3,3,4,-,1.0,14,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
86,PWA Mulder,Faheem Ashraf,GF Linde,0,0,0,116,,3,4,4,-,2.0,14,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
87,PWA Mulder,Faheem Ashraf,GF Linde,1,0,1,117,,4,5,4,-,3.0,14,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
88,GF Linde,Faheem Ashraf,PWA Mulder,1,0,1,118,,3,3,4,-,4.0,14,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
89,PWA Mulder,Faheem Ashraf,GF Linde,1,0,1,119,,5,6,4,-,5.0,14,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
90,GF Linde,Faheem Ashraf,PWA Mulder,0,0,0,119,,3,4,5,-,6.0,14,,caught,GF Linde,Mohammad Rizwan,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
91,PWA Mulder,Hasan Ali,AL Phehlukwayo,0,0,0,119,,5,7,5,-,1.0,15,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
92,PWA Mulder,Hasan Ali,AL Phehlukwayo,1,0,1,120,,6,8,5,-,2.0,15,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
93,AL Phehlukwayo,Hasan Ali,PWA Mulder,1,0,1,121,,1,1,5,-,3.0,15,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
94,PWA Mulder,Hasan Ali,AL Phehlukwayo,0,0,0,121,,6,9,6,-,4.0,15,,caught,PWA Mulder,Babar Azam,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
95,AL Phehlukwayo,Hasan Ali,SSB Magala,0,1,1,122,,1,2,6,wides,4.0,15,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
96,AL Phehlukwayo,Hasan Ali,SSB Magala,0,0,0,122,,1,3,7,-,5.0,15,,caught,AL Phehlukwayo,Mohammad Rizwan,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
97,BC Fortuin,Hasan Ali,SSB Magala,1,0,1,123,,1,1,7,-,6.0,15,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
98,BC Fortuin,Shaheen Shah Afridi,SSB Magala,4,0,4,127,,5,2,7,-,1.0,16,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
99,BC Fortuin,Shaheen Shah Afridi,SSB Magala,1,0,1,128,,6,3,7,-,2.0,16,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
100,SSB Magala,Shaheen Shah Afridi,BC Fortuin,1,0,1,129,,1,1,7,-,3.0,16,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
101,BC Fortuin,Shaheen Shah Afridi,SSB Magala,1,0,1,130,,7,4,7,-,4.0,16,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
102,SSB Magala,Shaheen Shah Afridi,BC Fortuin,0,0,0,130,,1,2,7,-,5.0,16,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
103,SSB Magala,Shaheen Shah Afridi,BC Fortuin,0,0,0,130,,1,3,7,-,6.0,16,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
104,BC Fortuin,Hasan Ali,SSB Magala,1,0,1,131,,8,5,7,-,1.0,17,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
105,SSB Magala,Hasan Ali,BC Fortuin,0,4,4,135,,1,4,7,byes,2.0,17,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
106,SSB Magala,Hasan Ali,BC Fortuin,6,0,6,141,,7,5,7,-,3.0,17,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
107,SSB Magala,Hasan Ali,BC Fortuin,0,0,0,141,,7,6,7,-,4.0,17,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
108,SSB Magala,Hasan Ali,BC Fortuin,0,0,0,141,,7,7,7,-,5.0,17,,0,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-16,Pakistan,South Africa,Pakistan,False,144
