,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
99,Shamim Hossain,MR Adair,Shoriful Islam,0,0,0,101,101,31,32,8,1,17,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
100,Shamim Hossain,MR Adair,Shoriful Islam,1,0,1,102,100,32,33,8,2,17,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
101,Shoriful Islam,MR Adair,Shamim Hossain,1,0,1,103,99,5,4,8,3,17,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
102,Shamim Hossain,MR Adair,Shoriful Islam,1,0,1,104,98,33,34,8,4,17,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
103,Shoriful Islam,MR Adair,Shamim Hossain,0,0,0,104,98,5,5,9,5,17,caught,Shoriful Islam,L Tucker,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
104,Hasan Mahmud,MR Adair,Shamim Hossain,0,0,0,104,98,0,1,9,6,17,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
105,Shamim Hossain,C Campher,Hasan Mahmud,6,0,6,110,92,39,35,9,1,18,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
106,Shamim Hossain,C Campher,Hasan Mahmud,0,0,0,110,92,39,36,9,2,18,0,,,-,"{'by': 'Ireland', 'umpire': 'Sharfuddoula', 'batter': 'Shamim Hossain', 'decision': 'struck down'}",bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
107,Shamim Hossain,C Campher,Hasan Mahmud,0,0,0,110,92,39,37,9,3,18,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
108,Shamim Hossain,C Campher,Hasan Mahmud,1,0,1,111,91,40,38,9,4,18,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
109,Hasan Mahmud,C Campher,Shamim Hossain,0,0,0,111,91,0,2,9,5,18,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
110,Hasan Mahmud,C Campher,Shamim Hossain,0,0,0,111,91,0,3,9,6,18,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
111,Shamim Hossain,MR Adair,Hasan Mahmud,0,0,0,111,91,40,39,9,1,19,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
112,Shamim Hossain,MR Adair,Hasan Mahmud,1,0,1,112,90,41,40,9,2,19,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
113,Hasan Mahmud,MR Adair,Shamim Hossain,1,0,1,113,89,1,4,9,3,19,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
114,Shamim Hossain,MR Adair,Hasan Mahmud,6,0,6,119,83,47,41,9,4,19,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
115,Shamim Hossain,MR Adair,Hasan Mahmud,4,0,4,123,79,51,42,9,5,19,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
116,Shamim Hossain,MR Adair,Hasan Mahmud,0,0,0,123,79,51,43,9,6,19,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
117,Hasan Mahmud,F Hand,Shamim Hossain,1,0,1,124,78,2,5,9,1,20,0,,,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
118,Shamim Hossain,F Hand,Hasan Mahmud,0,0,0,124,78,51,44,10,2,20,caught,Shamim Hossain,GH Dockrell,-,,bat,Bangladesh,1,"Zahur Ahmed Chowdhury Stadium, Chattogram",2023,03,Bangladesh_Ireland_2023-03-31,Ireland,Bangladesh,Ireland,124
