,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
29,JM Vince,SS Cottrell,MM Ali,4,0,4,48,131,20,8,2,-,4.0,0,,,4,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
30,JM Vince,SS Cottrell,MM Ali,0,0,0,48,131,20,9,2,-,5.0,0,,,4,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
31,JM Vince,SS Cottrell,MM Ali,4,0,4,52,127,24,10,2,-,6.0,0,,,4,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
32,MM Ali,OF Smith,JM Vince,0,0,0,52,127,1,4,2,-,1.0,0,,,5,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
33,MM Ali,OF Smith,JM Vince,1,0,1,53,126,2,5,2,-,2.0,0,,,5,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
34,JM Vince,OF Smith,MM Ali,2,0,2,55,124,26,11,2,-,3.0,0,,,5,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
35,JM Vince,OF Smith,MM Ali,0,0,0,55,124,26,12,2,-,4.0,0,,,5,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
36,JM Vince,OF Smith,MM Ali,1,0,1,56,123,27,13,2,-,5.0,0,,,5,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
37,MM Ali,OF Smith,JM Vince,0,0,0,56,123,2,6,2,-,6.0,0,,,5,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
38,JM Vince,KA Pollard,MM Ali,4,0,4,60,119,31,14,2,-,1.0,0,,,6,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
39,JM Vince,KA Pollard,MM Ali,1,0,1,61,118,32,15,2,-,2.0,0,,,6,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
40,MM Ali,KA Pollard,JM Vince,0,0,0,61,118,2,7,2,-,3.0,0,,,6,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
41,MM Ali,KA Pollard,JM Vince,0,0,0,61,118,2,8,2,-,4.0,0,,,6,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
42,MM Ali,KA Pollard,JM Vince,0,0,0,61,118,2,9,2,-,5.0,0,,,6,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
43,MM Ali,KA Pollard,JM Vince,1,0,1,62,117,3,10,2,-,6.0,0,,,6,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
44,MM Ali,R Shepherd,JM Vince,1,0,1,63,116,4,11,2,-,1.0,0,,,7,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
45,JM Vince,R Shepherd,MM Ali,1,0,1,64,115,33,16,2,-,2.0,0,,,7,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
46,MM Ali,R Shepherd,JM Vince,0,1,1,65,114,4,12,2,wides,2.0,0,,,7,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
47,MM Ali,R Shepherd,JM Vince,2,0,2,67,112,6,13,2,-,3.0,0,,,7,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
48,MM Ali,R Shepherd,JM Vince,0,0,0,67,112,6,14,2,-,4.0,0,,,7,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
49,MM Ali,R Shepherd,JM Vince,1,0,1,68,111,7,15,2,-,5.0,0,,,7,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
50,JM Vince,R Shepherd,MM Ali,1,0,1,69,110,34,17,2,-,6.0,0,,,7,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
51,JM Vince,KA Pollard,MM Ali,1,0,1,70,109,35,18,2,-,1.0,0,,,8,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
52,MM Ali,KA Pollard,JM Vince,0,1,1,71,108,7,16,2,wides,1.0,0,,,8,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
53,MM Ali,KA Pollard,JM Vince,3,0,3,74,105,10,17,2,-,2.0,0,,,8,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
54,JM Vince,KA Pollard,MM Ali,0,0,0,74,105,35,19,2,-,3.0,0,,,8,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
55,JM Vince,KA Pollard,MM Ali,1,0,1,75,104,36,20,2,-,4.0,0,,,8,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
56,MM Ali,KA Pollard,JM Vince,0,1,1,76,103,10,18,2,wides,4.0,0,,,8,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
57,MM Ali,KA Pollard,JM Vince,1,0,1,77,102,11,19,2,-,5.0,0,,,8,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
58,JM Vince,KA Pollard,MM Ali,1,0,1,78,101,37,21,2,-,6.0,0,,,8,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
59,JM Vince,OF Smith,MM Ali,1,0,1,79,100,38,22,2,-,1.0,0,,,9,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
60,MM Ali,OF Smith,JM Vince,2,0,2,81,98,13,20,2,-,2.0,0,,,9,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
61,MM Ali,OF Smith,JM Vince,1,0,1,82,97,14,21,2,-,3.0,0,,,9,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
62,JM Vince,OF Smith,MM Ali,4,0,4,86,93,42,23,2,-,4.0,0,,,9,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
63,JM Vince,OF Smith,MM Ali,0,0,0,86,93,42,24,2,-,5.0,0,,,9,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
64,JM Vince,OF Smith,MM Ali,0,0,0,86,93,42,25,2,-,6.0,0,,,9,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
65,MM Ali,JO Holder,JM Vince,0,0,0,86,93,14,22,3,-,1.0,caught,MM Ali,KR Mayers,10,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
66,LS Livingstone,JO Holder,JM Vince,1,0,1,87,92,1,1,3,-,2.0,0,,,10,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
67,JM Vince,JO Holder,LS Livingstone,1,0,1,88,91,43,26,3,-,3.0,0,,,10,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
68,LS Livingstone,JO Holder,JM Vince,1,0,1,89,90,2,2,3,-,4.0,0,,,10,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
69,JM Vince,JO Holder,LS Livingstone,1,0,1,90,89,44,27,3,-,5.0,0,,,10,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
70,LS Livingstone,JO Holder,JM Vince,4,0,4,94,85,6,3,3,-,6.0,0,,,10,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
71,JM Vince,AJ Hosein,LS Livingstone,1,0,1,95,84,45,28,3,-,1.0,0,,,11,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
72,LS Livingstone,AJ Hosein,JM Vince,0,0,0,95,84,6,4,4,-,2.0,caught,LS Livingstone,OF Smith,11,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
73,SW Billings,AJ Hosein,JM Vince,1,0,1,96,83,1,1,4,-,3.0,0,,,11,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
74,JM Vince,AJ Hosein,SW Billings,2,0,2,98,81,47,29,4,-,4.0,0,,,11,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
75,JM Vince,AJ Hosein,SW Billings,4,0,4,102,77,51,30,4,-,5.0,0,,,11,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
76,JM Vince,AJ Hosein,SW Billings,4,0,4,106,73,55,31,4,-,6.0,0,,,11,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
77,SW Billings,FA Allen,JM Vince,0,0,0,106,73,1,2,4,-,1.0,0,,,12,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
78,SW Billings,FA Allen,JM Vince,2,0,2,108,71,3,3,4,-,2.0,0,,,12,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
79,SW Billings,FA Allen,JM Vince,2,0,2,110,69,5,4,4,-,3.0,0,,,12,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
80,SW Billings,FA Allen,JM Vince,1,0,1,111,68,6,5,4,-,4.0,0,,,12,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
81,JM Vince,FA Allen,SW Billings,0,0,0,111,68,55,32,4,-,5.0,0,,,12,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
82,JM Vince,FA Allen,SW Billings,0,0,0,111,68,55,33,4,-,6.0,0,,,12,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
83,SW Billings,AJ Hosein,JM Vince,1,0,1,112,67,7,6,4,-,1.0,0,,,13,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
84,JM Vince,AJ Hosein,SW Billings,0,0,0,112,67,55,34,4,-,2.0,0,,,13,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
85,JM Vince,AJ Hosein,SW Billings,0,0,0,112,67,55,35,5,-,3.0,caught,JM Vince,FA Allen,13,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
86,SW Billings,AJ Hosein,PD Salt,1,0,1,113,66,8,7,5,-,4.0,0,,,13,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
87,PD Salt,AJ Hosein,SW Billings,0,0,0,113,66,0,1,5,-,5.0,0,,,13,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
88,PD Salt,AJ Hosein,SW Billings,1,0,1,114,65,1,2,5,-,6.0,0,,,13,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
89,PD Salt,FA Allen,SW Billings,1,0,1,115,64,2,3,5,-,1.0,0,,,14,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
90,SW Billings,FA Allen,PD Salt,1,0,1,116,63,9,8,5,-,2.0,0,,,14,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
91,PD Salt,FA Allen,SW Billings,0,0,0,116,63,2,4,5,-,3.0,0,,,14,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
92,PD Salt,FA Allen,SW Billings,1,0,1,117,62,3,5,5,-,4.0,0,,,14,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
93,SW Billings,FA Allen,PD Salt,2,0,2,119,60,11,9,5,-,5.0,0,,,14,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
94,SW Billings,FA Allen,PD Salt,0,0,0,119,60,11,10,5,-,6.0,0,,,14,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
95,PD Salt,AJ Hosein,SW Billings,0,0,0,119,60,3,6,6,-,1.0,stumped,PD Salt,N Pooran,15,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
96,CJ Jordan,AJ Hosein,SW Billings,0,0,0,119,60,0,1,6,-,2.0,0,,,15,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
97,CJ Jordan,AJ Hosein,SW Billings,1,0,1,120,59,1,2,6,-,3.0,0,,,15,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
98,SW Billings,AJ Hosein,CJ Jordan,0,0,0,120,59,11,11,6,-,4.0,0,,,15,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
99,SW Billings,AJ Hosein,CJ Jordan,2,0,2,122,57,13,12,6,-,5.0,0,,,15,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
100,SW Billings,AJ Hosein,CJ Jordan,2,0,2,124,55,15,13,6,-,6.0,0,,,15,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
101,CJ Jordan,FA Allen,SW Billings,1,0,1,125,54,2,3,6,-,1.0,0,,,16,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
102,SW Billings,FA Allen,CJ Jordan,1,0,1,126,53,16,14,6,-,2.0,0,,,16,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
103,CJ Jordan,FA Allen,SW Billings,0,0,0,126,53,2,4,6,-,3.0,0,,,16,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
104,CJ Jordan,FA Allen,SW Billings,0,1,1,127,52,2,5,6,legbyes,4.0,0,,,16,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
105,SW Billings,FA Allen,CJ Jordan,4,0,4,131,48,20,15,6,-,5.0,0,,,16,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
106,SW Billings,FA Allen,CJ Jordan,1,0,1,132,47,21,16,6,-,6.0,0,,,16,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
107,SW Billings,OF Smith,CJ Jordan,0,1,1,133,46,21,17,6,wides,0.0,0,,,17,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
108,SW Billings,OF Smith,CJ Jordan,6,0,6,139,40,27,18,6,-,1.0,0,,,17,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
109,SW Billings,OF Smith,CJ Jordan,2,0,2,141,38,29,19,6,-,2.0,0,,,17,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
110,SW Billings,OF Smith,CJ Jordan,0,0,0,141,38,29,20,6,-,3.0,0,,,17,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
111,SW Billings,OF Smith,CJ Jordan,6,0,6,147,32,35,21,6,-,4.0,0,,,17,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
112,SW Billings,OF Smith,CJ Jordan,1,0,1,148,31,36,22,6,-,5.0,0,,,17,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
113,CJ Jordan,OF Smith,SW Billings,4,0,4,152,27,6,6,6,-,6.0,0,,,17,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
114,SW Billings,SS Cottrell,CJ Jordan,1,0,1,153,26,37,23,6,-,1.0,0,,,18,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
115,CJ Jordan,SS Cottrell,SW Billings,0,0,0,153,26,6,7,6,-,2.0,0,,,18,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
116,CJ Jordan,SS Cottrell,SW Billings,1,0,1,154,25,7,8,6,-,3.0,0,,,18,,bat,West Indies,2,"Kensington Oval, Bridgetown, Barbados",2022,01,West Indies_England_2022-01-30,West Indies,England,West Indies,False,162
