,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
57,N Pooran,M Theekshana,SO Hetmyer,0,1,1,65,38,28,3,10,0,,,wides,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
58,N Pooran,M Theekshana,SO Hetmyer,4,0,4,69,42,29,4,10,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
59,N Pooran,M Theekshana,SO Hetmyer,1,0,1,70,43,30,5,10,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
60,SO Hetmyer,M Theekshana,N Pooran,1,0,1,71,7,12,6,10,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
61,N Pooran,M Theekshana,SO Hetmyer,1,0,1,72,44,31,7,10,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
62,N Pooran,PWH de Silva,SO Hetmyer,1,0,1,73,45,32,1,11,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
63,SO Hetmyer,PWH de Silva,N Pooran,1,0,1,74,8,13,2,11,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
64,N Pooran,PWH de Silva,SO Hetmyer,0,1,1,75,45,33,3,11,0,,,legbyes,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
65,SO Hetmyer,PWH de Silva,N Pooran,0,0,0,75,8,14,4,11,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
66,SO Hetmyer,PWH de Silva,N Pooran,1,0,1,76,9,15,5,11,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
67,N Pooran,PWH de Silva,SO Hetmyer,1,0,1,77,46,34,6,11,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
68,N Pooran,PVD Chameera,SO Hetmyer,0,0,0,77,46,35,1,12,caught,N Pooran,DM de Silva,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
69,SO Hetmyer,PVD Chameera,AD Russell,6,0,6,83,15,16,2,12,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
70,SO Hetmyer,PVD Chameera,AD Russell,0,0,0,83,15,17,3,12,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
71,SO Hetmyer,PVD Chameera,AD Russell,4,0,4,87,19,18,4,12,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
72,SO Hetmyer,PVD Chameera,AD Russell,1,0,1,88,20,19,5,12,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
73,AD Russell,PVD Chameera,SO Hetmyer,1,0,1,89,1,1,6,12,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
74,AD Russell,PWH de Silva,SO Hetmyer,0,0,0,89,1,2,1,13,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
75,AD Russell,PWH de Silva,SO Hetmyer,1,0,1,90,2,3,2,13,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
76,SO Hetmyer,PWH de Silva,AD Russell,2,0,2,92,22,20,3,13,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
77,SO Hetmyer,PWH de Silva,AD Russell,2,0,2,94,24,21,4,13,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
78,SO Hetmyer,PWH de Silva,AD Russell,0,0,0,94,24,22,5,13,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
79,SO Hetmyer,PWH de Silva,AD Russell,0,0,0,94,24,23,6,13,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
80,AD Russell,C Karunaratne,SO Hetmyer,0,0,0,94,2,4,1,14,caught and bowled,AD Russell,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
81,SO Hetmyer,C Karunaratne,KA Pollard,4,0,4,98,28,24,2,14,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
82,SO Hetmyer,C Karunaratne,KA Pollard,0,1,1,99,28,25,3,14,0,,,wides,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
83,SO Hetmyer,C Karunaratne,KA Pollard,4,0,4,103,32,26,4,14,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
84,SO Hetmyer,C Karunaratne,KA Pollard,4,0,4,107,36,27,5,14,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
85,SO Hetmyer,C Karunaratne,KA Pollard,0,0,0,107,36,28,6,14,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
86,SO Hetmyer,C Karunaratne,KA Pollard,0,0,0,107,36,29,7,14,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
87,KA Pollard,PWH de Silva,SO Hetmyer,0,0,0,107,0,1,1,15,bowled,KA Pollard,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
88,JO Holder,PWH de Silva,SO Hetmyer,1,0,1,108,1,1,2,15,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
89,SO Hetmyer,PWH de Silva,JO Holder,0,0,0,108,36,30,3,15,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
90,SO Hetmyer,PWH de Silva,JO Holder,1,0,1,109,37,31,4,15,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
91,JO Holder,PWH de Silva,SO Hetmyer,0,0,0,109,1,2,5,15,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
92,JO Holder,PWH de Silva,SO Hetmyer,1,0,1,110,2,3,6,15,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
93,JO Holder,MD Shanaka,SO Hetmyer,6,0,6,116,8,4,1,16,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
94,JO Holder,MD Shanaka,SO Hetmyer,0,1,1,117,8,5,2,16,0,,,wides,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
95,JO Holder,MD Shanaka,SO Hetmyer,0,0,0,117,8,6,3,16,caught,JO Holder,C Karunaratne,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
96,SO Hetmyer,MD Shanaka,DJ Bravo,0,1,1,118,37,32,4,16,0,,,wides,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
97,SO Hetmyer,MD Shanaka,DJ Bravo,1,0,1,119,38,33,5,16,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
98,DJ Bravo,MD Shanaka,SO Hetmyer,0,2,2,121,0,1,6,16,0,,,wides,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
99,SO Hetmyer,MD Shanaka,DJ Bravo,1,0,1,122,39,34,7,16,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
100,DJ Bravo,MD Shanaka,SO Hetmyer,1,0,1,123,1,2,8,16,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
101,SO Hetmyer,MD Shanaka,DJ Bravo,1,0,1,124,40,35,9,16,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
102,SO Hetmyer,PWH de Silva,DJ Bravo,0,0,0,124,40,36,1,17,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
103,SO Hetmyer,PWH de Silva,DJ Bravo,1,0,1,125,41,37,2,17,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
104,DJ Bravo,PWH de Silva,SO Hetmyer,1,0,1,126,2,3,3,17,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
105,SO Hetmyer,PWH de Silva,DJ Bravo,4,0,4,130,45,38,4,17,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
106,SO Hetmyer,PWH de Silva,DJ Bravo,1,0,1,131,46,39,5,17,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
107,DJ Bravo,PWH de Silva,SO Hetmyer,0,0,0,131,2,4,6,17,bowled,DJ Bravo,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
108,SO Hetmyer,PVD Chameera,AJ Hosein,0,0,0,131,46,40,1,18,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
109,SO Hetmyer,PVD Chameera,AJ Hosein,4,0,4,135,50,41,2,18,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
110,SO Hetmyer,PVD Chameera,AJ Hosein,1,0,1,136,51,42,3,18,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
111,AJ Hosein,PVD Chameera,SO Hetmyer,1,0,1,137,1,1,4,18,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
112,SO Hetmyer,PVD Chameera,AJ Hosein,0,0,0,137,51,43,5,18,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
113,SO Hetmyer,PVD Chameera,AJ Hosein,1,0,1,138,52,44,6,18,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
114,SO Hetmyer,C Karunaratne,AJ Hosein,0,0,0,138,52,45,1,19,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
115,SO Hetmyer,C Karunaratne,AJ Hosein,0,1,1,139,52,46,2,19,0,,,wides,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
116,SO Hetmyer,C Karunaratne,AJ Hosein,6,0,6,145,58,47,3,19,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
117,SO Hetmyer,C Karunaratne,AJ Hosein,6,0,6,151,64,48,4,19,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
118,SO Hetmyer,C Karunaratne,AJ Hosein,4,0,4,155,68,49,5,19,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
119,SO Hetmyer,C Karunaratne,AJ Hosein,0,0,0,155,68,50,6,19,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
120,SO Hetmyer,C Karunaratne,AJ Hosein,0,1,1,156,68,51,7,19,0,,,byes,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
121,SO Hetmyer,PVD Chameera,AJ Hosein,2,0,2,158,70,52,1,20,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
122,SO Hetmyer,PVD Chameera,AJ Hosein,0,0,0,158,70,53,2,20,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
123,SO Hetmyer,PVD Chameera,AJ Hosein,6,0,6,164,76,54,3,20,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
124,SO Hetmyer,PVD Chameera,AJ Hosein,0,0,0,164,76,55,4,20,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
125,SO Hetmyer,PVD Chameera,AJ Hosein,4,0,4,168,80,56,5,20,0,,,-,,field,West Indies,2,"Zayed Cricket Stadium, Abu Dhabi",2021-11-04,Sri Lanka,West Indies,Sri Lanka
