,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,review,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
48,Mohammad Nawaz,K Rabada,Iftikhar Ahmed,0,0,0,50,134,5,7,4,6,0,,,7,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
49,Iftikhar Ahmed,T Shamsi,Mohammad Nawaz,0,0,0,50,134,4,6,4,1,0,,,8,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
50,Iftikhar Ahmed,T Shamsi,Mohammad Nawaz,1,0,1,51,133,5,7,4,2,0,,,8,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
51,Mohammad Nawaz,T Shamsi,Iftikhar Ahmed,1,0,1,52,132,6,8,4,3,0,,,8,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
52,Iftikhar Ahmed,T Shamsi,Mohammad Nawaz,1,0,1,53,131,6,8,4,4,0,,,8,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
53,Mohammad Nawaz,T Shamsi,Iftikhar Ahmed,1,0,1,54,130,7,9,4,5,0,,,8,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
54,Iftikhar Ahmed,T Shamsi,Mohammad Nawaz,1,0,1,55,129,7,9,4,6,0,,,8,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
55,Iftikhar Ahmed,K Rabada,Mohammad Nawaz,4,0,4,59,125,11,10,4,1,0,,,9,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
56,Iftikhar Ahmed,K Rabada,Mohammad Nawaz,2,0,2,61,123,13,11,4,2,0,,,9,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
57,Iftikhar Ahmed,K Rabada,Mohammad Nawaz,4,0,4,65,119,17,12,4,3,0,,,9,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
58,Iftikhar Ahmed,K Rabada,Mohammad Nawaz,1,0,1,66,118,18,13,4,4,0,,,9,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
59,Mohammad Nawaz,K Rabada,Iftikhar Ahmed,0,1,1,67,117,7,10,4,5,0,,,9,,legbyes,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
60,Iftikhar Ahmed,K Rabada,Mohammad Nawaz,1,0,1,68,116,19,14,4,6,0,,,9,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
61,Iftikhar Ahmed,T Shamsi,Mohammad Nawaz,1,0,1,69,115,20,15,4,1,0,,,10,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
62,Mohammad Nawaz,T Shamsi,Iftikhar Ahmed,0,0,0,69,115,7,11,4,2,0,,,10,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
63,Mohammad Nawaz,T Shamsi,Iftikhar Ahmed,1,0,1,70,114,8,12,4,3,0,,,10,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
64,Iftikhar Ahmed,T Shamsi,Mohammad Nawaz,0,0,0,70,114,20,16,4,4,0,,,10,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
65,Iftikhar Ahmed,T Shamsi,Mohammad Nawaz,0,0,0,70,114,20,17,4,5,0,,,10,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
66,Iftikhar Ahmed,T Shamsi,Mohammad Nawaz,1,0,1,71,113,21,18,4,6,0,,,10,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
67,Iftikhar Ahmed,L Ngidi,Mohammad Nawaz,1,0,1,72,112,22,19,4,1,0,,,11,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
68,Mohammad Nawaz,L Ngidi,Iftikhar Ahmed,0,0,0,72,112,8,13,4,2,0,,,11,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
69,Mohammad Nawaz,L Ngidi,Iftikhar Ahmed,0,0,0,72,112,8,14,4,3,0,,,11,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
70,Mohammad Nawaz,L Ngidi,Iftikhar Ahmed,2,0,2,74,110,10,15,4,4,0,,,11,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
71,Mohammad Nawaz,L Ngidi,Iftikhar Ahmed,4,0,4,78,106,14,16,4,5,0,,,11,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
72,Mohammad Nawaz,L Ngidi,Iftikhar Ahmed,4,0,4,82,102,18,17,4,6,0,,,11,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
73,Iftikhar Ahmed,T Shamsi,Mohammad Nawaz,0,1,1,83,101,22,20,4,1,0,,,12,,wides,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
74,Iftikhar Ahmed,T Shamsi,Mohammad Nawaz,1,0,1,84,100,23,21,4,2,0,,,12,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
75,Mohammad Nawaz,T Shamsi,Iftikhar Ahmed,0,0,0,84,100,18,18,4,3,0,,,12,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
76,Mohammad Nawaz,T Shamsi,Iftikhar Ahmed,4,0,4,88,96,22,19,4,4,0,,,12,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
77,Mohammad Nawaz,T Shamsi,Iftikhar Ahmed,0,1,1,89,95,22,20,4,5,0,,,12,,wides,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
78,Mohammad Nawaz,T Shamsi,Iftikhar Ahmed,0,0,0,89,95,22,21,4,6,0,,,12,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
79,Mohammad Nawaz,T Shamsi,Iftikhar Ahmed,6,0,6,95,89,28,22,4,7,0,,,12,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
80,Mohammad Nawaz,T Shamsi,Iftikhar Ahmed,0,0,0,95,89,28,23,5,8,lbw,Mohammad Nawaz,,12,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
81,Iftikhar Ahmed,WD Parnell,Shadab Khan,6,0,6,101,83,29,22,5,1,0,,,13,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
82,Iftikhar Ahmed,WD Parnell,Shadab Khan,1,0,1,102,82,30,23,5,2,0,,,13,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
83,Shadab Khan,WD Parnell,Iftikhar Ahmed,1,0,1,103,81,1,1,5,3,0,,,13,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
84,Iftikhar Ahmed,WD Parnell,Shadab Khan,1,0,1,104,80,31,24,5,4,0,,,13,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
85,Shadab Khan,WD Parnell,Iftikhar Ahmed,0,0,0,104,80,1,2,5,5,0,,,13,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
86,Shadab Khan,WD Parnell,Iftikhar Ahmed,1,0,1,105,79,2,3,5,6,0,,,13,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
87,Shadab Khan,T Shamsi,Iftikhar Ahmed,4,0,4,109,75,6,4,5,1,0,,,14,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
88,Shadab Khan,T Shamsi,Iftikhar Ahmed,0,0,0,109,75,6,5,5,2,0,,,14,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
89,Shadab Khan,T Shamsi,Iftikhar Ahmed,2,0,2,111,73,8,6,5,3,0,,,14,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
90,Shadab Khan,T Shamsi,Iftikhar Ahmed,6,0,6,117,67,14,7,5,4,0,,,14,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
91,Shadab Khan,T Shamsi,Iftikhar Ahmed,1,0,1,118,66,15,8,5,5,0,,,14,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
92,Iftikhar Ahmed,T Shamsi,Shadab Khan,2,0,2,120,64,33,25,5,6,0,,,14,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
93,Shadab Khan,L Ngidi,Iftikhar Ahmed,2,0,2,122,62,17,9,5,1,0,,,15,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
94,Shadab Khan,L Ngidi,Iftikhar Ahmed,1,0,1,123,61,18,10,5,2,0,,,15,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
95,Iftikhar Ahmed,L Ngidi,Shadab Khan,0,0,0,123,61,33,26,5,3,0,,,15,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
96,Iftikhar Ahmed,L Ngidi,Shadab Khan,6,0,6,129,55,39,27,5,4,0,,,15,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
97,Iftikhar Ahmed,L Ngidi,Shadab Khan,0,1,1,130,54,39,28,5,5,0,,,15,,wides,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
98,Iftikhar Ahmed,L Ngidi,Shadab Khan,1,0,1,131,53,40,29,5,6,0,,,15,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
99,Shadab Khan,L Ngidi,Iftikhar Ahmed,4,0,4,135,49,22,11,5,7,0,,,15,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
100,Iftikhar Ahmed,A Nortje,Shadab Khan,1,0,1,136,48,41,30,5,1,0,,,16,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
101,Shadab Khan,A Nortje,Iftikhar Ahmed,0,0,0,136,48,22,12,5,2,0,,,16,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
102,Shadab Khan,A Nortje,Iftikhar Ahmed,4,0,4,140,44,26,13,5,3,0,,,16,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
103,Shadab Khan,A Nortje,Iftikhar Ahmed,6,0,6,146,38,32,14,5,4,0,,,16,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
104,Shadab Khan,A Nortje,Iftikhar Ahmed,1,0,1,147,37,33,15,5,5,0,,,16,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
105,Iftikhar Ahmed,A Nortje,Shadab Khan,1,0,1,148,36,42,31,5,6,0,,,16,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
106,Iftikhar Ahmed,WD Parnell,Shadab Khan,4,0,4,152,32,46,32,5,1,0,,,17,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
107,Iftikhar Ahmed,WD Parnell,Shadab Khan,1,0,1,153,31,47,33,5,2,0,,,17,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
108,Shadab Khan,WD Parnell,Iftikhar Ahmed,2,0,2,155,29,35,16,5,3,0,,,17,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
109,Shadab Khan,WD Parnell,Iftikhar Ahmed,0,0,0,155,29,35,17,5,4,0,,,17,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
110,Shadab Khan,WD Parnell,Iftikhar Ahmed,3,0,3,158,26,38,18,5,5,0,,,17,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
111,Iftikhar Ahmed,WD Parnell,Shadab Khan,1,0,1,159,25,48,34,5,6,0,,,17,,-,bat,Pakistan,1,Sydney Cricket Ground,2022,11,Pakistan_South Africa_2022-11-03,Pakistan,Pakistan,South Africa,185
