,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
10,RW Chakabva,WD Parnell,CR Ervine,0,1,1,6,,2,6,0,legbyes,5.0,1,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Right hand Bat,Left hand Bat,Left arm Medium
11,CR Ervine,WD Parnell,RW Chakabva,0,0,0,6,,2,6,1,-,6.0,1,,caught,CR Ervine,L Ngidi,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Left hand Bat,Right hand Bat,Left arm Medium
12,RW Chakabva,L Ngidi,SC Williams,6,0,6,12,,8,7,1,-,1.0,2,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Right hand Bat,Left hand Bat,Right arm Fast
13,RW Chakabva,L Ngidi,SC Williams,0,0,0,12,,8,8,2,-,2.0,2,,caught,RW Chakabva,Q de Kock,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Right hand Bat,Left hand Bat,Right arm Fast
14,Sikandar Raza,L Ngidi,SC Williams,0,0,0,12,,0,1,2,-,3.0,2,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Right hand Bat,Left hand Bat,Right arm Fast
15,Sikandar Raza,L Ngidi,SC Williams,0,0,0,12,,0,2,3,-,4.0,2,,caught,Sikandar Raza,Q de Kock,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Right hand Bat,Left hand Bat,Right arm Fast
16,W Madhevere,L Ngidi,SC Williams,0,0,0,12,,0,1,3,-,5.0,2,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Right hand Bat,Left hand Bat,Right arm Fast
17,W Madhevere,L Ngidi,SC Williams,2,0,2,14,,2,2,3,-,6.0,2,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Right hand Bat,Left hand Bat,Right arm Fast
18,SC Williams,WD Parnell,W Madhevere,1,0,1,15,,1,1,3,-,1.0,3,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Left hand Bat,Right hand Bat,Left arm Medium
19,W Madhevere,WD Parnell,SC Williams,4,0,4,19,,6,3,3,-,2.0,3,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Right hand Bat,Left hand Bat,Left arm Medium
20,W Madhevere,WD Parnell,SC Williams,0,0,0,19,,6,4,3,-,3.0,3,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Right hand Bat,Left hand Bat,Left arm Medium
21,W Madhevere,WD Parnell,SC Williams,0,0,0,19,,6,5,4,-,4.0,3,,run out,SC Williams,DA Miller,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Right hand Bat,Left hand Bat,Left arm Medium
22,M Shumba,WD Parnell,W Madhevere,0,0,0,19,,0,1,4,-,5.0,3,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Left hand Bat,Right hand Bat,Left arm Medium
23,M Shumba,WD Parnell,W Madhevere,0,0,0,19,,0,2,4,-,6.0,3,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Left hand Bat,Right hand Bat,Left arm Medium
24,W Madhevere,L Ngidi,M Shumba,4,0,4,23,,10,6,4,-,1.0,4,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Right hand Bat,Left hand Bat,Right arm Fast
25,W Madhevere,L Ngidi,M Shumba,0,1,1,24,,10,6,4,wides,1.0,4,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Right hand Bat,Left hand Bat,Right arm Fast
26,W Madhevere,L Ngidi,M Shumba,1,0,1,25,,11,7,4,-,2.0,4,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Right hand Bat,Left hand Bat,Right arm Fast
27,M Shumba,L Ngidi,W Madhevere,4,0,4,29,,4,3,4,-,3.0,4,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Left hand Bat,Right hand Bat,Right arm Fast
28,M Shumba,L Ngidi,W Madhevere,0,0,0,29,,4,4,4,-,4.0,4,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Left hand Bat,Right hand Bat,Right arm Fast
29,M Shumba,L Ngidi,W Madhevere,0,1,1,30,,4,4,4,wides,4.0,4,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Left hand Bat,Right hand Bat,Right arm Fast
30,M Shumba,L Ngidi,W Madhevere,0,0,0,30,,4,5,4,-,5.0,4,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Left hand Bat,Right hand Bat,Right arm Fast
31,M Shumba,L Ngidi,W Madhevere,1,0,1,31,,5,6,4,-,6.0,4,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Left hand Bat,Right hand Bat,Right arm Fast
32,M Shumba,KA Maharaj,W Madhevere,0,0,0,31,,5,7,4,-,1.0,5,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Left hand Bat,Right hand Bat,Left arm Orthodox
33,M Shumba,KA Maharaj,W Madhevere,4,0,4,35,,9,8,4,-,2.0,5,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Left hand Bat,Right hand Bat,Left arm Orthodox
34,M Shumba,KA Maharaj,W Madhevere,1,0,1,36,,10,9,4,-,3.0,5,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Left hand Bat,Right hand Bat,Left arm Orthodox
35,W Madhevere,KA Maharaj,M Shumba,2,0,2,38,,13,8,4,-,4.0,5,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Right hand Bat,Left hand Bat,Left arm Orthodox
36,W Madhevere,KA Maharaj,M Shumba,1,0,1,39,,14,9,4,-,5.0,5,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Right hand Bat,Left hand Bat,Left arm Orthodox
37,M Shumba,KA Maharaj,W Madhevere,2,0,2,41,,12,10,4,-,6.0,5,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Left hand Bat,Right hand Bat,Left arm Orthodox
38,W Madhevere,A Nortje,M Shumba,1,0,1,42,,15,10,4,-,1.0,6,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Right hand Bat,Left hand Bat,Right arm Fast
39,M Shumba,A Nortje,W Madhevere,0,0,0,42,,12,11,4,-,2.0,6,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Left hand Bat,Right hand Bat,Right arm Fast
40,M Shumba,A Nortje,W Madhevere,1,0,1,43,,13,12,4,-,3.0,6,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Left hand Bat,Right hand Bat,Right arm Fast
41,W Madhevere,A Nortje,M Shumba,1,0,1,44,,16,11,4,-,4.0,6,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Right hand Bat,Left hand Bat,Right arm Fast
42,M Shumba,A Nortje,W Madhevere,1,0,1,45,,14,13,4,-,5.0,6,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Left hand Bat,Right hand Bat,Right arm Fast
43,W Madhevere,A Nortje,M Shumba,2,0,2,47,,18,12,4,-,6.0,6,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Right hand Bat,Left hand Bat,Right arm Fast
44,M Shumba,K Rabada,W Madhevere,0,0,0,47,,14,14,4,-,1.0,7,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Left hand Bat,Right hand Bat,Right arm Fast
45,M Shumba,K Rabada,W Madhevere,1,0,1,48,,15,15,4,-,2.0,7,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Left hand Bat,Right hand Bat,Right arm Fast
46,W Madhevere,K Rabada,M Shumba,6,0,6,54,,24,13,4,-,3.0,7,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Right hand Bat,Left hand Bat,Right arm Fast
47,W Madhevere,K Rabada,M Shumba,2,0,2,56,,26,14,4,-,4.0,7,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Right hand Bat,Left hand Bat,Right arm Fast
48,W Madhevere,K Rabada,M Shumba,4,0,4,60,,30,15,4,-,5.0,7,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Right hand Bat,Left hand Bat,Right arm Fast
49,W Madhevere,K Rabada,M Shumba,4,0,4,64,,34,16,4,-,6.0,7,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Right hand Bat,Left hand Bat,Right arm Fast
50,M Shumba,A Nortje,W Madhevere,0,4,4,68,,15,16,4,legbyes,1.0,8,"{'by': 'South Africa', 'umpire': 'MA Gough', 'batter': 'M Shumba', 'decision': 'struck down'}",0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Left hand Bat,Right hand Bat,Right arm Fast
51,M Shumba,A Nortje,W Madhevere,2,0,2,70,,17,17,4,-,2.0,8,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Left hand Bat,Right hand Bat,Right arm Fast
52,M Shumba,A Nortje,W Madhevere,1,5,6,76,,18,18,4,penalty,3.0,8,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Left hand Bat,Right hand Bat,Right arm Fast
53,W Madhevere,A Nortje,M Shumba,1,0,1,77,,35,17,4,-,4.0,8,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Right hand Bat,Left hand Bat,Right arm Fast
54,M Shumba,A Nortje,W Madhevere,0,1,1,78,,18,19,4,legbyes,5.0,8,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Left hand Bat,Right hand Bat,Right arm Fast
55,W Madhevere,A Nortje,M Shumba,0,1,1,79,,35,18,4,byes,6.0,8,,0,,,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Right hand Bat,Left hand Bat,Right arm Fast
56,M Shumba,A Nortje,W Madhevere,0,0,0,79,,18,20,5,-,7.0,8,,caught,M Shumba,Q de Kock,bat,Zimbabwe,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_South Africa_2022-10-24,no result,Zimbabwe,South Africa,,79,Left hand Bat,Right hand Bat,Right arm Fast
