,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
10,Soumya Sarkar,B Fernando,Nazmul Hossain Shanto,4,0,4,13,193,9,4,1,4,-,0,,,2,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
11,Soumya Sarkar,B Fernando,Nazmul Hossain Shanto,0,0,0,13,193,9,5,1,5,-,0,,,2,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
12,Soumya Sarkar,B Fernando,Nazmul Hossain Shanto,1,0,1,14,192,10,6,1,6,-,0,,,2,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
13,Soumya Sarkar,AD Mathews,Nazmul Hossain Shanto,1,0,1,15,191,11,7,1,1,-,0,,,3,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
14,Nazmul Hossain Shanto,AD Mathews,Soumya Sarkar,1,0,1,16,190,3,5,1,2,-,0,,,3,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
15,Soumya Sarkar,AD Mathews,Nazmul Hossain Shanto,0,0,0,16,190,11,8,1,3,-,0,,,3,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
16,Soumya Sarkar,AD Mathews,Nazmul Hossain Shanto,0,0,0,16,190,11,9,1,4,-,0,,,3,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
17,Soumya Sarkar,AD Mathews,Nazmul Hossain Shanto,1,0,1,17,189,12,10,1,5,-,0,,,3,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
18,Nazmul Hossain Shanto,AD Mathews,Soumya Sarkar,4,0,4,21,185,7,6,1,6,-,0,,,3,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
19,Soumya Sarkar,B Fernando,Nazmul Hossain Shanto,0,0,0,21,185,12,11,2,1,-,caught,Soumya Sarkar,KIC Asalanka,4,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
20,Towhid Hridoy,B Fernando,Nazmul Hossain Shanto,6,0,6,27,179,6,1,2,2,-,0,,,4,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
21,Towhid Hridoy,B Fernando,Nazmul Hossain Shanto,1,0,1,28,178,7,2,2,3,-,0,,,4,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
22,Nazmul Hossain Shanto,B Fernando,Towhid Hridoy,1,0,1,29,177,8,7,2,4,-,0,,,4,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
23,Towhid Hridoy,B Fernando,Nazmul Hossain Shanto,0,0,0,29,177,7,3,2,5,-,0,,,4,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
24,Towhid Hridoy,B Fernando,Nazmul Hossain Shanto,1,0,1,30,176,8,4,2,6,-,0,,,4,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
25,Towhid Hridoy,AD Mathews,Nazmul Hossain Shanto,0,0,0,30,176,8,5,3,1,-,caught,Towhid Hridoy,BKG Mendis,5,"{'by': 'Bangladesh', 'umpire': 'Tanvir Ahmed', 'batter': 'Towhid Hridoy', 'decision': 'struck down', 'type': 'wicket'}",field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
26,Mahmudullah,AD Mathews,Nazmul Hossain Shanto,6,0,6,36,170,6,1,3,2,-,0,,,5,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
27,Mahmudullah,AD Mathews,Nazmul Hossain Shanto,1,0,1,37,169,7,2,3,3,-,0,,,5,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
28,Nazmul Hossain Shanto,AD Mathews,Mahmudullah,0,0,0,37,169,8,8,3,4,-,0,,,5,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
29,Nazmul Hossain Shanto,AD Mathews,Mahmudullah,0,0,0,37,169,8,9,3,5,-,0,,,5,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
30,Nazmul Hossain Shanto,AD Mathews,Mahmudullah,0,0,0,37,169,8,10,3,6,-,0,,,5,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
31,Mahmudullah,M Theekshana,Nazmul Hossain Shanto,1,0,1,38,168,8,3,3,1,-,0,,,6,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
32,Nazmul Hossain Shanto,M Theekshana,Mahmudullah,0,0,0,38,168,8,11,3,2,-,0,,,6,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
33,Nazmul Hossain Shanto,M Theekshana,Mahmudullah,4,0,4,42,164,12,12,3,3,-,0,,,6,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
34,Nazmul Hossain Shanto,M Theekshana,Mahmudullah,0,0,0,42,164,12,13,3,4,-,0,,,6,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
35,Nazmul Hossain Shanto,M Theekshana,Mahmudullah,0,0,0,42,164,12,14,3,5,-,0,,,6,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
36,Nazmul Hossain Shanto,M Theekshana,Mahmudullah,1,0,1,43,163,13,15,3,6,-,0,,,6,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
37,Nazmul Hossain Shanto,MD Shanaka,Mahmudullah,1,0,1,44,162,14,16,3,1,-,0,,,7,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
38,Mahmudullah,MD Shanaka,Nazmul Hossain Shanto,1,0,1,45,161,9,4,3,2,-,0,,,7,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
39,Nazmul Hossain Shanto,MD Shanaka,Mahmudullah,1,0,1,46,160,15,17,3,3,-,0,,,7,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
40,Mahmudullah,MD Shanaka,Nazmul Hossain Shanto,6,0,6,52,154,15,5,3,4,-,0,,,7,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
41,Mahmudullah,MD Shanaka,Nazmul Hossain Shanto,1,0,1,53,153,16,6,3,5,-,0,,,7,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
42,Nazmul Hossain Shanto,MD Shanaka,Mahmudullah,4,0,4,57,149,19,18,3,6,-,0,,,7,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
43,Mahmudullah,A Dananjaya,Nazmul Hossain Shanto,2,0,2,59,147,18,7,3,1,-,0,,,8,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
44,Mahmudullah,A Dananjaya,Nazmul Hossain Shanto,1,0,1,60,146,19,8,3,2,-,0,,,8,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
45,Nazmul Hossain Shanto,A Dananjaya,Mahmudullah,0,0,0,60,146,19,19,3,3,-,0,,,8,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
46,Nazmul Hossain Shanto,A Dananjaya,Mahmudullah,1,0,1,61,145,20,20,3,4,-,0,,,8,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
47,Mahmudullah,A Dananjaya,Nazmul Hossain Shanto,4,0,4,65,141,23,9,3,5,-,0,,,8,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
48,Mahmudullah,A Dananjaya,Nazmul Hossain Shanto,1,0,1,66,140,24,10,3,6,-,0,,,8,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
49,Mahmudullah,M Pathirana,Nazmul Hossain Shanto,0,1,1,67,139,24,11,3,1,wides,0,,,9,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
50,Mahmudullah,M Pathirana,Nazmul Hossain Shanto,0,0,0,67,139,24,12,3,2,-,0,,,9,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
51,Mahmudullah,M Pathirana,Nazmul Hossain Shanto,1,0,1,68,138,25,13,3,3,-,0,,,9,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
52,Nazmul Hossain Shanto,M Pathirana,Mahmudullah,0,0,0,68,138,20,21,3,4,-,0,,,9,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
53,Nazmul Hossain Shanto,M Pathirana,Mahmudullah,0,0,0,68,138,20,22,3,5,-,0,,,9,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
54,Nazmul Hossain Shanto,M Pathirana,Mahmudullah,0,0,0,68,138,20,23,4,6,-,caught,Nazmul Hossain Shanto,AD Mathews,9,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
55,Jaker Ali,M Pathirana,Mahmudullah,0,0,0,68,138,0,1,4,7,-,0,,,9,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
56,Mahmudullah,A Dananjaya,Jaker Ali,0,1,1,69,137,25,14,4,1,wides,0,,,10,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
57,Mahmudullah,A Dananjaya,Jaker Ali,1,0,1,70,136,26,15,4,2,-,0,,,10,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
58,Jaker Ali,A Dananjaya,Mahmudullah,1,0,1,71,135,1,2,4,3,-,0,,,10,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
59,Mahmudullah,A Dananjaya,Jaker Ali,1,0,1,72,134,27,16,4,4,-,0,,,10,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
60,Jaker Ali,A Dananjaya,Mahmudullah,1,0,1,73,133,2,3,4,5,-,0,,,10,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
61,Mahmudullah,A Dananjaya,Jaker Ali,4,0,4,77,129,31,17,4,6,-,0,,,10,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
62,Mahmudullah,A Dananjaya,Jaker Ali,1,0,1,78,128,32,18,4,7,-,0,,,10,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
63,Mahmudullah,M Pathirana,Jaker Ali,0,0,0,78,128,32,19,4,1,-,0,,,11,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
64,Mahmudullah,M Pathirana,Jaker Ali,0,1,1,79,127,32,20,4,2,noballs,0,,,11,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
65,Mahmudullah,M Pathirana,Jaker Ali,2,1,3,82,124,34,21,4,3,noballs,0,,,11,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
66,Mahmudullah,M Pathirana,Jaker Ali,6,0,6,88,118,40,22,4,4,-,0,,,11,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
67,Mahmudullah,M Pathirana,Jaker Ali,1,0,1,89,117,41,23,4,5,-,0,,,11,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
68,Jaker Ali,M Pathirana,Mahmudullah,0,1,1,90,116,2,4,4,6,wides,0,,,11,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
69,Jaker Ali,M Pathirana,Mahmudullah,0,1,1,91,115,2,5,4,7,wides,0,,,11,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
70,Jaker Ali,M Pathirana,Mahmudullah,0,0,0,91,115,2,6,4,8,-,0,,,11,"{'by': 'Sri Lanka', 'umpire': 'Tanvir Ahmed', 'batter': 'Jaker Ali', 'decision': 'struck down', 'type': 'wicket'}",field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
71,Jaker Ali,M Pathirana,Mahmudullah,0,1,1,92,114,2,7,4,9,wides,0,,,11,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
72,Jaker Ali,M Pathirana,Mahmudullah,0,0,0,92,114,2,8,4,10,-,0,,,11,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
73,Jaker Ali,M Pathirana,Mahmudullah,6,0,6,98,108,8,9,4,11,-,0,,,11,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
74,Mahmudullah,M Theekshana,Jaker Ali,0,0,0,98,108,41,24,4,1,-,0,,,12,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
75,Mahmudullah,M Theekshana,Jaker Ali,0,0,0,98,108,41,25,4,2,-,0,,,12,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
76,Mahmudullah,M Theekshana,Jaker Ali,1,0,1,99,107,42,26,4,3,-,0,,,12,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
77,Jaker Ali,M Theekshana,Mahmudullah,1,0,1,100,106,9,10,4,4,-,0,,,12,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
78,Mahmudullah,M Theekshana,Jaker Ali,1,0,1,101,105,43,27,4,5,-,0,,,12,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
79,Jaker Ali,M Theekshana,Mahmudullah,0,0,0,101,105,9,11,4,6,-,0,,,12,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
80,Mahmudullah,B Fernando,Jaker Ali,6,0,6,107,99,49,28,4,1,-,0,,,13,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
81,Mahmudullah,B Fernando,Jaker Ali,1,0,1,108,98,50,29,4,2,-,0,,,13,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
82,Jaker Ali,B Fernando,Mahmudullah,1,0,1,109,97,10,12,4,3,-,0,,,13,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
83,Mahmudullah,B Fernando,Jaker Ali,0,1,1,110,96,50,30,4,4,wides,0,,,13,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
84,Mahmudullah,B Fernando,Jaker Ali,1,0,1,111,95,51,31,4,5,-,0,,,13,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
85,Jaker Ali,B Fernando,Mahmudullah,1,0,1,112,94,11,13,4,6,-,0,,,13,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
86,Mahmudullah,B Fernando,Jaker Ali,1,0,1,113,93,52,32,4,7,-,0,,,13,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
87,Mahmudullah,M Theekshana,Jaker Ali,2,0,2,115,91,54,33,4,1,-,0,,,14,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
88,Mahmudullah,M Theekshana,Jaker Ali,0,0,0,115,91,54,34,5,2,-,caught,Mahmudullah,WIA Fernando,14,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
89,Mahedi Hasan,M Theekshana,Jaker Ali,1,0,1,116,90,1,1,5,3,-,0,,,14,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
90,Jaker Ali,M Theekshana,Mahedi Hasan,1,0,1,117,89,12,14,5,4,-,0,,,14,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
91,Mahedi Hasan,M Theekshana,Jaker Ali,1,0,1,118,88,2,2,5,5,-,0,,,14,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
92,Jaker Ali,M Theekshana,Mahedi Hasan,6,0,6,124,82,18,15,5,6,-,0,,,14,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
93,Mahedi Hasan,MD Shanaka,Jaker Ali,1,0,1,125,81,3,3,5,1,-,0,,,15,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
94,Jaker Ali,MD Shanaka,Mahedi Hasan,1,0,1,126,80,19,16,5,2,-,0,,,15,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
95,Mahedi Hasan,MD Shanaka,Jaker Ali,1,0,1,127,79,4,4,5,3,-,0,,,15,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
96,Jaker Ali,MD Shanaka,Mahedi Hasan,6,0,6,133,73,25,17,5,4,-,0,,,15,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
97,Jaker Ali,MD Shanaka,Mahedi Hasan,6,0,6,139,67,31,18,5,5,-,0,,,15,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
98,Jaker Ali,MD Shanaka,Mahedi Hasan,0,0,0,139,67,31,19,5,6,-,0,,,15,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
99,Mahedi Hasan,M Theekshana,Jaker Ali,1,0,1,140,66,5,5,5,1,-,0,,,16,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Bangladesh,Sri Lanka,203
