,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
75,MC Henriques,HR Walsh,AJ Turner,1,0,1,81,2,4,6,12,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
76,MC Henriques,FA Allen,AJ Turner,0,0,0,81,2,5,1,13,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
77,MC Henriques,FA Allen,AJ Turner,2,0,2,83,4,6,2,13,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
78,MC Henriques,FA Allen,AJ Turner,0,0,0,83,4,7,3,13,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
79,MC Henriques,FA Allen,AJ Turner,0,0,0,83,4,8,4,13,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
80,MC Henriques,FA Allen,AJ Turner,2,0,2,85,6,9,5,13,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
81,MC Henriques,FA Allen,AJ Turner,1,0,1,86,7,10,6,13,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
82,MC Henriques,HR Walsh,AJ Turner,1,0,1,87,8,11,1,14,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
83,AJ Turner,HR Walsh,MC Henriques,0,0,0,87,0,1,2,14,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
84,AJ Turner,HR Walsh,MC Henriques,4,0,4,91,4,2,3,14,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
85,AJ Turner,HR Walsh,MC Henriques,0,0,0,91,4,3,4,14,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
86,AJ Turner,HR Walsh,MC Henriques,0,0,0,91,4,4,5,14,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
87,AJ Turner,HR Walsh,MC Henriques,1,0,1,92,5,5,6,14,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
88,AJ Turner,SS Cottrell,MC Henriques,0,0,0,92,5,6,1,15,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
89,AJ Turner,SS Cottrell,MC Henriques,1,0,1,93,6,7,2,15,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
90,MC Henriques,SS Cottrell,AJ Turner,1,0,1,94,9,12,3,15,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
91,AJ Turner,SS Cottrell,MC Henriques,0,0,0,94,6,8,4,15,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
92,AJ Turner,SS Cottrell,MC Henriques,2,0,2,96,8,9,5,15,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
93,AJ Turner,SS Cottrell,MC Henriques,0,1,1,97,8,10,6,15,wides,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
94,AJ Turner,SS Cottrell,MC Henriques,2,0,2,99,10,11,7,15,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
95,MC Henriques,DJ Bravo,AJ Turner,0,0,0,99,9,13,1,16,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
96,MC Henriques,DJ Bravo,AJ Turner,1,0,1,100,10,14,2,16,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
97,AJ Turner,DJ Bravo,MC Henriques,1,0,1,101,11,12,3,16,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
98,MC Henriques,DJ Bravo,AJ Turner,1,0,1,102,11,15,4,16,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
99,AJ Turner,DJ Bravo,MC Henriques,1,0,1,103,12,13,5,16,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
100,MC Henriques,DJ Bravo,AJ Turner,6,0,6,109,17,16,6,16,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
101,AJ Turner,AD Russell,MC Henriques,4,0,4,113,16,14,1,17,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
102,AJ Turner,AD Russell,MC Henriques,1,0,1,114,17,15,2,17,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
103,MC Henriques,AD Russell,AJ Turner,0,0,0,114,17,17,3,17,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
104,MC Henriques,AD Russell,AJ Turner,2,0,2,116,19,18,4,17,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
105,MC Henriques,AD Russell,AJ Turner,2,0,2,118,21,19,5,17,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
106,MC Henriques,AD Russell,AJ Turner,6,0,6,124,27,20,6,17,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
107,AJ Turner,HR Walsh,MC Henriques,1,0,1,125,18,16,1,18,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
108,MC Henriques,HR Walsh,AJ Turner,1,0,1,126,28,21,2,18,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
109,AJ Turner,HR Walsh,MC Henriques,1,0,1,127,19,17,3,18,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
110,MC Henriques,HR Walsh,AJ Turner,0,0,0,127,28,22,4,18,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
111,MC Henriques,HR Walsh,AJ Turner,1,0,1,128,29,23,5,18,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
112,AJ Turner,HR Walsh,MC Henriques,2,0,2,130,21,18,6,18,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
113,MC Henriques,SS Cottrell,AJ Turner,0,1,1,131,29,24,1,19,wides,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
114,MC Henriques,SS Cottrell,AJ Turner,0,0,0,131,29,25,2,19,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
115,MC Henriques,SS Cottrell,AJ Turner,1,0,1,132,30,26,3,19,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
116,AJ Turner,SS Cottrell,MC Henriques,0,0,0,132,21,19,4,19,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
117,AJ Turner,SS Cottrell,MC Henriques,1,0,1,133,22,20,5,19,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
118,MC Henriques,SS Cottrell,AJ Turner,0,1,1,134,30,27,6,19,wides,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
119,MC Henriques,SS Cottrell,AJ Turner,0,0,0,134,30,28,7,19,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
120,MC Henriques,SS Cottrell,AJ Turner,3,0,3,137,33,29,8,19,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
121,MC Henriques,DJ Bravo,AJ Turner,0,1,1,138,33,30,1,20,legbyes,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
122,AJ Turner,DJ Bravo,MC Henriques,1,0,1,139,23,21,2,20,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
123,MC Henriques,DJ Bravo,AJ Turner,0,0,0,139,33,31,3,20,-,caught,MC Henriques,FA Allen,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
124,AJ Turner,DJ Bravo,DT Christian,1,0,1,140,24,22,4,20,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
125,DT Christian,DJ Bravo,AJ Turner,1,0,1,141,1,1,5,20,-,0,,,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
126,AJ Turner,DJ Bravo,DT Christian,0,0,0,141,24,23,6,20,-,run out,AJ Turner,DJ Bravo,,bat,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,Australia,West Indies
