,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
10,BKG Mendis,Taskin Ahmed,PHKD Mendis,1,0,1,8,,2,3,1,-,4.0,0,,,1,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
11,PHKD Mendis,Taskin Ahmed,BKG Mendis,1,0,1,9,,2,7,1,-,5.0,0,,,1,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
12,BKG Mendis,Taskin Ahmed,PHKD Mendis,0,0,0,9,,2,4,1,-,6.0,0,,,1,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
13,PHKD Mendis,Shoriful Islam,BKG Mendis,6,0,6,15,,8,8,1,-,1.0,0,,,2,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
14,PHKD Mendis,Shoriful Islam,BKG Mendis,1,0,1,16,,9,9,1,-,2.0,0,,,2,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
15,BKG Mendis,Shoriful Islam,PHKD Mendis,0,0,0,16,,2,5,1,-,3.0,0,,,2,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
16,BKG Mendis,Shoriful Islam,PHKD Mendis,0,0,0,16,,2,6,1,-,4.0,0,,,2,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
17,BKG Mendis,Shoriful Islam,PHKD Mendis,0,1,1,17,,2,7,1,legbyes,5.0,0,,,2,"{'by': 'Bangladesh', 'umpire': 'Masudur Rahman', 'batter': 'BKG Mendis', 'decision': 'struck down', 'type': 'wicket'}",field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
18,PHKD Mendis,Shoriful Islam,BKG Mendis,4,0,4,21,,13,10,1,-,6.0,0,,,2,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
19,BKG Mendis,Mahedi Hasan,PHKD Mendis,4,0,4,25,,6,8,1,-,1.0,0,,,3,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
20,BKG Mendis,Mahedi Hasan,PHKD Mendis,1,0,1,26,,7,9,1,-,2.0,0,,,3,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
21,PHKD Mendis,Mahedi Hasan,BKG Mendis,0,0,0,26,,13,11,1,-,3.0,0,,,3,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
22,PHKD Mendis,Mahedi Hasan,BKG Mendis,0,0,0,26,,13,12,1,-,4.0,0,,,3,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
23,PHKD Mendis,Mahedi Hasan,BKG Mendis,6,0,6,32,,19,13,1,-,5.0,0,,,3,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
24,PHKD Mendis,Mahedi Hasan,BKG Mendis,0,0,0,32,,19,14,1,-,6.0,0,,,3,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
25,BKG Mendis,Taskin Ahmed,PHKD Mendis,4,0,4,36,,11,10,1,-,1.0,0,,,4,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
26,BKG Mendis,Taskin Ahmed,PHKD Mendis,1,0,1,37,,12,11,1,-,2.0,0,,,4,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
27,PHKD Mendis,Taskin Ahmed,BKG Mendis,0,0,0,37,,19,15,2,-,3.0,caught,PHKD Mendis,Soumya Sarkar,4,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
28,S Samarawickrama,Taskin Ahmed,BKG Mendis,1,0,1,38,,1,1,2,-,4.0,0,,,4,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
29,BKG Mendis,Taskin Ahmed,S Samarawickrama,1,0,1,39,,13,12,2,-,5.0,0,,,4,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
30,S Samarawickrama,Taskin Ahmed,BKG Mendis,1,0,1,40,,2,2,2,-,6.0,0,,,4,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
31,S Samarawickrama,Mustafizur Rahman,BKG Mendis,0,0,0,40,,2,3,2,-,1.0,0,,,5,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
32,S Samarawickrama,Mustafizur Rahman,BKG Mendis,0,0,0,40,,2,4,2,-,2.0,0,,,5,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
33,S Samarawickrama,Mustafizur Rahman,BKG Mendis,0,0,0,40,,2,5,2,-,3.0,0,,,5,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
34,S Samarawickrama,Mustafizur Rahman,BKG Mendis,4,0,4,44,,6,6,2,-,4.0,0,,,5,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
35,S Samarawickrama,Mustafizur Rahman,BKG Mendis,1,0,1,45,,7,7,2,-,5.0,0,,,5,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
36,BKG Mendis,Mustafizur Rahman,S Samarawickrama,0,0,0,45,,13,13,2,-,6.0,0,,,5,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
37,S Samarawickrama,Rishad Hossain,BKG Mendis,0,0,0,45,,7,8,2,-,1.0,0,,,6,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
38,S Samarawickrama,Rishad Hossain,BKG Mendis,1,0,1,46,,8,9,2,-,2.0,0,,,6,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
39,BKG Mendis,Rishad Hossain,S Samarawickrama,0,0,0,46,,13,14,2,-,3.0,0,,,6,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
40,BKG Mendis,Rishad Hossain,S Samarawickrama,1,0,1,47,,14,15,2,-,4.0,0,,,6,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
41,S Samarawickrama,Rishad Hossain,BKG Mendis,1,0,1,48,,9,10,2,-,5.0,0,,,6,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
42,BKG Mendis,Rishad Hossain,S Samarawickrama,0,0,0,48,,14,16,2,-,6.0,0,,,6,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
43,S Samarawickrama,Mahedi Hasan,BKG Mendis,4,0,4,52,,13,11,2,-,1.0,0,,,7,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
44,S Samarawickrama,Mahedi Hasan,BKG Mendis,0,0,0,52,,13,12,2,-,2.0,0,,,7,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
45,S Samarawickrama,Mahedi Hasan,BKG Mendis,1,0,1,53,,14,13,2,-,3.0,0,,,7,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
46,BKG Mendis,Mahedi Hasan,S Samarawickrama,1,0,1,54,,15,17,2,-,4.0,0,,,7,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
47,S Samarawickrama,Mahedi Hasan,BKG Mendis,1,0,1,55,,15,14,2,-,5.0,0,,,7,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
48,BKG Mendis,Mahedi Hasan,S Samarawickrama,6,0,6,61,,21,18,2,-,6.0,0,,,7,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
49,S Samarawickrama,Rishad Hossain,BKG Mendis,0,0,0,61,,15,15,2,-,1.0,0,,,8,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
50,S Samarawickrama,Rishad Hossain,BKG Mendis,0,0,0,61,,15,16,2,-,2.0,0,,,8,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
51,S Samarawickrama,Rishad Hossain,BKG Mendis,4,0,4,65,,19,17,2,-,3.0,0,,,8,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
52,S Samarawickrama,Rishad Hossain,BKG Mendis,1,0,1,66,,20,18,2,-,4.0,0,,,8,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
53,BKG Mendis,Rishad Hossain,S Samarawickrama,1,0,1,67,,22,19,2,-,5.0,0,,,8,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
54,S Samarawickrama,Rishad Hossain,BKG Mendis,0,0,0,67,,20,19,2,-,6.0,0,,,8,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
55,BKG Mendis,Taskin Ahmed,S Samarawickrama,4,0,4,71,,26,20,2,-,1.0,0,,,9,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
56,BKG Mendis,Taskin Ahmed,S Samarawickrama,1,0,1,72,,27,21,2,-,2.0,0,,,9,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
57,S Samarawickrama,Taskin Ahmed,BKG Mendis,1,0,1,73,,21,20,2,-,3.0,0,,,9,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
58,BKG Mendis,Taskin Ahmed,S Samarawickrama,4,0,4,77,,31,22,2,-,4.0,0,,,9,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
59,BKG Mendis,Taskin Ahmed,S Samarawickrama,1,0,1,78,,32,23,2,-,5.0,0,,,9,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
60,S Samarawickrama,Taskin Ahmed,BKG Mendis,1,0,1,79,,22,21,2,-,6.0,0,,,9,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
61,S Samarawickrama,Mustafizur Rahman,BKG Mendis,1,0,1,80,,23,22,2,-,1.0,0,,,10,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
62,BKG Mendis,Mustafizur Rahman,S Samarawickrama,1,0,1,81,,33,24,2,-,2.0,0,,,10,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
63,S Samarawickrama,Mustafizur Rahman,BKG Mendis,0,0,0,81,,23,23,2,-,3.0,0,,,10,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
64,S Samarawickrama,Mustafizur Rahman,BKG Mendis,0,1,1,82,,23,24,2,legbyes,4.0,0,,,10,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
65,BKG Mendis,Mustafizur Rahman,S Samarawickrama,1,0,1,83,,34,25,2,-,5.0,0,,,10,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
66,S Samarawickrama,Mustafizur Rahman,BKG Mendis,1,0,1,84,,24,25,2,-,6.0,0,,,10,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
67,S Samarawickrama,Rishad Hossain,BKG Mendis,0,0,0,84,,24,26,2,-,1.0,0,,,11,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
68,S Samarawickrama,Rishad Hossain,BKG Mendis,1,0,1,85,,25,27,2,-,2.0,0,,,11,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
69,BKG Mendis,Rishad Hossain,S Samarawickrama,4,0,4,89,,38,26,2,-,3.0,0,,,11,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
70,BKG Mendis,Rishad Hossain,S Samarawickrama,6,0,6,95,,44,27,2,-,4.0,0,,,11,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
71,BKG Mendis,Rishad Hossain,S Samarawickrama,6,0,6,101,,50,28,2,-,5.0,0,,,11,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
72,BKG Mendis,Rishad Hossain,S Samarawickrama,1,0,1,102,,51,29,2,-,6.0,0,,,11,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
73,BKG Mendis,Shoriful Islam,S Samarawickrama,1,0,1,103,,52,30,2,-,1.0,0,,,12,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
74,S Samarawickrama,Shoriful Islam,BKG Mendis,6,0,6,109,,31,28,2,-,2.0,0,,,12,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
75,S Samarawickrama,Shoriful Islam,BKG Mendis,0,5,5,114,,31,29,2,wides,2.0,0,,,12,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
76,S Samarawickrama,Shoriful Islam,BKG Mendis,0,0,0,114,,31,30,2,-,3.0,0,,,12,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
77,S Samarawickrama,Shoriful Islam,BKG Mendis,4,0,4,118,,35,31,2,-,4.0,0,,,12,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
78,S Samarawickrama,Shoriful Islam,BKG Mendis,4,0,4,122,,39,32,2,-,5.0,0,,,12,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
79,S Samarawickrama,Shoriful Islam,BKG Mendis,1,0,1,123,,40,33,2,-,6.0,0,,,12,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
80,S Samarawickrama,Soumya Sarkar,BKG Mendis,1,0,1,124,,41,34,2,-,1.0,0,,,13,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
81,BKG Mendis,Soumya Sarkar,S Samarawickrama,4,0,4,128,,56,31,2,-,2.0,0,,,13,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
82,BKG Mendis,Soumya Sarkar,S Samarawickrama,1,0,1,129,,57,32,2,-,3.0,0,,,13,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
83,S Samarawickrama,Soumya Sarkar,BKG Mendis,1,0,1,130,,42,35,2,-,4.0,0,,,13,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
84,BKG Mendis,Soumya Sarkar,S Samarawickrama,0,0,0,130,,57,33,2,-,5.0,0,,,13,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
85,BKG Mendis,Soumya Sarkar,S Samarawickrama,1,0,1,131,,58,34,2,-,6.0,0,,,13,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
86,BKG Mendis,Rishad Hossain,S Samarawickrama,1,0,1,132,,59,35,2,-,1.0,0,,,14,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
87,S Samarawickrama,Rishad Hossain,BKG Mendis,0,0,0,132,,42,36,2,-,2.0,0,,,14,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
88,S Samarawickrama,Rishad Hossain,BKG Mendis,1,0,1,133,,43,37,2,-,3.0,0,,,14,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
89,BKG Mendis,Rishad Hossain,S Samarawickrama,0,0,0,133,,59,36,3,-,4.0,caught,BKG Mendis,Mahmudullah,14,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
90,KIC Asalanka,Rishad Hossain,S Samarawickrama,1,0,1,134,,1,1,3,-,5.0,0,,,14,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
91,S Samarawickrama,Rishad Hossain,KIC Asalanka,2,0,2,136,,45,38,3,-,6.0,0,,,14,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
92,KIC Asalanka,Mahedi Hasan,S Samarawickrama,0,0,0,136,,1,2,3,-,1.0,0,,,15,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
93,KIC Asalanka,Mahedi Hasan,S Samarawickrama,0,0,0,136,,1,3,3,-,2.0,0,,,15,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
94,KIC Asalanka,Mahedi Hasan,S Samarawickrama,1,0,1,137,,2,4,3,-,3.0,0,,,15,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
95,S Samarawickrama,Mahedi Hasan,KIC Asalanka,0,0,0,137,,45,39,3,-,4.0,0,,,15,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
96,S Samarawickrama,Mahedi Hasan,KIC Asalanka,1,0,1,138,,46,40,3,-,5.0,0,,,15,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
97,KIC Asalanka,Mahedi Hasan,S Samarawickrama,0,2,2,140,,2,5,3,wides,5.0,0,,,15,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
98,S Samarawickrama,Mahedi Hasan,KIC Asalanka,0,1,1,141,,46,41,3,wides,5.0,0,,,15,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
