,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
114,OC McCoy,A Nortje,FA Allen,0,0,0,131,35,1,3,8,4,19,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
115,OC McCoy,A Nortje,FA Allen,0,0,0,131,35,1,4,8,5,19,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
116,OC McCoy,A Nortje,FA Allen,0,0,0,131,35,1,5,8,6,19,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
117,FA Allen,L Ngidi,OC McCoy,6,0,6,137,29,22,8,8,1,20,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
118,FA Allen,L Ngidi,OC McCoy,6,0,6,143,23,28,9,8,2,20,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
119,FA Allen,L Ngidi,OC McCoy,0,0,0,143,23,28,10,8,3,20,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
120,FA Allen,L Ngidi,OC McCoy,0,1,1,144,22,28,11,8,4,20,wides,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
121,FA Allen,L Ngidi,OC McCoy,6,0,6,150,16,34,12,8,5,20,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
122,FA Allen,L Ngidi,OC McCoy,0,0,0,150,16,34,13,9,6,20,-,lbw,FA Allen,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
123,K Sinclair,L Ngidi,OC McCoy,0,0,0,150,16,0,1,9,7,20,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
