,batter,bowler,non_striker,review,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
30,GSNFG Jayasuriya,O Thomas,MDKJ Perera,,0,4,4,32,164,6,10,1,4,byes,4,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
31,GSNFG Jayasuriya,O Thomas,MDKJ Perera,,4,0,4,36,160,10,11,1,5,-,4,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
32,GSNFG Jayasuriya,O Thomas,MDKJ Perera,,0,0,0,36,160,10,12,1,6,-,4,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
33,MDKJ Perera,SS Cottrell,GSNFG Jayasuriya,,1,0,1,37,159,11,11,1,1,-,5,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
34,GSNFG Jayasuriya,SS Cottrell,MDKJ Perera,,1,0,1,38,158,11,13,1,2,-,5,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
35,MDKJ Perera,SS Cottrell,GSNFG Jayasuriya,,4,0,4,42,154,15,12,1,3,-,5,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
36,MDKJ Perera,SS Cottrell,GSNFG Jayasuriya,,0,1,1,43,153,15,13,1,4,legbyes,5,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
37,GSNFG Jayasuriya,SS Cottrell,MDKJ Perera,,0,0,0,43,153,11,14,1,5,-,5,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
38,GSNFG Jayasuriya,SS Cottrell,MDKJ Perera,,1,0,1,44,152,12,15,1,6,-,5,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
39,GSNFG Jayasuriya,FA Allen,MDKJ Perera,,4,0,4,48,148,16,16,1,1,-,6,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
40,GSNFG Jayasuriya,FA Allen,MDKJ Perera,,0,0,0,48,148,16,17,1,2,-,6,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
41,GSNFG Jayasuriya,FA Allen,MDKJ Perera,,0,0,0,48,148,16,18,2,3,-,6,caught,GSNFG Jayasuriya,R Powell,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
42,MDKJ Perera,FA Allen,BKG Mendis,,0,0,0,48,148,15,14,3,4,-,6,caught,MDKJ Perera,LMP Simmons,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
43,AD Mathews,FA Allen,BKG Mendis,,1,0,1,49,147,1,1,3,5,-,6,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
44,BKG Mendis,FA Allen,AD Mathews,,1,0,1,50,146,1,1,3,6,-,6,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
45,BKG Mendis,AD Russell,AD Mathews,,1,0,1,51,145,2,2,3,1,-,7,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
46,AD Mathews,AD Russell,BKG Mendis,,2,0,2,53,143,3,2,3,2,-,7,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
47,AD Mathews,AD Russell,BKG Mendis,,0,0,0,53,143,3,3,3,3,-,7,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
48,AD Mathews,AD Russell,BKG Mendis,,4,0,4,57,139,7,4,3,4,-,7,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
49,AD Mathews,AD Russell,BKG Mendis,,1,0,1,58,138,8,5,3,5,-,7,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
50,BKG Mendis,AD Russell,AD Mathews,,0,0,0,58,138,2,3,3,6,-,7,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
51,AD Mathews,FA Allen,BKG Mendis,,0,0,0,58,138,8,6,3,1,-,8,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
52,AD Mathews,FA Allen,BKG Mendis,,1,0,1,59,137,9,7,3,2,-,8,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
53,BKG Mendis,FA Allen,AD Mathews,,4,0,4,63,133,6,4,3,3,-,8,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
54,BKG Mendis,FA Allen,AD Mathews,,0,0,0,63,133,6,5,3,4,-,8,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
55,BKG Mendis,FA Allen,AD Mathews,,1,0,1,64,132,7,6,3,5,-,8,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
56,AD Mathews,FA Allen,BKG Mendis,,1,0,1,65,131,10,8,3,6,-,8,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
57,AD Mathews,O Thomas,BKG Mendis,,1,0,1,66,130,11,9,3,1,-,9,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
58,BKG Mendis,O Thomas,AD Mathews,,1,0,1,67,129,8,7,3,2,-,9,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
59,AD Mathews,O Thomas,BKG Mendis,,0,1,1,68,128,11,10,3,3,wides,9,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
60,AD Mathews,O Thomas,BKG Mendis,,4,0,4,72,124,15,11,3,4,-,9,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
61,AD Mathews,O Thomas,BKG Mendis,,1,0,1,73,123,16,12,3,5,-,9,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
62,BKG Mendis,O Thomas,AD Mathews,,1,0,1,74,122,9,8,3,6,-,9,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
63,AD Mathews,O Thomas,BKG Mendis,,1,0,1,75,121,17,13,3,7,-,9,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
64,AD Mathews,FA Allen,BKG Mendis,,1,0,1,76,120,18,14,3,1,-,10,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
65,BKG Mendis,FA Allen,AD Mathews,,1,0,1,77,119,10,9,3,2,-,10,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
66,AD Mathews,FA Allen,BKG Mendis,,1,0,1,78,118,19,15,3,3,-,10,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
67,BKG Mendis,FA Allen,AD Mathews,,0,0,0,78,118,10,10,3,4,-,10,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
68,BKG Mendis,FA Allen,AD Mathews,,1,0,1,79,117,11,11,3,5,-,10,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
69,AD Mathews,FA Allen,BKG Mendis,,2,0,2,81,115,21,16,3,6,-,10,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
70,BKG Mendis,DJ Bravo,AD Mathews,,0,0,0,81,115,11,12,3,1,-,11,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
71,BKG Mendis,DJ Bravo,AD Mathews,,0,0,0,81,115,11,13,4,2,-,11,caught,BKG Mendis,R Powell,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
72,MD Shanaka,DJ Bravo,AD Mathews,,0,0,0,81,115,0,1,4,3,-,11,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
73,MD Shanaka,DJ Bravo,AD Mathews,,0,0,0,81,115,0,2,4,4,-,11,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
74,MD Shanaka,DJ Bravo,AD Mathews,,2,0,2,83,113,2,3,4,5,-,11,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
75,MD Shanaka,DJ Bravo,AD Mathews,,1,0,1,84,112,3,4,4,6,-,11,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
76,MD Shanaka,O Thomas,AD Mathews,,0,1,1,85,111,3,5,4,1,legbyes,12,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
77,AD Mathews,O Thomas,MD Shanaka,,1,0,1,86,110,22,17,4,2,-,12,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
78,MD Shanaka,O Thomas,AD Mathews,,0,5,5,91,105,3,6,4,3,wides,12,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
79,MD Shanaka,O Thomas,AD Mathews,,1,0,1,92,104,4,7,4,4,-,12,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
80,AD Mathews,O Thomas,MD Shanaka,,0,0,0,92,104,22,18,4,5,-,12,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
81,AD Mathews,O Thomas,MD Shanaka,,0,0,0,92,104,22,19,4,6,-,12,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
82,AD Mathews,O Thomas,MD Shanaka,,0,0,0,92,104,22,20,4,7,-,12,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
83,MD Shanaka,DJ Bravo,AD Mathews,,1,0,1,93,103,5,8,4,1,-,13,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
84,AD Mathews,DJ Bravo,MD Shanaka,,1,0,1,94,102,23,21,4,2,-,13,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
85,MD Shanaka,DJ Bravo,AD Mathews,,1,0,1,95,101,6,9,4,3,-,13,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
86,AD Mathews,DJ Bravo,MD Shanaka,,0,0,0,95,101,23,22,4,4,-,13,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
87,AD Mathews,DJ Bravo,MD Shanaka,,0,0,0,95,101,23,23,5,5,-,13,run out,AD Mathews,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
88,PWH de Silva,DJ Bravo,MD Shanaka,,1,0,1,96,100,1,1,5,6,-,13,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
89,PWH de Silva,SS Cottrell,MD Shanaka,,0,0,0,96,100,1,2,5,1,-,14,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
90,PWH de Silva,SS Cottrell,MD Shanaka,,0,1,1,97,99,1,3,5,2,legbyes,14,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
91,MD Shanaka,SS Cottrell,PWH de Silva,,1,0,1,98,98,7,10,5,3,-,14,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
92,PWH de Silva,SS Cottrell,MD Shanaka,,4,0,4,102,94,5,4,5,4,-,14,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
93,PWH de Silva,SS Cottrell,MD Shanaka,,1,0,1,103,93,6,5,5,5,-,14,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
94,MD Shanaka,SS Cottrell,PWH de Silva,,0,1,1,104,92,7,11,5,6,legbyes,14,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
95,MD Shanaka,AD Russell,PWH de Silva,,0,0,0,104,92,7,12,5,1,-,15,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
96,MD Shanaka,AD Russell,PWH de Silva,,0,0,0,104,92,7,13,5,2,-,15,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
97,MD Shanaka,AD Russell,PWH de Silva,,1,0,1,105,91,8,14,5,3,-,15,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
98,PWH de Silva,AD Russell,MD Shanaka,,1,0,1,106,90,7,6,5,4,-,15,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
99,MD Shanaka,AD Russell,PWH de Silva,,1,0,1,107,89,9,15,5,5,-,15,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
100,PWH de Silva,AD Russell,MD Shanaka,,0,1,1,108,88,7,7,5,6,wides,15,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
101,PWH de Silva,AD Russell,MD Shanaka,,1,0,1,109,87,8,8,5,7,-,15,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
102,PWH de Silva,SS Cottrell,MD Shanaka,,0,0,0,109,87,8,9,6,1,-,16,caught,PWH de Silva,SO Hetmyer,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
103,NLTC Perera,SS Cottrell,MD Shanaka,,1,0,1,110,86,1,1,6,2,-,16,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
104,MD Shanaka,SS Cottrell,NLTC Perera,,4,0,4,114,82,13,16,6,3,-,16,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
105,MD Shanaka,SS Cottrell,NLTC Perera,,0,1,1,115,81,13,17,6,4,legbyes,16,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
106,NLTC Perera,SS Cottrell,MD Shanaka,,0,0,0,115,81,1,2,6,5,-,16,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
107,NLTC Perera,SS Cottrell,MD Shanaka,,1,0,1,116,80,2,3,6,6,-,16,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
108,NLTC Perera,DJ Bravo,MD Shanaka,,0,0,0,116,80,2,4,6,1,-,17,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
109,NLTC Perera,DJ Bravo,MD Shanaka,,1,0,1,117,79,3,5,6,2,-,17,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
110,MD Shanaka,DJ Bravo,NLTC Perera,,4,0,4,121,75,17,18,6,3,-,17,0,,,field,West Indies,1,Pallekele International Cricket Stadium,2020,03,Sri Lanka_West Indies_2020-03-06,West Indies,Sri Lanka,West Indies,155
