,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
28,LRPL Taylor,SL Malinga,MJ Santner,1,0,1,29,,4,8,4,3,-,0,,,4,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
29,MJ Santner,SL Malinga,LRPL Taylor,0,0,0,29,,0,1,4,4,-,0,,,4,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
30,MJ Santner,SL Malinga,LRPL Taylor,0,0,0,29,,0,2,4,5,-,0,,,4,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
31,MJ Santner,SL Malinga,LRPL Taylor,0,0,0,29,,0,3,4,6,-,0,,,4,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
32,LRPL Taylor,NLTC Perera,MJ Santner,1,0,1,30,,5,9,4,1,-,0,,,5,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
33,MJ Santner,NLTC Perera,LRPL Taylor,0,0,0,30,,0,4,4,2,-,0,,,5,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
34,MJ Santner,NLTC Perera,LRPL Taylor,0,1,1,31,,0,5,4,3,wides,0,,,5,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
35,MJ Santner,NLTC Perera,LRPL Taylor,1,0,1,32,,1,6,4,4,-,0,,,5,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
36,LRPL Taylor,NLTC Perera,MJ Santner,0,0,0,32,,5,10,4,5,-,0,,,5,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
37,LRPL Taylor,NLTC Perera,MJ Santner,0,0,0,32,,5,11,4,6,-,0,,,5,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
38,LRPL Taylor,NLTC Perera,MJ Santner,1,0,1,33,,6,12,4,7,-,0,,,5,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
39,LRPL Taylor,CBRLS Kumara,MJ Santner,0,0,0,33,,6,13,4,1,-,0,,,6,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
40,LRPL Taylor,CBRLS Kumara,MJ Santner,0,0,0,33,,6,14,4,2,-,0,,,6,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
41,LRPL Taylor,CBRLS Kumara,MJ Santner,0,0,0,33,,6,15,4,3,-,0,,,6,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
42,LRPL Taylor,CBRLS Kumara,MJ Santner,1,0,1,34,,7,16,4,4,-,0,,,6,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
43,MJ Santner,CBRLS Kumara,LRPL Taylor,1,0,1,35,,2,7,4,5,-,0,,,6,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
44,LRPL Taylor,CBRLS Kumara,MJ Santner,1,0,1,36,,8,17,4,6,-,0,,,6,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
45,LRPL Taylor,NLTC Perera,MJ Santner,1,0,1,37,,9,18,4,1,-,0,,,7,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
46,MJ Santner,NLTC Perera,LRPL Taylor,1,0,1,38,,3,8,4,2,-,0,,,7,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
47,LRPL Taylor,NLTC Perera,MJ Santner,1,0,1,39,,10,19,4,3,-,0,,,7,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
48,MJ Santner,NLTC Perera,LRPL Taylor,0,0,0,39,,3,9,4,4,-,0,,,7,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
49,MJ Santner,NLTC Perera,LRPL Taylor,4,0,4,43,,7,10,4,5,-,0,,,7,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
50,MJ Santner,NLTC Perera,LRPL Taylor,1,0,1,44,,8,11,4,6,-,0,,,7,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
51,MJ Santner,CBRLS Kumara,LRPL Taylor,1,0,1,45,,9,12,4,1,-,0,,,8,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
52,LRPL Taylor,CBRLS Kumara,MJ Santner,0,0,0,45,,10,20,4,2,-,0,,,8,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
53,LRPL Taylor,CBRLS Kumara,MJ Santner,1,0,1,46,,11,21,4,3,-,0,,,8,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
54,MJ Santner,CBRLS Kumara,LRPL Taylor,0,0,0,46,,9,13,4,4,-,0,,,8,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
55,MJ Santner,CBRLS Kumara,LRPL Taylor,1,0,1,47,,10,14,4,5,-,0,,,8,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
56,LRPL Taylor,CBRLS Kumara,MJ Santner,0,0,0,47,,11,22,4,6,-,0,,,8,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
57,MJ Santner,PADLR Sandakan,LRPL Taylor,1,0,1,48,,11,15,4,1,-,0,,,9,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
58,LRPL Taylor,PADLR Sandakan,MJ Santner,4,0,4,52,,15,23,4,2,-,0,,,9,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
59,LRPL Taylor,PADLR Sandakan,MJ Santner,0,0,0,52,,15,24,4,3,-,0,,,9,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
60,LRPL Taylor,PADLR Sandakan,MJ Santner,1,0,1,53,,16,25,4,4,-,0,,,9,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
61,MJ Santner,PADLR Sandakan,LRPL Taylor,2,0,2,55,,13,16,4,5,-,0,,,9,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
62,MJ Santner,PADLR Sandakan,LRPL Taylor,0,0,0,55,,13,17,5,6,-,caught,MJ Santner,NLTC Perera,9,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
63,DAJ Bracewell,CBRLS Kumara,LRPL Taylor,0,0,0,55,,0,1,5,1,-,0,,,10,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
64,DAJ Bracewell,CBRLS Kumara,LRPL Taylor,1,0,1,56,,1,2,5,2,-,0,,,10,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
65,LRPL Taylor,CBRLS Kumara,DAJ Bracewell,1,0,1,57,,17,26,5,3,-,0,,,10,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
66,DAJ Bracewell,CBRLS Kumara,LRPL Taylor,0,0,0,57,,1,3,5,4,-,0,,,10,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
67,DAJ Bracewell,CBRLS Kumara,LRPL Taylor,0,0,0,57,,1,4,5,5,-,0,,,10,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
68,DAJ Bracewell,CBRLS Kumara,LRPL Taylor,0,0,0,57,,1,5,5,6,-,0,,,10,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
69,LRPL Taylor,PADLR Sandakan,DAJ Bracewell,1,0,1,58,,18,27,5,1,-,0,,,11,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
70,DAJ Bracewell,PADLR Sandakan,LRPL Taylor,1,0,1,59,,2,6,5,2,-,0,,,11,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
71,LRPL Taylor,PADLR Sandakan,DAJ Bracewell,1,0,1,60,,19,28,5,3,-,0,,,11,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
72,DAJ Bracewell,PADLR Sandakan,LRPL Taylor,1,0,1,61,,3,7,5,4,-,0,,,11,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
73,LRPL Taylor,PADLR Sandakan,DAJ Bracewell,1,0,1,62,,20,29,5,5,-,0,,,11,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
74,DAJ Bracewell,PADLR Sandakan,LRPL Taylor,6,0,6,68,,9,8,5,6,-,0,,,11,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
75,LRPL Taylor,CBRLS Kumara,DAJ Bracewell,0,1,1,69,,20,30,5,1,legbyes,0,,,12,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
76,DAJ Bracewell,CBRLS Kumara,LRPL Taylor,0,5,5,74,,9,9,5,2,wides,0,,,12,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
77,DAJ Bracewell,CBRLS Kumara,LRPL Taylor,0,0,0,74,,9,10,5,3,-,0,,,12,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
78,DAJ Bracewell,CBRLS Kumara,LRPL Taylor,2,0,2,76,,11,11,5,4,-,0,,,12,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
79,DAJ Bracewell,CBRLS Kumara,LRPL Taylor,0,1,1,77,,11,12,5,5,noballs,0,,,12,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
80,DAJ Bracewell,CBRLS Kumara,LRPL Taylor,6,0,6,83,,17,13,5,6,-,0,,,12,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
81,DAJ Bracewell,CBRLS Kumara,LRPL Taylor,1,0,1,84,,18,14,5,7,-,0,,,12,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
82,LRPL Taylor,CBRLS Kumara,DAJ Bracewell,1,0,1,85,,21,31,5,8,-,0,,,12,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
83,LRPL Taylor,PADLR Sandakan,DAJ Bracewell,6,0,6,91,,27,32,5,1,-,0,,,13,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
84,LRPL Taylor,PADLR Sandakan,DAJ Bracewell,0,0,0,91,,27,33,5,2,-,0,,,13,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
85,LRPL Taylor,PADLR Sandakan,DAJ Bracewell,1,0,1,92,,28,34,5,3,-,0,,,13,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
86,DAJ Bracewell,PADLR Sandakan,LRPL Taylor,0,0,0,92,,18,15,5,4,-,0,,,13,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
87,DAJ Bracewell,PADLR Sandakan,LRPL Taylor,0,0,0,92,,18,16,5,5,-,0,,,13,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
88,DAJ Bracewell,PADLR Sandakan,LRPL Taylor,0,1,1,93,,18,17,5,6,wides,0,,,13,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
89,DAJ Bracewell,PADLR Sandakan,LRPL Taylor,0,1,1,94,,18,18,5,7,wides,0,,,13,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
90,DAJ Bracewell,PADLR Sandakan,LRPL Taylor,1,0,1,95,,19,19,5,8,-,0,,,13,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
91,DAJ Bracewell,NLTC Perera,LRPL Taylor,1,0,1,96,,20,20,5,1,-,0,,,14,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
92,LRPL Taylor,NLTC Perera,DAJ Bracewell,4,0,4,100,,32,35,5,2,-,0,,,14,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
93,LRPL Taylor,NLTC Perera,DAJ Bracewell,1,0,1,101,,33,36,5,3,-,0,,,14,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
94,DAJ Bracewell,NLTC Perera,LRPL Taylor,1,0,1,102,,21,21,5,4,-,0,,,14,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
95,LRPL Taylor,NLTC Perera,DAJ Bracewell,0,0,0,102,,33,37,6,5,-,caught,LRPL Taylor,N Dickwella,14,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
96,SC Kuggeleijn,NLTC Perera,DAJ Bracewell,1,0,1,103,,1,1,6,6,-,0,,,14,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
97,SC Kuggeleijn,PADLR Sandakan,DAJ Bracewell,0,1,1,104,,1,2,6,1,wides,0,,,15,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
98,SC Kuggeleijn,PADLR Sandakan,DAJ Bracewell,1,0,1,105,,2,3,6,2,-,0,,,15,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
99,DAJ Bracewell,PADLR Sandakan,SC Kuggeleijn,0,0,0,105,,21,22,6,3,-,0,,,15,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
100,DAJ Bracewell,PADLR Sandakan,SC Kuggeleijn,0,1,1,106,,21,23,6,4,wides,0,,,15,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
101,DAJ Bracewell,PADLR Sandakan,SC Kuggeleijn,0,1,1,107,,21,24,6,5,wides,0,,,15,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
102,DAJ Bracewell,PADLR Sandakan,SC Kuggeleijn,1,0,1,108,,22,25,6,6,-,0,,,15,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
103,SC Kuggeleijn,PADLR Sandakan,DAJ Bracewell,0,0,0,108,,2,4,6,7,-,0,,,15,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
104,SC Kuggeleijn,PADLR Sandakan,DAJ Bracewell,6,0,6,114,,8,5,6,8,-,0,,,15,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
105,SC Kuggeleijn,PADLR Sandakan,DAJ Bracewell,1,0,1,115,,9,6,6,9,-,0,,,15,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
106,SC Kuggeleijn,NLTC Perera,DAJ Bracewell,0,1,1,116,,9,7,6,1,legbyes,0,,,16,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
107,DAJ Bracewell,NLTC Perera,SC Kuggeleijn,6,0,6,122,,28,26,6,2,-,0,,,16,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
108,DAJ Bracewell,NLTC Perera,SC Kuggeleijn,6,0,6,128,,34,27,6,3,-,0,,,16,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
109,DAJ Bracewell,NLTC Perera,SC Kuggeleijn,0,0,0,128,,34,28,6,4,-,0,,,16,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
110,DAJ Bracewell,NLTC Perera,SC Kuggeleijn,6,0,6,134,,40,29,6,5,-,0,,,16,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
111,DAJ Bracewell,NLTC Perera,SC Kuggeleijn,4,0,4,138,,44,30,6,6,-,0,,,16,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
