,batter,bowler,non_striker,review,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
98,C Karunaratne,Rashid Khan,D Madushanka,,0,0,0,76,133,4,15,9,5,0,,,15,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
99,C Karunaratne,Rashid Khan,D Madushanka,,1,0,1,77,132,5,16,9,6,0,,,15,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
100,C Karunaratne,Mujeeb Ur Rahman,D Madushanka,,4,0,4,81,128,9,17,9,1,0,,,16,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
101,C Karunaratne,Mujeeb Ur Rahman,D Madushanka,,0,0,0,81,128,9,18,9,2,0,,,16,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
102,C Karunaratne,Mujeeb Ur Rahman,D Madushanka,,0,0,0,81,128,9,19,9,3,0,,,16,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
103,C Karunaratne,Mujeeb Ur Rahman,D Madushanka,,0,0,0,81,128,9,20,9,4,0,,,16,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
104,C Karunaratne,Mujeeb Ur Rahman,D Madushanka,,6,0,6,87,122,15,21,9,5,0,,,16,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
105,C Karunaratne,Mujeeb Ur Rahman,D Madushanka,,1,0,1,88,121,16,22,9,6,0,,,16,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
106,C Karunaratne,Fazalhaq Farooqi,D Madushanka,,0,0,0,88,121,16,23,9,1,0,,,17,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
107,C Karunaratne,Fazalhaq Farooqi,D Madushanka,,0,0,0,88,121,16,24,9,2,0,,,17,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
108,C Karunaratne,Fazalhaq Farooqi,D Madushanka,,0,0,0,88,121,16,25,9,3,0,,,17,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
109,C Karunaratne,Fazalhaq Farooqi,D Madushanka,,2,0,2,90,119,18,26,9,4,0,,,17,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
110,C Karunaratne,Fazalhaq Farooqi,D Madushanka,,0,0,0,90,119,18,27,9,5,0,,,17,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
111,C Karunaratne,Fazalhaq Farooqi,D Madushanka,,0,1,1,91,118,18,28,9,6,0,,,17,legbyes,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
112,C Karunaratne,Naveen-ul-Haq,D Madushanka,,0,0,0,91,118,18,29,9,1,0,,,18,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
113,C Karunaratne,Naveen-ul-Haq,D Madushanka,,0,0,0,91,118,18,30,9,2,0,,,18,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
114,C Karunaratne,Naveen-ul-Haq,D Madushanka,,0,0,0,91,118,18,31,9,3,0,,,18,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
115,C Karunaratne,Naveen-ul-Haq,D Madushanka,,2,0,2,93,116,20,32,9,4,0,,,18,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
116,C Karunaratne,Naveen-ul-Haq,D Madushanka,,4,1,5,98,111,24,33,9,5,0,,,18,noballs,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
117,C Karunaratne,Naveen-ul-Haq,D Madushanka,"{'by': 'Afghanistan', 'umpire': 'Ahsan Raza', 'batter': 'D Madushanka', 'decision': 'struck down'}",1,0,1,99,110,25,34,9,6,0,,,18,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
118,D Madushanka,Naveen-ul-Haq,C Karunaratne,,0,0,0,99,110,1,2,9,7,0,,,18,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
119,C Karunaratne,Fazalhaq Farooqi,D Madushanka,,4,0,4,103,106,29,35,9,1,0,,,19,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
120,C Karunaratne,Fazalhaq Farooqi,D Madushanka,,0,0,0,103,106,29,36,9,2,0,,,19,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
121,C Karunaratne,Fazalhaq Farooqi,D Madushanka,,2,0,2,105,104,31,37,9,3,0,,,19,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
122,C Karunaratne,Fazalhaq Farooqi,D Madushanka,,0,0,0,105,104,31,38,10,4,bowled,C Karunaratne,,19,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
