,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
22,MR Marsh,AD Russell,DA Warner,0,0,0,29,,11,6,1,4,3,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
23,MR Marsh,AD Russell,DA Warner,0,0,0,29,,11,7,1,5,3,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
24,MR Marsh,AD Russell,DA Warner,0,1,1,30,,11,8,1,6,3,0,,,wides,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
25,MR Marsh,AD Russell,DA Warner,6,0,6,36,,17,9,1,7,3,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
26,DA Warner,JO Holder,MR Marsh,4,0,4,40,,14,12,1,1,4,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
27,DA Warner,JO Holder,MR Marsh,0,0,0,40,,14,13,1,2,4,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
28,DA Warner,JO Holder,MR Marsh,1,0,1,41,,15,14,1,3,4,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
29,MR Marsh,JO Holder,DA Warner,2,0,2,43,,19,10,1,4,4,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
30,MR Marsh,JO Holder,DA Warner,6,0,6,49,,25,11,1,5,4,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
31,MR Marsh,JO Holder,DA Warner,4,0,4,53,,29,12,1,6,4,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
32,DA Warner,AS Joseph,MR Marsh,0,1,1,54,,15,15,1,1,5,0,,,wides,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
33,DA Warner,AS Joseph,MR Marsh,2,0,2,56,,17,16,1,2,5,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
34,DA Warner,AS Joseph,MR Marsh,1,0,1,57,,18,17,1,3,5,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
35,MR Marsh,AS Joseph,DA Warner,0,0,0,57,,29,13,2,4,5,caught,MR Marsh,JO Holder,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
36,GJ Maxwell,AS Joseph,DA Warner,0,0,0,57,,0,1,2,5,5,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
37,GJ Maxwell,AS Joseph,DA Warner,1,0,1,58,,1,2,2,6,5,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
38,DA Warner,AS Joseph,GJ Maxwell,0,0,0,58,,18,18,2,7,5,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
39,GJ Maxwell,R Shepherd,DA Warner,0,1,1,59,,1,3,2,1,6,0,,,wides,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
40,GJ Maxwell,R Shepherd,DA Warner,1,0,1,60,,2,4,2,2,6,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
41,DA Warner,R Shepherd,GJ Maxwell,4,0,4,64,,22,19,2,3,6,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
42,DA Warner,R Shepherd,GJ Maxwell,0,0,0,64,,22,20,2,4,6,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
43,DA Warner,R Shepherd,GJ Maxwell,0,0,0,64,,22,21,3,5,6,caught,DA Warner,SE Rutherford,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
44,MP Stoinis,R Shepherd,GJ Maxwell,0,4,4,68,,0,1,3,6,6,0,,,legbyes,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
45,MP Stoinis,R Shepherd,GJ Maxwell,0,0,0,68,,0,2,3,7,6,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
46,GJ Maxwell,AJ Hosein,MP Stoinis,0,0,0,68,,2,5,3,1,7,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
47,GJ Maxwell,AJ Hosein,MP Stoinis,1,0,1,69,,3,6,3,2,7,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
48,MP Stoinis,AJ Hosein,GJ Maxwell,1,0,1,70,,1,3,3,3,7,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
49,GJ Maxwell,AJ Hosein,MP Stoinis,1,0,1,71,,4,7,3,4,7,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
50,MP Stoinis,AJ Hosein,GJ Maxwell,1,0,1,72,,2,4,3,5,7,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
51,GJ Maxwell,AJ Hosein,MP Stoinis,6,0,6,78,,10,8,3,6,7,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
52,MP Stoinis,R Shepherd,GJ Maxwell,1,0,1,79,,3,5,3,1,8,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
53,GJ Maxwell,R Shepherd,MP Stoinis,0,0,0,79,,10,9,3,2,8,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
54,GJ Maxwell,R Shepherd,MP Stoinis,0,0,0,79,,10,10,3,3,8,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
55,GJ Maxwell,R Shepherd,MP Stoinis,0,0,0,79,,10,11,3,4,8,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
56,GJ Maxwell,R Shepherd,MP Stoinis,6,0,6,85,,16,12,3,5,8,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
57,GJ Maxwell,R Shepherd,MP Stoinis,0,1,1,86,,16,13,3,6,8,0,,,wides,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
58,GJ Maxwell,R Shepherd,MP Stoinis,1,0,1,87,,17,14,3,7,8,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
59,GJ Maxwell,AD Russell,MP Stoinis,6,0,6,93,,23,15,3,1,9,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
60,GJ Maxwell,AD Russell,MP Stoinis,0,0,0,93,,23,16,3,2,9,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
61,GJ Maxwell,AD Russell,MP Stoinis,1,0,1,94,,24,17,3,3,9,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
62,MP Stoinis,AD Russell,GJ Maxwell,1,0,1,95,,4,6,3,4,9,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
63,GJ Maxwell,AD Russell,MP Stoinis,4,0,4,99,,28,18,3,5,9,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
64,GJ Maxwell,AD Russell,MP Stoinis,0,0,0,99,,28,19,3,6,9,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
65,MP Stoinis,R Powell,GJ Maxwell,1,0,1,100,,5,7,3,1,10,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
66,GJ Maxwell,R Powell,MP Stoinis,4,0,4,104,,32,20,3,2,10,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
67,GJ Maxwell,R Powell,MP Stoinis,4,0,4,108,,36,21,3,3,10,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
68,GJ Maxwell,R Powell,MP Stoinis,4,0,4,112,,40,22,3,4,10,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
69,GJ Maxwell,R Powell,MP Stoinis,1,0,1,113,,41,23,3,5,10,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
70,MP Stoinis,R Powell,GJ Maxwell,4,0,4,117,,9,8,3,6,10,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
71,GJ Maxwell,AS Joseph,MP Stoinis,0,4,4,121,,41,24,3,1,11,0,,,legbyes,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
72,GJ Maxwell,AS Joseph,MP Stoinis,6,0,6,127,,47,25,3,2,11,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
73,GJ Maxwell,AS Joseph,MP Stoinis,1,0,1,128,,48,26,3,3,11,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
74,MP Stoinis,AS Joseph,GJ Maxwell,0,0,0,128,,9,9,3,4,11,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
75,MP Stoinis,AS Joseph,GJ Maxwell,1,0,1,129,,10,10,3,5,11,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
76,GJ Maxwell,AS Joseph,MP Stoinis,2,0,2,131,,50,27,3,6,11,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
77,MP Stoinis,AJ Hosein,GJ Maxwell,1,0,1,132,,11,11,3,1,12,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
78,GJ Maxwell,AJ Hosein,MP Stoinis,6,0,6,138,,56,28,3,2,12,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
79,GJ Maxwell,AJ Hosein,MP Stoinis,0,0,0,138,,56,29,3,3,12,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
80,GJ Maxwell,AJ Hosein,MP Stoinis,1,0,1,139,,57,30,3,4,12,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
81,MP Stoinis,AJ Hosein,GJ Maxwell,0,0,0,139,,11,12,3,5,12,0,,,-,"{'by': 'West Indies', 'umpire': 'SAJ Craig', 'batter': 'MP Stoinis', 'decision': 'struck down', 'type': 'wicket'}",field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
82,MP Stoinis,AJ Hosein,GJ Maxwell,4,0,4,143,,15,13,3,6,12,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
83,GJ Maxwell,JO Holder,MP Stoinis,1,0,1,144,,58,31,3,1,13,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
84,MP Stoinis,JO Holder,GJ Maxwell,1,0,1,145,,16,14,3,2,13,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
85,GJ Maxwell,JO Holder,MP Stoinis,1,0,1,146,,59,32,3,3,13,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
86,MP Stoinis,JO Holder,GJ Maxwell,0,0,0,146,,16,15,4,4,13,caught,MP Stoinis,BA King,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
87,TH David,JO Holder,GJ Maxwell,1,0,1,147,,1,1,4,5,13,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
88,GJ Maxwell,JO Holder,TH David,1,0,1,148,,60,33,4,6,13,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
89,GJ Maxwell,R Shepherd,TH David,4,0,4,152,,64,34,4,1,14,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
90,GJ Maxwell,R Shepherd,TH David,1,0,1,153,,65,35,4,2,14,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
91,TH David,R Shepherd,GJ Maxwell,4,0,4,157,,5,2,4,3,14,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
92,TH David,R Shepherd,GJ Maxwell,4,0,4,161,,9,3,4,4,14,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
93,TH David,R Shepherd,GJ Maxwell,1,0,1,162,,10,4,4,5,14,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
94,GJ Maxwell,R Shepherd,TH David,2,0,2,164,,67,36,4,6,14,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
95,TH David,AD Russell,GJ Maxwell,1,0,1,165,,11,5,4,1,15,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
96,GJ Maxwell,AD Russell,TH David,0,0,0,165,,67,37,4,2,15,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
97,GJ Maxwell,AD Russell,TH David,0,0,0,165,,67,38,4,3,15,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
98,GJ Maxwell,AD Russell,TH David,4,0,4,169,,71,39,4,4,15,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
99,GJ Maxwell,AD Russell,TH David,4,0,4,173,,75,40,4,5,15,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
100,GJ Maxwell,AD Russell,TH David,0,0,0,173,,75,41,4,6,15,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
101,TH David,AS Joseph,GJ Maxwell,2,0,2,175,,13,6,4,1,16,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
102,TH David,AS Joseph,GJ Maxwell,6,0,6,181,,19,7,4,2,16,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
103,TH David,AS Joseph,GJ Maxwell,1,0,1,182,,20,8,4,3,16,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
104,GJ Maxwell,AS Joseph,TH David,0,0,0,182,,75,42,4,4,16,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
105,GJ Maxwell,AS Joseph,TH David,1,0,1,183,,76,43,4,5,16,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
106,TH David,AS Joseph,GJ Maxwell,0,0,0,183,,20,9,4,6,16,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
107,GJ Maxwell,JO Holder,TH David,4,0,4,187,,80,44,4,1,17,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
108,GJ Maxwell,JO Holder,TH David,6,0,6,193,,86,45,4,2,17,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
109,GJ Maxwell,JO Holder,TH David,2,0,2,195,,88,46,4,3,17,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
110,GJ Maxwell,JO Holder,TH David,0,1,1,196,,88,47,4,4,17,0,,,wides,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
111,GJ Maxwell,JO Holder,TH David,1,0,1,197,,89,48,4,5,17,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
112,TH David,JO Holder,GJ Maxwell,1,0,1,198,,21,10,4,6,17,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
113,GJ Maxwell,JO Holder,TH David,1,0,1,199,,90,49,4,7,17,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
114,GJ Maxwell,R Shepherd,TH David,6,0,6,205,,96,50,4,1,18,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
115,GJ Maxwell,R Shepherd,TH David,1,0,1,206,,97,51,4,2,18,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
116,TH David,R Shepherd,GJ Maxwell,1,0,1,207,,22,11,4,3,18,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
117,GJ Maxwell,R Shepherd,TH David,0,1,1,208,,97,52,4,4,18,0,,,wides,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
118,GJ Maxwell,R Shepherd,TH David,0,0,0,208,,97,53,4,5,18,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
119,GJ Maxwell,R Shepherd,TH David,4,0,4,212,,101,54,4,6,18,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
120,GJ Maxwell,R Shepherd,TH David,4,0,4,216,,105,55,4,7,18,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
121,TH David,AD Russell,GJ Maxwell,6,1,7,223,,28,12,4,1,19,0,,,noballs,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
122,TH David,AD Russell,GJ Maxwell,1,0,1,224,,29,13,4,2,19,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
123,GJ Maxwell,AD Russell,TH David,4,0,4,228,,109,56,4,3,19,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
124,GJ Maxwell,AD Russell,TH David,4,0,4,232,,113,57,4,4,19,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
125,GJ Maxwell,AD Russell,TH David,6,0,6,238,,119,58,4,5,19,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
126,GJ Maxwell,AD Russell,TH David,1,0,1,239,,120,59,4,6,19,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
127,TH David,AD Russell,GJ Maxwell,2,0,2,241,,31,14,4,7,19,0,,,-,,field,West Indies,1,Adelaide Oval,2024,02,Australia_West Indies_2024-02-11,Australia,Australia,West Indies,True,241
