,batter,bowler,non_striker,review,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
114,AR Patel,BJ Dwarshuis,RK Singh,,0,1,1,168,,0,1,5,wides,4.0,18,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
115,AR Patel,BJ Dwarshuis,RK Singh,,0,0,0,168,,0,2,6,-,5.0,18,caught,AR Patel,T Sangha,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
116,DL Chahar,BJ Dwarshuis,RK Singh,,0,0,0,168,,0,1,6,-,6.0,18,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
117,RK Singh,JP Behrendorff,DL Chahar,"{'by': 'India', 'umpire': 'J Madanagopal', 'batter': 'RK Singh', 'decision': 'struck down', 'type': 'wicket', 'umpires_call': True}",0,0,0,168,,46,29,7,-,1.0,19,lbw,RK Singh,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
118,Ravi Bishnoi,JP Behrendorff,DL Chahar,,1,0,1,169,,1,1,7,-,2.0,19,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
119,DL Chahar,JP Behrendorff,Ravi Bishnoi,,0,0,0,169,,0,2,8,-,3.0,19,caught,DL Chahar,CJ Green,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
120,Avesh Khan,JP Behrendorff,Ravi Bishnoi,,1,0,1,170,,1,1,8,-,4.0,19,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
121,Ravi Bishnoi,JP Behrendorff,Avesh Khan,,2,0,2,172,,3,2,8,-,5.0,19,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
122,Ravi Bishnoi,JP Behrendorff,Avesh Khan,,0,1,1,173,,3,3,8,wides,5.0,19,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
123,Ravi Bishnoi,JP Behrendorff,Avesh Khan,,1,0,1,174,,4,4,9,-,6.0,19,run out,Ravi Bishnoi,JR Philippe;MS Wade,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
