,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
33,SPD Smith,HV Patel,C Green,4,0,4,54,8,7,3,6,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
34,SPD Smith,HV Patel,C Green,0,0,0,54,8,8,4,6,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
35,SPD Smith,HV Patel,C Green,0,1,1,55,8,9,5,6,0,,,wides,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
36,SPD Smith,HV Patel,C Green,1,0,1,56,9,10,6,6,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
37,C Green,HV Patel,SPD Smith,4,0,4,60,26,15,7,6,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
38,SPD Smith,YS Chahal,C Green,2,0,2,62,11,11,1,7,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
39,SPD Smith,YS Chahal,C Green,1,0,1,63,12,12,2,7,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
40,C Green,YS Chahal,SPD Smith,6,0,6,69,32,16,3,7,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
41,C Green,YS Chahal,SPD Smith,0,0,0,69,32,17,4,7,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
42,C Green,YS Chahal,SPD Smith,6,0,6,75,38,18,5,7,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
43,C Green,YS Chahal,SPD Smith,4,0,4,79,42,19,6,7,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
44,SPD Smith,HH Pandya,C Green,4,0,4,83,16,13,1,8,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
45,SPD Smith,HH Pandya,C Green,1,0,1,84,17,14,2,8,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
46,C Green,HH Pandya,SPD Smith,1,0,1,85,43,20,3,8,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
47,SPD Smith,HH Pandya,C Green,1,0,1,86,18,15,4,8,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
48,C Green,HH Pandya,SPD Smith,4,0,4,90,47,21,5,8,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
49,C Green,HH Pandya,SPD Smith,0,0,0,90,47,22,6,8,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
50,SPD Smith,AR Patel,C Green,1,0,1,91,19,16,1,9,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
51,C Green,AR Patel,SPD Smith,0,0,0,91,47,23,2,9,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
52,C Green,AR Patel,SPD Smith,0,0,0,91,47,24,3,9,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
53,C Green,AR Patel,SPD Smith,1,0,1,92,48,25,4,9,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
54,SPD Smith,AR Patel,C Green,1,0,1,93,20,17,5,9,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
55,C Green,AR Patel,SPD Smith,6,0,6,99,54,26,6,9,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
56,SPD Smith,HV Patel,C Green,0,0,0,99,20,18,1,10,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
57,SPD Smith,HV Patel,C Green,1,0,1,100,21,19,2,10,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
58,C Green,HV Patel,SPD Smith,0,0,0,100,54,27,3,10,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
59,C Green,HV Patel,SPD Smith,6,0,6,106,60,28,4,10,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
60,C Green,HV Patel,SPD Smith,1,0,1,107,61,29,5,10,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
61,SPD Smith,HV Patel,C Green,2,0,2,109,23,20,6,10,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
62,C Green,AR Patel,SPD Smith,0,0,0,109,61,30,1,11,caught,C Green,V Kohli,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
63,SPD Smith,AR Patel,GJ Maxwell,1,0,1,110,24,21,2,11,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
64,GJ Maxwell,AR Patel,SPD Smith,0,0,0,110,0,1,3,11,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
65,GJ Maxwell,AR Patel,SPD Smith,1,0,1,111,1,2,4,11,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
66,SPD Smith,AR Patel,GJ Maxwell,0,0,0,111,24,22,5,11,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
67,SPD Smith,AR Patel,GJ Maxwell,1,0,1,112,25,23,6,11,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
68,SPD Smith,UT Yadav,GJ Maxwell,6,0,6,118,31,24,1,12,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
69,SPD Smith,UT Yadav,GJ Maxwell,4,0,4,122,35,25,2,12,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
70,SPD Smith,UT Yadav,GJ Maxwell,0,0,0,122,35,26,3,12,caught,SPD Smith,KD Karthik,-,"{'by': 'India', 'umpire': 'KN Ananthapadmanabhan', 'batter': 'SPD Smith', 'decision': 'upheld'}",field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
71,JP Inglis,UT Yadav,GJ Maxwell,0,0,0,122,0,1,4,12,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
72,JP Inglis,UT Yadav,GJ Maxwell,1,0,1,123,1,2,5,12,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
73,GJ Maxwell,UT Yadav,JP Inglis,0,0,0,123,1,3,6,12,caught,GJ Maxwell,KD Karthik,-,"{'by': 'India', 'umpire': 'KN Ananthapadmanabhan', 'batter': 'GJ Maxwell', 'decision': 'upheld'}",field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
74,JP Inglis,YS Chahal,TH David,1,0,1,124,2,3,1,13,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
75,TH David,YS Chahal,JP Inglis,0,0,0,124,0,1,2,13,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
76,TH David,YS Chahal,JP Inglis,1,0,1,125,1,2,3,13,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
77,JP Inglis,YS Chahal,TH David,4,0,4,129,6,4,4,13,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
78,JP Inglis,YS Chahal,TH David,4,0,4,133,10,5,5,13,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
79,JP Inglis,YS Chahal,TH David,1,0,1,134,11,6,6,13,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
80,JP Inglis,HH Pandya,TH David,1,0,1,135,12,7,1,14,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
81,TH David,HH Pandya,JP Inglis,4,0,4,139,5,3,2,14,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
82,TH David,HH Pandya,JP Inglis,0,0,0,139,5,4,3,14,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
83,TH David,HH Pandya,JP Inglis,1,0,1,140,6,5,4,14,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
84,JP Inglis,HH Pandya,TH David,4,0,4,144,16,8,5,14,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
85,JP Inglis,HH Pandya,TH David,1,0,1,145,17,9,6,14,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
86,JP Inglis,AR Patel,TH David,0,0,0,145,17,10,1,15,bowled,JP Inglis,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
87,MS Wade,AR Patel,TH David,1,0,1,146,1,1,2,15,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
88,TH David,AR Patel,MS Wade,1,0,1,147,7,6,3,15,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
89,MS Wade,AR Patel,TH David,0,0,0,147,1,2,4,15,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
90,MS Wade,AR Patel,TH David,0,0,0,147,1,3,5,15,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
91,MS Wade,AR Patel,TH David,1,0,1,148,2,4,6,15,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
92,MS Wade,HV Patel,TH David,0,0,0,148,2,5,1,16,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
93,MS Wade,HV Patel,TH David,0,0,0,148,2,6,2,16,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
94,MS Wade,HV Patel,TH David,4,0,4,152,6,7,3,16,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
95,MS Wade,HV Patel,TH David,0,0,0,152,6,8,4,16,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
96,MS Wade,HV Patel,TH David,1,0,1,153,7,9,5,16,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
97,TH David,HV Patel,MS Wade,1,0,1,154,8,7,6,16,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
98,TH David,B Kumar,MS Wade,0,1,1,155,8,8,1,17,0,,,wides,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
99,TH David,B Kumar,MS Wade,0,1,1,156,8,9,2,17,0,,,wides,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
100,TH David,B Kumar,MS Wade,1,0,1,157,9,10,3,17,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
101,MS Wade,B Kumar,TH David,4,0,4,161,11,10,4,17,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
102,MS Wade,B Kumar,TH David,1,0,1,162,12,11,5,17,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
103,TH David,B Kumar,MS Wade,1,0,1,163,10,11,6,17,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
104,MS Wade,B Kumar,TH David,4,0,4,167,16,12,7,17,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
105,MS Wade,B Kumar,TH David,0,1,1,168,16,13,8,17,0,,,wides,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
106,MS Wade,B Kumar,TH David,1,0,1,169,17,14,9,17,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
107,MS Wade,HV Patel,TH David,6,0,6,175,23,15,1,18,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
108,MS Wade,HV Patel,TH David,1,0,1,176,24,16,2,18,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
109,TH David,HV Patel,MS Wade,6,0,6,182,16,12,3,18,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
110,TH David,HV Patel,MS Wade,1,0,1,183,17,13,4,18,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
111,MS Wade,HV Patel,TH David,6,0,6,189,30,17,5,18,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
112,MS Wade,HV Patel,TH David,2,0,2,191,32,18,6,18,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
113,TH David,B Kumar,MS Wade,0,1,1,192,17,14,1,19,0,,,wides,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
114,TH David,B Kumar,MS Wade,1,0,1,193,18,15,2,19,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
115,MS Wade,B Kumar,TH David,1,0,1,194,33,19,3,19,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
116,TH David,B Kumar,MS Wade,0,1,1,195,18,16,4,19,0,,,legbyes,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
117,MS Wade,B Kumar,TH David,4,0,4,199,37,20,5,19,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
118,MS Wade,B Kumar,TH David,4,0,4,203,41,21,6,19,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
119,MS Wade,B Kumar,TH David,4,0,4,207,45,22,7,19,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
120,TH David,YS Chahal,MS Wade,0,0,0,207,18,17,1,20,caught,TH David,HH Pandya,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
121,PJ Cummins,YS Chahal,MS Wade,4,0,4,211,4,1,2,20,0,,,-,,field,Australia,2,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2022-09-20,Australia,Australia,India
