,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
54,MD Shanaka,Shadab Khan,PBB Rajapaksa,0,0,0,58,63,2,3,5,5,-,bowled,MD Shanaka,,9,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
55,PWH de Silva,Shadab Khan,PBB Rajapaksa,4,0,4,62,59,4,1,5,6,-,0,,,9,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
56,PBB Rajapaksa,Iftikhar Ahmed,PWH de Silva,1,0,1,63,58,17,14,5,1,-,0,,,10,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
57,PWH de Silva,Iftikhar Ahmed,PBB Rajapaksa,1,0,1,64,57,5,2,5,2,-,0,,,10,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
58,PBB Rajapaksa,Iftikhar Ahmed,PWH de Silva,2,0,2,66,55,19,15,5,3,-,0,,,10,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
59,PBB Rajapaksa,Iftikhar Ahmed,PWH de Silva,0,0,0,66,55,19,16,5,4,-,0,,,10,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
60,PBB Rajapaksa,Iftikhar Ahmed,PWH de Silva,1,0,1,67,54,20,17,5,5,-,0,,,10,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
61,PWH de Silva,Iftikhar Ahmed,PBB Rajapaksa,0,0,0,67,54,5,3,5,6,-,0,,,10,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
62,PBB Rajapaksa,Shadab Khan,PWH de Silva,0,0,0,67,54,20,18,5,1,-,0,,,11,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
63,PBB Rajapaksa,Shadab Khan,PWH de Silva,4,0,4,71,50,24,19,5,2,-,0,,,11,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
64,PBB Rajapaksa,Shadab Khan,PWH de Silva,1,0,1,72,49,25,20,5,3,-,0,,,11,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
65,PWH de Silva,Shadab Khan,PBB Rajapaksa,4,0,4,76,45,9,4,5,4,-,0,,,11,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
66,PWH de Silva,Shadab Khan,PBB Rajapaksa,1,0,1,77,44,10,5,5,5,-,0,,,11,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
67,PBB Rajapaksa,Shadab Khan,PWH de Silva,0,0,0,77,44,25,21,5,6,-,0,,,11,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
68,PWH de Silva,Iftikhar Ahmed,PBB Rajapaksa,1,0,1,78,43,11,6,5,1,-,0,,,12,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
69,PBB Rajapaksa,Iftikhar Ahmed,PWH de Silva,0,0,0,78,43,25,22,5,2,-,0,,,12,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
70,PBB Rajapaksa,Iftikhar Ahmed,PWH de Silva,1,0,1,79,42,26,23,5,3,-,0,,,12,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
71,PWH de Silva,Iftikhar Ahmed,PBB Rajapaksa,1,0,1,80,41,12,7,5,4,-,0,,,12,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
72,PBB Rajapaksa,Iftikhar Ahmed,PWH de Silva,4,0,4,84,37,30,24,5,5,-,0,,,12,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
73,PBB Rajapaksa,Iftikhar Ahmed,PWH de Silva,1,0,1,85,36,31,25,5,6,-,0,,,12,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
74,PBB Rajapaksa,Mohammad Hasnain,PWH de Silva,1,0,1,86,35,32,26,5,1,-,0,,,13,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
75,PWH de Silva,Mohammad Hasnain,PBB Rajapaksa,0,0,0,86,35,12,8,5,2,-,0,,,13,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
76,PWH de Silva,Mohammad Hasnain,PBB Rajapaksa,4,0,4,90,31,16,9,5,3,-,0,,,13,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
77,PWH de Silva,Mohammad Hasnain,PBB Rajapaksa,2,0,2,92,29,18,10,5,4,-,0,,,13,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
78,PWH de Silva,Mohammad Hasnain,PBB Rajapaksa,6,0,6,98,23,24,11,5,5,-,0,,,13,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
79,PWH de Silva,Mohammad Hasnain,PBB Rajapaksa,1,0,1,99,22,25,12,5,6,-,0,,,13,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
80,PWH de Silva,Shadab Khan,PBB Rajapaksa,1,0,1,100,21,26,13,5,1,-,0,,,14,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
81,PBB Rajapaksa,Shadab Khan,PWH de Silva,4,0,4,104,17,36,27,5,2,-,0,,,14,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
82,PBB Rajapaksa,Shadab Khan,PWH de Silva,1,0,1,105,16,37,28,5,3,-,0,,,14,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
83,PWH de Silva,Shadab Khan,PBB Rajapaksa,0,0,0,105,16,26,14,5,4,-,0,,,14,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
84,PWH de Silva,Shadab Khan,PBB Rajapaksa,0,0,0,105,16,26,15,5,5,-,0,,,14,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
85,PWH de Silva,Shadab Khan,PBB Rajapaksa,0,1,1,106,15,26,16,5,6,legbyes,0,,,14,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
86,PWH de Silva,Haris Rauf,PBB Rajapaksa,0,0,0,106,15,26,17,5,1,-,0,,,15,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
87,PWH de Silva,Haris Rauf,PBB Rajapaksa,2,0,2,108,13,28,18,5,2,-,0,,,15,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
88,PWH de Silva,Haris Rauf,PBB Rajapaksa,4,0,4,112,9,32,19,5,3,-,0,,,15,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
89,PWH de Silva,Haris Rauf,PBB Rajapaksa,4,0,4,116,5,36,20,5,4,-,0,,,15,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
90,PWH de Silva,Haris Rauf,PBB Rajapaksa,0,0,0,116,5,36,21,6,5,-,caught,PWH de Silva,Mohammad Rizwan,15,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
91,C Karunaratne,Haris Rauf,PBB Rajapaksa,1,0,1,117,4,1,1,6,6,-,0,,,15,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
92,C Karunaratne,Mohammad Nawaz,PBB Rajapaksa,0,0,0,117,4,1,2,6,1,-,0,,,16,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
93,C Karunaratne,Mohammad Nawaz,PBB Rajapaksa,0,0,0,117,4,1,3,6,2,-,0,,,16,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
94,C Karunaratne,Mohammad Nawaz,PBB Rajapaksa,1,0,1,118,3,2,4,6,3,-,0,,,16,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
95,PBB Rajapaksa,Mohammad Nawaz,C Karunaratne,1,0,1,119,2,38,29,6,4,-,0,,,16,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
96,C Karunaratne,Mohammad Nawaz,PBB Rajapaksa,0,0,0,119,2,2,5,6,5,-,0,,,16,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
97,C Karunaratne,Mohammad Nawaz,PBB Rajapaksa,1,0,1,120,1,3,6,6,6,-,0,,,16,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
98,C Karunaratne,Naseem Shah,PBB Rajapaksa,0,1,1,121,0,3,7,6,1,legbyes,0,,,17,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
99,PBB Rajapaksa,Naseem Shah,C Karunaratne,0,1,1,122,-1,38,30,6,2,byes,0,,,17,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
100,C Karunaratne,Naseem Shah,PBB Rajapaksa,1,0,1,123,-2,4,8,6,3,-,0,,,17,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
101,PBB Rajapaksa,Naseem Shah,C Karunaratne,6,0,6,129,-8,44,31,6,4,-,0,,,17,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
102,PBB Rajapaksa,Naseem Shah,C Karunaratne,1,0,1,130,-9,45,32,6,5,-,0,,,17,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
103,C Karunaratne,Naseem Shah,PBB Rajapaksa,6,0,6,136,-15,10,9,6,6,-,0,,,17,,field,Pakistan,1,Dubai International Cricket Stadium,2022,09,Sri Lanka_Pakistan_2022-09-11,Sri Lanka,Sri Lanka,Pakistan,170
