,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,wicket_type,player_out,fielder,over,extras,extra_type,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
70,KJ O'Brien,GB Hogg,NJ O'Brien,1,0,1,62,19,17,5,0,,,12,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
71,NJ O'Brien,GB Hogg,KJ O'Brien,0,0,0,62,14,19,6,0,,,12,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
72,KJ O'Brien,DT Christian,NJ O'Brien,2,0,2,64,21,18,1,0,,,13,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
73,KJ O'Brien,DT Christian,NJ O'Brien,4,0,4,68,25,19,2,0,,,13,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
74,KJ O'Brien,DT Christian,NJ O'Brien,0,0,0,68,25,20,3,0,,,13,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
75,KJ O'Brien,DT Christian,NJ O'Brien,0,0,0,68,25,21,4,0,,,13,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
76,KJ O'Brien,DT Christian,NJ O'Brien,0,0,0,68,25,22,5,0,,,13,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
77,KJ O'Brien,DT Christian,NJ O'Brien,1,0,1,69,26,23,6,0,,,13,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
78,KJ O'Brien,MA Starc,NJ O'Brien,1,0,1,70,27,24,1,0,,,14,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
79,NJ O'Brien,MA Starc,KJ O'Brien,1,0,1,71,15,20,2,0,,,14,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
80,KJ O'Brien,MA Starc,NJ O'Brien,4,0,4,75,31,25,3,0,,,14,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
81,KJ O'Brien,MA Starc,NJ O'Brien,0,1,1,76,31,26,4,0,,,14,{'legbyes': 1},legbyes,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
82,NJ O'Brien,MA Starc,KJ O'Brien,1,0,1,77,16,21,5,0,,,14,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
83,KJ O'Brien,MA Starc,NJ O'Brien,4,0,4,81,35,27,6,0,,,14,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
84,NJ O'Brien,SR Watson,KJ O'Brien,4,0,4,85,20,22,1,0,,,15,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
85,NJ O'Brien,SR Watson,KJ O'Brien,0,0,0,85,20,23,2,0,,,15,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
86,NJ O'Brien,SR Watson,KJ O'Brien,0,0,0,85,20,24,3,bowled,NJ O'Brien,,15,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
87,AR Cusack,SR Watson,KJ O'Brien,1,0,1,86,1,1,4,0,,,15,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
88,KJ O'Brien,SR Watson,AR Cusack,0,0,0,86,35,28,5,0,,,15,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
89,KJ O'Brien,SR Watson,AR Cusack,0,0,0,86,35,29,6,caught,KJ O'Brien,MS Wade,15,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
90,AR Cusack,GB Hogg,DT Johnston,1,0,1,87,2,2,1,0,,,16,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
91,DT Johnston,GB Hogg,AR Cusack,0,0,0,87,0,1,2,0,,,16,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
92,DT Johnston,GB Hogg,AR Cusack,2,0,2,89,2,2,3,0,,,16,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
93,DT Johnston,GB Hogg,AR Cusack,0,0,0,89,2,3,4,0,,,16,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
94,DT Johnston,GB Hogg,AR Cusack,1,0,1,90,3,4,5,0,,,16,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
95,AR Cusack,GB Hogg,DT Johnston,1,0,1,91,3,3,6,0,,,16,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
96,AR Cusack,PJ Cummins,DT Johnston,0,0,0,91,3,4,1,0,,,17,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
97,AR Cusack,PJ Cummins,DT Johnston,4,0,4,95,7,5,2,0,,,17,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
98,AR Cusack,PJ Cummins,DT Johnston,0,0,0,95,7,6,3,0,,,17,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
99,AR Cusack,PJ Cummins,DT Johnston,1,0,1,96,8,7,4,0,,,17,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
100,DT Johnston,PJ Cummins,AR Cusack,4,0,4,100,7,5,5,0,,,17,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
101,DT Johnston,PJ Cummins,AR Cusack,0,1,1,101,7,6,6,0,,,17,{'legbyes': 1},legbyes,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
102,DT Johnston,MA Starc,AR Cusack,0,0,0,101,7,7,1,bowled,DT Johnston,,18,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
103,NG Jones,MA Starc,AR Cusack,1,0,1,102,1,1,2,0,,,18,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
104,AR Cusack,MA Starc,NG Jones,1,0,1,103,9,8,3,0,,,18,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
105,NG Jones,MA Starc,AR Cusack,0,0,0,103,1,2,4,0,,,18,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
106,NG Jones,MA Starc,AR Cusack,2,0,2,105,3,3,5,0,,,18,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
107,NG Jones,MA Starc,AR Cusack,1,0,1,106,4,4,6,0,,,18,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
108,NG Jones,PJ Cummins,AR Cusack,1,0,1,107,5,5,1,0,,,19,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
109,AR Cusack,PJ Cummins,NG Jones,0,0,0,107,9,9,2,0,,,19,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
110,AR Cusack,PJ Cummins,NG Jones,1,0,1,108,10,10,3,0,,,19,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
111,NG Jones,PJ Cummins,AR Cusack,0,0,0,108,5,6,4,0,,,19,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
112,NG Jones,PJ Cummins,AR Cusack,1,0,1,109,6,7,5,0,,,19,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
113,AR Cusack,PJ Cummins,NG Jones,2,0,2,111,12,11,6,0,,,19,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
114,NG Jones,SR Watson,AR Cusack,1,0,1,112,7,8,1,0,,,20,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
115,AR Cusack,SR Watson,NG Jones,1,0,1,113,13,12,2,0,,,20,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
116,NG Jones,SR Watson,AR Cusack,6,0,6,119,13,9,3,0,,,20,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
117,NG Jones,SR Watson,AR Cusack,0,1,1,120,13,10,4,0,,,20,{'wides': 1},wides,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
118,NG Jones,SR Watson,AR Cusack,1,0,1,121,14,11,5,0,,,20,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
119,AR Cusack,SR Watson,NG Jones,0,0,0,121,13,13,6,0,,,20,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
120,AR Cusack,SR Watson,NG Jones,2,0,2,123,15,14,7,0,,,20,,-,bat,Ireland,1,R Premadasa Stadium,2012-09-19,Ireland,Australia
