,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,review,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
12,JM Bairstow,TA Boult,T Banton,0,0,0,11,,3,4,0,1,2,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
13,JM Bairstow,TA Boult,T Banton,0,0,0,11,,3,5,0,2,2,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
14,JM Bairstow,TA Boult,T Banton,0,0,0,11,,3,6,0,3,2,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
15,JM Bairstow,TA Boult,T Banton,4,0,4,15,,7,7,0,4,2,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
16,JM Bairstow,TA Boult,T Banton,1,0,1,16,,8,8,0,5,2,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
17,T Banton,TA Boult,JM Bairstow,0,0,0,16,,8,10,0,6,2,"{'by': 'England', 'umpire': 'SB Haig', 'batter': 'T Banton', 'decision': 'upheld'}",-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
18,JM Bairstow,MJ Santner,T Banton,0,0,0,16,,8,9,1,1,3,,-,caught,JM Bairstow,DJ Mitchell,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
19,DJ Malan,MJ Santner,T Banton,0,0,0,16,,0,1,1,2,3,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
20,DJ Malan,MJ Santner,T Banton,0,0,0,16,,0,2,1,3,3,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
21,DJ Malan,MJ Santner,T Banton,0,1,1,17,,0,3,1,4,3,,wides,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
22,DJ Malan,MJ Santner,T Banton,0,0,0,17,,0,4,1,5,3,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
23,DJ Malan,MJ Santner,T Banton,0,0,0,17,,0,5,1,6,3,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
24,DJ Malan,MJ Santner,T Banton,1,0,1,18,,1,6,1,7,3,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
25,DJ Malan,TG Southee,T Banton,1,0,1,19,,2,7,1,1,4,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
26,T Banton,TG Southee,DJ Malan,4,0,4,23,,12,11,1,2,4,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
27,T Banton,TG Southee,DJ Malan,1,0,1,24,,13,12,1,3,4,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
28,DJ Malan,TG Southee,T Banton,2,0,2,26,,4,8,1,4,4,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
29,DJ Malan,TG Southee,T Banton,4,0,4,30,,8,9,1,5,4,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
30,DJ Malan,TG Southee,T Banton,1,0,1,31,,9,10,1,6,4,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
31,DJ Malan,BM Tickner,T Banton,1,0,1,32,,10,11,1,1,5,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
32,T Banton,BM Tickner,DJ Malan,4,0,4,36,,17,13,1,2,5,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
33,T Banton,BM Tickner,DJ Malan,0,0,0,36,,17,14,1,3,5,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
34,T Banton,BM Tickner,DJ Malan,4,0,4,40,,21,15,1,4,5,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
35,T Banton,BM Tickner,DJ Malan,6,0,6,46,,27,16,1,5,5,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
36,T Banton,BM Tickner,DJ Malan,2,0,2,48,,29,17,1,6,5,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
37,DJ Malan,IS Sodhi,T Banton,1,0,1,49,,11,12,1,1,6,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
38,T Banton,IS Sodhi,DJ Malan,1,0,1,50,,30,18,1,2,6,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
39,DJ Malan,IS Sodhi,T Banton,1,0,1,51,,12,13,1,3,6,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
40,T Banton,IS Sodhi,DJ Malan,1,0,1,52,,31,19,1,4,6,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
41,DJ Malan,IS Sodhi,T Banton,4,0,4,56,,16,14,1,5,6,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
42,DJ Malan,IS Sodhi,T Banton,1,0,1,57,,17,15,1,6,6,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
43,DJ Malan,MJ Santner,T Banton,0,1,1,58,,17,16,1,1,7,,legbyes,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
44,T Banton,MJ Santner,DJ Malan,0,0,0,58,,31,20,2,2,7,"{'by': 'New Zealand', 'umpire': 'CB Gaffaney', 'batter': 'T Banton', 'decision': 'upheld'}",-,lbw,T Banton,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
45,EJG Morgan,MJ Santner,DJ Malan,1,0,1,59,,1,1,2,3,7,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
46,DJ Malan,MJ Santner,EJG Morgan,1,0,1,60,,18,17,2,4,7,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
47,EJG Morgan,MJ Santner,DJ Malan,0,0,0,60,,1,2,2,5,7,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
48,EJG Morgan,MJ Santner,DJ Malan,1,0,1,61,,2,3,2,6,7,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
49,EJG Morgan,IS Sodhi,DJ Malan,0,0,0,61,,2,4,2,1,8,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
50,EJG Morgan,IS Sodhi,DJ Malan,6,0,6,67,,8,5,2,2,8,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
51,EJG Morgan,IS Sodhi,DJ Malan,2,0,2,69,,10,6,2,3,8,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
52,EJG Morgan,IS Sodhi,DJ Malan,1,0,1,70,,11,7,2,4,8,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
53,DJ Malan,IS Sodhi,EJG Morgan,1,0,1,71,,19,18,2,5,8,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
54,EJG Morgan,IS Sodhi,DJ Malan,2,0,2,73,,13,8,2,6,8,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
55,DJ Malan,BM Tickner,EJG Morgan,0,0,0,73,,19,19,2,1,9,"{'by': 'New Zealand', 'umpire': 'CB Gaffaney', 'batter': 'DJ Malan', 'decision': 'struck down'}",-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
56,DJ Malan,BM Tickner,EJG Morgan,4,0,4,77,,23,20,2,2,9,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
57,DJ Malan,BM Tickner,EJG Morgan,1,0,1,78,,24,21,2,3,9,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
58,EJG Morgan,BM Tickner,DJ Malan,0,0,0,78,,13,9,2,4,9,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
59,EJG Morgan,BM Tickner,DJ Malan,6,0,6,84,,19,10,2,5,9,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
60,EJG Morgan,BM Tickner,DJ Malan,4,0,4,88,,23,11,2,6,9,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
61,DJ Malan,MJ Santner,EJG Morgan,2,0,2,90,,26,22,2,1,10,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
62,DJ Malan,MJ Santner,EJG Morgan,6,0,6,96,,32,23,2,2,10,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
63,DJ Malan,MJ Santner,EJG Morgan,4,0,4,100,,36,24,2,3,10,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
64,DJ Malan,MJ Santner,EJG Morgan,1,0,1,101,,37,25,2,4,10,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
65,EJG Morgan,MJ Santner,DJ Malan,6,0,6,107,,29,12,2,5,10,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
66,EJG Morgan,MJ Santner,DJ Malan,1,0,1,108,,30,13,2,6,10,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
67,EJG Morgan,TA Boult,DJ Malan,4,0,4,112,,34,14,2,1,11,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
68,EJG Morgan,TA Boult,DJ Malan,1,0,1,113,,35,15,2,2,11,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
69,DJ Malan,TA Boult,EJG Morgan,1,0,1,114,,38,26,2,3,11,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
70,EJG Morgan,TA Boult,DJ Malan,1,0,1,115,,36,16,2,4,11,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
71,DJ Malan,TA Boult,EJG Morgan,1,0,1,116,,39,27,2,5,11,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
72,EJG Morgan,TA Boult,DJ Malan,4,0,4,120,,40,17,2,6,11,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
73,DJ Malan,BM Tickner,EJG Morgan,1,0,1,121,,40,28,2,1,12,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
74,EJG Morgan,BM Tickner,DJ Malan,1,0,1,122,,41,18,2,2,12,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
75,DJ Malan,BM Tickner,EJG Morgan,1,0,1,123,,41,29,2,3,12,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
76,EJG Morgan,BM Tickner,DJ Malan,1,0,1,124,,42,19,2,4,12,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
77,DJ Malan,BM Tickner,EJG Morgan,4,0,4,128,,45,30,2,5,12,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
78,DJ Malan,BM Tickner,EJG Morgan,1,0,1,129,,46,31,2,6,12,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
79,DJ Malan,TG Southee,EJG Morgan,4,0,4,133,,50,32,2,1,13,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
80,DJ Malan,TG Southee,EJG Morgan,3,0,3,136,,53,33,2,2,13,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
81,EJG Morgan,TG Southee,DJ Malan,4,0,4,140,,46,20,2,3,13,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
82,EJG Morgan,TG Southee,DJ Malan,4,0,4,144,,50,21,2,4,13,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
83,EJG Morgan,TG Southee,DJ Malan,1,0,1,145,,51,22,2,5,13,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
84,DJ Malan,TG Southee,EJG Morgan,4,0,4,149,,57,34,2,6,13,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
85,EJG Morgan,MJ Santner,DJ Malan,1,1,2,151,,52,23,2,1,14,,noballs,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
86,DJ Malan,MJ Santner,EJG Morgan,1,0,1,152,,58,35,2,2,14,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
87,EJG Morgan,MJ Santner,DJ Malan,0,0,0,152,,52,24,2,3,14,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
88,EJG Morgan,MJ Santner,DJ Malan,0,0,0,152,,52,25,2,4,14,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
89,EJG Morgan,MJ Santner,DJ Malan,1,0,1,153,,53,26,2,5,14,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
90,DJ Malan,MJ Santner,EJG Morgan,0,1,1,154,,58,36,2,6,14,,wides,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
91,DJ Malan,MJ Santner,EJG Morgan,1,0,1,155,,59,37,2,7,14,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
92,EJG Morgan,MJ Santner,DJ Malan,1,0,1,156,,54,27,2,8,14,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
93,EJG Morgan,BM Tickner,DJ Malan,1,0,1,157,,55,28,2,1,15,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
94,DJ Malan,BM Tickner,EJG Morgan,1,0,1,158,,60,38,2,2,15,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
95,EJG Morgan,BM Tickner,DJ Malan,0,0,0,158,,55,29,2,3,15,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
96,EJG Morgan,BM Tickner,DJ Malan,4,0,4,162,,59,30,2,4,15,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
97,EJG Morgan,BM Tickner,DJ Malan,1,1,2,164,,60,31,2,5,15,,noballs,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
98,DJ Malan,BM Tickner,EJG Morgan,0,0,0,164,,60,39,2,6,15,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
99,DJ Malan,BM Tickner,EJG Morgan,1,0,1,165,,61,40,2,7,15,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
100,DJ Malan,IS Sodhi,EJG Morgan,4,0,4,169,,65,41,2,1,16,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
101,DJ Malan,IS Sodhi,EJG Morgan,6,0,6,175,,71,42,2,2,16,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
102,DJ Malan,IS Sodhi,EJG Morgan,6,0,6,181,,77,43,2,3,16,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
103,DJ Malan,IS Sodhi,EJG Morgan,4,0,4,185,,81,44,2,4,16,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
104,DJ Malan,IS Sodhi,EJG Morgan,6,0,6,191,,87,45,2,5,16,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
105,DJ Malan,IS Sodhi,EJG Morgan,2,0,2,193,,89,46,2,6,16,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
106,EJG Morgan,TA Boult,DJ Malan,0,1,1,194,,60,32,2,1,17,,legbyes,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
107,DJ Malan,TA Boult,EJG Morgan,6,0,6,200,,95,47,2,2,17,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
108,DJ Malan,TA Boult,EJG Morgan,0,0,0,200,,95,48,2,3,17,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
109,DJ Malan,TA Boult,EJG Morgan,0,1,1,201,,95,49,2,4,17,,legbyes,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
110,EJG Morgan,TA Boult,DJ Malan,1,0,1,202,,61,33,2,5,17,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
111,DJ Malan,TA Boult,EJG Morgan,6,0,6,208,,101,50,2,6,17,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
112,EJG Morgan,DJ Mitchell,DJ Malan,2,0,2,210,,63,34,2,1,18,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
113,EJG Morgan,DJ Mitchell,DJ Malan,0,1,1,211,,63,35,2,2,18,,wides,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
114,EJG Morgan,DJ Mitchell,DJ Malan,6,0,6,217,,69,36,2,3,18,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
115,EJG Morgan,DJ Mitchell,DJ Malan,6,0,6,223,,75,37,2,4,18,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
116,EJG Morgan,DJ Mitchell,DJ Malan,0,0,0,223,,75,38,2,5,18,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
117,EJG Morgan,DJ Mitchell,DJ Malan,6,0,6,229,,81,39,2,6,18,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
118,EJG Morgan,DJ Mitchell,DJ Malan,4,0,4,233,,85,40,2,7,18,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
119,DJ Malan,TG Southee,EJG Morgan,0,0,0,233,,101,51,2,1,19,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
120,DJ Malan,TG Southee,EJG Morgan,1,0,1,234,,102,52,2,2,19,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
121,EJG Morgan,TG Southee,DJ Malan,6,0,6,240,,91,41,2,3,19,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
122,EJG Morgan,TG Southee,DJ Malan,0,0,0,240,,91,42,3,4,19,,-,caught,EJG Morgan,DJ Mitchell,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
123,DJ Malan,TG Southee,SW Billings,1,0,1,241,,103,53,3,5,19,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
124,SW Billings,TG Southee,DJ Malan,0,0,0,241,,0,1,3,6,19,,-,0,,,field,New Zealand,1,McLean Park,2019,11,New Zealand_England_2019-11-08,England,England,New Zealand,True,241
