,batter,bowler,non_striker,extras,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
19,DM de Silva,SM Boland,LD Chandimal,{'wides': 1},0,1,1,34,11,7,2,wides,0,,,4,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
20,DM de Silva,SM Boland,LD Chandimal,,1,0,1,35,12,8,3,-,0,,,4,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
21,LD Chandimal,SM Boland,DM de Silva,,0,0,0,35,9,5,4,-,0,,,4,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
22,LD Chandimal,SM Boland,DM de Silva,,4,0,4,39,13,6,5,-,0,,,4,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
23,LD Chandimal,SM Boland,DM de Silva,,4,0,4,43,17,7,6,-,0,,,4,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
24,LD Chandimal,SM Boland,DM de Silva,,1,0,1,44,18,8,7,-,0,,,4,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
25,LD Chandimal,JP Faulkner,DM de Silva,,1,0,1,45,19,9,1,-,0,,,5,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
26,DM de Silva,JP Faulkner,LD Chandimal,,0,0,0,45,12,9,2,-,bowled,DM de Silva,,5,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
27,BKG Mendis,JP Faulkner,LD Chandimal,,0,0,0,45,0,1,3,-,0,,,5,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
28,BKG Mendis,JP Faulkner,LD Chandimal,,0,0,0,45,0,2,4,-,0,,,5,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
29,BKG Mendis,JP Faulkner,LD Chandimal,,0,0,0,45,0,3,5,-,0,,,5,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
30,BKG Mendis,JP Faulkner,LD Chandimal,,0,0,0,45,0,4,6,-,0,,,5,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
31,LD Chandimal,MC Henriques,BKG Mendis,,1,0,1,46,20,10,1,-,0,,,6,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
32,BKG Mendis,MC Henriques,LD Chandimal,,4,0,4,50,4,5,2,-,0,,,6,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
33,BKG Mendis,MC Henriques,LD Chandimal,,4,0,4,54,8,6,3,-,0,,,6,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
34,BKG Mendis,MC Henriques,LD Chandimal,,0,0,0,54,8,7,4,-,0,,,6,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
35,BKG Mendis,MC Henriques,LD Chandimal,,1,0,1,55,9,8,5,-,0,,,6,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
36,LD Chandimal,MC Henriques,BKG Mendis,,1,0,1,56,21,11,6,-,0,,,6,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
37,LD Chandimal,JP Faulkner,BKG Mendis,,2,0,2,58,23,12,1,-,0,,,7,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
38,LD Chandimal,JP Faulkner,BKG Mendis,,0,0,0,58,23,13,2,-,0,,,7,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
39,LD Chandimal,JP Faulkner,BKG Mendis,,1,0,1,59,24,14,3,-,0,,,7,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
40,BKG Mendis,JP Faulkner,LD Chandimal,,6,0,6,65,15,9,4,-,0,,,7,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
41,BKG Mendis,JP Faulkner,LD Chandimal,,1,0,1,66,16,10,5,-,0,,,7,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
42,LD Chandimal,JP Faulkner,BKG Mendis,,1,0,1,67,25,15,6,-,0,,,7,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
43,LD Chandimal,MC Henriques,BKG Mendis,,2,0,2,69,27,16,1,-,0,,,8,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
44,LD Chandimal,MC Henriques,BKG Mendis,,1,0,1,70,28,17,2,-,0,,,8,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
45,BKG Mendis,MC Henriques,LD Chandimal,,6,0,6,76,22,11,3,-,0,,,8,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
46,BKG Mendis,MC Henriques,LD Chandimal,,0,0,0,76,22,12,4,-,0,,,8,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
47,BKG Mendis,MC Henriques,LD Chandimal,,0,0,0,76,22,13,5,-,caught,BKG Mendis,GJ Maxwell,8,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
48,NLTC Perera,MC Henriques,LD Chandimal,,4,0,4,80,4,1,6,-,0,,,8,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
49,LD Chandimal,A Zampa,NLTC Perera,,1,0,1,81,29,18,1,-,0,,,9,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
50,NLTC Perera,A Zampa,LD Chandimal,,1,0,1,82,5,2,2,-,0,,,9,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
51,LD Chandimal,A Zampa,NLTC Perera,,1,0,1,83,30,19,3,-,0,,,9,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
52,NLTC Perera,A Zampa,LD Chandimal,{'wides': 1},0,1,1,84,5,3,4,wides,0,,,9,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
53,NLTC Perera,A Zampa,LD Chandimal,,1,0,1,85,6,4,5,-,0,,,9,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
54,LD Chandimal,A Zampa,NLTC Perera,,0,0,0,85,30,20,6,-,0,,,9,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
55,LD Chandimal,A Zampa,NLTC Perera,,1,0,1,86,31,21,7,-,0,,,9,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
56,LD Chandimal,GJ Maxwell,NLTC Perera,,4,0,4,90,35,22,1,-,0,,,10,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
57,LD Chandimal,GJ Maxwell,NLTC Perera,,1,0,1,91,36,23,2,-,0,,,10,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
58,NLTC Perera,GJ Maxwell,LD Chandimal,,0,0,0,91,6,5,3,-,0,,,10,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
59,NLTC Perera,GJ Maxwell,LD Chandimal,,1,0,1,92,7,6,4,-,0,,,10,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
60,LD Chandimal,GJ Maxwell,NLTC Perera,,1,0,1,93,37,24,5,-,0,,,10,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
61,NLTC Perera,GJ Maxwell,LD Chandimal,,0,0,0,93,7,7,6,-,0,,,10,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
62,LD Chandimal,A Zampa,NLTC Perera,,0,0,0,93,37,25,1,-,0,,,11,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
63,LD Chandimal,A Zampa,NLTC Perera,,1,0,1,94,38,26,2,-,0,,,11,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
64,NLTC Perera,A Zampa,LD Chandimal,,0,0,0,94,7,8,3,-,caught,NLTC Perera,SM Boland,11,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
65,CK Kapugedera,A Zampa,LD Chandimal,,1,0,1,95,1,1,4,-,0,,,11,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
66,LD Chandimal,A Zampa,CK Kapugedera,,1,0,1,96,39,27,5,-,0,,,11,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
67,CK Kapugedera,A Zampa,LD Chandimal,,0,0,0,96,1,2,6,-,0,,,11,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
68,LD Chandimal,GJ Maxwell,CK Kapugedera,,1,0,1,97,40,28,1,-,0,,,12,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
69,CK Kapugedera,GJ Maxwell,LD Chandimal,,6,0,6,103,7,3,2,-,0,,,12,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
70,CK Kapugedera,GJ Maxwell,LD Chandimal,,1,0,1,104,8,4,3,-,0,,,12,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
71,LD Chandimal,GJ Maxwell,CK Kapugedera,,4,0,4,108,44,29,4,-,0,,,12,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
72,LD Chandimal,GJ Maxwell,CK Kapugedera,,1,0,1,109,45,30,5,-,0,,,12,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
73,CK Kapugedera,GJ Maxwell,LD Chandimal,,1,0,1,110,9,5,6,-,0,,,12,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
74,CK Kapugedera,A Zampa,LD Chandimal,,1,0,1,111,10,6,1,-,0,,,13,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
75,LD Chandimal,A Zampa,CK Kapugedera,,1,0,1,112,46,31,2,-,0,,,13,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
76,CK Kapugedera,A Zampa,LD Chandimal,,6,0,6,118,16,7,3,-,0,,,13,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
77,CK Kapugedera,A Zampa,LD Chandimal,,1,0,1,119,17,8,4,-,0,,,13,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
78,LD Chandimal,A Zampa,CK Kapugedera,,0,0,0,119,46,32,5,-,0,,,13,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
79,LD Chandimal,A Zampa,CK Kapugedera,,1,0,1,120,47,33,6,-,0,,,13,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
80,LD Chandimal,JP Faulkner,CK Kapugedera,{'legbyes': 4},0,4,4,124,47,34,1,legbyes,0,,,14,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
81,LD Chandimal,JP Faulkner,CK Kapugedera,,2,0,2,126,49,35,2,-,0,,,14,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
82,LD Chandimal,JP Faulkner,CK Kapugedera,,1,0,1,127,50,36,3,-,0,,,14,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
83,CK Kapugedera,JP Faulkner,LD Chandimal,,0,0,0,127,17,9,4,-,0,,,14,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
84,CK Kapugedera,JP Faulkner,LD Chandimal,,1,0,1,128,18,10,5,-,0,,,14,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
85,LD Chandimal,JP Faulkner,CK Kapugedera,,1,0,1,129,51,37,6,-,0,,,14,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
86,LD Chandimal,A Zampa,CK Kapugedera,,6,0,6,135,57,38,1,-,0,,,15,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
87,LD Chandimal,A Zampa,CK Kapugedera,,0,0,0,135,57,39,2,-,0,,,15,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
88,LD Chandimal,A Zampa,CK Kapugedera,,0,0,0,135,57,40,3,-,0,,,15,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
89,LD Chandimal,A Zampa,CK Kapugedera,,0,0,0,135,57,41,4,-,0,,,15,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
90,LD Chandimal,A Zampa,CK Kapugedera,,1,0,1,136,58,42,5,-,0,,,15,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
91,CK Kapugedera,A Zampa,LD Chandimal,,1,0,1,137,19,11,6,-,0,,,15,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
92,CK Kapugedera,SM Boland,LD Chandimal,,1,0,1,138,20,12,1,-,0,,,16,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
93,LD Chandimal,SM Boland,CK Kapugedera,,0,0,0,138,58,43,2,-,caught,LD Chandimal,MC Henriques,16,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
94,CK Kapugedera,SM Boland,SS Pathirana,,0,0,0,138,20,13,3,-,0,,,16,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
95,CK Kapugedera,SM Boland,SS Pathirana,{'legbyes': 1},0,1,1,139,20,14,4,legbyes,0,,,16,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
96,SS Pathirana,SM Boland,CK Kapugedera,{'wides': 1},0,1,1,140,0,1,5,wides,0,,,16,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
97,SS Pathirana,SM Boland,CK Kapugedera,,2,0,2,142,2,2,6,-,0,,,16,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
98,SS Pathirana,SM Boland,CK Kapugedera,,0,0,0,142,2,3,7,-,caught,SS Pathirana,TM Head,16,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
99,CK Kapugedera,MA Starc,SMSM Senanayake,,0,0,0,142,20,15,1,-,0,,,17,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
100,CK Kapugedera,MA Starc,SMSM Senanayake,,1,0,1,143,21,16,2,-,0,,,17,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
101,SMSM Senanayake,MA Starc,CK Kapugedera,,4,0,4,147,4,1,3,-,0,,,17,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
102,SMSM Senanayake,MA Starc,CK Kapugedera,{'legbyes': 1},0,1,1,148,4,2,4,legbyes,0,,,17,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
103,CK Kapugedera,MA Starc,SMSM Senanayake,{'byes': 4},0,4,4,152,21,17,5,byes,0,,,17,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
104,CK Kapugedera,MA Starc,SMSM Senanayake,,1,0,1,153,22,18,6,-,0,,,17,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
105,CK Kapugedera,JP Faulkner,SMSM Senanayake,,4,0,4,157,26,19,1,-,0,,,18,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
106,CK Kapugedera,JP Faulkner,SMSM Senanayake,,4,0,4,161,30,20,2,-,0,,,18,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
107,CK Kapugedera,JP Faulkner,SMSM Senanayake,,2,0,2,163,32,21,3,-,0,,,18,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
108,CK Kapugedera,JP Faulkner,SMSM Senanayake,,6,0,6,169,38,22,4,-,0,,,18,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
109,CK Kapugedera,JP Faulkner,SMSM Senanayake,,4,0,4,173,42,23,5,-,0,,,18,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
110,CK Kapugedera,JP Faulkner,SMSM Senanayake,,1,0,1,174,43,24,6,-,0,,,18,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
111,CK Kapugedera,MA Starc,SMSM Senanayake,,0,0,0,174,43,25,1,-,caught,CK Kapugedera,GJ Bailey,19,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
112,SMSM Senanayake,MA Starc,RAS Lakmal,,1,0,1,175,5,3,2,-,0,,,19,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
113,RAS Lakmal,MA Starc,SMSM Senanayake,,1,0,1,176,1,1,3,-,0,,,19,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
114,SMSM Senanayake,MA Starc,RAS Lakmal,,0,0,0,176,5,4,4,-,0,,,19,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
115,SMSM Senanayake,MA Starc,RAS Lakmal,{'legbyes': 1},0,1,1,177,5,5,5,legbyes,0,,,19,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
116,RAS Lakmal,MA Starc,SMSM Senanayake,,0,0,0,177,1,2,6,-,caught and bowled,RAS Lakmal,,19,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
117,SMSM Senanayake,SM Boland,CAK Rajitha,,1,0,1,178,6,6,1,-,0,,,20,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
118,CAK Rajitha,SM Boland,SMSM Senanayake,,0,0,0,178,0,1,2,-,0,,,20,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
119,CAK Rajitha,SM Boland,SMSM Senanayake,,0,0,0,178,0,2,3,-,0,,,20,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
120,CAK Rajitha,SM Boland,SMSM Senanayake,,0,0,0,178,0,3,4,-,0,,,20,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
121,CAK Rajitha,SM Boland,SMSM Senanayake,,0,0,0,178,0,4,5,-,0,,,20,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
122,CAK Rajitha,SM Boland,SMSM Senanayake,,0,0,0,178,0,5,6,-,0,,,20,field,Sri Lanka,2,Pallekele International Cricket Stadium,2016-09-06,Sri Lanka,Australia
