,batter,bowler,non_striker,review,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
14,N Pooran,Abu Hider,SD Hope,,0,1,1,20,191,0,1,1,3,3,wides,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
15,N Pooran,Abu Hider,SD Hope,,4,0,4,24,187,4,2,1,4,3,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
16,N Pooran,Abu Hider,SD Hope,,0,0,0,24,187,4,3,1,5,3,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
17,N Pooran,Abu Hider,SD Hope,,0,0,0,24,187,4,4,1,6,3,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
18,N Pooran,Abu Hider,SD Hope,,4,0,4,28,183,8,5,1,7,3,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
19,SD Hope,Mustafizur Rahman,N Pooran,,4,0,4,32,179,18,9,1,1,4,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
20,SD Hope,Mustafizur Rahman,N Pooran,,4,0,4,36,175,22,10,1,2,4,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
21,SD Hope,Mustafizur Rahman,N Pooran,,4,0,4,40,171,26,11,1,3,4,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
22,SD Hope,Mustafizur Rahman,N Pooran,,4,0,4,44,167,30,12,1,4,4,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
23,SD Hope,Mustafizur Rahman,N Pooran,,2,0,2,46,165,32,13,1,5,4,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
24,SD Hope,Mustafizur Rahman,N Pooran,,0,5,5,51,160,32,14,1,6,4,wides,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
25,SD Hope,Mustafizur Rahman,N Pooran,,1,0,1,52,159,33,15,1,7,4,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
26,SD Hope,Shakib Al Hasan,N Pooran,,1,0,1,53,158,34,16,1,1,5,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
27,N Pooran,Shakib Al Hasan,SD Hope,,6,0,6,59,152,14,6,1,2,5,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
28,N Pooran,Shakib Al Hasan,SD Hope,,0,0,0,59,152,14,7,2,3,5,-,caught,N Pooran,Tamim Iqbal,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
29,SD Hope,Shakib Al Hasan,SO Hetmyer,,1,0,1,60,151,35,17,2,4,5,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
30,SO Hetmyer,Shakib Al Hasan,SD Hope,,1,0,1,61,150,1,1,2,5,5,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
31,SD Hope,Shakib Al Hasan,SO Hetmyer,,1,0,1,62,149,36,18,2,6,5,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
32,SD Hope,Mehedi Hasan Miraz,SO Hetmyer,,0,0,0,62,149,36,19,2,1,6,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
33,SD Hope,Mehedi Hasan Miraz,SO Hetmyer,,0,0,0,62,149,36,20,3,2,6,-,caught,SD Hope,Liton Das,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
34,R Powell,Mehedi Hasan Miraz,SO Hetmyer,,2,0,2,64,147,2,1,3,3,6,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
35,R Powell,Mehedi Hasan Miraz,SO Hetmyer,,4,0,4,68,143,6,2,3,4,6,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
36,R Powell,Mehedi Hasan Miraz,SO Hetmyer,,0,0,0,68,143,6,3,3,5,6,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
37,R Powell,Mehedi Hasan Miraz,SO Hetmyer,,2,0,2,70,141,8,4,3,6,6,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
38,SO Hetmyer,Mohammad Saifuddin,R Powell,,1,0,1,71,140,2,2,3,1,7,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
39,R Powell,Mohammad Saifuddin,SO Hetmyer,,0,0,0,71,140,8,5,3,2,7,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
40,R Powell,Mohammad Saifuddin,SO Hetmyer,,1,0,1,72,139,9,6,3,3,7,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
41,SO Hetmyer,Mohammad Saifuddin,R Powell,,0,0,0,72,139,2,3,3,4,7,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
42,SO Hetmyer,Mohammad Saifuddin,R Powell,,0,0,0,72,139,2,4,3,5,7,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
43,SO Hetmyer,Mohammad Saifuddin,R Powell,,1,0,1,73,138,3,5,3,6,7,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
44,SO Hetmyer,Mehedi Hasan Miraz,R Powell,,0,0,0,73,138,3,6,3,1,8,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
45,SO Hetmyer,Mehedi Hasan Miraz,R Powell,"{'by': 'West Indies', 'umpire': 'Gazi Sohel', 'batter': 'SO Hetmyer', 'decision': 'upheld'}",0,0,0,73,138,3,7,3,2,8,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
46,SO Hetmyer,Mehedi Hasan Miraz,R Powell,,0,0,0,73,138,3,8,3,3,8,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
47,SO Hetmyer,Mehedi Hasan Miraz,R Powell,,2,0,2,75,136,5,9,3,4,8,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
48,SO Hetmyer,Mehedi Hasan Miraz,R Powell,,1,0,1,76,135,6,10,3,5,8,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
49,R Powell,Mehedi Hasan Miraz,SO Hetmyer,,1,0,1,77,134,10,7,3,6,8,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
50,R Powell,Mustafizur Rahman,SO Hetmyer,,4,0,4,81,130,14,8,3,1,9,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
51,R Powell,Mustafizur Rahman,SO Hetmyer,,0,0,0,81,130,14,9,3,2,9,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
52,R Powell,Mustafizur Rahman,SO Hetmyer,,0,0,0,81,130,14,10,3,3,9,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
53,R Powell,Mustafizur Rahman,SO Hetmyer,,0,1,1,82,129,14,11,3,4,9,legbyes,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
54,SO Hetmyer,Mustafizur Rahman,R Powell,,0,0,0,82,129,6,11,3,5,9,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
55,SO Hetmyer,Mustafizur Rahman,R Powell,,1,0,1,83,128,7,12,3,6,9,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
56,SO Hetmyer,Mohammad Saifuddin,R Powell,,6,0,6,89,122,13,13,3,1,10,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
57,SO Hetmyer,Mohammad Saifuddin,R Powell,,1,0,1,90,121,14,14,3,2,10,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
58,R Powell,Mohammad Saifuddin,SO Hetmyer,,1,0,1,91,120,15,12,3,3,10,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
59,SO Hetmyer,Mohammad Saifuddin,R Powell,,4,0,4,95,116,18,15,3,4,10,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
60,SO Hetmyer,Mohammad Saifuddin,R Powell,,1,0,1,96,115,19,16,3,5,10,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
61,R Powell,Mohammad Saifuddin,SO Hetmyer,,1,0,1,97,114,16,13,3,6,10,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
62,R Powell,Shakib Al Hasan,SO Hetmyer,,1,0,1,98,113,17,14,3,1,11,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
63,SO Hetmyer,Shakib Al Hasan,R Powell,,0,0,0,98,113,19,17,4,2,11,-,caught,SO Hetmyer,Mohammad Saifuddin,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
64,R Powell,Shakib Al Hasan,DM Bravo,,1,0,1,99,112,18,15,4,3,11,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
65,DM Bravo,Shakib Al Hasan,R Powell,,2,0,2,101,110,2,1,4,4,11,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
66,DM Bravo,Shakib Al Hasan,R Powell,,0,0,0,101,110,2,2,4,5,11,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
67,DM Bravo,Shakib Al Hasan,R Powell,,0,0,0,101,110,2,3,5,6,11,-,caught,DM Bravo,Mustafizur Rahman,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
68,R Powell,Mehedi Hasan Miraz,CR Brathwaite,,0,0,0,101,110,18,16,5,1,12,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
69,R Powell,Mehedi Hasan Miraz,CR Brathwaite,,1,0,1,102,109,19,17,5,2,12,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
70,CR Brathwaite,Mehedi Hasan Miraz,R Powell,,1,0,1,103,108,1,1,5,3,12,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
71,R Powell,Mehedi Hasan Miraz,CR Brathwaite,,2,0,2,105,106,21,18,5,4,12,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
72,R Powell,Mehedi Hasan Miraz,CR Brathwaite,,1,0,1,106,105,22,19,5,5,12,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
73,CR Brathwaite,Mehedi Hasan Miraz,R Powell,,6,0,6,112,99,7,2,5,6,12,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
74,R Powell,Shakib Al Hasan,CR Brathwaite,,1,0,1,113,98,23,20,5,1,13,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
75,CR Brathwaite,Shakib Al Hasan,R Powell,,0,1,1,114,97,7,3,5,2,13,legbyes,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
76,R Powell,Shakib Al Hasan,CR Brathwaite,,2,0,2,116,95,25,21,5,3,13,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
77,R Powell,Shakib Al Hasan,CR Brathwaite,,1,0,1,117,94,26,22,5,4,13,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
78,CR Brathwaite,Shakib Al Hasan,R Powell,,0,1,1,118,93,7,4,6,5,13,wides,stumped,CR Brathwaite,Mushfiqur Rahim,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
79,FA Allen,Shakib Al Hasan,R Powell,,0,0,0,118,93,0,1,6,6,13,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
80,FA Allen,Shakib Al Hasan,R Powell,,0,0,0,118,93,0,2,6,7,13,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
81,R Powell,Abu Hider,FA Allen,,0,0,0,118,93,26,23,6,1,14,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
82,R Powell,Abu Hider,FA Allen,,2,0,2,120,91,28,24,6,2,14,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
83,R Powell,Abu Hider,FA Allen,,4,0,4,124,87,32,25,6,3,14,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
84,R Powell,Abu Hider,FA Allen,,6,0,6,130,81,38,26,6,4,14,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
85,R Powell,Abu Hider,FA Allen,,4,0,4,134,77,42,27,6,5,14,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
86,R Powell,Abu Hider,FA Allen,,4,0,4,138,73,46,28,6,6,14,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
87,FA Allen,Shakib Al Hasan,R Powell,,0,0,0,138,73,0,3,7,1,15,-,bowled,FA Allen,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
88,KMA Paul,Shakib Al Hasan,R Powell,,0,0,0,138,73,0,1,7,2,15,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
89,KMA Paul,Shakib Al Hasan,R Powell,,1,0,1,139,72,1,2,7,3,15,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
90,R Powell,Shakib Al Hasan,KMA Paul,,0,0,0,139,72,46,29,7,4,15,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
91,R Powell,Shakib Al Hasan,KMA Paul,,0,0,0,139,72,46,30,7,5,15,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
92,R Powell,Shakib Al Hasan,KMA Paul,,0,0,0,139,72,46,31,7,6,15,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
93,KMA Paul,Mustafizur Rahman,R Powell,,6,0,6,145,66,7,3,7,1,16,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
94,KMA Paul,Mustafizur Rahman,R Powell,,1,0,1,146,65,8,4,7,2,16,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
95,R Powell,Mustafizur Rahman,KMA Paul,,2,0,2,148,63,48,32,7,3,16,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
96,R Powell,Mustafizur Rahman,KMA Paul,,2,0,2,150,61,50,33,7,4,16,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
97,R Powell,Mustafizur Rahman,KMA Paul,,0,0,0,150,61,50,34,8,5,16,-,caught,R Powell,Tamim Iqbal,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
98,KMA Paul,Mustafizur Rahman,SS Cottrell,,1,0,1,151,60,9,5,8,6,16,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
99,KMA Paul,Mohammad Saifuddin,SS Cottrell,,4,0,4,155,56,13,6,8,1,17,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
100,KMA Paul,Mohammad Saifuddin,SS Cottrell,,2,0,2,157,54,15,7,8,2,17,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
101,KMA Paul,Mohammad Saifuddin,SS Cottrell,,2,0,2,159,52,17,8,8,3,17,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
102,KMA Paul,Mohammad Saifuddin,SS Cottrell,,2,0,2,161,50,19,9,8,4,17,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
103,KMA Paul,Mohammad Saifuddin,SS Cottrell,,2,0,2,163,48,21,10,8,5,17,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
104,KMA Paul,Mohammad Saifuddin,SS Cottrell,,1,0,1,164,47,22,11,8,6,17,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
105,KMA Paul,Mustafizur Rahman,SS Cottrell,,0,0,0,164,47,22,12,8,1,18,-,0,,,field,West Indies,2,"Shere Bangla National Stadium, Mirpur",2018,12,Bangladesh_West Indies_2018-12-20,Bangladesh,West Indies,Bangladesh,175
