,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extras,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
10,Babar Azam,CH Morris,Fakhar Zaman,4,0,4,24,21,8,5,2,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
11,Babar Azam,CH Morris,Fakhar Zaman,4,0,4,28,25,9,6,2,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
12,Babar Azam,CH Morris,Fakhar Zaman,2,0,2,30,27,10,7,2,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
13,Fakhar Zaman,L Sipamla,Babar Azam,1,0,1,31,3,4,1,3,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
14,Babar Azam,L Sipamla,Fakhar Zaman,1,0,1,32,28,11,2,3,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
15,Fakhar Zaman,L Sipamla,Babar Azam,1,0,1,33,4,5,3,3,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
16,Babar Azam,L Sipamla,Fakhar Zaman,1,0,1,34,29,12,4,3,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
17,Fakhar Zaman,L Sipamla,Babar Azam,1,0,1,35,5,6,5,3,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
18,Babar Azam,L Sipamla,Fakhar Zaman,0,0,0,35,29,13,6,3,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
19,Fakhar Zaman,BE Hendricks,Babar Azam,4,0,4,39,9,7,1,4,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
20,Fakhar Zaman,BE Hendricks,Babar Azam,1,0,1,40,10,8,2,4,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
21,Babar Azam,BE Hendricks,Fakhar Zaman,0,0,0,40,29,14,3,4,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
22,Babar Azam,BE Hendricks,Fakhar Zaman,1,0,1,41,30,15,4,4,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
23,Fakhar Zaman,BE Hendricks,Babar Azam,4,0,4,45,14,9,5,4,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
24,Fakhar Zaman,BE Hendricks,Babar Azam,0,0,0,45,14,10,6,4,,-,caught,Fakhar Zaman,JN Malan,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
25,Babar Azam,CJ Dala,Hussain Talat,4,0,4,49,34,16,1,5,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
26,Babar Azam,CJ Dala,Hussain Talat,4,0,4,53,38,17,2,5,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
27,Babar Azam,CJ Dala,Hussain Talat,4,0,4,57,42,18,3,5,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
28,Babar Azam,CJ Dala,Hussain Talat,1,0,1,58,43,19,4,5,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
29,Hussain Talat,CJ Dala,Babar Azam,0,1,1,59,0,1,5,5,{'wides': 1},wides,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
30,Hussain Talat,CJ Dala,Babar Azam,0,0,0,59,0,2,6,5,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
31,Hussain Talat,CJ Dala,Babar Azam,4,0,4,63,4,3,7,5,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
32,Babar Azam,T Shamsi,Hussain Talat,1,0,1,64,44,20,1,6,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
33,Hussain Talat,T Shamsi,Babar Azam,4,0,4,68,8,4,2,6,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
34,Hussain Talat,T Shamsi,Babar Azam,1,0,1,69,9,5,3,6,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
35,Babar Azam,T Shamsi,Hussain Talat,0,0,0,69,44,21,4,6,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
36,Babar Azam,T Shamsi,Hussain Talat,0,0,0,69,44,22,5,6,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
37,Babar Azam,T Shamsi,Hussain Talat,1,0,1,70,45,23,6,6,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
38,Babar Azam,L Sipamla,Hussain Talat,0,0,0,70,45,24,1,7,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
39,Babar Azam,L Sipamla,Hussain Talat,0,0,0,70,45,25,2,7,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
40,Babar Azam,L Sipamla,Hussain Talat,0,0,0,70,45,26,3,7,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
41,Babar Azam,L Sipamla,Hussain Talat,1,0,1,71,46,27,4,7,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
42,Hussain Talat,L Sipamla,Babar Azam,1,0,1,72,10,6,5,7,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
43,Babar Azam,L Sipamla,Hussain Talat,1,0,1,73,47,28,6,7,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
44,Babar Azam,T Shamsi,Hussain Talat,0,0,0,73,47,29,1,8,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
45,Babar Azam,T Shamsi,Hussain Talat,0,0,0,73,47,30,2,8,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
46,Babar Azam,T Shamsi,Hussain Talat,1,0,1,74,48,31,3,8,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
47,Hussain Talat,T Shamsi,Babar Azam,1,0,1,75,11,7,4,8,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
48,Babar Azam,T Shamsi,Hussain Talat,0,0,0,75,48,32,5,8,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
49,Babar Azam,T Shamsi,Hussain Talat,1,0,1,76,49,33,6,8,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
50,Babar Azam,AL Phehlukwayo,Hussain Talat,2,0,2,78,51,34,1,9,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
51,Babar Azam,AL Phehlukwayo,Hussain Talat,1,0,1,79,52,35,2,9,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
52,Hussain Talat,AL Phehlukwayo,Babar Azam,1,0,1,80,12,8,3,9,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
53,Babar Azam,AL Phehlukwayo,Hussain Talat,0,0,0,80,52,36,4,9,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
54,Babar Azam,AL Phehlukwayo,Hussain Talat,6,0,6,86,58,37,5,9,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
55,Babar Azam,AL Phehlukwayo,Hussain Talat,1,0,1,87,59,38,6,9,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
56,Babar Azam,T Shamsi,Hussain Talat,0,0,0,87,59,39,1,10,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
57,Babar Azam,T Shamsi,Hussain Talat,4,0,4,91,63,40,2,10,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
58,Babar Azam,T Shamsi,Hussain Talat,4,0,4,95,67,41,3,10,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
59,Babar Azam,T Shamsi,Hussain Talat,4,0,4,99,71,42,4,10,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
60,Babar Azam,T Shamsi,Hussain Talat,1,0,1,100,72,43,5,10,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
61,Hussain Talat,T Shamsi,Babar Azam,1,0,1,101,13,9,6,10,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
62,Hussain Talat,L Sipamla,Babar Azam,4,0,4,105,17,10,1,11,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
63,Hussain Talat,L Sipamla,Babar Azam,1,0,1,106,18,11,2,11,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
64,Babar Azam,L Sipamla,Hussain Talat,1,0,1,107,73,44,3,11,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
65,Hussain Talat,L Sipamla,Babar Azam,1,0,1,108,19,12,4,11,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
66,Babar Azam,L Sipamla,Hussain Talat,1,0,1,109,74,45,5,11,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
67,Hussain Talat,L Sipamla,Babar Azam,0,0,0,109,19,13,6,11,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
68,Babar Azam,T Shamsi,Hussain Talat,1,0,1,110,75,46,1,12,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
69,Hussain Talat,T Shamsi,Babar Azam,4,0,4,114,23,14,2,12,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
70,Hussain Talat,T Shamsi,Babar Azam,1,0,1,115,24,15,3,12,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
71,Babar Azam,T Shamsi,Hussain Talat,1,0,1,116,76,47,4,12,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
72,Hussain Talat,T Shamsi,Babar Azam,0,0,0,116,24,16,5,12,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
73,Hussain Talat,T Shamsi,Babar Azam,0,0,0,116,24,17,6,12,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
74,Babar Azam,AL Phehlukwayo,Hussain Talat,2,0,2,118,78,48,1,13,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
75,Babar Azam,AL Phehlukwayo,Hussain Talat,1,0,1,119,79,49,2,13,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
76,Hussain Talat,AL Phehlukwayo,Babar Azam,1,0,1,120,25,18,3,13,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
77,Babar Azam,AL Phehlukwayo,Hussain Talat,4,0,4,124,83,50,4,13,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
78,Babar Azam,AL Phehlukwayo,Hussain Talat,1,0,1,125,84,51,5,13,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
79,Hussain Talat,AL Phehlukwayo,Babar Azam,0,0,0,125,25,19,6,13,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
80,Babar Azam,CJ Dala,Hussain Talat,1,0,1,126,85,52,1,14,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
81,Hussain Talat,CJ Dala,Babar Azam,4,0,4,130,29,20,2,14,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
82,Hussain Talat,CJ Dala,Babar Azam,0,0,0,130,29,21,3,14,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
83,Hussain Talat,CJ Dala,Babar Azam,0,0,0,130,29,22,4,14,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
84,Hussain Talat,CJ Dala,Babar Azam,1,0,1,131,30,23,5,14,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
85,Babar Azam,CJ Dala,Hussain Talat,1,0,1,132,86,53,6,14,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
86,Babar Azam,L Sipamla,Hussain Talat,1,0,1,133,87,54,1,15,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
87,Hussain Talat,L Sipamla,Babar Azam,1,0,1,134,31,24,2,15,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
88,Babar Azam,L Sipamla,Hussain Talat,1,0,1,135,88,55,3,15,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
89,Hussain Talat,L Sipamla,Babar Azam,1,0,1,136,32,25,4,15,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
90,Babar Azam,L Sipamla,Hussain Talat,0,1,1,137,88,56,5,15,{'wides': 1},wides,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
91,Babar Azam,L Sipamla,Hussain Talat,1,0,1,138,89,57,6,15,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
92,Hussain Talat,L Sipamla,Babar Azam,1,0,1,139,33,26,7,15,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
93,Hussain Talat,CH Morris,Babar Azam,0,0,0,139,33,27,1,16,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
94,Hussain Talat,CH Morris,Babar Azam,0,0,0,139,33,28,2,16,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
95,Hussain Talat,CH Morris,Babar Azam,1,0,1,140,34,29,3,16,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
96,Babar Azam,CH Morris,Hussain Talat,1,0,1,141,90,58,4,16,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
97,Hussain Talat,CH Morris,Babar Azam,0,0,0,141,34,30,5,16,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
98,Hussain Talat,CH Morris,Babar Azam,6,0,6,147,40,31,6,16,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
99,Babar Azam,BE Hendricks,Hussain Talat,0,0,0,147,90,59,1,17,,-,caught,Babar Azam,CJ Dala,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
100,Hussain Talat,BE Hendricks,Asif Ali,0,1,1,148,40,32,2,17,{'wides': 1},wides,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
101,Hussain Talat,BE Hendricks,Asif Ali,1,0,1,149,41,33,3,17,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
102,Asif Ali,BE Hendricks,Hussain Talat,2,0,2,151,2,1,4,17,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
103,Asif Ali,BE Hendricks,Hussain Talat,0,1,1,152,2,2,5,17,{'noballs': 1},noballs,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
104,Hussain Talat,BE Hendricks,Asif Ali,0,0,0,152,41,34,6,17,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
105,Hussain Talat,BE Hendricks,Asif Ali,0,0,0,152,41,35,7,17,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
106,Hussain Talat,BE Hendricks,Asif Ali,1,0,1,153,42,36,8,17,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
107,Hussain Talat,AL Phehlukwayo,Asif Ali,4,0,4,157,46,37,1,18,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
108,Hussain Talat,AL Phehlukwayo,Asif Ali,1,0,1,158,47,38,2,18,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
109,Asif Ali,AL Phehlukwayo,Hussain Talat,0,0,0,158,2,3,3,18,,-,caught,Asif Ali,RR Hendricks,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
110,Hussain Talat,AL Phehlukwayo,Shoaib Malik,0,1,1,159,47,39,4,18,{'wides': 1},wides,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
111,Hussain Talat,AL Phehlukwayo,Shoaib Malik,1,0,1,160,48,40,5,18,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
112,Shoaib Malik,AL Phehlukwayo,Hussain Talat,1,0,1,161,1,1,6,18,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
113,Hussain Talat,AL Phehlukwayo,Shoaib Malik,1,0,1,162,49,41,7,18,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
114,Hussain Talat,CH Morris,Shoaib Malik,4,0,4,166,53,42,1,19,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
115,Hussain Talat,CH Morris,Shoaib Malik,2,0,2,168,55,43,2,19,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
116,Hussain Talat,CH Morris,Shoaib Malik,0,0,0,168,55,44,3,19,,-,bowled,Hussain Talat,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
117,Imad Wasim,CH Morris,Shoaib Malik,2,0,2,170,2,1,4,19,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
118,Imad Wasim,CH Morris,Shoaib Malik,4,0,4,174,6,2,5,19,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
119,Imad Wasim,CH Morris,Shoaib Malik,0,0,0,174,6,3,6,19,,-,bowled,Imad Wasim,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
120,Shoaib Malik,AL Phehlukwayo,Hasan Ali,4,0,4,178,5,2,1,20,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
121,Shoaib Malik,AL Phehlukwayo,Hasan Ali,1,0,1,179,6,3,2,20,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
122,Hasan Ali,AL Phehlukwayo,Shoaib Malik,1,0,1,180,1,1,3,20,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
123,Shoaib Malik,AL Phehlukwayo,Hasan Ali,0,0,0,180,6,4,4,20,,-,caught,Shoaib Malik,HE van der Dussen,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
124,Hasan Ali,AL Phehlukwayo,Shadab Khan,0,0,0,180,1,2,5,20,,-,bowled,Hasan Ali,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
125,Mohammad Rizwan,AL Phehlukwayo,Shadab Khan,1,0,1,181,1,1,6,20,,-,0,,,field,Pakistan,2,The Wanderers Stadium,2019-02-03,Pakistan,South Africa
