,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
105,DT Tiripano,Wahab Riaz,RP Burl,1,0,1,112,,8,11,6,1,17,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
106,RP Burl,Wahab Riaz,DT Tiripano,1,0,1,113,,21,18,6,2,17,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
107,DT Tiripano,Wahab Riaz,RP Burl,2,0,2,115,,10,12,6,3,17,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
108,DT Tiripano,Wahab Riaz,RP Burl,4,0,4,119,,14,13,6,4,17,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
109,DT Tiripano,Wahab Riaz,RP Burl,0,0,0,119,,14,14,6,5,17,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
110,DT Tiripano,Wahab Riaz,RP Burl,1,0,1,120,,15,15,6,6,17,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
111,DT Tiripano,Haris Rauf,RP Burl,0,0,0,120,,15,16,6,1,18,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
112,DT Tiripano,Haris Rauf,RP Burl,0,0,0,120,,15,17,6,2,18,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
113,DT Tiripano,Haris Rauf,RP Burl,0,0,0,120,,15,18,7,3,18,caught,DT Tiripano,Fakhar Zaman,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
114,TS Chisoro,Haris Rauf,RP Burl,1,0,1,121,,1,1,7,4,18,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
115,RP Burl,Haris Rauf,TS Chisoro,0,0,0,121,,21,19,7,5,18,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
116,RP Burl,Haris Rauf,TS Chisoro,4,0,4,125,,25,20,7,6,18,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
117,TS Chisoro,Wahab Riaz,RP Burl,0,0,0,125,,1,2,7,1,19,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
118,TS Chisoro,Wahab Riaz,RP Burl,0,0,0,125,,1,3,7,2,19,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
119,TS Chisoro,Wahab Riaz,RP Burl,1,0,1,126,,2,4,7,3,19,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
120,RP Burl,Wahab Riaz,TS Chisoro,1,0,1,127,,26,21,7,4,19,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
121,TS Chisoro,Wahab Riaz,RP Burl,1,0,1,128,,3,5,7,5,19,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
122,RP Burl,Wahab Riaz,TS Chisoro,6,0,6,134,,32,22,7,6,19,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
