,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
28,Q de Kock,HV Patel,D Pretorius,0,0,0,24,14,13,5,5,-,run out,Q de Kock,HV Patel,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
29,HE van der Dussen,HV Patel,D Pretorius,1,0,1,25,1,1,6,5,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
30,HE van der Dussen,Avesh Khan,D Pretorius,1,0,1,26,2,2,1,6,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
31,D Pretorius,Avesh Khan,HE van der Dussen,0,0,0,26,0,6,2,6,-,caught,D Pretorius,RR Pant,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
32,H Klaasen,Avesh Khan,HE van der Dussen,1,0,1,27,1,1,3,6,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
33,HE van der Dussen,Avesh Khan,H Klaasen,4,0,4,31,6,3,4,6,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
34,HE van der Dussen,Avesh Khan,H Klaasen,0,0,0,31,6,4,5,6,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
35,HE van der Dussen,Avesh Khan,H Klaasen,4,0,4,35,10,5,6,6,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
36,H Klaasen,YS Chahal,HE van der Dussen,1,0,1,36,2,2,1,7,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
37,HE van der Dussen,YS Chahal,H Klaasen,0,0,0,36,10,6,2,7,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
38,HE van der Dussen,YS Chahal,H Klaasen,1,0,1,37,11,7,3,7,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
39,H Klaasen,YS Chahal,HE van der Dussen,1,0,1,38,3,3,4,7,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
40,HE van der Dussen,YS Chahal,H Klaasen,0,0,0,38,11,8,5,7,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
41,HE van der Dussen,YS Chahal,H Klaasen,1,0,1,39,12,9,6,7,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
42,HE van der Dussen,AR Patel,H Klaasen,0,0,0,39,12,10,1,8,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
43,HE van der Dussen,AR Patel,H Klaasen,0,0,0,39,12,11,2,8,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
44,HE van der Dussen,AR Patel,H Klaasen,1,0,1,40,13,12,3,8,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
45,H Klaasen,AR Patel,HE van der Dussen,0,0,0,40,3,4,4,8,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
46,H Klaasen,AR Patel,HE van der Dussen,0,0,0,40,3,5,5,8,-,0,,,"{'by': 'India', 'umpire': 'J Madanagopal', 'batter': 'H Klaasen', 'decision': 'struck down', 'umpires_call': True}",field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
47,H Klaasen,AR Patel,HE van der Dussen,1,0,1,41,4,6,6,8,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
48,H Klaasen,YS Chahal,HE van der Dussen,4,0,4,45,8,7,1,9,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
49,H Klaasen,YS Chahal,HE van der Dussen,0,0,0,45,8,8,2,9,-,lbw,H Klaasen,,"{'by': 'South Africa', 'umpire': 'Nitin Menon', 'batter': 'H Klaasen', 'decision': 'struck down'}",field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
50,DA Miller,YS Chahal,HE van der Dussen,1,0,1,46,1,1,3,9,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
51,HE van der Dussen,YS Chahal,DA Miller,1,0,1,47,14,13,4,9,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
52,DA Miller,YS Chahal,HE van der Dussen,0,0,0,47,1,2,5,9,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
53,DA Miller,YS Chahal,HE van der Dussen,6,0,6,53,7,3,6,9,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
54,HE van der Dussen,AR Patel,DA Miller,1,0,1,54,15,14,1,10,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
55,DA Miller,AR Patel,HE van der Dussen,0,0,0,54,7,4,2,10,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
56,DA Miller,AR Patel,HE van der Dussen,1,0,1,55,8,5,3,10,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
57,HE van der Dussen,AR Patel,DA Miller,1,0,1,56,16,15,4,10,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
58,DA Miller,AR Patel,HE van der Dussen,1,0,1,57,9,6,5,10,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
59,HE van der Dussen,AR Patel,DA Miller,1,0,1,58,17,16,6,10,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
60,HE van der Dussen,HV Patel,DA Miller,1,0,1,59,18,17,1,11,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
61,DA Miller,HV Patel,HE van der Dussen,0,0,0,59,9,7,2,11,-,bowled,DA Miller,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
62,M Jansen,HV Patel,HE van der Dussen,0,0,0,59,0,1,3,11,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
63,M Jansen,HV Patel,HE van der Dussen,0,0,0,59,0,2,4,11,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
64,M Jansen,HV Patel,HE van der Dussen,0,0,0,59,0,3,5,11,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
65,M Jansen,HV Patel,HE van der Dussen,0,0,0,59,0,4,6,11,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
66,HE van der Dussen,AR Patel,M Jansen,1,0,1,60,19,18,1,12,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
67,M Jansen,AR Patel,HE van der Dussen,0,0,0,60,0,5,2,12,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
68,M Jansen,AR Patel,HE van der Dussen,0,0,0,60,0,6,3,12,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
69,M Jansen,AR Patel,HE van der Dussen,6,0,6,66,6,7,4,12,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
70,M Jansen,AR Patel,HE van der Dussen,4,0,4,70,10,8,5,12,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
71,M Jansen,AR Patel,HE van der Dussen,0,0,0,70,10,9,6,12,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
72,HE van der Dussen,YS Chahal,M Jansen,1,0,1,71,20,19,1,13,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
73,M Jansen,YS Chahal,HE van der Dussen,0,0,0,71,10,10,2,13,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
74,M Jansen,YS Chahal,HE van der Dussen,0,1,1,72,10,11,3,13,wides,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
75,M Jansen,YS Chahal,HE van der Dussen,0,0,0,72,10,12,4,13,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
76,M Jansen,YS Chahal,HE van der Dussen,0,0,0,72,10,13,5,13,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
77,M Jansen,YS Chahal,HE van der Dussen,0,0,0,72,10,14,6,13,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
78,M Jansen,YS Chahal,HE van der Dussen,1,0,1,73,11,15,7,13,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
79,M Jansen,Avesh Khan,HE van der Dussen,1,0,1,74,12,16,1,14,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
80,HE van der Dussen,Avesh Khan,M Jansen,0,0,0,74,20,20,2,14,-,caught,HE van der Dussen,RD Gaikwad,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
81,M Jansen,Avesh Khan,KA Maharaj,0,0,0,74,12,17,3,14,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
82,M Jansen,Avesh Khan,KA Maharaj,0,0,0,74,12,18,4,14,-,caught,M Jansen,RD Gaikwad,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
83,KA Maharaj,Avesh Khan,A Nortje,0,4,4,78,0,1,5,14,byes,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
84,KA Maharaj,Avesh Khan,A Nortje,0,0,0,78,0,2,6,14,-,caught,KA Maharaj,SS Iyer,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
85,A Nortje,YS Chahal,L Ngidi,1,0,1,79,1,1,1,15,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
86,L Ngidi,YS Chahal,A Nortje,0,0,0,79,0,1,2,15,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
87,L Ngidi,YS Chahal,A Nortje,1,0,1,80,1,2,3,15,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
88,A Nortje,YS Chahal,L Ngidi,0,0,0,80,1,2,4,15,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
89,A Nortje,YS Chahal,L Ngidi,0,0,0,80,1,3,5,15,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
90,A Nortje,YS Chahal,L Ngidi,0,0,0,80,1,4,6,15,-,caught,A Nortje,Ishan Kishan,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
91,L Ngidi,Avesh Khan,T Shamsi,1,0,1,81,2,3,1,16,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
92,T Shamsi,Avesh Khan,L Ngidi,3,0,3,84,3,1,2,16,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
93,L Ngidi,Avesh Khan,T Shamsi,0,0,0,84,2,4,3,16,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
94,L Ngidi,Avesh Khan,T Shamsi,0,0,0,84,2,5,4,16,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
95,L Ngidi,Avesh Khan,T Shamsi,0,0,0,84,2,6,5,16,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
96,L Ngidi,Avesh Khan,T Shamsi,2,0,2,86,4,7,6,16,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
97,T Shamsi,AR Patel,L Ngidi,0,0,0,86,3,2,1,17,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
98,T Shamsi,AR Patel,L Ngidi,1,0,1,87,4,3,2,17,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
99,L Ngidi,AR Patel,T Shamsi,0,0,0,87,4,8,3,17,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
100,L Ngidi,AR Patel,T Shamsi,0,0,0,87,4,9,4,17,-,0,,,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
101,L Ngidi,AR Patel,T Shamsi,0,0,0,87,4,10,5,17,-,caught,L Ngidi,RD Gaikwad,,field,South Africa,2,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,South Africa,India
