,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,wicket_type,player_out,fielder,over,extras,extra_type,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
119,AR Patel,NT Ellis,RK Singh,0,1,1,196,1,2,1,0,,,19,{'wides': 1},wides,field,India,2,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,India,Australia
120,AR Patel,NT Ellis,RK Singh,0,0,0,196,1,3,2,0,,,19,,-,field,India,2,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,India,Australia
121,AR Patel,NT Ellis,RK Singh,0,0,0,196,1,4,3,0,,,19,,-,field,India,2,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,India,Australia
122,AR Patel,NT Ellis,RK Singh,0,0,0,196,1,5,4,0,,,19,,-,field,India,2,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,India,Australia
123,AR Patel,NT Ellis,RK Singh,1,0,1,197,2,6,5,0,,,19,,-,field,India,2,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,India,Australia
124,RK Singh,NT Ellis,AR Patel,4,0,4,201,16,11,6,0,,,19,,-,field,India,2,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,India,Australia
125,RK Singh,NT Ellis,AR Patel,1,0,1,202,17,12,7,0,,,19,,-,field,India,2,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,India,Australia
126,RK Singh,SA Abbott,AR Patel,4,0,4,206,21,13,1,0,,,20,,-,field,India,2,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,India,Australia
127,RK Singh,SA Abbott,AR Patel,0,1,1,207,21,14,2,0,,,20,{'byes': 1},byes,field,India,2,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,India,Australia
128,AR Patel,SA Abbott,RK Singh,0,0,0,207,2,7,3,caught and bowled,AR Patel,,20,,-,field,India,2,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,India,Australia
129,Ravi Bishnoi,SA Abbott,RK Singh,0,0,0,207,0,1,4,run out,Ravi Bishnoi,MS Wade;SA Abbott,20,,-,field,India,2,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,India,Australia
130,RK Singh,SA Abbott,Arshdeep Singh,1,0,1,208,22,15,5,run out,Arshdeep Singh,SPD Smith;SA Abbott,20,,-,field,India,2,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,India,Australia
131,RK Singh,SA Abbott,Mukesh Kumar,0,1,1,209,22,16,6,0,,,20,{'noballs': 1},noballs,field,India,2,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,India,Australia
