,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,review,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
14,MJ Guptill,AJ Hosein,DP Conway,0,0,0,12,203,9,11,0,3,3,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
15,MJ Guptill,AJ Hosein,DP Conway,6,0,6,18,197,15,12,0,4,3,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
16,MJ Guptill,AJ Hosein,DP Conway,0,0,0,18,197,15,13,1,5,3,bowled,MJ Guptill,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
17,MJ Santner,AJ Hosein,DP Conway,4,0,4,22,193,4,1,1,6,3,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
18,DP Conway,DC Drakes,MJ Santner,1,0,1,23,192,4,5,1,1,4,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
19,MJ Santner,DC Drakes,DP Conway,0,0,0,23,192,4,2,1,2,4,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
20,MJ Santner,DC Drakes,DP Conway,1,0,1,24,191,5,3,1,3,4,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
21,DP Conway,DC Drakes,MJ Santner,0,0,0,24,191,4,6,1,4,4,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
22,DP Conway,DC Drakes,MJ Santner,1,0,1,25,190,5,7,1,5,4,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
23,MJ Santner,DC Drakes,DP Conway,1,0,1,26,189,6,4,1,6,4,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
24,MJ Santner,AS Joseph,DP Conway,4,0,4,30,185,10,5,1,1,5,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
25,MJ Santner,AS Joseph,DP Conway,1,0,1,31,184,11,6,1,2,5,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
26,DP Conway,AS Joseph,MJ Santner,1,0,1,32,183,6,8,1,3,5,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
27,MJ Santner,AS Joseph,DP Conway,1,0,1,33,182,12,7,1,4,5,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
28,DP Conway,AS Joseph,MJ Santner,1,0,1,34,181,7,9,1,5,5,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
29,MJ Santner,AS Joseph,DP Conway,0,0,0,34,181,12,8,1,6,5,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
30,DP Conway,R Shepherd,MJ Santner,6,0,6,40,175,13,10,1,1,6,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
31,DP Conway,R Shepherd,MJ Santner,4,0,4,44,171,17,11,1,2,6,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
32,DP Conway,R Shepherd,MJ Santner,1,0,1,45,170,18,12,1,3,6,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
33,MJ Santner,R Shepherd,DP Conway,0,0,0,45,170,12,9,1,4,6,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
34,MJ Santner,R Shepherd,DP Conway,1,0,1,46,169,13,10,1,5,6,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
35,DP Conway,R Shepherd,MJ Santner,1,0,1,47,168,19,13,1,6,6,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
36,DP Conway,AJ Hosein,MJ Santner,1,0,1,48,167,20,14,1,1,7,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
37,MJ Santner,AJ Hosein,DP Conway,0,0,0,48,167,13,11,2,2,7,caught,MJ Santner,R Powell,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
38,KS Williamson,AJ Hosein,DP Conway,0,0,0,48,167,0,1,2,3,7,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
39,KS Williamson,AJ Hosein,DP Conway,0,0,0,48,167,0,2,2,4,7,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
40,KS Williamson,AJ Hosein,DP Conway,0,0,0,48,167,0,3,2,5,7,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
41,KS Williamson,AJ Hosein,DP Conway,1,0,1,49,166,1,4,2,6,7,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
42,KS Williamson,OF Smith,DP Conway,0,0,0,49,166,1,5,2,1,8,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
43,KS Williamson,OF Smith,DP Conway,4,0,4,53,162,5,6,2,2,8,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
44,KS Williamson,OF Smith,DP Conway,1,0,1,54,161,6,7,2,3,8,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
45,DP Conway,OF Smith,KS Williamson,1,0,1,55,160,21,15,2,4,8,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
46,KS Williamson,OF Smith,DP Conway,1,0,1,56,159,7,8,2,5,8,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
47,DP Conway,OF Smith,KS Williamson,0,0,0,56,159,21,16,2,6,8,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
48,KS Williamson,HR Walsh,DP Conway,0,0,0,56,159,7,9,2,1,9,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
49,KS Williamson,HR Walsh,DP Conway,1,0,1,57,158,8,10,2,2,9,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
50,DP Conway,HR Walsh,KS Williamson,0,0,0,57,158,21,17,3,3,9,caught,DP Conway,DC Thomas,"{'by': 'West Indies', 'umpire': 'N Duguid', 'batter': 'DP Conway', 'decision': 'upheld'}",-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
51,GD Phillips,HR Walsh,KS Williamson,1,0,1,58,157,1,1,3,4,9,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
52,KS Williamson,HR Walsh,GD Phillips,1,0,1,59,156,9,11,3,5,9,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
53,GD Phillips,HR Walsh,KS Williamson,0,0,0,59,156,1,2,3,6,9,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
54,KS Williamson,R Shepherd,GD Phillips,0,0,0,59,156,9,12,3,1,10,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
55,KS Williamson,R Shepherd,GD Phillips,0,0,0,59,156,9,13,3,2,10,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
56,KS Williamson,R Shepherd,GD Phillips,1,0,1,60,155,10,14,3,3,10,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
57,GD Phillips,R Shepherd,KS Williamson,0,0,0,60,155,1,3,3,4,10,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
58,GD Phillips,R Shepherd,KS Williamson,0,0,0,60,155,1,4,3,5,10,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
59,GD Phillips,R Shepherd,KS Williamson,4,0,4,64,151,5,5,3,6,10,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
60,KS Williamson,HR Walsh,GD Phillips,4,0,4,68,147,14,15,3,1,11,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
61,KS Williamson,HR Walsh,GD Phillips,0,0,0,68,147,14,16,3,2,11,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
62,KS Williamson,HR Walsh,GD Phillips,1,0,1,69,146,15,17,3,3,11,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
63,GD Phillips,HR Walsh,KS Williamson,4,0,4,73,142,9,6,3,4,11,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
64,GD Phillips,HR Walsh,KS Williamson,1,0,1,74,141,10,7,3,5,11,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
65,KS Williamson,HR Walsh,GD Phillips,3,0,3,77,138,18,18,3,6,11,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
66,KS Williamson,OF Smith,GD Phillips,1,0,1,78,137,19,19,3,1,12,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
67,GD Phillips,OF Smith,KS Williamson,4,0,4,82,133,14,8,3,2,12,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
68,GD Phillips,OF Smith,KS Williamson,0,0,0,82,133,14,9,3,3,12,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
69,GD Phillips,OF Smith,KS Williamson,1,0,1,83,132,15,10,3,4,12,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
70,KS Williamson,OF Smith,GD Phillips,1,0,1,84,131,20,20,3,5,12,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
71,GD Phillips,OF Smith,KS Williamson,1,0,1,85,130,16,11,3,6,12,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
72,GD Phillips,AJ Hosein,KS Williamson,1,0,1,86,129,17,12,3,1,13,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
73,KS Williamson,AJ Hosein,GD Phillips,1,0,1,87,128,21,21,3,2,13,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
74,GD Phillips,AJ Hosein,KS Williamson,1,0,1,88,127,18,13,3,3,13,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
75,KS Williamson,AJ Hosein,GD Phillips,1,0,1,89,126,22,22,3,4,13,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
76,GD Phillips,AJ Hosein,KS Williamson,1,0,1,90,125,19,14,3,5,13,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
77,KS Williamson,AJ Hosein,GD Phillips,0,0,0,90,125,22,23,3,6,13,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
78,GD Phillips,AS Joseph,KS Williamson,1,0,1,91,124,20,15,3,1,14,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
79,KS Williamson,AS Joseph,GD Phillips,1,0,1,92,123,23,24,3,2,14,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
80,GD Phillips,AS Joseph,KS Williamson,4,0,4,96,119,24,16,3,3,14,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
81,GD Phillips,AS Joseph,KS Williamson,6,0,6,102,113,30,17,3,4,14,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
82,GD Phillips,AS Joseph,KS Williamson,1,0,1,103,112,31,18,3,5,14,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
83,KS Williamson,AS Joseph,GD Phillips,1,0,1,104,111,24,25,3,6,14,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
84,KS Williamson,DC Drakes,GD Phillips,0,0,0,104,111,24,26,3,1,15,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
85,KS Williamson,DC Drakes,GD Phillips,0,0,0,104,111,24,27,4,2,15,caught,KS Williamson,AJ Hosein,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
86,DJ Mitchell,DC Drakes,GD Phillips,0,0,0,104,111,0,1,4,3,15,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
87,DJ Mitchell,DC Drakes,GD Phillips,1,0,1,105,110,1,2,4,4,15,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
88,GD Phillips,DC Drakes,DJ Mitchell,0,0,0,105,110,31,19,4,5,15,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
89,GD Phillips,DC Drakes,DJ Mitchell,1,0,1,106,109,32,20,4,6,15,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
90,GD Phillips,AJ Hosein,DJ Mitchell,1,0,1,107,108,33,21,4,1,16,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
91,DJ Mitchell,AJ Hosein,GD Phillips,1,0,1,108,107,2,3,4,2,16,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
92,GD Phillips,AJ Hosein,DJ Mitchell,6,0,6,114,101,39,22,4,3,16,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
93,GD Phillips,AJ Hosein,DJ Mitchell,1,0,1,115,100,40,23,4,4,16,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
94,DJ Mitchell,AJ Hosein,GD Phillips,0,0,0,115,100,2,4,4,5,16,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
95,DJ Mitchell,AJ Hosein,GD Phillips,1,0,1,116,99,3,5,4,6,16,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
96,DJ Mitchell,OF Smith,GD Phillips,2,0,2,118,97,5,6,4,1,17,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
97,DJ Mitchell,OF Smith,GD Phillips,1,0,1,119,96,6,7,4,2,17,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
98,GD Phillips,OF Smith,DJ Mitchell,0,0,0,119,96,40,24,4,3,17,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
99,GD Phillips,OF Smith,DJ Mitchell,1,0,1,120,95,41,25,4,4,17,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
100,DJ Mitchell,OF Smith,GD Phillips,1,0,1,121,94,7,8,4,5,17,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
101,GD Phillips,OF Smith,DJ Mitchell,0,0,0,121,94,41,26,5,6,17,caught,GD Phillips,BA King,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
102,DJ Mitchell,AS Joseph,JDS Neesham,1,0,1,122,93,8,9,5,1,18,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
103,JDS Neesham,AS Joseph,DJ Mitchell,1,0,1,123,92,1,1,5,2,18,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
104,DJ Mitchell,AS Joseph,JDS Neesham,0,0,0,123,92,8,10,5,3,18,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
105,DJ Mitchell,AS Joseph,JDS Neesham,1,0,1,124,91,9,11,5,4,18,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
106,JDS Neesham,AS Joseph,DJ Mitchell,1,0,1,125,90,2,2,5,5,18,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
107,DJ Mitchell,AS Joseph,JDS Neesham,1,0,1,126,89,10,12,5,6,18,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
108,DJ Mitchell,DC Drakes,JDS Neesham,2,0,2,128,87,12,13,5,1,19,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
109,DJ Mitchell,DC Drakes,JDS Neesham,1,0,1,129,86,13,14,5,2,19,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
110,JDS Neesham,DC Drakes,DJ Mitchell,1,0,1,130,85,3,3,5,3,19,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
111,DJ Mitchell,DC Drakes,JDS Neesham,1,0,1,131,84,14,15,5,4,19,0,,,,-,bat,New Zealand,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-14,West Indies,New Zealand,West Indies,145
