,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,replacements,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
19,SS Iyer,CBRLS Kumara,SV Samson,4,0,4,18,128,10,7,1,-,2.0,3,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Fast
20,SS Iyer,CBRLS Kumara,SV Samson,4,0,4,22,124,14,8,1,-,3.0,3,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Fast
21,SS Iyer,CBRLS Kumara,SV Samson,0,0,0,22,124,14,9,1,-,4.0,3,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Fast
22,SS Iyer,CBRLS Kumara,SV Samson,2,0,2,24,122,16,10,1,-,5.0,3,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Fast
23,SS Iyer,CBRLS Kumara,SV Samson,4,0,4,28,118,20,11,1,-,6.0,3,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Fast
24,SV Samson,PVD Chameera,SS Iyer,1,0,1,29,117,4,5,1,-,1.0,4,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Fast
25,SS Iyer,PVD Chameera,SV Samson,1,0,1,30,116,21,12,1,-,2.0,4,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Fast
26,SV Samson,PVD Chameera,SS Iyer,0,1,1,31,115,4,5,1,wides,2.0,4,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Fast
27,SV Samson,PVD Chameera,SS Iyer,1,0,1,32,114,5,6,1,-,3.0,4,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Fast
28,SS Iyer,PVD Chameera,SV Samson,1,0,1,33,113,22,13,1,-,4.0,4,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Fast
29,SV Samson,PVD Chameera,SS Iyer,0,0,0,33,113,5,7,1,-,5.0,4,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Fast
30,SV Samson,PVD Chameera,SS Iyer,4,0,4,37,109,9,8,1,-,6.0,4,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Fast
31,SS Iyer,B Fernando,SV Samson,1,0,1,38,108,23,14,1,-,1.0,5,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Left arm Medium
32,SV Samson,B Fernando,SS Iyer,4,0,4,42,104,13,9,1,-,2.0,5,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Left arm Medium
33,SV Samson,B Fernando,SS Iyer,1,0,1,43,103,14,10,1,-,3.0,5,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Left arm Medium
34,SS Iyer,B Fernando,SV Samson,4,0,4,47,99,27,15,1,-,4.0,5,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Left arm Medium
35,SS Iyer,B Fernando,SV Samson,0,0,0,47,99,27,16,1,-,5.0,5,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Left arm Medium
36,SS Iyer,B Fernando,SV Samson,0,0,0,47,99,27,17,1,-,6.0,5,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Left arm Medium
37,SV Samson,C Karunaratne,SS Iyer,4,0,4,51,95,18,11,1,-,1.0,6,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Medium
38,SV Samson,C Karunaratne,SS Iyer,0,0,0,51,95,18,12,2,-,2.0,6,caught,SV Samson,LD Chandimal,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Medium
39,DJ Hooda,C Karunaratne,SS Iyer,1,0,1,52,94,1,1,2,-,3.0,6,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Medium
40,SS Iyer,C Karunaratne,DJ Hooda,1,0,1,53,93,28,18,2,-,4.0,6,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Medium
41,DJ Hooda,C Karunaratne,SS Iyer,0,0,0,53,93,1,2,2,-,5.0,6,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Medium
42,DJ Hooda,C Karunaratne,SS Iyer,2,0,2,55,91,3,3,2,-,6.0,6,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Medium
43,SS Iyer,JDF Vandersay,DJ Hooda,1,0,1,56,90,29,19,2,-,1.0,7,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Legbreak
44,DJ Hooda,JDF Vandersay,SS Iyer,1,0,1,57,89,4,4,2,-,2.0,7,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Legbreak
45,SS Iyer,JDF Vandersay,DJ Hooda,1,0,1,58,88,30,20,2,-,3.0,7,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Legbreak
46,DJ Hooda,JDF Vandersay,SS Iyer,0,0,0,58,88,4,5,2,-,4.0,7,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Legbreak
47,DJ Hooda,JDF Vandersay,SS Iyer,1,0,1,59,87,5,6,2,-,5.0,7,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Legbreak
48,SS Iyer,JDF Vandersay,DJ Hooda,4,0,4,63,83,34,21,2,-,6.0,7,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Legbreak
49,DJ Hooda,C Karunaratne,SS Iyer,1,0,1,64,82,6,7,2,-,1.0,8,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Medium
50,SS Iyer,C Karunaratne,DJ Hooda,2,0,2,66,80,36,22,2,-,2.0,8,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Medium
51,SS Iyer,C Karunaratne,DJ Hooda,4,0,4,70,76,40,23,2,-,3.0,8,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Medium
52,SS Iyer,C Karunaratne,DJ Hooda,1,0,1,71,75,41,24,2,-,4.0,8,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Medium
53,DJ Hooda,C Karunaratne,SS Iyer,4,0,4,75,71,10,8,2,-,5.0,8,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Medium
54,DJ Hooda,C Karunaratne,SS Iyer,1,0,1,76,70,11,9,2,-,6.0,8,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Medium
55,DJ Hooda,JDF Vandersay,SS Iyer,1,0,1,77,69,12,10,2,-,1.0,9,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Legbreak
56,SS Iyer,JDF Vandersay,DJ Hooda,1,0,1,78,68,42,25,2,-,2.0,9,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Legbreak
57,DJ Hooda,JDF Vandersay,SS Iyer,6,0,6,84,62,18,11,2,-,3.0,9,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Legbreak
58,DJ Hooda,JDF Vandersay,SS Iyer,0,0,0,84,62,18,12,2,-,4.0,9,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Legbreak
59,DJ Hooda,JDF Vandersay,SS Iyer,0,0,0,84,62,18,13,2,-,5.0,9,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Legbreak
60,DJ Hooda,JDF Vandersay,SS Iyer,2,0,2,86,60,20,14,2,-,6.0,9,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Legbreak
61,SS Iyer,CBRLS Kumara,DJ Hooda,0,0,0,86,60,42,26,2,-,1.0,10,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Fast
62,SS Iyer,CBRLS Kumara,DJ Hooda,1,0,1,87,59,43,27,2,-,2.0,10,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Fast
63,DJ Hooda,CBRLS Kumara,SS Iyer,1,0,1,88,58,21,15,2,-,3.0,10,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Fast
64,SS Iyer,CBRLS Kumara,DJ Hooda,1,0,1,89,57,44,28,2,-,4.0,10,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Fast
65,DJ Hooda,CBRLS Kumara,SS Iyer,0,0,0,89,57,21,16,3,-,5.0,10,bowled,DJ Hooda,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Right hand Bat,Right arm Fast
66,VR Iyer,CBRLS Kumara,SS Iyer,4,0,4,93,53,4,1,3,-,6.0,10,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Left hand Bat,Right hand Bat,Right arm Fast
67,SS Iyer,JDF Vandersay,VR Iyer,6,0,6,99,47,50,29,3,-,1.0,11,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Left hand Bat,Right arm Legbreak
68,SS Iyer,JDF Vandersay,VR Iyer,0,0,0,99,47,50,30,3,-,2.0,11,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Left hand Bat,Right arm Legbreak
69,SS Iyer,C Karunaratne,VR Iyer,1,0,1,100,46,51,31,3,-,3.0,11,0,,,"{'role': [{'in': 'C Karunaratne', 'out': 'JDF Vandersay', 'reason': 'injury', 'role': 'bowler'}]}",bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Left hand Bat,Right arm Medium
70,VR Iyer,C Karunaratne,SS Iyer,1,0,1,101,45,5,2,3,-,4.0,11,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Left hand Bat,Right hand Bat,Right arm Medium
71,SS Iyer,C Karunaratne,VR Iyer,1,0,1,102,44,52,32,3,-,5.0,11,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Left hand Bat,Right arm Medium
72,VR Iyer,C Karunaratne,SS Iyer,0,0,0,102,44,5,3,3,-,6.0,11,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Left hand Bat,Right hand Bat,Right arm Medium
73,SS Iyer,CBRLS Kumara,VR Iyer,1,0,1,103,43,53,33,3,-,1.0,12,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Left hand Bat,Right arm Fast
74,VR Iyer,CBRLS Kumara,SS Iyer,0,0,0,103,43,5,4,4,-,2.0,12,caught,VR Iyer,P Jayawickrama,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Left hand Bat,Right hand Bat,Right arm Fast
75,SS Iyer,CBRLS Kumara,RA Jadeja,1,0,1,104,42,54,34,4,-,3.0,12,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Left hand Bat,Right arm Fast
76,RA Jadeja,CBRLS Kumara,SS Iyer,0,1,1,105,41,0,0,4,wides,3.0,12,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Left hand Bat,Right hand Bat,Right arm Fast
77,RA Jadeja,CBRLS Kumara,SS Iyer,1,0,1,106,40,1,1,4,-,4.0,12,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Left hand Bat,Right hand Bat,Right arm Fast
78,SS Iyer,CBRLS Kumara,RA Jadeja,1,0,1,107,39,55,35,4,-,5.0,12,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Left hand Bat,Right arm Fast
79,RA Jadeja,CBRLS Kumara,SS Iyer,0,0,0,107,39,1,2,4,-,6.0,12,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Left hand Bat,Right hand Bat,Right arm Fast
80,SS Iyer,PVD Chameera,RA Jadeja,1,0,1,108,38,56,36,4,-,1.0,13,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Left hand Bat,Right arm Fast
81,RA Jadeja,PVD Chameera,SS Iyer,4,0,4,112,34,5,3,4,-,2.0,13,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Left hand Bat,Right hand Bat,Right arm Fast
82,RA Jadeja,PVD Chameera,SS Iyer,1,0,1,113,33,6,4,4,-,3.0,13,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Left hand Bat,Right hand Bat,Right arm Fast
83,SS Iyer,PVD Chameera,RA Jadeja,1,0,1,114,32,57,37,4,-,4.0,13,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Right hand Bat,Left hand Bat,Right arm Fast
84,RA Jadeja,PVD Chameera,SS Iyer,0,0,0,114,32,6,5,4,-,5.0,13,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Left hand Bat,Right hand Bat,Right arm Fast
85,RA Jadeja,PVD Chameera,SS Iyer,0,1,1,115,31,6,5,4,wides,5.0,13,0,,,,bat,Sri Lanka,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,India,Sri Lanka,True,148,Left hand Bat,Right hand Bat,Right arm Fast
