,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
19,SO Hetmyer,CJ Jordan,CH Gayle,1,0,1,29,8,5,1,4,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
20,CH Gayle,CJ Jordan,SO Hetmyer,0,0,0,29,14,11,2,4,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
21,CH Gayle,CJ Jordan,SO Hetmyer,1,0,1,30,15,12,3,4,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
22,SO Hetmyer,CJ Jordan,CH Gayle,0,0,0,30,8,6,4,4,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
23,SO Hetmyer,CJ Jordan,CH Gayle,1,0,1,31,9,7,5,4,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
24,CH Gayle,CJ Jordan,SO Hetmyer,0,0,0,31,15,13,6,4,caught,CH Gayle,AU Rashid,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
25,SO Hetmyer,TK Curran,DM Bravo,1,0,1,32,10,8,1,5,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
26,DM Bravo,TK Curran,SO Hetmyer,0,0,0,32,0,1,2,5,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
27,DM Bravo,TK Curran,SO Hetmyer,1,0,1,33,1,2,3,5,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
28,SO Hetmyer,TK Curran,DM Bravo,4,0,4,37,14,9,4,5,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
29,SO Hetmyer,TK Curran,DM Bravo,0,0,0,37,14,10,5,5,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
30,SO Hetmyer,TK Curran,DM Bravo,0,0,0,37,14,11,6,5,caught,SO Hetmyer,LE Plunkett,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
31,N Pooran,CJ Jordan,DM Bravo,1,0,1,38,1,1,1,6,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
32,DM Bravo,CJ Jordan,N Pooran,0,0,0,38,1,3,2,6,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
33,DM Bravo,CJ Jordan,N Pooran,0,0,0,38,1,4,3,6,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
34,DM Bravo,CJ Jordan,N Pooran,1,0,1,39,2,5,4,6,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
35,N Pooran,CJ Jordan,DM Bravo,0,0,0,39,1,2,5,6,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
36,N Pooran,CJ Jordan,DM Bravo,4,0,4,43,5,3,6,6,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
37,DM Bravo,AU Rashid,N Pooran,0,0,0,43,2,6,1,7,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
38,DM Bravo,AU Rashid,N Pooran,0,0,0,43,2,7,2,7,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
39,DM Bravo,AU Rashid,N Pooran,0,0,0,43,2,8,3,7,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
40,DM Bravo,AU Rashid,N Pooran,1,0,1,44,3,9,4,7,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
41,N Pooran,AU Rashid,DM Bravo,1,0,1,45,6,4,5,7,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
42,DM Bravo,AU Rashid,N Pooran,1,0,1,46,4,10,6,7,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
43,DM Bravo,LE Plunkett,N Pooran,0,1,1,47,4,11,1,8,0,,,wides,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
44,DM Bravo,LE Plunkett,N Pooran,1,0,1,48,5,12,2,8,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
45,N Pooran,LE Plunkett,DM Bravo,0,0,0,48,6,5,3,8,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
46,N Pooran,LE Plunkett,DM Bravo,0,0,0,48,6,6,4,8,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
47,N Pooran,LE Plunkett,DM Bravo,1,0,1,49,7,7,5,8,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
48,DM Bravo,LE Plunkett,N Pooran,1,0,1,50,6,13,6,8,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
49,N Pooran,LE Plunkett,DM Bravo,1,0,1,51,8,8,7,8,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
50,N Pooran,AU Rashid,DM Bravo,0,0,0,51,8,9,1,9,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
51,N Pooran,AU Rashid,DM Bravo,0,0,0,51,8,10,2,9,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
52,N Pooran,AU Rashid,DM Bravo,1,0,1,52,9,11,3,9,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
53,DM Bravo,AU Rashid,N Pooran,0,0,0,52,6,14,4,9,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
54,DM Bravo,AU Rashid,N Pooran,1,0,1,53,7,15,5,9,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
55,N Pooran,AU Rashid,DM Bravo,0,0,0,53,9,12,6,9,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
56,DM Bravo,LE Plunkett,N Pooran,4,0,4,57,11,16,1,10,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
57,DM Bravo,LE Plunkett,N Pooran,0,1,1,58,11,17,2,10,0,,,wides,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
58,DM Bravo,LE Plunkett,N Pooran,0,0,0,58,11,18,3,10,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
59,DM Bravo,LE Plunkett,N Pooran,6,0,6,64,17,19,4,10,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
60,DM Bravo,LE Plunkett,N Pooran,0,0,0,64,17,20,5,10,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
61,DM Bravo,LE Plunkett,N Pooran,1,0,1,65,18,21,6,10,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
62,N Pooran,LE Plunkett,DM Bravo,2,0,2,67,11,13,7,10,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
63,DM Bravo,JL Denly,N Pooran,0,0,0,67,18,22,1,11,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
64,DM Bravo,JL Denly,N Pooran,1,0,1,68,19,23,2,11,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
65,N Pooran,JL Denly,DM Bravo,6,0,6,74,17,14,3,11,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
66,N Pooran,JL Denly,DM Bravo,1,0,1,75,18,15,4,11,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
67,DM Bravo,JL Denly,N Pooran,1,0,1,76,20,24,5,11,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
68,N Pooran,JL Denly,DM Bravo,0,0,0,76,18,16,6,11,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
69,DM Bravo,LE Plunkett,N Pooran,1,0,1,77,21,25,1,12,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
70,N Pooran,LE Plunkett,DM Bravo,6,0,6,83,24,17,2,12,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
71,N Pooran,LE Plunkett,DM Bravo,0,0,0,83,24,18,3,12,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
72,N Pooran,LE Plunkett,DM Bravo,1,0,1,84,25,19,4,12,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
73,DM Bravo,LE Plunkett,N Pooran,0,0,0,84,21,26,5,12,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
74,DM Bravo,LE Plunkett,N Pooran,6,0,6,90,27,27,6,12,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
75,N Pooran,JL Denly,DM Bravo,1,0,1,91,26,20,1,13,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
76,DM Bravo,JL Denly,N Pooran,0,1,1,92,27,28,2,13,0,,,wides,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
77,DM Bravo,JL Denly,N Pooran,0,0,0,92,27,29,3,13,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
78,DM Bravo,JL Denly,N Pooran,0,0,0,92,27,30,4,13,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
79,DM Bravo,JL Denly,N Pooran,0,0,0,92,27,31,5,13,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
80,DM Bravo,JL Denly,N Pooran,1,0,1,93,28,32,6,13,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
81,N Pooran,JL Denly,DM Bravo,1,0,1,94,27,21,7,13,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
82,N Pooran,CJ Jordan,DM Bravo,4,0,4,98,31,22,1,14,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
83,N Pooran,CJ Jordan,DM Bravo,0,1,1,99,31,23,2,14,0,,,wides,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
84,N Pooran,CJ Jordan,DM Bravo,1,0,1,100,32,24,3,14,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
85,DM Bravo,CJ Jordan,N Pooran,0,1,1,101,28,33,4,14,0,,,wides,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
86,DM Bravo,CJ Jordan,N Pooran,0,0,0,101,28,34,5,14,caught and bowled,DM Bravo,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
87,CR Brathwaite,CJ Jordan,N Pooran,0,0,0,101,0,1,6,14,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
88,CR Brathwaite,CJ Jordan,N Pooran,0,0,0,101,0,2,7,14,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
89,CR Brathwaite,CJ Jordan,N Pooran,0,0,0,101,0,3,8,14,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
90,N Pooran,AU Rashid,CR Brathwaite,1,0,1,102,33,25,1,15,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
91,CR Brathwaite,AU Rashid,N Pooran,0,0,0,102,0,4,2,15,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
92,CR Brathwaite,AU Rashid,N Pooran,0,0,0,102,0,5,3,15,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
93,CR Brathwaite,AU Rashid,N Pooran,0,0,0,102,0,6,4,15,caught,CR Brathwaite,JM Bairstow,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
94,FA Allen,AU Rashid,N Pooran,0,0,0,102,0,1,5,15,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
95,FA Allen,AU Rashid,N Pooran,0,0,0,102,0,2,6,15,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
96,N Pooran,LE Plunkett,FA Allen,4,0,4,106,37,26,1,16,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
97,N Pooran,LE Plunkett,FA Allen,0,0,0,106,37,27,2,16,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
98,N Pooran,LE Plunkett,FA Allen,2,0,2,108,39,28,3,16,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
99,N Pooran,LE Plunkett,FA Allen,0,1,1,109,39,29,4,16,0,,,wides,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
100,N Pooran,LE Plunkett,FA Allen,1,0,1,110,40,30,5,16,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
101,FA Allen,LE Plunkett,N Pooran,1,0,1,111,1,3,6,16,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
102,N Pooran,LE Plunkett,FA Allen,2,0,2,113,42,31,7,16,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
103,FA Allen,JL Denly,N Pooran,1,0,1,114,2,4,1,17,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
104,N Pooran,JL Denly,FA Allen,6,0,6,120,48,32,2,17,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
105,N Pooran,JL Denly,FA Allen,1,0,1,121,49,33,3,17,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
106,FA Allen,JL Denly,N Pooran,6,0,6,127,8,5,4,17,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
107,FA Allen,JL Denly,N Pooran,0,0,0,127,8,6,5,17,caught,FA Allen,CJ Jordan,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
108,N Pooran,JL Denly,JO Holder,1,0,1,128,50,34,6,17,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
109,N Pooran,TK Curran,JO Holder,0,1,1,129,50,35,1,18,0,,,wides,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
110,N Pooran,TK Curran,JO Holder,0,0,0,129,50,36,2,18,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
111,N Pooran,TK Curran,JO Holder,6,0,6,135,56,37,3,18,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
112,N Pooran,TK Curran,JO Holder,0,0,0,135,56,38,4,18,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
113,N Pooran,TK Curran,JO Holder,2,0,2,137,58,39,5,18,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
114,N Pooran,TK Curran,JO Holder,0,0,0,137,58,40,6,18,bowled,N Pooran,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
115,AR Nurse,TK Curran,JO Holder,0,1,1,138,0,1,7,18,0,,,wides,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
116,AR Nurse,TK Curran,JO Holder,1,0,1,139,1,2,8,18,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
117,AR Nurse,AU Rashid,JO Holder,1,0,1,140,2,3,1,19,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
118,JO Holder,AU Rashid,AR Nurse,1,0,1,141,1,1,2,19,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
119,AR Nurse,AU Rashid,JO Holder,0,1,1,142,2,4,3,19,0,,,wides,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
120,AR Nurse,AU Rashid,JO Holder,4,0,4,146,6,5,4,19,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
121,AR Nurse,AU Rashid,JO Holder,0,0,0,146,6,6,5,19,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
122,AR Nurse,AU Rashid,JO Holder,1,0,1,147,7,7,6,19,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
123,JO Holder,AU Rashid,AR Nurse,1,0,1,148,2,2,7,19,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
124,JO Holder,TK Curran,AR Nurse,4,0,4,152,6,3,1,20,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
125,JO Holder,TK Curran,AR Nurse,1,0,1,153,7,4,2,20,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
126,AR Nurse,TK Curran,JO Holder,2,0,2,155,9,8,3,20,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
127,AR Nurse,TK Curran,JO Holder,4,0,4,159,13,9,4,20,0,,,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
128,AR Nurse,TK Curran,JO Holder,0,1,1,160,13,10,5,20,0,,,byes,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
129,JO Holder,TK Curran,AR Nurse,0,0,0,160,7,5,6,20,caught,JO Holder,SW Billings,-,field,England,1,"Darren Sammy National Cricket Stadium, St Lucia",2019-03-05,England,West Indies,England
