,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
12,AJ Finch,KR Mayers,DA Warner,0,1,1,12,133,0,2,1,1,3,legbyes,0,,,"{'by': 'West Indies', 'umpire': 'SJ Nogajski', 'batter': 'AJ Finch', 'decision': 'struck down'}",field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
13,DA Warner,KR Mayers,AJ Finch,2,0,2,14,131,11,8,1,2,3,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
14,DA Warner,KR Mayers,AJ Finch,4,0,4,18,127,15,9,1,3,3,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
15,DA Warner,KR Mayers,AJ Finch,0,1,1,19,126,15,10,1,4,3,wides,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
16,DA Warner,KR Mayers,AJ Finch,0,0,0,19,126,15,11,1,5,3,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
17,DA Warner,KR Mayers,AJ Finch,2,0,2,21,124,17,12,1,6,3,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
18,DA Warner,KR Mayers,AJ Finch,2,0,2,23,122,19,13,1,7,3,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
19,AJ Finch,JO Holder,DA Warner,0,1,1,24,121,0,3,1,1,4,wides,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
20,AJ Finch,JO Holder,DA Warner,0,0,0,24,121,0,4,1,2,4,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
21,AJ Finch,JO Holder,DA Warner,0,0,0,24,121,0,5,1,3,4,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
22,AJ Finch,JO Holder,DA Warner,1,0,1,25,120,1,6,1,4,4,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
23,DA Warner,JO Holder,AJ Finch,6,0,6,31,114,25,14,1,5,4,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
24,DA Warner,JO Holder,AJ Finch,0,0,0,31,114,25,15,1,6,4,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
25,DA Warner,JO Holder,AJ Finch,0,0,0,31,114,25,16,1,7,4,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
26,AJ Finch,OC McCoy,DA Warner,0,0,0,31,114,1,7,1,1,5,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
27,AJ Finch,OC McCoy,DA Warner,0,0,0,31,114,1,8,1,2,5,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
28,AJ Finch,OC McCoy,DA Warner,0,0,0,31,114,1,9,1,3,5,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
29,AJ Finch,OC McCoy,DA Warner,1,0,1,32,113,2,10,1,4,5,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
30,DA Warner,OC McCoy,AJ Finch,0,0,0,32,113,25,17,1,5,5,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
31,DA Warner,OC McCoy,AJ Finch,4,0,4,36,109,29,18,1,6,5,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
32,AJ Finch,AS Joseph,DA Warner,1,0,1,37,108,3,11,1,1,6,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
33,DA Warner,AS Joseph,AJ Finch,4,0,4,41,104,33,19,1,2,6,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
34,DA Warner,AS Joseph,AJ Finch,0,0,0,41,104,33,20,1,3,6,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
35,DA Warner,AS Joseph,AJ Finch,4,0,4,45,100,37,21,1,4,6,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
36,DA Warner,AS Joseph,AJ Finch,0,0,0,45,100,37,22,1,5,6,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
37,DA Warner,AS Joseph,AJ Finch,0,0,0,45,100,37,23,1,6,6,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
38,AJ Finch,AJ Hosein,DA Warner,1,0,1,46,99,4,12,1,1,7,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
39,DA Warner,AJ Hosein,AJ Finch,1,0,1,47,98,38,24,1,2,7,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
40,AJ Finch,AJ Hosein,DA Warner,1,0,1,48,97,5,13,1,3,7,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
41,DA Warner,AJ Hosein,AJ Finch,4,0,4,52,93,42,25,1,4,7,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
42,DA Warner,AJ Hosein,AJ Finch,1,0,1,53,92,43,26,1,5,7,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
43,AJ Finch,AJ Hosein,DA Warner,0,0,0,53,92,5,14,1,6,7,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
44,DA Warner,OF Smith,AJ Finch,0,0,0,53,92,43,27,1,1,8,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
45,DA Warner,OF Smith,AJ Finch,4,0,4,57,88,47,28,1,2,8,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
46,DA Warner,OF Smith,AJ Finch,2,0,2,59,86,49,29,1,3,8,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
47,DA Warner,OF Smith,AJ Finch,0,0,0,59,86,49,30,1,4,8,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
48,DA Warner,OF Smith,AJ Finch,1,0,1,60,85,50,31,1,5,8,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
49,AJ Finch,OF Smith,DA Warner,2,0,2,62,83,7,15,1,6,8,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
50,DA Warner,Y Cariah,AJ Finch,6,0,6,68,77,56,32,1,1,9,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
51,DA Warner,Y Cariah,AJ Finch,1,0,1,69,76,57,33,1,2,9,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
52,AJ Finch,Y Cariah,DA Warner,1,0,1,70,75,8,16,1,3,9,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
53,DA Warner,Y Cariah,AJ Finch,4,0,4,74,71,61,34,1,4,9,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
54,DA Warner,Y Cariah,AJ Finch,1,0,1,75,70,62,35,1,5,9,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
55,AJ Finch,Y Cariah,DA Warner,4,0,4,79,66,12,17,1,6,9,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
56,DA Warner,JO Holder,AJ Finch,0,0,0,79,66,62,36,1,1,10,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
57,DA Warner,JO Holder,AJ Finch,1,0,1,80,65,63,37,1,2,10,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
58,AJ Finch,JO Holder,DA Warner,1,0,1,81,64,13,18,1,3,10,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
59,DA Warner,JO Holder,AJ Finch,4,0,4,85,60,67,38,1,4,10,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
60,DA Warner,JO Holder,AJ Finch,1,0,1,86,59,68,39,1,5,10,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
61,AJ Finch,JO Holder,DA Warner,2,0,2,88,57,15,19,1,6,10,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
62,DA Warner,OC McCoy,AJ Finch,6,0,6,94,51,74,40,1,1,11,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
63,DA Warner,OC McCoy,AJ Finch,1,0,1,95,50,75,41,1,2,11,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
64,AJ Finch,OC McCoy,DA Warner,0,0,0,95,50,15,20,2,3,11,-,caught,AJ Finch,R Powell,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
65,SPD Smith,OC McCoy,DA Warner,0,0,0,95,50,0,1,2,4,11,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
66,SPD Smith,OC McCoy,DA Warner,0,0,0,95,50,0,2,2,5,11,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
67,SPD Smith,OC McCoy,DA Warner,0,0,0,95,50,0,3,2,6,11,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
68,DA Warner,OF Smith,SPD Smith,0,1,1,96,49,75,42,2,1,12,wides,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
69,DA Warner,OF Smith,SPD Smith,0,0,0,96,49,75,43,3,2,12,-,caught and bowled,DA Warner,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
70,GJ Maxwell,OF Smith,SPD Smith,0,0,0,96,49,0,1,3,3,12,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
71,GJ Maxwell,OF Smith,SPD Smith,0,0,0,96,49,0,2,3,4,12,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
72,GJ Maxwell,OF Smith,SPD Smith,0,1,1,97,48,0,3,3,5,12,legbyes,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
73,SPD Smith,OF Smith,GJ Maxwell,0,0,0,97,48,0,4,3,6,12,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
74,SPD Smith,OF Smith,GJ Maxwell,1,0,1,98,47,1,5,3,7,12,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
75,SPD Smith,AJ Hosein,GJ Maxwell,1,0,1,99,46,2,6,3,1,13,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
76,GJ Maxwell,AJ Hosein,SPD Smith,1,0,1,100,45,1,4,3,2,13,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
77,SPD Smith,AJ Hosein,GJ Maxwell,0,0,0,100,45,2,7,4,3,13,-,run out,GJ Maxwell,N Pooran;OC McCoy,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
78,TH David,AJ Hosein,SPD Smith,1,0,1,101,44,1,1,4,4,13,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
79,SPD Smith,AJ Hosein,TH David,1,0,1,102,43,3,8,4,5,13,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
80,TH David,AJ Hosein,SPD Smith,0,0,0,102,43,1,2,4,6,13,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
81,SPD Smith,Y Cariah,TH David,1,0,1,103,42,4,9,4,1,14,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
82,TH David,Y Cariah,SPD Smith,0,0,0,103,42,1,3,4,2,14,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
83,TH David,Y Cariah,SPD Smith,2,0,2,105,40,3,4,4,3,14,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
84,TH David,Y Cariah,SPD Smith,0,0,0,105,40,3,5,4,4,14,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
85,TH David,Y Cariah,SPD Smith,2,0,2,107,38,5,6,4,5,14,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
86,TH David,Y Cariah,SPD Smith,6,0,6,113,32,11,7,4,6,14,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
87,SPD Smith,AJ Hosein,TH David,4,0,4,117,28,8,10,4,1,15,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
88,SPD Smith,AJ Hosein,TH David,1,0,1,118,27,9,11,4,2,15,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
89,TH David,AJ Hosein,SPD Smith,0,0,0,118,27,11,8,4,3,15,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
90,TH David,AJ Hosein,SPD Smith,0,0,0,118,27,11,9,4,4,15,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
91,TH David,AJ Hosein,SPD Smith,1,0,1,119,26,12,10,4,5,15,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
92,SPD Smith,AJ Hosein,TH David,4,0,4,123,22,13,12,4,6,15,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
93,TH David,OF Smith,SPD Smith,4,0,4,127,18,16,11,4,1,16,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
94,TH David,OF Smith,SPD Smith,4,0,4,131,14,20,12,4,2,16,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
95,TH David,OF Smith,SPD Smith,0,0,0,131,14,20,13,4,3,16,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
96,TH David,OF Smith,SPD Smith,1,0,1,132,13,21,14,4,4,16,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
97,SPD Smith,OF Smith,TH David,0,1,1,133,12,13,13,4,5,16,wides,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
98,SPD Smith,OF Smith,TH David,0,1,1,134,11,13,14,4,6,16,wides,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
99,SPD Smith,OF Smith,TH David,1,0,1,135,10,14,15,4,7,16,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
100,TH David,OF Smith,SPD Smith,1,0,1,136,9,22,15,4,8,16,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
101,TH David,OC McCoy,SPD Smith,4,0,4,140,5,26,16,4,1,17,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
102,TH David,OC McCoy,SPD Smith,6,0,6,146,-1,32,17,4,2,17,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
103,TH David,OC McCoy,SPD Smith,6,0,6,152,-7,38,18,4,3,17,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
104,TH David,OC McCoy,SPD Smith,4,0,4,156,-11,42,19,4,4,17,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
105,TH David,OC McCoy,SPD Smith,0,0,0,156,-11,42,20,5,5,17,-,lbw,TH David,,"{'by': 'West Indies', 'umpire': 'SJ Nogajski', 'batter': 'TH David', 'decision': 'upheld'}",field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
106,MS Wade,OC McCoy,SPD Smith,1,0,1,157,-12,1,1,5,6,17,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
107,MS Wade,AS Joseph,SPD Smith,0,0,0,157,-12,1,2,5,1,18,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
108,MS Wade,AS Joseph,SPD Smith,0,1,1,158,-13,1,3,5,2,18,legbyes,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
109,SPD Smith,AS Joseph,MS Wade,2,0,2,160,-15,16,16,5,3,18,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
110,SPD Smith,AS Joseph,MS Wade,1,0,1,161,-16,17,17,5,4,18,-,0,,,,field,West Indies,1,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,10,Australia_West Indies_2022-10-07,Australia,Australia,West Indies,178
